ADM0_EN,ADM0_PCODE,Total,Male,Female,T_00_04,T_05_09,T_10_14,T_15_17,T_18_19,T_20_24,T_25_29,T_30_34,T_35_39,T_40_44,T_45_49,T_50_54,T_55_59,T_60_64,T_65plus
Ethiopia,EN,103726273,51978975,51747276,14849814,15845259,15084239,8326184,3118919,8101617,8086369,5981797,5986069,4145523,3382961,2799770,2156126,1934180,3927417
