,ADMIN1,ADMIN2,date,CS_2,CS_3,CS_4,CS_99,ML1_1,ML1_2,ML1_3,ML1_4,ML1_99,ML2_1,ML2_2,ML2_3,ML2_4,ML2_99,CS_1,CS_5,ML1_5,ML2_5,pop_CS,pop_Total_CS,pop_ML1,pop_Total_ML1,pop_ML2,pop_Total_ML2
632,Lower Shabelle,Kurtunwaarey,2011-07-01,0.0,0.0,57.321563720703125,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,91539.6484375,91596.96875,91596.96875,91596.9700012207,183193.9400024414,91596.96875,183193.9375,91596.96875,183193.9375
633,Lower Shabelle,Marka,2011-07-01,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,328745.6875,328745.6875,328745.6875,328745.6875,657491.375,328745.6875,657491.375,328745.6875,657491.375
634,Lower Shabelle,Qoryooley,2011-07-01,0.0,0.0,161.56219482421875,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,209585.5625,209747.140625,209747.140625,209747.12469482422,419494.24938964844,209747.140625,419494.28125,209747.140625,419494.28125
635,Lower Shabelle,Sablaale,2011-07-01,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,66064.109375,66064.109375,66064.109375,66064.109375,132128.21875,66064.109375,132128.21875,66064.109375,132128.21875
636,Lower Shabelle,Wanla Weyn,2011-07-01,0.0,0.0,651.1300659179688,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,251883.40625,252534.53125,252534.53125,252534.53631591797,505069.07263183594,252534.53125,505069.0625,252534.53125,505069.0625
637,Middle Juba,Bu'aale,2011-07-01,0.0,0.0,96524.4296875,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,71.98792266845703,96596.4140625,96596.4140625,96596.41761016846,193192.8352203369,96596.4140625,193192.828125,96596.4140625,193192.828125
638,Middle Juba,Jilib,2011-07-01,0.0,0.0,188622.75,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,279.487060546875,188902.234375,188902.234375,188902.23706054688,377804.47412109375,188902.234375,377804.46875,188902.234375,377804.46875
639,Middle Juba,Saakow,2011-07-01,0.0,0.0,105918.140625,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,105918.140625,105918.140625,105918.140625,211836.28125,105918.140625,211836.28125,105918.140625,211836.28125
640,Middle Shabelle,Adan Yabaal,2011-07-01,0.0,0.0,99178.25,,0.0,0.0,0.0,353.1747741699219,,0.0,0.0,0.0,353.1747741699219,,0.0,0.0,98825.0703125,98825.0703125,99178.25,198356.5,99178.24508666992,198356.49017333984,99178.24508666992,198356.49017333984
641,Middle Shabelle,Balcad,2011-07-01,0.0,0.0,248375.625,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,248375.625,248375.625,248375.625,496751.25,248375.625,496751.25,248375.625,496751.25
642,Middle Shabelle,Cadale,2011-07-01,0.0,0.0,80831.7109375,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,80831.7109375,80831.7109375,80831.7109375,161663.421875,80831.7109375,161663.421875,80831.7109375,161663.421875
643,Middle Shabelle,Jowhar,2011-07-01,0.0,0.0,421912.0625,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,421912.0625,421912.0625,421912.0625,843824.125,421912.0625,843824.125,421912.0625,843824.125
644,Mudug,Gaalkacyo,2011-07-01,0.0,0.0,224657.578125,,0.0,0.0,0.0,224657.578125,,0.0,0.0,0.0,224657.578125,,0.0,0.0,0.0,0.0,224657.578125,449315.15625,224657.578125,449315.15625,224657.578125,449315.15625
645,Mudug,Galdogob,2011-07-01,0.0,0.0,67379.046875,,0.0,0.0,0.0,67379.046875,,0.0,0.0,0.0,67379.046875,,0.0,0.0,0.0,0.0,67379.046875,134758.09375,67379.046875,134758.09375,67379.046875,134758.09375
646,Mudug,Hobyo,2011-07-01,0.0,0.0,112609.8046875,,0.0,0.0,0.0,112609.8046875,,0.0,0.0,0.0,112609.8046875,,0.0,0.0,0.0,0.0,112609.8046875,225219.609375,112609.8046875,225219.609375,112609.8046875,225219.609375
647,Mudug,Jariiban,2011-07-01,0.0,0.0,62994.76171875,,0.0,0.0,0.0,62994.76171875,,0.0,0.0,0.0,62994.76171875,,0.0,0.0,0.0,0.0,62994.76171875,125989.5234375,62994.76171875,125989.5234375,62994.76171875,125989.5234375
648,Mudug,Xarardheere,2011-07-01,0.0,0.0,108829.8046875,,0.0,0.0,0.0,108829.8046875,,0.0,0.0,0.0,108829.8046875,,0.0,0.0,0.0,0.0,108829.8046875,217659.609375,108829.8046875,217659.609375,108829.8046875,217659.609375
649,Nugaal,Burtinle,2011-07-01,0.0,0.0,60340.23046875,,0.0,0.0,0.0,60340.23046875,,0.0,0.0,0.0,60340.23046875,,0.0,0.0,0.0,0.0,60340.23046875,120680.4609375,60340.23046875,120680.4609375,60340.23046875,120680.4609375
650,Nugaal,Eyl,2011-07-01,0.0,13603.2958984375,38757.80859375,,0.0,0.0,13603.2958984375,38757.80859375,,0.0,0.0,13603.2958984375,38757.80859375,,0.0,0.0,0.0,0.0,52361.1044921875,104722.208984375,52361.1044921875,104722.208984375,52361.1044921875,104722.208984375
651,Nugaal,Garoowe,2011-07-01,0.0,77899.2265625,15257.9013671875,,0.0,0.0,77899.2265625,15257.9013671875,,0.0,0.0,77899.2265625,15257.9013671875,,0.0,0.0,0.0,0.0,93157.1279296875,186314.255859375,93157.1279296875,186314.255859375,93157.1279296875,186314.255859375
652,Sanaag,Ceel Afweyn,2011-07-01,39164.96484375,73521.1953125,0.0,,0.0,39164.96484375,73521.1953125,0.0,,0.0,39164.96484375,73521.1953125,0.0,,0.0,0.0,0.0,0.0,112686.16015625,225372.3203125,112686.16015625,225372.3203125,112686.16015625,225372.3203125
653,Sanaag,Ceerigaabo,2011-07-01,15338.51953125,106255.953125,69592.5390625,,0.0,15338.51953125,106255.953125,69592.5390625,,0.0,15338.51953125,106255.953125,69592.5390625,,0.0,0.0,0.0,0.0,191187.01171875,382374.0234375,191187.01171875,382374.0234375,191187.01171875,382374.0234375
654,Sanaag,Laasqoray,2011-07-01,0.0,110353.3046875,29415.384765625,,0.0,0.0,110353.3046875,29415.384765625,,0.0,0.0,110353.3046875,29415.384765625,,0.0,0.0,0.0,0.0,139768.689453125,279537.37890625,139768.689453125,279537.37890625,139768.689453125,279537.37890625
655,Sool,Caynabo,2011-07-01,1228.6307373046875,44700.046875,0.0,,0.0,1228.6307373046875,44700.046875,0.0,,0.0,1228.6307373046875,44700.046875,0.0,,0.0,0.0,0.0,0.0,45928.67761230469,91857.35522460938,45928.67761230469,91857.35522460938,45928.67761230469,91857.35522460938
656,Sool,Laas Caanood,2011-07-01,0.0,123969.21875,25.83010482788086,,0.0,0.0,123969.21875,25.83010482788086,,0.0,0.0,123969.21875,25.83010482788086,,0.0,0.0,0.0,0.0,123995.04885482788,247990.09770965576,123995.04885482788,247990.09770965576,123995.04885482788,247990.09770965576
657,Sool,Taleex,2011-07-01,0.0,24891.625,15911.921875,,0.0,0.0,24891.625,15911.921875,,0.0,0.0,24891.625,15911.921875,,0.0,0.0,0.0,0.0,40803.546875,81607.09375,40803.546875,81607.09375,40803.546875,81607.09375
658,Sool,Xudun,2011-07-01,0.0,27234.80078125,3664.292236328125,,0.0,0.0,27234.80078125,3664.292236328125,,0.0,0.0,27234.80078125,3664.292236328125,,0.0,0.0,0.0,0.0,30899.093017578125,61798.18603515625,30899.093017578125,61798.18603515625,30899.093017578125,61798.18603515625
659,Togdheer,Burco,2011-07-01,128558.0859375,344000.9375,0.0,,0.0,128558.0859375,344000.9375,0.0,,0.0,128558.0859375,344000.9375,0.0,,0.0,0.0,0.0,0.0,472559.0234375,945118.046875,472559.0234375,945118.046875,472559.0234375,945118.046875
660,Togdheer,Buuhoodle,2011-07-01,0.0,61884.203125,0.0,,0.0,0.0,61884.203125,0.0,,0.0,0.0,61884.203125,0.0,,0.0,0.0,0.0,0.0,61884.203125,123768.40625,61884.203125,123768.40625,61884.203125,123768.40625
661,Togdheer,Owdweyne,2011-07-01,39680.671875,38997.4921875,0.0,,0.0,39680.671875,38997.4921875,0.0,,0.0,39680.671875,38997.4921875,0.0,,0.0,0.0,0.0,0.0,78678.1640625,157356.328125,78678.1640625,157356.328125,78678.1640625,157356.328125
662,Togdheer,Sheikh,2011-07-01,48237.53125,3016.779296875,0.0,,0.0,48237.53125,3016.779296875,0.0,,0.0,48237.53125,3016.779296875,0.0,,0.0,0.0,0.0,0.0,51254.310546875,102508.62109375,51254.310546875,102508.62109375,51254.310546875,102508.62109375
