,ADMIN1,ADMIN2,date,CS_2,CS_3,CS_4,CS_99,ML1_1,ML1_2,ML1_3,ML1_4,ML1_99,ML2_1,ML2_2,ML2_3,ML2_4,ML2_99,CS_1,CS_5,ML1_5,ML2_5,pop_CS,pop_Total_CS,pop_ML1,pop_Total_ML1,pop_ML2,pop_Total_ML2
18,Bay,Diinsoor,2009-07-01,0.0,0.0,0.0,123887.109375,0.0,0.0,0.0,0.0,123887.109375,0.0,0.0,0.0,0.0,123887.109375,0.0,0.0,0.0,0.0,0.0,123887.109375,0.0,123887.109375,0.0,123887.109375
19,Bay,Qansax Dheere,2009-07-01,0.0,0.0,0.0,145210.4375,0.0,0.0,0.0,0.0,145210.4375,0.0,0.0,0.0,0.0,145210.4375,0.0,0.0,0.0,0.0,0.0,145210.4375,0.0,145210.4375,0.0,145210.4375
20,Galgaduud,Cabudwaaq,2009-07-01,0.0,0.0,0.0,67931.4609375,0.0,0.0,0.0,0.0,67931.4609375,0.0,0.0,0.0,0.0,67931.4609375,0.0,0.0,0.0,0.0,0.0,67931.4609375,0.0,67931.4609375,0.0,67931.4609375
21,Galgaduud,Cadaado,2009-07-01,0.0,0.0,0.0,66695.265625,0.0,0.0,0.0,0.0,66695.265625,0.0,0.0,0.0,0.0,66695.265625,0.0,0.0,0.0,0.0,0.0,66695.265625,0.0,66695.265625,0.0,66695.265625
22,Galgaduud,Ceel Buur,2009-07-01,0.0,0.0,0.0,124110.40625,0.0,0.0,0.0,0.0,124110.40625,0.0,0.0,0.0,0.0,124110.40625,0.0,0.0,0.0,0.0,0.0,124110.40625,0.0,124110.40625,0.0,124110.40625
23,Galgaduud,Ceel Dheer,2009-07-01,0.0,0.0,0.0,113339.28125,0.0,0.0,0.0,0.0,113339.28125,0.0,0.0,0.0,0.0,113339.28125,0.0,0.0,0.0,0.0,0.0,113339.28125,0.0,113339.28125,0.0,113339.28125
24,Galgaduud,Dhuusamarreeb,2009-07-01,0.0,0.0,0.0,142248.71875,0.0,0.0,0.0,0.0,142248.71875,0.0,0.0,0.0,0.0,142248.71875,0.0,0.0,0.0,0.0,0.0,142248.71875,0.0,142248.71875,0.0,142248.71875
25,Gedo,Baardheere,2009-07-01,0.0,0.0,0.0,167883.609375,0.0,0.0,0.0,0.0,167883.609375,0.0,0.0,0.0,0.0,167883.609375,0.0,0.0,0.0,0.0,0.0,167883.609375,0.0,167883.609375,0.0,167883.609375
26,Gedo,Belet Xaawo,2009-07-01,0.0,0.0,0.0,80825.0859375,0.0,0.0,0.0,0.0,80825.0859375,0.0,0.0,0.0,0.0,80825.0859375,0.0,0.0,0.0,0.0,0.0,80825.0859375,0.0,80825.0859375,0.0,80825.0859375
27,Gedo,Ceel Waaq,2009-07-01,0.0,0.0,0.0,29964.212890625,0.0,0.0,0.0,0.0,29964.212890625,0.0,0.0,0.0,0.0,29964.212890625,0.0,0.0,0.0,0.0,0.0,29964.212890625,0.0,29964.212890625,0.0,29964.212890625
28,Gedo,Doolow,2009-07-01,0.0,0.0,0.0,40643.1953125,0.0,0.0,0.0,0.0,40643.1953125,0.0,0.0,0.0,0.0,40643.1953125,0.0,0.0,0.0,0.0,0.0,40643.1953125,0.0,40643.1953125,0.0,40643.1953125
29,Gedo,Garbahaarey,2009-07-01,0.0,0.0,0.0,94511.5078125,0.0,0.0,0.0,0.0,94511.5078125,0.0,0.0,0.0,0.0,94511.5078125,0.0,0.0,0.0,0.0,0.0,94511.5078125,0.0,94511.5078125,0.0,94511.5078125
30,Gedo,Luuq,2009-07-01,0.0,0.0,0.0,98718.8359375,0.0,0.0,0.0,0.0,98718.8359375,0.0,0.0,0.0,0.0,98718.8359375,0.0,0.0,0.0,0.0,0.0,98718.8359375,0.0,98718.8359375,0.0,98718.8359375
31,Hiraan,Belet Weyne,2009-07-01,0.0,0.0,0.0,267625.53125,0.0,0.0,0.0,0.0,267625.53125,0.0,0.0,0.0,0.0,267625.53125,0.0,0.0,0.0,0.0,0.0,267625.53125,0.0,267625.53125,0.0,267625.53125
32,Hiraan,Bulo Burto,2009-07-01,0.0,0.0,0.0,174387.953125,0.0,0.0,0.0,0.0,174387.953125,0.0,0.0,0.0,0.0,174387.953125,0.0,0.0,0.0,0.0,0.0,174387.953125,0.0,174387.953125,0.0,174387.953125
33,Hiraan,Jalalaqsi,2009-07-01,0.0,0.0,0.0,70527.640625,0.0,0.0,0.0,0.0,70527.640625,0.0,0.0,0.0,0.0,70527.640625,0.0,0.0,0.0,0.0,0.0,70527.640625,0.0,70527.640625,0.0,70527.640625
34,Lower Juba,Afmadow,2009-07-01,0.0,0.0,0.0,79097.1875,0.0,0.0,0.0,0.0,79097.1875,0.0,0.0,0.0,0.0,79097.1875,0.0,0.0,0.0,0.0,0.0,79097.1875,0.0,79097.1875,0.0,79097.1875
35,Lower Juba,Badhaadhe,2009-07-01,0.0,0.0,0.0,57472.26953125,0.0,0.0,0.0,0.0,57472.26953125,0.0,0.0,0.0,0.0,57472.26953125,0.0,0.0,0.0,0.0,0.0,57472.26953125,0.0,57472.26953125,0.0,57472.26953125
36,Lower Juba,Jamaame,2009-07-01,0.0,0.0,0.0,200779.5625,0.0,0.0,0.0,0.0,200779.5625,0.0,0.0,0.0,0.0,200779.5625,0.0,0.0,0.0,0.0,0.0,200779.5625,0.0,200779.5625,0.0,200779.5625
37,Lower Juba,Kismaayo,2009-07-01,0.0,0.0,0.0,254875.453125,0.0,0.0,0.0,0.0,254875.453125,0.0,0.0,0.0,0.0,254875.453125,0.0,0.0,0.0,0.0,0.0,254875.453125,0.0,254875.453125,0.0,254875.453125
38,Lower Shabelle,Afgooye,2009-07-01,0.0,0.0,0.0,337094.875,0.0,0.0,0.0,0.0,337094.875,0.0,0.0,0.0,0.0,337094.875,0.0,0.0,0.0,0.0,0.0,337094.875,0.0,337094.875,0.0,337094.875
39,Lower Shabelle,Baraawe,2009-07-01,0.0,0.0,0.0,106054.046875,0.0,0.0,0.0,0.0,106054.046875,0.0,0.0,0.0,0.0,106054.046875,0.0,0.0,0.0,0.0,0.0,106054.046875,0.0,106054.046875,0.0,106054.046875
