ADMIN0,ADMIN1,date,CS_2,CS_3,CS_4,CS_99,ML1_1,ML1_2,ML1_3,ML1_4,ML1_99,ML2_1,ML2_2,ML2_3,ML2_4,ML2_99,CS_1,CS_5,ML1_5,ML2_5,pop_CS,pop_total_CS,pop_ML1,pop_total_ML1,pop_ML2,pop_total_ML2,perc_CS_1,perc_CS_2,perc_CS_3,perc_CS_4,perc_CS_5,CS_3p,perc_CS_3p,CS_4p,perc_CS_4p,CS_2m,perc_CS_2m,perc_ML1_1,perc_ML1_2,perc_ML1_3,perc_ML1_4,perc_ML1_5,ML1_3p,perc_ML1_3p,ML1_4p,perc_ML1_4p,ML1_2m,perc_ML1_2m,perc_ML2_1,perc_ML2_2,perc_ML2_3,perc_ML2_4,perc_ML2_5,ML2_3p,perc_ML2_3p,ML2_4p,perc_ML2_4p,ML2_2m,perc_ML2_2m,perc_inc_ML2_3p,perc_inc_ML1_3p,period_ML1,period_ML2
Somalia,Gedo,2010-10-01,220028.890625,135434.953125,171435.421875,,0.0,220028.90625,135434.953125,171435.421875,,0.0,220028.90625,135434.953125,171435.421875,,0.0,0.0,0.0,0.0,526899.265625,526899.265625,526899.28125,526899.28125,526899.28125,526899.28125,0.0,41.75919477967104,25.704145357718247,32.53665986261072,0.0,306870.375,58.24080522032897,171435.421875,32.53665986261072,220028.890625,41.75919477967104,0.0,41.75919650678021,25.704144595471487,32.536658897748296,0.0,306870.375,58.240803493219786,171435.421875,32.536658897748296,220028.90625,41.75919650678021,0.0,41.75919650678021,25.704144595471487,32.536658897748296,0.0,306870.375,58.240803493219786,171435.421875,32.536658897748296,220028.90625,41.75919650678021,-1.7271091792281368e-06,-1.7271091792281368e-06,Oct - Dec 2010,Jan - Mar 2011
Somalia,Galgaduud,2010-10-01,0.0,34110.921875,494551.3125,,0.0,0.0,34331.05078125,494331.1875,,0.0,0.0,34060.40625,494601.78125,,0.0,0.0,0.0,0.0,528662.234375,528662.234375,528662.23828125,528662.23828125,528662.1875,528662.1875,0.0,0.0,6.452309179097487,93.5476908209025,0.0,528662.234375,100.0,494551.3125,93.5476908209025,0.0,0.0,0.0,0.0,6.493947987067268,93.50605201293273,0.0,528662.23828125,100.0,494331.1875,93.50605201293273,0.0,0.0,0.0,0.0,6.442754381785628,93.55724561821435,0.0,528662.1875,100.0,494601.78125,93.55724561821435,0.0,0.0,0.0,0.0,Oct - Dec 2010,Jan - Mar 2011
Somalia,Lower Juba,2010-10-01,460708.6875,0.0,149784.953125,,0.0,460708.6875,0.0,149784.953125,,0.0,460708.6875,0.0,149784.953125,,0.0,0.0,0.0,0.0,610493.640625,610493.640625,610493.640625,610493.640625,610493.640625,610493.640625,0.0,75.46494456983109,0.0,24.53505543016892,0.0,149784.953125,24.53505543016892,149784.953125,24.53505543016892,460708.6875,75.46494456983109,0.0,75.46494456983109,0.0,24.53505543016892,0.0,149784.953125,24.53505543016892,149784.953125,24.53505543016892,460708.6875,75.46494456983109,0.0,75.46494456983109,0.0,24.53505543016892,0.0,149784.953125,24.53505543016892,149784.953125,24.53505543016892,460708.6875,75.46494456983109,0.0,0.0,Oct - Dec 2010,Jan - Mar 2011
Somalia,Bari,2010-10-01,227747.171875,384900.6875,0.0,,0.0,126334.1328125,486313.71875,0.0,,0.0,126334.1328125,486313.71875,0.0,,0.0,0.0,0.0,0.0,612647.859375,612647.859375,612647.8515625,612647.8515625,612647.8515625,612647.8515625,0.0,37.17423775989995,62.82576224010005,0.0,0.0,384900.6875,62.82576224010005,0.0,0.0,227747.171875,37.17423775989995,0.0,20.6210031570823,79.3789968429177,0.0,0.0,486313.71875,79.3789968429177,0.0,0.0,126334.1328125,20.6210031570823,0.0,20.6210031570823,79.3789968429177,0.0,0.0,486313.71875,79.3789968429177,0.0,0.0,126334.1328125,20.6210031570823,16.553234602817653,16.553234602817653,Oct - Dec 2010,Jan - Mar 2011
Somalia,Banadir,2010-10-01,8481.736328125,41441.03125,1374883.125,,0.0,8481.736328125,41441.03125,1374883.125,,0.0,8481.736328125,41441.03125,1374883.125,,0.0,0.0,0.0,0.0,1424805.892578125,1424805.892578125,1424805.892578125,1424805.892578125,1424805.892578125,1424805.892578125,0.0,0.5952906548398437,2.9085387325998657,96.49617061256028,0.0,1416324.15625,99.40470934516016,1374883.125,96.49617061256028,8481.736328125,0.5952906548398437,0.0,0.5952906548398437,2.9085387325998657,96.49617061256028,0.0,1416324.15625,99.40470934516016,1374883.125,96.49617061256028,8481.736328125,0.5952906548398437,0.0,0.5952906548398437,2.9085387325998657,96.49617061256028,0.0,1416324.15625,99.40470934516016,1374883.125,96.49617061256028,8481.736328125,0.5952906548398437,0.0,0.0,Oct - Dec 2010,Jan - Mar 2011
Somalia,Bakool,2010-10-01,0.0,314958.28125,182000.40625,,0.0,0.0,314958.28125,182000.40625,,0.0,0.0,314958.28125,182000.40625,,0.0,0.0,0.0,0.0,496958.6875,496958.6875,496958.6875,496958.6875,496958.6875,496958.6875,0.0,0.0,63.377155721822454,36.622844278177546,0.0,496958.6875,100.0,182000.40625,36.622844278177546,0.0,0.0,0.0,0.0,63.377155721822454,36.622844278177546,0.0,496958.6875,100.0,182000.40625,36.622844278177546,0.0,0.0,0.0,0.0,63.377155721822454,36.622844278177546,0.0,496958.6875,100.0,182000.40625,36.622844278177546,0.0,0.0,0.0,0.0,Oct - Dec 2010,Jan - Mar 2011
Somalia,Awdal,2010-10-01,476184.34375,0.0,0.0,,0.0,476184.34375,0.0,0.0,,0.0,476166.8125,17.54217529296875,0.0,,0.0,0.0,0.0,0.0,476184.34375,476184.34375,476184.34375,476184.34375,476184.35467529297,476184.35467529297,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,476184.34375,100.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,476184.34375,100.0,0.0,99.99631609583122,0.0036839041687815725,0.0,0.0,17.54217529296875,0.0036839041687815725,0.0,0.0,476166.8125,99.99631609583122,0.0036839041687815725,0.0,Oct - Dec 2010,Jan - Mar 2011
Somalia,Woqooyi Galbeed,2011-01-01,1156480.0048866272,0.0,0.0,,0.0,2312828.404045105,131.60572814941406,0.0,2312960.0097732544,0.0,1156480.0048866272,0.0,0.0,,0.0,0.0,0.0,0.0,1156480.0048866272,1156480.0048866272,2312960.0097732544,4625920.019546509,1156480.0048866272,1156480.0048866272,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1156480.0048866272,100.0,0.0,99.99431007334354,0.005689926656462846,0.0,0.0,131.60572814941406,0.005689926656462846,0.0,0.0,2312828.404045105,99.99431007334354,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1156480.0048866272,100.0,0.0,0.005689926656462846,Jan - Mar 2011,Apr - Jun 2011
Somalia,Togdheer,2011-01-01,664375.6896381378,0.0,0.0,,0.0,432896.2552165985,895855.124059677,0.0,1328751.3792762756,0.0,664375.6896381378,0.0,0.0,,0.0,0.0,0.0,0.0,664375.6896381378,664375.6896381378,1328751.3792762756,2657502.7585525517,664375.6896381378,664375.6896381378,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,664375.6896381378,100.0,0.0,32.57917635821247,67.42082364178754,0.0,0.0,895855.124059677,67.42082364178754,0.0,0.0,432896.2552165985,32.57917635821247,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,664375.6896381378,100.0,0.0,67.42082364178754,Jan - Mar 2011,Apr - Jun 2011
Somalia,Sool,2011-01-01,222024.32077503204,0.0,19602.04498291016,,0.0,0.0,444100.3017597199,39152.42975616455,483252.7315158844,0.0,222024.32077503204,19602.04498291016,0.0,,0.0,0.0,0.0,0.0,241626.3657579422,241626.3657579422,483252.7315158844,966505.4630317688,241626.3657579422,241626.3657579422,0.0,91.88745610545364,0.0,8.112543894546343,0.0,19602.04498291016,8.112543894546343,19602.04498291016,8.112543894546343,222024.32077503204,91.88745610545364,0.0,0.0,91.89814620739963,8.101853792600368,0.0,483252.7315158844,100.0,39152.42975616455,8.101853792600368,0.0,0.0,0.0,91.88745610545364,8.112543894546343,0.0,0.0,19602.04498291016,8.112543894546343,0.0,0.0,222024.32077503204,91.88745610545364,0.0,91.88745610545364,Jan - Mar 2011,Apr - Jun 2011
Somalia,Sanaag,2011-01-01,234332.4162788391,110301.53214263916,99007.931640625,,0.0,0.0,689267.8968429564,198015.86328125,887283.7601242065,0.0,234178.2984352112,209463.58162689206,0.0,,0.0,0.0,0.0,0.0,443641.8800621033,443641.8800621033,887283.7601242065,1774567.520248413,443641.8800621033,443641.8800621033,0.0,52.82017474230252,24.862741120653123,22.317084137044358,0.0,209309.46378326413,47.17982525769748,99007.931640625,22.317084137044358,234332.4162788391,52.82017474230252,0.0,0.0,77.68291586295565,22.317084137044358,0.0,887283.7601242065,100.0,198015.86328125,22.317084137044358,0.0,0.0,0.0,52.785435496403025,47.214564503596975,0.0,0.0,209463.58162689206,47.214564503596975,0.0,0.0,234178.2984352112,52.785435496403025,0.03473924589949462,52.82017474230252,Jan - Mar 2011,Apr - Jun 2011
Somalia,Nugaal,2011-01-01,91502.51930618288,7.669822692871094,114348.2705078125,,0.0,0.0,334159.4604873657,77557.45878601074,411716.91927337646,0.0,91502.51930618288,94020.7724609375,20335.167869567867,,0.0,0.0,0.0,0.0,205858.45963668823,205858.45963668823,411716.91927337646,823433.8385467529,205858.45963668823,205858.45963668823,0.0,44.449239282015505,0.003725774838890406,55.5470349431456,0.0,114355.94033050536,55.5507607179845,114348.2705078125,55.5470349431456,91502.51930618288,44.449239282015505,0.0,0.0,81.16243099193277,18.83756900806723,0.0,411716.91927337646,100.0,77557.45878601074,18.83756900806723,0.0,0.0,0.0,44.449239282015505,45.67253278144178,9.878227936542727,0.0,114355.94033050536,55.5507607179845,20335.167869567867,9.878227936542727,91502.51930618288,44.449239282015505,0.0,44.449239282015505,Jan - Mar 2011,Apr - Jun 2011
Somalia,Mudug,2011-01-01,0.0,82360.1220703125,494110.86247444147,,0.0,0.0,417040.63690185547,735901.3321876527,1152941.969089508,0.0,0.0,412826.5187530517,163644.46579170227,,0.0,0.0,0.0,0.0,576470.984544754,576470.984544754,1152941.969089508,2305883.938179016,576470.984544754,576470.984544754,0.0,0.0,14.286950129043055,85.71304987095695,0.0,576470.984544754,100.0,494110.86247444147,85.71304987095695,0.0,0.0,0.0,0.0,36.17186710890552,63.82813289109448,0.0,1152941.969089508,100.0,735901.3321876527,63.82813289109448,0.0,0.0,0.0,0.0,71.6127142251688,28.38728577483119,0.0,576470.984544754,100.0,163644.46579170227,28.38728577483119,0.0,0.0,0.0,0.0,Jan - Mar 2011,Apr - Jun 2011
Somalia,Middle Shabelle,2011-01-01,0.0,575271.4809875488,275026.16650390625,,0.0,154451.32421875,577017.5629882811,969126.4077758788,1700595.2949829104,0.0,0.0,579682.1034545897,270615.54403686523,,0.0,0.0,0.0,0.0,850297.6474914552,850297.6474914552,1700595.2949829104,3401190.5899658212,850297.6474914552,850297.6474914552,0.0,0.0,67.65530666640235,32.34469333359764,0.0,850297.6474914552,100.0,275026.16650390625,32.34469333359764,0.0,0.0,0.0,9.082191669847123,33.93032808514738,56.98748024500549,0.0,1546143.9707641604,90.91780833015288,969126.4077758788,56.98748024500549,154451.32421875,9.082191669847123,0.0,0.0,68.17402178693142,31.82597821306859,0.0,850297.6474914552,100.0,270615.54403686523,31.82597821306859,0.0,0.0,0.0,-9.082191669847132,Jan - Mar 2011,Apr - Jun 2011
Somalia,Middle Juba,2011-01-01,289359.77012443537,0.0,102057.033203125,,0.0,206697.5321483612,372022.0081005096,204114.06640625,782833.6066551206,0.0,289359.77012443537,0.0,102057.033203125,,0.0,0.0,0.0,0.0,391416.80332756037,391416.80332756037,782833.6066551206,1565667.2133102415,391416.80332756037,391416.80332756037,0.0,73.92625141907419,0.0,26.073748580925823,0.0,102057.033203125,26.073748580925823,102057.033203125,26.073748580925823,289359.77012443537,73.92625141907419,0.0,26.403763250729,47.522488168345184,26.073748580925823,0.0,576136.0745067596,73.596236749271,204114.06640625,26.073748580925823,206697.5321483612,26.403763250729,0.0,73.92625141907419,0.0,26.073748580925823,0.0,102057.033203125,26.073748580925823,102057.033203125,26.073748580925823,289359.77012443537,73.92625141907419,0.0,47.522488168345184,Jan - Mar 2011,Apr - Jun 2011
Somalia,Lower Shabelle,2011-01-01,1415852.9054107666,1463.2450714111328,116.28034973144531,,0.0,1598398.8095855713,1235200.3340759277,1265.718002319336,2834864.861663818,0.0,1415852.9054107666,1463.2450714111328,116.28034973144531,,0.0,0.0,0.0,0.0,1417432.430831909,1417432.430831909,2834864.861663818,5669729.723327638,1417432.430831909,1417432.430831909,0.0,99.88856432329435,0.10323208638258233,0.00820359032304622,0.0,1579.5254211425781,0.11143567670562854,116.28034973144531,0.00820359032304622,1415852.9054107666,99.88856432329435,0.0,56.38359807555168,43.57175365851384,0.04464826593449925,0.0,1236466.052078247,43.616401924448326,1265.718002319336,0.04464826593449925,1598398.8095855713,56.38359807555168,0.0,99.88856432329435,0.10323208638258233,0.00820359032304622,0.0,1579.5254211425781,0.11143567670562854,116.28034973144531,0.00820359032304622,1415852.9054107666,99.88856432329435,0.0,43.5049662477427,Jan - Mar 2011,Apr - Jun 2011
Somalia,Awdal,2011-01-01,488654.4876890183,0.0,0.0,,0.0,977308.9753780364,0.0,0.0,977308.9753780364,0.0,488654.4876890183,0.0,0.0,,0.0,0.0,0.0,0.0,488654.4876890183,488654.4876890183,977308.9753780364,1954617.9507560728,488654.4876890183,488654.4876890183,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,488654.4876890183,100.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,977308.9753780364,100.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,488654.4876890183,100.0,0.0,0.0,Jan - Mar 2011,Apr - Jun 2011
Somalia,Hiraan,2011-01-01,0.0,0.0,541231.7739582062,,0.0,0.0,302.30683135986334,1082161.2410850523,1082463.5479164124,0.0,0.0,624.1296710968018,540607.6442871094,,0.0,0.0,0.0,0.0,541231.7739582062,541231.7739582062,1082463.5479164124,2164927.0958328247,541231.7739582062,541231.7739582062,0.0,0.0,0.0,100.0,0.0,541231.7739582062,100.0,541231.7739582062,100.0,0.0,0.0,0.0,0.0,0.027927668505952068,99.97207233149405,0.0,1082463.5479164124,100.0,1082161.2410850523,99.97207233149405,0.0,0.0,0.0,0.0,0.11531652447755165,99.88468347552244,0.0,541231.7739582062,100.0,540607.6442871094,99.88468347552244,0.0,0.0,0.0,0.0,Jan - Mar 2011,Apr - Jun 2011
Somalia,Gedo,2011-01-01,226296.25147628784,139948.8472557068,175186.0009765625,,0.0,244310.58555984497,488179.6119041443,350372.001953125,1082862.1994171145,0.0,226296.25147628784,139948.8472557068,175186.0009765625,,0.0,0.0,0.0,0.0,541431.0997085571,541431.0997085571,1082862.1994171145,2165724.3988342285,541431.0997085571,541431.0997085571,0.0,41.79594626132469,25.84795135171193,32.35610238696338,0.0,315134.8482322693,58.2040537386753,175186.0009765625,32.35610238696338,226296.25147628784,41.79594626132469,0.0,22.561558219628786,45.08233939340784,32.35610238696338,0.0,838551.6138572694,77.43844178037122,350372.001953125,32.35610238696338,244310.58555984497,22.561558219628786,0.0,41.79594626132469,25.84795135171193,32.35610238696338,0.0,315134.8482322693,58.2040537386753,175186.0009765625,32.35610238696338,226296.25147628784,41.79594626132469,0.0,19.234388041695908,Jan - Mar 2011,Apr - Jun 2011
Somalia,Galgaduud,2011-01-01,0.0,32764.33624267578,510426.6298522949,,0.0,0.0,277685.50732421875,808696.4248657227,1086381.9321899414,0.0,0.0,510332.965423584,32858.00067138672,,0.0,0.0,0.0,0.0,543190.9660949707,543190.9660949707,1086381.9321899414,2172763.8643798837,543190.9660949707,543190.9660949707,0.0,0.0,6.031826427125687,93.96817357287432,0.0,543190.9660949707,100.0,510426.6298522949,93.96817357287432,0.0,0.0,0.0,0.0,25.560578567839126,74.43942143216087,0.0,1086381.9321899414,100.0,808696.4248657227,74.43942143216087,0.0,0.0,0.0,0.0,93.95093020276006,6.049069797239941,0.0,543190.9660949707,100.0,32858.00067138672,6.049069797239941,0.0,0.0,0.0,0.0,Jan - Mar 2011,Apr - Jun 2011
Somalia,Bay,2011-01-01,1021468.6517028807,1165.998306274414,356.50636291503906,,0.0,1459002.0874633791,586267.2125549315,713.0127258300781,2045982.3127441409,0.0,1021468.6517028807,1165.998306274414,356.50636291503906,,0.0,0.0,0.0,0.0,1022991.1563720704,1022991.1563720704,2045982.3127441409,4091964.6254882812,1022991.1563720704,1022991.1563720704,0.0,99.85117127751242,0.11397931438718427,0.034849408100393664,0.0,1522.5046691894531,0.14882872248757795,356.50636291503906,0.034849408100393664,1021468.6517028807,99.85117127751242,0.0,71.31059141496272,28.65455917693688,0.034849408100393664,0.0,586980.2252807617,28.689408585037278,713.0127258300781,0.034849408100393664,1459002.0874633791,71.31059141496272,0.0,99.85117127751242,0.11397931438718427,0.034849408100393664,0.0,1522.5046691894531,0.14882872248757795,356.50636291503906,0.034849408100393664,1021468.6517028807,99.85117127751242,0.0,28.540579862549706,Jan - Mar 2011,Apr - Jun 2011
Somalia,Bari,2011-01-01,239861.3260498047,390521.3852539063,0.0,,0.0,0.0,1199832.7868652344,60932.6357421875,1260765.422607422,0.0,130115.99255371095,469800.4008789063,30466.31787109375,,0.0,0.0,0.0,0.0,630382.7113037109,630382.7113037109,1260765.422607422,2521530.845214844,630382.7113037109,630382.7113037109,0.0,38.050111741443736,61.949888258556264,0.0,0.0,390521.3852539063,61.949888258556264,0.0,0.0,239861.3260498047,38.050111741443736,0.0,0.0,95.16701246325657,4.832987536743444,0.0,1260765.422607422,100.0,60932.6357421875,4.832987536743444,0.0,0.0,0.0,20.640793318175664,74.52621914508092,4.832987536743444,0.0,500266.71875,79.35920668182433,30466.31787109375,4.832987536743444,130115.99255371095,20.640793318175664,17.409318423268072,38.050111741443736,Jan - Mar 2011,Apr - Jun 2011
Somalia,Banadir,2011-01-01,8501.0712890625,43826.525146484375,1412159.0571289062,,0.0,8501.0712890625,92794.78393554688,2827677.451904297,2928973.3071289062,0.0,8501.0712890625,43826.525146484375,1412159.0571289062,,0.0,0.0,0.0,0.0,1464486.6535644531,1464486.6535644531,2928973.3071289062,5857946.6142578125,1464486.6535644531,1464486.6535644531,0.0,0.5804813084756707,2.9926203178304034,96.42689837369393,0.0,1455985.5822753906,99.41951869152432,1412159.0571289062,96.42689837369393,8501.0712890625,0.5804813084756707,0.0,0.2902406542378353,3.1681676207048786,96.54159172505727,0.0,2920472.2358398438,99.70975934576215,2827677.451904297,96.54159172505727,8501.0712890625,0.2902406542378353,0.0,0.5804813084756707,2.9926203178304034,96.42689837369393,0.0,1455985.5822753906,99.41951869152432,1412159.0571289062,96.42689837369393,8501.0712890625,0.5804813084756707,0.0,0.2902406542378344,Jan - Mar 2011,Apr - Jun 2011
Somalia,Bakool,2011-01-01,0.0,321358.91064453125,189211.3187713623,,0.0,0.0,642717.8212890625,378422.6375427246,1021140.4588317872,0.0,0.0,321358.91064453125,189211.3187713623,,0.0,0.0,0.0,0.0,510570.2294158936,510570.2294158936,1021140.4588317872,2042280.9176635745,510570.2294158936,510570.2294158936,0.0,0.0,62.941176772522496,37.0588232274775,0.0,510570.2294158936,100.0,189211.3187713623,37.0588232274775,0.0,0.0,0.0,0.0,62.941176772522496,37.0588232274775,0.0,1021140.4588317872,100.0,378422.6375427246,37.0588232274775,0.0,0.0,0.0,0.0,62.941176772522496,37.0588232274775,0.0,510570.2294158936,100.0,189211.3187713623,37.0588232274775,0.0,0.0,0.0,0.0,Jan - Mar 2011,Apr - Jun 2011
Somalia,Lower Juba,2011-01-01,474518.8868160248,0.0,152771.4525756836,,0.0,158021.11630821225,791016.6573238374,305542.9051513672,1254580.678783417,0.0,227943.4200191497,246575.466796875,152771.4525756836,,0.0,0.0,0.0,0.0,627290.3393917085,627290.3393917085,1254580.678783417,2509161.357566833,627290.3393917085,627290.3393917085,0.0,75.6458145483592,0.0,24.354185451640788,0.0,152771.4525756836,24.354185451640788,152771.4525756836,24.354185451640788,474518.8868160248,75.6458145483592,0.0,12.59553243410758,63.05028211425163,24.354185451640788,0.0,1096559.5624752045,87.40446756589243,305542.9051513672,24.354185451640788,158021.11630821225,12.59553243410758,0.0,36.33778582341783,39.30802872494138,24.354185451640788,0.0,399346.9193725586,63.66221417658218,152771.4525756836,24.354185451640788,227943.4200191497,36.33778582341783,39.30802872494138,63.05028211425163,Jan - Mar 2011,Apr - Jun 2011
Somalia,Middle Shabelle,2011-04-01,0.0,575271.4809875488,275026.16650390625,,0.0,0.0,0.0,353.1747741699219,,0.0,0.0,160485.66137695312,689811.9861145021,,0.0,0.0,849944.4727172852,0.0,850297.6474914552,850297.6474914552,850297.6474914552,850297.6474914552,850297.6474914552,850297.6474914552,0.0,0.0,67.65530666640235,32.34469333359764,0.0,850297.6474914552,100.0,275026.16650390625,32.34469333359764,0.0,0.0,0.0,0.0,0.0,0.04153542882446597,99.95846457117551,850297.6474914552,100.0,850297.6474914552,100.0,0.0,0.0,0.0,0.0,18.874056849435878,81.12594315056411,0.0,850297.6474914552,100.0,689811.9861145021,81.12594315056411,0.0,0.0,0.0,0.0,Apr - Jun 2011,Jul - Sep 2011
Somalia,Mudug,2011-04-01,0.0,82360.1220703125,494110.86247444147,,0.0,0.0,0.0,576470.984544754,,0.0,0.0,208520.31845092773,367950.6660938264,,0.0,0.0,0.0,0.0,576470.984544754,576470.984544754,576470.984544754,576470.984544754,576470.984544754,576470.984544754,0.0,0.0,14.286950129043055,85.71304987095695,0.0,576470.984544754,100.0,494110.86247444147,85.71304987095695,0.0,0.0,0.0,0.0,0.0,100.0,0.0,576470.984544754,100.0,576470.984544754,100.0,0.0,0.0,0.0,0.0,36.17186710890552,63.82813289109448,0.0,576470.984544754,100.0,367950.6660938264,63.82813289109448,0.0,0.0,0.0,0.0,Apr - Jun 2011,Jul - Sep 2011
Somalia,Nugaal,2011-04-01,91502.51930618288,7.669822692871094,114348.2705078125,,0.0,0.0,91502.51930618288,114355.94033050536,,0.0,0.0,176926.41090774536,28932.04872894287,,0.0,0.0,0.0,0.0,205858.45963668823,205858.45963668823,205858.45963668823,205858.45963668823,205858.45963668823,205858.45963668823,0.0,44.449239282015505,0.003725774838890406,55.5470349431456,0.0,114355.94033050536,55.5507607179845,114348.2705078125,55.5470349431456,91502.51930618288,44.449239282015505,0.0,0.0,44.449239282015505,55.5507607179845,0.0,205858.45963668823,100.0,114355.94033050536,55.5507607179845,0.0,0.0,0.0,0.0,85.94565956628455,14.05434043371545,0.0,205858.45963668823,100.0,28932.04872894287,14.05434043371545,0.0,0.0,44.449239282015505,44.449239282015505,Apr - Jun 2011,Jul - Sep 2011
Somalia,Middle Juba,2011-04-01,289359.77012443537,0.0,102057.033203125,,0.0,0.0,0.0,0.0,,0.0,0.0,75649.98649406433,315766.8168334961,,0.0,0.0,391416.80332756037,0.0,391416.80332756037,391416.80332756037,391416.80332756037,391416.80332756037,391416.80332756037,391416.80332756037,0.0,73.92625141907419,0.0,26.073748580925823,0.0,102057.033203125,26.073748580925823,102057.033203125,26.073748580925823,289359.77012443537,73.92625141907419,0.0,0.0,0.0,0.0,100.0,391416.80332756037,100.0,391416.80332756037,100.0,0.0,0.0,0.0,0.0,19.327219948387352,80.67278005161265,0.0,391416.80332756037,100.0,315766.8168334961,80.67278005161265,0.0,0.0,73.92625141907419,73.92625141907419,Apr - Jun 2011,Jul - Sep 2011
Somalia,Sool,2011-04-01,222024.32077503204,0.0,19602.04498291016,,0.0,1228.6308059692385,220795.6899690628,19602.04498291016,,0.0,0.0,222050.15087985992,19576.214878082275,,0.0,0.0,0.0,0.0,241626.3657579422,241626.3657579422,241626.3657579422,241626.3657579422,241626.3657579422,241626.3657579422,0.0,91.88745610545364,0.0,8.112543894546343,0.0,19602.04498291016,8.112543894546343,19602.04498291016,8.112543894546343,222024.32077503204,91.88745610545364,0.0,0.508483750155007,91.37897235529863,8.112543894546343,0.0,240397.73495197296,99.491516249845,19602.04498291016,8.112543894546343,1228.6308059692385,0.508483750155007,0.0,0.0,91.89814620739963,8.101853792600368,0.0,241626.3657579422,100.0,19576.214878082275,8.101853792600368,0.0,0.0,91.88745610545364,91.37897235529863,Apr - Jun 2011,Jul - Sep 2011
Somalia,Togdheer,2011-04-01,664375.6896381378,0.0,0.0,,0.0,216476.288476944,447899.40116119385,0.0,,0.0,216448.12760829926,447927.5620298385,0.0,,0.0,0.0,0.0,0.0,664375.6896381378,664375.6896381378,664375.6896381378,664375.6896381378,664375.6896381378,664375.6896381378,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,664375.6896381378,100.0,0.0,32.58341505464341,67.4165849453566,0.0,0.0,447899.40116119385,67.4165849453566,0.0,0.0,216476.288476944,32.58341505464341,0.0,32.57917635821247,67.42082364178754,0.0,0.0,447927.5620298385,67.42082364178754,0.0,0.0,216448.12760829926,32.57917635821247,67.42082364178754,67.4165849453566,Apr - Jun 2011,Jul - Sep 2011
Somalia,Woqooyi Galbeed,2011-04-01,1156480.0048866272,0.0,0.0,,0.0,1156453.24369812,26.761188507080078,0.0,,0.0,1156414.2020225523,65.80286407470703,0.0,,0.0,0.0,0.0,0.0,1156480.0048866272,1156480.0048866272,1156480.0048866272,1156480.0048866272,1156480.0048866272,1156480.0048866272,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1156480.0048866272,100.0,0.0,99.99768597914414,0.0023140208558732104,0.0,0.0,26.761188507080078,0.0023140208558732104,0.0,0.0,1156453.24369812,99.99768597914414,0.0,99.99431007334354,0.005689926656462846,0.0,0.0,65.80286407470703,0.005689926656462846,0.0,0.0,1156414.2020225523,99.99431007334354,0.005689926656462846,0.0023140208558732104,Apr - Jun 2011,Jul - Sep 2011
Somalia,Sanaag,2011-04-01,234332.4162788391,110301.53214263916,99007.931640625,,0.0,54503.4838256836,290130.4645957947,99007.931640625,,0.0,0.0,344633.9484214783,99007.931640625,,0.0,0.0,0.0,0.0,443641.8800621033,443641.8800621033,443641.8800621033,443641.8800621033,443641.8800621033,443641.8800621033,0.0,52.82017474230252,24.862741120653123,22.317084137044358,0.0,209309.46378326413,47.17982525769748,99007.931640625,22.317084137044358,234332.4162788391,52.82017474230252,0.0,12.285468589677313,65.39744727327833,22.317084137044358,0.0,389138.3962364197,87.71453141032269,99007.931640625,22.317084137044358,54503.4838256836,12.285468589677313,0.0,0.0,77.68291586295565,22.317084137044358,0.0,443641.8800621033,100.0,99007.931640625,22.317084137044358,0.0,0.0,52.82017474230252,40.53470615262521,Apr - Jun 2011,Jul - Sep 2011
Somalia,Lower Shabelle,2011-04-01,1415852.9054107666,1463.2450714111328,116.28034973144531,,0.0,0.0,0.0,0.0,,0.0,0.0,1401620.3877105713,15812.04312133789,,0.0,0.0,1417432.430831909,0.0,1417432.430831909,1417432.430831909,1417432.430831909,1417432.430831909,1417432.430831909,1417432.430831909,0.0,99.88856432329435,0.10323208638258233,0.00820359032304622,0.0,1579.5254211425781,0.11143567670562854,116.28034973144531,0.00820359032304622,1415852.9054107666,99.88856432329435,0.0,0.0,0.0,0.0,100.0,1417432.430831909,100.0,1417432.430831909,100.0,0.0,0.0,0.0,0.0,98.88445877366743,1.1155412263325737,0.0,1417432.430831909,100.0,15812.04312133789,1.1155412263325737,0.0,0.0,99.88856432329435,99.88856432329435,Apr - Jun 2011,Jul - Sep 2011
