ADMIN0,date,CS_2,CS_3,CS_4,CS_99,ML1_1,ML1_2,ML1_3,ML1_4,ML1_99,ML2_1,ML2_2,ML2_3,ML2_4,ML2_99,CS_1,CS_5,ML1_5,ML2_5,pop_CS,pop_total_CS,pop_ML1,pop_total_ML1,pop_ML2,pop_total_ML2,perc_CS_1,perc_CS_2,perc_CS_3,perc_CS_4,perc_CS_5,CS_3p,perc_CS_3p,CS_4p,perc_CS_4p,CS_2m,perc_CS_2m,perc_ML1_1,perc_ML1_2,perc_ML1_3,perc_ML1_4,perc_ML1_5,ML1_3p,perc_ML1_3p,ML1_4p,perc_ML1_4p,ML1_2m,perc_ML1_2m,perc_ML2_1,perc_ML2_2,perc_ML2_3,perc_ML2_4,perc_ML2_5,ML2_3p,perc_ML2_3p,ML2_4p,perc_ML2_4p,ML2_2m,perc_ML2_2m,perc_inc_ML2_3p,perc_inc_ML1_3p,period_ML1,period_ML2
Somalia,2015-01-01,10302950.581188202,391196.69921875,0.0,,3030077.734977722,10302950.581188202,391196.69921875,0.0,,157143.923828125,13567081.09155655,0.0,0.0,,3030077.734977722,0.0,0.0,0.0,13724225.015384674,13724225.015384674,13724225.015384674,13724225.015384674,13724225.015384674,13724225.015384674,22.07831576341138,75.0712741130281,2.8504101235605197,0.0,0.0,391196.69921875,2.8504101235605197,0.0,0.0,13333028.316165924,97.14958987643948,22.07831576341138,75.0712741130281,2.8504101235605197,0.0,0.0,391196.69921875,2.8504101235605197,0.0,0.0,13333028.316165924,97.14958987643948,1.1450112749679398,98.85498872503206,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13724225.015384674,100.0,-2.8504101235605197,0.0,Jan - Mar 2015,Apr - Jun 2015
Somalia,2015-04-01,13274837.893314362,449387.1220703125,0.0,,0.0,13274837.893314362,393367.7158203125,56019.40625,,0.0,13427071.920658112,297153.0947265625,0.0,,0.0,0.0,0.0,0.0,13724225.015384674,13724225.015384674,13724225.015384674,13724225.015384674,13724225.015384674,13724225.015384674,0.0,96.72559199833466,3.2744080016653436,0.0,0.0,449387.1220703125,3.2744080016653436,0.0,0.0,13274837.893314362,96.72559199833466,0.0,96.72559199833466,2.866228988371675,0.4081790132936686,0.0,449387.1220703125,3.2744080016653436,56019.40625,0.4081790132936686,13274837.893314362,96.72559199833466,0.0,97.83482787265979,2.1651721273402162,0.0,0.0,297153.0947265625,2.1651721273402162,0.0,0.0,13427071.920658112,97.83482787265979,-1.1092358743251274,0.0,Apr - Jun 2015,Jul - Sep 2015
Somalia,2015-07-01,12702998.123783112,668060.8540039062,0.0,,353166.03759765625,12702998.123783112,668060.8540039062,0.0,,0.0,13102414.172611237,621810.8427734375,0.0,,353166.03759765625,0.0,0.0,0.0,13724225.015384674,13724225.015384674,13724225.015384674,13724225.015384674,13724225.015384674,13724225.015384674,2.573304045960787,92.5589467495849,4.867749204454305,0.0,0.0,668060.8540039062,4.867749204454305,0.0,0.0,13056164.161380768,95.13225079554569,2.573304045960787,92.5589467495849,4.867749204454305,0.0,0.0,668060.8540039062,4.867749204454305,0.0,0.0,13056164.161380768,95.13225079554569,0.0,95.46924622646164,4.530753773538366,0.0,0.0,621810.8427734375,4.530753773538366,0.0,0.0,13102414.172611237,95.46924622646164,-0.3369954309159393,0.0,Jul - Sep 2015,Oct - Dec 2015
Somalia,2015-10-01,12105398.924564362,1452449.5073242188,0.0,,2024867.5527744293,10186527.407922745,1304145.4340820312,208684.62060546875,,2605976.3867588043,10214886.156457901,903362.4721679688,0.0,,166376.58349609375,0.0,0.0,0.0,13724225.015384674,13724225.015384674,13724225.015384674,13724225.015384674,13724225.015384674,13724225.015384674,1.2122839964339538,88.20460835489341,10.583107648672636,0.0,0.0,1452449.5073242188,10.583107648672636,0.0,0.0,12271775.508060455,89.41689235132736,14.753966438939756,74.222969941864,9.502506936603718,1.5205566825925403,0.0,1512830.0546875,11.023063619196257,208684.62060546875,1.5205566825925403,12211394.960697174,88.97693638080374,18.988149668469728,74.42960272807498,6.582247603455288,0.0,0.0,903362.4721679688,6.582247603455288,0.0,0.0,12820862.543216705,93.41775239654471,-4.0008600452173475,0.4399559705236218,Oct - Dec 2015,Jan - Mar 2016
Somalia,2016-02-01,10230038.910758018,1678025.7765197754,0.0,,1029208.9615478516,11406717.013541222,1678025.7765197754,0.0,,2747618.151784897,11181461.131073952,184872.46875,0.0,,2205887.0643310547,0.0,0.0,0.0,14113951.751608849,14113951.751608849,14113951.751608849,14113951.751608849,14113951.751608849,14113951.751608849,15.629124310132388,72.48174778259319,11.889127907274426,0.0,0.0,1678025.7765197754,11.889127907274426,0.0,0.0,12435925.975089073,88.11087209272557,7.292138868411054,80.81873322431451,11.889127907274426,0.0,0.0,1678025.7765197754,11.889127907274426,0.0,0.0,12435925.975089073,88.11087209272557,19.467390849424547,79.22275297419363,1.3098561763818302,0.0,0.0,184872.46875,1.3098561763818302,0.0,0.0,13929079.282858849,98.69014382361817,-10.579271730892597,0.0,Feb - May 2016,Jun - Sep 2016
Somalia,2016-06-01,7917477.598534584,1797578.9928894043,0.0,,4279720.798635483,8065172.845826149,1769058.1071472168,0.0,,0.0,7413039.139883995,6700912.6117248535,0.0,,4398895.16018486,0.0,0.0,0.0,14113951.751608849,14113951.751608849,14113951.751608849,14113951.751608849,14113951.751608849,14113951.751608849,31.166998708801952,56.096816383349704,12.736184907848353,0.0,0.0,1797578.9928894043,12.736184907848353,0.0,0.0,12316372.758719444,87.26381509215166,30.322625965811724,57.14326496055083,12.534109073637453,0.0,0.0,1769058.1071472168,12.534109073637453,0.0,0.0,12344893.644461632,87.46589092636255,0.0,52.52277512595991,47.47722487404009,0.0,0.0,6700912.6117248535,47.47722487404009,0.0,0.0,7413039.139883995,52.52277512595991,34.741039966191735,-0.20207583421090014,Jun - Sep 2016,Oct - Jan 2017
Somalia,2016-10-01,12312137.323028564,1425894.8458862305,0.0,,375919.7374267578,12312137.323028564,1425894.8458862305,0.0,,375919.7374267578,10576379.061798096,3161653.107116699,0.0,,375919.7374267578,0.0,0.0,0.0,14113951.906341553,14113951.906341553,14113951.906341553,14113951.906341553,14113951.906341553,14113951.906341553,2.663461941214728,87.23380527814174,10.10273278064353,0.0,0.0,1425894.8458862305,10.10273278064353,0.0,0.0,12688057.060455322,89.89726721935646,2.663461941214728,87.23380527814174,10.10273278064353,0.0,0.0,1425894.8458862305,10.10273278064353,0.0,0.0,12688057.060455322,89.89726721935646,2.663461941214728,74.93563200428657,22.400906054498698,0.0,0.0,3161653.107116699,22.400906054498698,0.0,0.0,10952298.799224854,77.59909394550131,12.298173273855168,0.0,Oct - Jan 2017,Feb - May 2017
Somalia,2017-02-01,10390378.973358154,2528741.955078125,1593349.7065429688,,0.0,6778169.958282471,6136460.275817871,1597840.4008789062,,0.0,6492774.7015686035,5796205.950500488,2223489.9829101562,,0.0,0.0,0.0,0.0,14512470.634979248,14512470.634979248,14512470.634979248,14512470.634979248,14512470.634979248,14512470.634979248,0.0,71.59621014711539,17.424613759307984,10.979176093576621,0.0,4122091.6616210938,28.403789852884604,1593349.7065429688,10.979176093576621,10390378.973358154,71.59621014711539,0.0,46.70583065260523,42.28404956098398,11.010119786410794,0.0,7734300.676696777,53.29416934739477,1597840.4008789062,11.010119786410794,6778169.958282471,46.70583065260523,0.0,44.73927882354601,39.93948443575112,15.321236740702874,0.0,8019695.9334106445,55.260721176454,2223489.9829101562,15.321236740702874,6492774.7015686035,44.73927882354601,26.856931323569395,24.890379494510167,Feb - May 2017,Jun - Sep 2017
Somalia,2017-06-01,7056242.132904053,5059768.14465332,2396460.357421875,,0.0,5403664.7738342285,4673484.138671875,4435321.7224731445,,0.0,5409689.099456787,6367229.1290893555,2735552.4064331055,,0.0,0.0,0.0,0.0,14512470.634979248,14512470.634979248,14512470.634979248,14512470.634979248,14512470.634979248,14512470.634979248,0.0,48.6219218655745,34.86496732305399,16.51311081137152,0.0,7456228.502075195,51.37807813442551,2396460.357421875,16.51311081137152,7056242.132904053,48.6219218655745,0.0,37.234630200111035,32.20322890719536,30.562140892693606,0.0,9108805.86114502,62.76536979988897,4435321.7224731445,30.562140892693606,5403664.7738342285,37.234630200111035,0.0,37.27614157177258,43.87419130235822,18.849667125869207,0.0,9102781.535522461,62.723858428227416,2735552.4064331055,18.849667125869207,5409689.099456787,37.27614157177258,11.345780293801909,11.387291665463465,Jun - Sep 2017,Oct - Jan 2018
Somalia,2017-10-01,5866814.329925537,7282741.386413574,1362914.9186401367,,0.0,6595697.610565186,3490954.9635009766,4425818.060913086,,0.0,3855551.276763916,4282380.900634766,6374538.457580566,,0.0,0.0,0.0,0.0,14512470.634979248,14512470.634979248,14512470.634979248,14512470.634979248,14512470.634979248,14512470.634979248,0.0,40.42602033443444,50.18264339402047,9.391336271545093,0.0,8645656.305053711,59.57397966556557,1362914.9186401367,9.391336271545093,5866814.329925537,40.42602033443444,0.0,45.448482043213566,24.054863236634336,30.4966547201521,0.0,7916773.0244140625,54.551517956786434,4425818.060913086,30.4966547201521,6595697.610565186,45.448482043213566,0.0,26.56715988434749,29.508282968118397,43.92455714753411,0.0,10656919.358215332,73.43284011565251,6374538.457580566,43.92455714753411,3855551.276763916,26.56715988434749,13.858860450086944,-5.022461708779133,Oct - Jan 2018,Feb - May 2018
