,date,ADMIN1,CS_2,CS_3,CS_4,CS_99,ML1_1,ML1_2,ML1_3,ML1_4,ML1_99,ML2_1,ML2_2,ML2_3,ML2_4,ML2_99,CS_1,CS_5,ML1_5,ML2_5,pop_CS,pop_Total_CS,pop_ML1,pop_Total_ML1,pop_ML2,pop_Total_ML2
179,2011-10-01,Woqooyi Galbeed,1156414.216381073,65.80286407470703,0.0,,0.0,1156480.0192451477,0.0,0.0,,0.0,1156453.2580566406,26.761188507080078,0.0,,0.0,0.0,0.0,0.0,1156480.0192451477,1156480.0192451477,1156480.0192451477,1156480.0192451477,1156480.0192451477,1156480.0192451477
180,2012-01-01,Awdal,502341.31159234047,0.0,0.0,,0.0,502341.31159234047,0.0,0.0,,0.0,502341.31159234047,0.0,0.0,,0.0,0.0,0.0,0.0,502341.31159234047,502341.31159234047,502341.31159234047,502341.31159234047,502341.31159234047,502341.31159234047
181,2012-01-01,Bakool,0.0,524406.2359695435,0.0,,0.0,8825.534698486328,515580.7012710571,0.0,,0.0,0.0,524406.2359695435,0.0,,0.0,0.0,0.0,0.0,524406.2359695435,524406.2359695435,524406.2359695435,524406.2359695435,524406.2359695435,524406.2359695435
182,2012-01-01,Banadir,1501798.8120117188,3966.58642578125,0.0,,0.0,4675.560546875,1501089.837890625,0.0,,0.0,1501798.8120117188,3966.58642578125,0.0,,0.0,0.0,0.0,0.0,1505765.3984375,1505765.3984375,1505765.3984375,1505765.3984375,1505765.3984375,1505765.3984375
183,2012-01-01,Bari,480452.30579662323,131810.53626060486,34618.174045562744,,0.0,480452.30579662323,131810.53626060486,34618.174045562744,,0.0,480452.30579662323,131810.53626060486,34618.174045562744,,0.0,0.0,0.0,0.0,646881.0161027908,646881.0161027908,646881.0161027908,646881.0161027908,646881.0161027908,646881.0161027908
184,2012-01-01,Bay,629758.3459186554,420487.96696567535,729.5948791503906,,0.0,638048.2430515289,412927.6647119522,0.0,,0.0,303.1586322784424,1050621.6339273453,51.115203857421875,,0.0,0.0,0.0,0.0,1050975.9077634811,1050975.9077634811,1050975.9077634811,1050975.9077634811,1050975.9077634811,1050975.9077634811
185,2012-01-01,Galgaduud,198224.1073665619,324005.34765625,35706.042907714844,,0.0,416127.96169662476,106101.49332618713,35706.042907714844,,0.0,198224.1073665619,324005.34765625,35706.042907714844,,0.0,0.0,0.0,0.0,557935.4979305267,557935.4979305267,557935.4979305267,557935.4979305267,557935.4979305267,557935.4979305267
186,2012-01-01,Gedo,277804.21333551407,137763.2030696869,141218.24186515808,,0.0,257765.2876458168,299020.37062454224,0.0,,0.0,257899.65867471695,157698.14255523682,141187.85704040527,,0.0,0.0,0.0,0.0,556785.658270359,556785.658270359,556785.658270359,556785.658270359,556785.658270359,556785.658270359
187,2012-01-01,Hiraan,210977.2959022522,183871.07521247864,161243.63957214355,,0.0,206849.37138175964,187998.9997329712,161243.63957214355,,0.0,210977.2959022522,183871.07521247864,161243.63957214355,,0.0,0.0,0.0,0.0,556092.0106868744,556092.0106868744,556092.0106868744,556092.0106868744,556092.0106868744,556092.0106868744
188,2012-01-01,Lower Juba,124628.57182693481,290059.6841278076,228951.3133392334,,0.0,116484.93315505981,483301.6603240967,43852.975814819336,,0.0,124628.57182693481,290059.6841278076,228951.3133392334,,0.0,0.0,0.0,0.0,643639.5692939758,643639.5692939758,643639.5692939758,643639.5692939758,643639.5692939758,643639.5692939758
189,2012-01-01,Lower Shabelle,1413258.326450348,41329.022382736206,0.0,,0.0,1321986.4194889069,132600.92934417725,0.0,,0.0,807116.3507118225,647470.9981212616,0.0,,0.0,0.0,0.0,0.0,1454587.348833084,1454587.348833084,1454587.348833084,1454587.348833084,1454587.348833084,1454587.348833084
190,2012-01-01,Middle Juba,75841.36644363403,136353.41047000885,189886.52214813232,,0.0,48905.39874839783,331587.8710165024,21588.029296875,,0.0,75693.80916213989,136500.967751503,189886.52214813232,,0.0,0.0,0.0,0.0,402081.2990617752,402081.2990617752,402081.2990617752,402081.2990617752,402081.2990617752,402081.2990617752
191,2012-01-01,Middle Shabelle,430272.4401702881,166504.89705181122,276923.6598854065,,0.0,165113.82380199432,559097.8783493042,149489.29495620728,,0.0,430272.4401702881,166504.89705181122,276923.6598854065,,0.0,0.0,0.0,0.0,873700.9971075058,873700.9971075058,873700.9971075058,873700.9971075058,873700.9971075058,873700.9971075058
192,2012-01-01,Mudug,344984.0008049011,155267.79817676544,92036.68719100952,,0.0,222015.79573059082,278236.00325107574,92036.68719100952,,0.0,344984.0008049011,155267.79817676544,92036.68719100952,,0.0,0.0,0.0,0.0,592288.4861726761,592288.4861726761,592288.4861726761,592288.4861726761,592288.4861726761,592288.4861726761
193,2012-01-01,Nugaal,95988.33175802231,91917.1229686737,23420.831100463867,,0.0,95988.33175802231,91917.1229686737,23420.831100463867,,0.0,95988.33175802231,91917.1229686737,23420.831100463867,,0.0,0.0,0.0,0.0,211326.28582715988,211326.28582715988,211326.28582715988,211326.28582715988,211326.28582715988,211326.28582715988
194,2012-01-01,Sanaag,321308.0589427948,134300.23259735107,0.0,,0.0,321308.0589427948,134300.23259735107,0.0,,0.0,321308.0589427948,134300.23259735107,0.0,,0.0,0.0,0.0,0.0,455608.2915401459,455608.2915401459,455608.2915401459,455608.2915401459,455608.2915401459,455608.2915401459
195,2012-01-01,Sool,45461.60787010193,202894.36825037003,0.0,,0.0,46689.29451560974,201666.6816048622,0.0,,0.0,45461.60787010193,202894.36825037003,0.0,,0.0,0.0,0.0,0.0,248355.97612047195,248355.97612047195,248355.97612047195,248355.97612047195,248355.97612047195,248355.97612047195
196,2012-01-01,Togdheer,627264.1035671234,55131.605936050415,0.0,,0.0,627286.9635772705,55108.74592590332,0.0,,0.0,627264.1035671234,55131.605936050415,0.0,,0.0,0.0,0.0,0.0,682395.7095031738,682395.7095031738,682395.7095031738,682395.7095031738,682395.7095031738,682395.7095031738
197,2012-01-01,Woqooyi Galbeed,1187495.3570518494,0.0,0.0,,0.0,1187495.3570518494,0.0,0.0,,0.0,1187495.3570518494,0.0,0.0,,0.0,0.0,0.0,0.0,1187495.3570518494,1187495.3570518494,1187495.3570518494,1187495.3570518494,1187495.3570518494,1187495.3570518494
198,2012-04-01,Awdal,502341.31159234047,0.0,0.0,,0.0,388287.7548189163,114053.55677342415,0.0,,0.0,502341.31159234047,0.0,0.0,,0.0,0.0,0.0,0.0,502341.31159234047,502341.31159234047,502341.31159234047,502341.31159234047,502341.31159234047,502341.31159234047
199,2012-04-01,Bakool,8825.534698486328,515580.7012710571,0.0,,0.0,57592.87055206299,466813.36541748047,0.0,,0.0,57343.995834350586,467062.2401351929,0.0,,0.0,0.0,0.0,0.0,524406.2359695435,524406.2359695435,524406.2359695435,524406.2359695435,524406.2359695435,524406.2359695435
200,2012-04-01,Banadir,4675.560546875,1501089.837890625,0.0,,0.0,56439.76025390625,1449325.6381835938,0.0,,0.0,4675.560546875,1501089.837890625,0.0,,0.0,0.0,0.0,0.0,1505765.3984375,1505765.3984375,1505765.3984375,1505765.3984375,1505765.3984375,1505765.3984375
201,2012-04-01,Bari,480452.30579662323,131810.53626060486,34618.174045562744,,0.0,612276.6900529861,34604.32604980469,0.0,,0.0,480452.30579662323,131810.53626060486,34618.174045562744,,0.0,0.0,0.0,0.0,646881.0161027908,646881.0161027908,646881.0161027908,646881.0161027908,646881.0161027908,646881.0161027908
202,2012-04-01,Bay,638048.2430515289,409665.2075281143,3262.4571838378906,,0.0,23833.515434265137,1027142.392329216,0.0,,0.0,649333.2782077789,401642.6295557022,0.0,,0.0,0.0,0.0,0.0,1050975.9077634811,1050975.9077634811,1050975.9077634811,1050975.9077634811,1050975.9077634811,1050975.9077634811
203,2012-04-01,Galgaduud,416127.96169662476,106101.49332618713,35706.042907714844,,0.0,416269.2016429901,105960.25337982178,35706.042907714844,,0.0,434912.52138900757,87316.93363380432,35706.042907714844,,0.0,0.0,0.0,0.0,557935.4979305267,557935.4979305267,557935.4979305267,557935.4979305267,557935.4979305267,557935.4979305267
204,2012-04-01,Gedo,257765.2876458168,157802.12875938416,141218.24186515808,,0.0,393703.13810777664,163082.5201625824,0.0,,0.0,257851.08126306534,298934.5770072937,0.0,,0.0,0.0,0.0,0.0,556785.658270359,556785.658270359,556785.658270359,556785.658270359,556785.658270359,556785.658270359
205,2012-04-01,Hiraan,206849.37138175964,187998.9997329712,161243.63957214355,,0.0,391505.3014202118,164586.7092666626,0.0,,0.0,210167.92338371277,184680.44773101807,161243.63957214355,,0.0,0.0,0.0,0.0,556092.0106868744,556092.0106868744,556092.0106868744,556092.0106868744,556092.0106868744,556092.0106868744
206,2012-04-01,Lower Juba,116484.93315505981,298203.3227996826,228951.3133392334,,0.0,116484.93315505981,527154.636138916,0.0,,0.0,124628.57182693481,519010.997467041,0.0,,0.0,0.0,0.0,0.0,643639.5692939758,643639.5692939758,643639.5692939758,643639.5692939758,643639.5692939758,643639.5692939758
207,2012-04-01,Lower Shabelle,1321986.4194889069,132600.92934417725,0.0,,0.0,1401850.6376667023,52736.711166381836,0.0,,0.0,1335980.5698795319,118606.77895355225,0.0,,0.0,0.0,0.0,0.0,1454587.348833084,1454587.348833084,1454587.348833084,1454587.348833084,1454587.348833084,1454587.348833084
208,2012-04-01,Middle Juba,48905.39874839783,153706.9799232483,199468.9203901291,,0.0,60203.56049156189,341877.7385702133,0.0,,0.0,58923.85290336609,343157.4461584091,0.0,,0.0,0.0,0.0,0.0,402081.2990617752,402081.2990617752,402081.2990617752,402081.2990617752,402081.2990617752,402081.2990617752
209,2012-04-01,Middle Shabelle,165113.82380199432,559097.8783493042,149489.29495620728,,0.0,693329.387087822,180283.01918411255,88.59083557128906,,0.0,165778.24232006073,654865.5340690613,53057.22071838379,,0.0,0.0,0.0,0.0,873700.9971075058,873700.9971075058,873700.9971075058,873700.9971075058,873700.9971075058,873700.9971075058
210,2012-04-01,Mudug,222015.79573059082,278236.00325107574,92036.68719100952,,0.0,429167.50657749176,91182.43340301514,71938.54619216919,,0.0,222015.79573059082,278236.00325107574,92036.68719100952,,0.0,0.0,0.0,0.0,592288.4861726761,592288.4861726761,592288.4861726761,592288.4861726761,592288.4861726761,592288.4861726761
211,2012-04-01,Nugaal,95988.33175802231,91917.1229686737,23420.831100463867,,0.0,187905.454726696,23420.831100463867,0.0,,0.0,95988.33175802231,91917.1229686737,23420.831100463867,,0.0,0.0,0.0,0.0,211326.28582715988,211326.28582715988,211326.28582715988,211326.28582715988,211326.28582715988,211326.28582715988
212,2012-04-01,Sanaag,321308.0589427948,134300.23259735107,0.0,,0.0,448955.1567745209,6653.134765625,0.0,,0.0,321308.0589427948,134300.23259735107,0.0,,0.0,0.0,0.0,0.0,455608.2915401459,455608.2915401459,455608.2915401459,455608.2915401459,455608.2915401459,455608.2915401459
213,2012-04-01,Sool,46689.29451560974,201666.6816048622,0.0,,0.0,248355.97612047195,0.0,0.0,,0.0,46689.29451560974,201666.6816048622,0.0,,0.0,0.0,0.0,0.0,248355.97612047195,248355.97612047195,248355.97612047195,248355.97612047195,248355.97612047195,248355.97612047195
214,2012-04-01,Togdheer,627286.9635772705,55108.74592590332,0.0,,0.0,682395.7095031738,0.0,0.0,,0.0,627286.9635772705,55108.74592590332,0.0,,0.0,0.0,0.0,0.0,682395.7095031738,682395.7095031738,682395.7095031738,682395.7095031738,682395.7095031738,682395.7095031738
215,2012-04-01,Woqooyi Galbeed,1187495.3570518494,0.0,0.0,,0.0,1137636.685470581,49858.67158126831,0.0,,0.0,1187495.3570518494,0.0,0.0,,0.0,0.0,0.0,0.0,1187495.3570518494,1187495.3570518494,1187495.3570518494,1187495.3570518494,1187495.3570518494,1187495.3570518494
216,2012-10-01,Awdal,388287.7548189163,114053.55677342415,0.0,,0.0,388287.7548189163,114053.55677342415,0.0,,0.0,502341.31159234047,0.0,0.0,,0.0,0.0,0.0,0.0,502341.31159234047,502341.31159234047,502341.31159234047,502341.31159234047,502341.31159234047,502341.31159234047
217,2012-10-01,Bakool,57592.87055206299,466813.36541748047,0.0,,0.0,524406.2359695435,0.0,0.0,,0.0,524406.2359695435,0.0,0.0,,0.0,0.0,0.0,0.0,524406.2359695435,524406.2359695435,524406.2359695435,524406.2359695435,524406.2359695435,524406.2359695435
218,2012-10-01,Banadir,56439.76025390625,1449325.6381835938,0.0,,0.0,1505765.3984375,0.0,0.0,,0.0,56439.76025390625,1449325.6381835938,0.0,,0.0,0.0,0.0,0.0,1505765.3984375,1505765.3984375,1505765.3984375,1505765.3984375,1505765.3984375,1505765.3984375
219,2012-10-01,Bari,612276.6900529861,34604.32604980469,0.0,,0.0,646881.0161027908,0.0,0.0,,0.0,612276.6900529861,34604.32604980469,0.0,,0.0,0.0,0.0,0.0,646881.0161027908,646881.0161027908,646881.0161027908,646881.0161027908,646881.0161027908,646881.0161027908
220,2012-10-01,Bay,23833.515434265137,1027142.392329216,0.0,,0.0,1050975.9077634811,0.0,0.0,,0.0,1050246.3128843307,729.5948791503906,0.0,,0.0,0.0,0.0,0.0,1050975.9077634811,1050975.9077634811,1050975.9077634811,1050975.9077634811,1050975.9077634811,1050975.9077634811
221,2012-10-01,Galgaduud,416269.2016429901,105960.25337982178,35706.042907714844,,0.0,522229.4550228119,35706.042907714844,0.0,,0.0,522229.4550228119,35706.042907714844,0.0,,0.0,0.0,0.0,0.0,557935.4979305267,557935.4979305267,557935.4979305267,557935.4979305267,557935.4979305267,557935.4979305267
222,2012-10-01,Gedo,393703.13810777664,163082.5201625824,0.0,,0.0,556785.658270359,0.0,0.0,,0.0,439226.73281145096,117558.92545890808,0.0,,0.0,0.0,0.0,0.0,556785.658270359,556785.658270359,556785.658270359,556785.658270359,556785.658270359,556785.658270359
223,2012-10-01,Hiraan,391505.3014202118,164586.7092666626,0.0,,0.0,556092.0106868744,0.0,0.0,,0.0,439253.39440727234,116838.61627960205,0.0,,0.0,0.0,0.0,0.0,556092.0106868744,556092.0106868744,556092.0106868744,556092.0106868744,556092.0106868744,556092.0106868744
224,2012-10-01,Lower Juba,116484.93315505981,527154.636138916,0.0,,0.0,543741.7075176239,99897.86177635193,0.0,,0.0,486790.003742218,156849.5655517578,0.0,,0.0,0.0,0.0,0.0,643639.5692939758,643639.5692939758,643639.5692939758,643639.5692939758,643639.5692939758,643639.5692939758
225,2012-10-01,Lower Shabelle,1401850.6376667023,52736.711166381836,0.0,,0.0,1454587.348833084,0.0,0.0,,0.0,1401891.434770584,52695.9140625,0.0,,0.0,0.0,0.0,0.0,1454587.348833084,1454587.348833084,1454587.348833084,1454587.348833084,1454587.348833084,1454587.348833084
226,2012-10-01,Middle Juba,60203.56049156189,341877.7385702133,0.0,,0.0,402081.2990617752,0.0,0.0,,0.0,293308.4561510086,108772.8429107666,0.0,,0.0,0.0,0.0,0.0,402081.2990617752,402081.2990617752,402081.2990617752,402081.2990617752,402081.2990617752,402081.2990617752
227,2012-10-01,Middle Shabelle,693329.387087822,180283.01918411255,88.59083557128906,,0.0,873612.4062719345,88.59083557128906,0.0,,0.0,873612.4062719345,88.59083557128906,0.0,,0.0,0.0,0.0,0.0,873700.9971075058,873700.9971075058,873700.9971075058,873700.9971075058,873700.9971075058,873700.9971075058
228,2012-10-01,Mudug,429167.50657749176,91182.43340301514,71938.54619216919,,0.0,520349.9399805069,71938.54619216919,0.0,,0.0,500251.79898166656,92036.68719100952,0.0,,0.0,0.0,0.0,0.0,592288.4861726761,592288.4861726761,592288.4861726761,592288.4861726761,592288.4861726761,592288.4861726761
229,2012-10-01,Nugaal,187905.454726696,23420.831100463867,0.0,,0.0,211326.28582715988,0.0,0.0,,0.0,187905.454726696,23420.831100463867,0.0,,0.0,0.0,0.0,0.0,211326.28582715988,211326.28582715988,211326.28582715988,211326.28582715988,211326.28582715988,211326.28582715988
230,2012-10-01,Sanaag,448955.1567745209,6653.134765625,0.0,,0.0,455608.2915401459,0.0,0.0,,0.0,455608.2915401459,0.0,0.0,,0.0,0.0,0.0,0.0,455608.2915401459,455608.2915401459,455608.2915401459,455608.2915401459,455608.2915401459,455608.2915401459
231,2012-10-01,Sool,248355.97612047195,0.0,0.0,,0.0,248355.97612047195,0.0,0.0,,0.0,248355.97612047195,0.0,0.0,,0.0,0.0,0.0,0.0,248355.97612047195,248355.97612047195,248355.97612047195,248355.97612047195,248355.97612047195,248355.97612047195
232,2012-10-01,Togdheer,682395.7095031738,0.0,0.0,,0.0,682395.7095031738,0.0,0.0,,0.0,682395.7095031738,0.0,0.0,,0.0,0.0,0.0,0.0,682395.7095031738,682395.7095031738,682395.7095031738,682395.7095031738,682395.7095031738,682395.7095031738
233,2012-10-01,Woqooyi Galbeed,1137636.685470581,49858.67158126831,0.0,,0.0,1137663.5836143494,49831.7734375,0.0,,0.0,1187495.3570518494,0.0,0.0,,0.0,0.0,0.0,0.0,1187495.3570518494,1187495.3570518494,1187495.3570518494,1187495.3570518494,1187495.3570518494,1187495.3570518494
234,2013-01-01,Awdal,400056.17766952515,115895.14230847359,0.0,,0.0,400056.17766952515,115895.14230847359,0.0,,0.0,400056.17766952515,115895.14230847359,0.0,,0.0,0.0,0.0,0.0,515951.31997799873,515951.31997799873,515951.31997799873,515951.31997799873,515951.31997799873,515951.31997799873
235,2013-01-01,Bakool,538776.4087905884,0.0,0.0,,0.0,538776.4087905884,0.0,0.0,,0.0,538776.4087905884,0.0,0.0,,0.0,0.0,0.0,0.0,538776.4087905884,538776.4087905884,538776.4087905884,538776.4087905884,538776.4087905884,538776.4087905884
236,2013-01-01,Banadir,1548109.5482177734,0.0,0.0,,0.0,1548109.5482177734,0.0,0.0,,0.0,1548109.5482177734,0.0,0.0,,0.0,0.0,0.0,0.0,1548109.5482177734,1548109.5482177734,1548109.5482177734,1548109.5482177734,1548109.5482177734,1548109.5482177734
237,2013-01-01,Bari,664723.570233345,0.0,0.0,,0.0,664723.570233345,0.0,0.0,,0.0,664723.570233345,0.0,0.0,,0.0,0.0,0.0,0.0,664723.570233345,664723.570233345,664723.570233345,664723.570233345,664723.570233345,664723.570233345
238,2013-01-01,Bay,1079798.5969161987,0.0,0.0,,0.0,1079798.5969161987,0.0,0.0,,0.0,1079798.5969161987,0.0,0.0,,0.0,0.0,0.0,0.0,1079798.5969161987,1079798.5969161987,1079798.5969161987,1079798.5969161987,1079798.5969161987,1079798.5969161987
239,2013-01-01,Galgaduud,536239.8983745575,37017.37804412842,0.0,,0.0,536239.8983745575,37017.37804412842,0.0,,0.0,536239.8983745575,37017.37804412842,0.0,,0.0,0.0,0.0,0.0,573257.2764186859,573257.2764186859,573257.2764186859,573257.2764186859,573257.2764186859,573257.2764186859
240,2013-01-01,Gedo,571826.1798801422,0.0,0.0,,0.0,571826.1798801422,0.0,0.0,,0.0,571826.1798801422,0.0,0.0,,0.0,0.0,0.0,0.0,571826.1798801422,571826.1798801422,571826.1798801422,571826.1798801422,571826.1798801422,571826.1798801422
241,2013-01-01,Hiraan,571218.9129562378,0.0,0.0,,0.0,571218.9129562378,0.0,0.0,,0.0,571218.9129562378,0.0,0.0,,0.0,0.0,0.0,0.0,571218.9129562378,571218.9129562378,571218.9129562378,571218.9129562378,571218.9129562378,571218.9129562378
242,2013-01-01,Lower Juba,661490.7552061081,0.0,0.0,,0.0,559764.1834363937,101726.57176971436,0.0,,0.0,559764.1834363937,101726.57176971436,0.0,,0.0,0.0,0.0,0.0,661490.7552061081,661490.7552061081,661490.7552061081,661490.7552061081,661490.7552061081,661490.7552061081
243,2013-01-01,Lower Shabelle,1493258.9591588974,0.0,0.0,,0.0,1493258.9591588974,0.0,0.0,,0.0,1493258.9591588974,0.0,0.0,,0.0,0.0,0.0,0.0,1493258.9591588974,1493258.9591588974,1493258.9591588974,1493258.9591588974,1493258.9591588974,1493258.9591588974
244,2013-01-01,Middle Juba,413008.026884079,0.0,0.0,,0.0,413008.026884079,0.0,0.0,,0.0,413008.026884079,0.0,0.0,,0.0,0.0,0.0,0.0,413008.026884079,413008.026884079,413008.026884079,413008.026884079,413008.026884079,413008.026884079
245,2013-01-01,Middle Shabelle,897705.082780838,85.15990447998047,0.0,,0.0,897705.082780838,85.15990447998047,0.0,,0.0,897705.082780838,85.15990447998047,0.0,,0.0,0.0,0.0,0.0,897790.242685318,897790.242685318,897790.242685318,897790.242685318,897790.242685318,897790.242685318
246,2013-01-01,Mudug,535831.9290752411,72660.14751625061,0.0,,0.0,535831.9290752411,72660.14751625061,0.0,,0.0,535831.9290752411,72660.14751625061,0.0,,0.0,0.0,0.0,0.0,608492.0765914917,608492.0765914917,608492.0765914917,608492.0765914917,608492.0765914917,608492.0765914917
247,2013-01-01,Nugaal,217239.17275953293,0.0,0.0,,0.0,217239.17275953293,0.0,0.0,,0.0,217239.17275953293,0.0,0.0,,0.0,0.0,0.0,0.0,217239.17275953293,217239.17275953293,217239.17275953293,217239.17275953293,217239.17275953293,217239.17275953293
248,2013-01-01,Sanaag,467950.57469177246,0.0,0.0,,0.0,467950.57469177246,0.0,0.0,,0.0,467950.57469177246,0.0,0.0,,0.0,0.0,0.0,0.0,467950.57469177246,467950.57469177246,467950.57469177246,467950.57469177246,467950.57469177246,467950.57469177246
249,2013-01-01,Sool,254938.70639801025,0.0,0.0,,0.0,254938.70639801025,0.0,0.0,,0.0,254938.70639801025,0.0,0.0,,0.0,0.0,0.0,0.0,254938.70639801025,254938.70639801025,254938.70639801025,254938.70639801025,254938.70639801025,254938.70639801025
250,2013-01-01,Togdheer,701133.7131724358,0.0,0.0,,0.0,701133.7131724358,0.0,0.0,,0.0,701133.7131724358,0.0,0.0,,0.0,0.0,0.0,0.0,701133.7131724358,701133.7131724358,701133.7131724358,701133.7131724358,701133.7131724358,701133.7131724358
251,2013-01-01,Woqooyi Galbeed,1168940.9235134125,51077.14453125,0.0,,0.0,1168940.9235134125,51077.14453125,0.0,,0.0,1168940.9235134125,51077.14453125,0.0,,0.0,0.0,0.0,0.0,1220018.0680446625,1220018.0680446625,1220018.0680446625,1220018.0680446625,1220018.0680446625,1220018.0680446625
252,2013-04-01,Awdal,400056.17766952515,115895.14230847359,0.0,,0.0,515951.31997799873,0.0,0.0,,0.0,400056.17766952515,115895.14230847359,0.0,,0.0,0.0,0.0,0.0,515951.31997799873,515951.31997799873,515951.31997799873,515951.31997799873,515951.31997799873,515951.31997799873
253,2013-04-01,Bakool,538776.4087905884,0.0,0.0,,0.0,538776.4087905884,0.0,0.0,,0.0,538776.4087905884,0.0,0.0,,0.0,0.0,0.0,0.0,538776.4087905884,538776.4087905884,538776.4087905884,538776.4087905884,538776.4087905884,538776.4087905884
254,2013-04-01,Banadir,1548109.5482177734,0.0,0.0,,0.0,1548109.5482177734,0.0,0.0,,0.0,1548109.5482177734,0.0,0.0,,0.0,0.0,0.0,0.0,1548109.5482177734,1548109.5482177734,1548109.5482177734,1548109.5482177734,1548109.5482177734,1548109.5482177734
255,2013-04-01,Bari,664723.570233345,0.0,0.0,,0.0,664723.570233345,0.0,0.0,,0.0,664723.570233345,0.0,0.0,,0.0,0.0,0.0,0.0,664723.570233345,664723.570233345,664723.570233345,664723.570233345,664723.570233345,664723.570233345
256,2013-04-01,Bay,1079798.5969161987,0.0,0.0,,0.0,1079798.5969161987,0.0,0.0,,0.0,1079798.5969161987,0.0,0.0,,0.0,0.0,0.0,0.0,1079798.5969161987,1079798.5969161987,1079798.5969161987,1079798.5969161987,1079798.5969161987,1079798.5969161987
257,2013-04-01,Galgaduud,536239.8983745575,37017.37804412842,0.0,,0.0,536239.8983745575,37017.37804412842,0.0,,0.0,536239.8983745575,37017.37804412842,0.0,,0.0,0.0,0.0,0.0,573257.2764186859,573257.2764186859,573257.2764186859,573257.2764186859,573257.2764186859,573257.2764186859
258,2013-04-01,Gedo,571826.1798801422,0.0,0.0,,8.913479804992676,571817.2664003372,0.0,0.0,,0.0,571826.1798801422,0.0,0.0,,0.0,0.0,0.0,0.0,571826.1798801422,571826.1798801422,571826.1798801422,571826.1798801422,571826.1798801422,571826.1798801422
259,2013-04-01,Hiraan,571218.9129562378,0.0,0.0,,0.0,406024.8631515503,165194.0498046875,0.0,,0.0,571218.9129562378,0.0,0.0,,0.0,0.0,0.0,0.0,571218.9129562378,571218.9129562378,571218.9129562378,571218.9129562378,571218.9129562378,571218.9129562378
260,2013-04-01,Lower Juba,559764.1834363937,101726.57176971436,0.0,,119726.08041477203,541764.6747913361,0.0,0.0,,0.0,661490.7552061081,0.0,0.0,,0.0,0.0,0.0,0.0,661490.7552061081,661490.7552061081,661490.7552061081,661490.7552061081,661490.7552061081,661490.7552061081
261,2013-04-01,Lower Shabelle,1493258.9591588974,0.0,0.0,,0.0,1493258.9591588974,0.0,0.0,,0.0,1493258.9591588974,0.0,0.0,,0.0,0.0,0.0,0.0,1493258.9591588974,1493258.9591588974,1493258.9591588974,1493258.9591588974,1493258.9591588974,1493258.9591588974
262,2013-04-01,Middle Juba,413008.026884079,0.0,0.0,,37644.35103034973,375363.67585372925,0.0,0.0,,0.0,413008.026884079,0.0,0.0,,0.0,0.0,0.0,0.0,413008.026884079,413008.026884079,413008.026884079,413008.026884079,413008.026884079,413008.026884079
263,2013-04-01,Middle Shabelle,897705.082780838,85.15990447998047,0.0,,0.0,897283.9164905548,506.3261947631836,0.0,,0.0,897705.082780838,85.15990447998047,0.0,,0.0,0.0,0.0,0.0,897790.242685318,897790.242685318,897790.242685318,897790.242685318,897790.242685318,897790.242685318
264,2013-04-01,Mudug,535831.9290752411,72660.14751625061,0.0,,0.0,517397.70412254333,91094.37246894836,0.0,,0.0,535831.9290752411,72660.14751625061,0.0,,0.0,0.0,0.0,0.0,608492.0765914917,608492.0765914917,608492.0765914917,608492.0765914917,608492.0765914917,608492.0765914917
265,2013-04-01,Nugaal,217239.17275953293,0.0,0.0,,0.0,217239.17275953293,0.0,0.0,,0.0,217239.17275953293,0.0,0.0,,0.0,0.0,0.0,0.0,217239.17275953293,217239.17275953293,217239.17275953293,217239.17275953293,217239.17275953293,217239.17275953293
266,2013-04-01,Sanaag,467950.57469177246,0.0,0.0,,0.0,467950.57469177246,0.0,0.0,,0.0,467950.57469177246,0.0,0.0,,0.0,0.0,0.0,0.0,467950.57469177246,467950.57469177246,467950.57469177246,467950.57469177246,467950.57469177246,467950.57469177246
267,2013-04-01,Sool,254938.70639801025,0.0,0.0,,0.0,254938.70639801025,0.0,0.0,,0.0,254938.70639801025,0.0,0.0,,0.0,0.0,0.0,0.0,254938.70639801025,254938.70639801025,254938.70639801025,254938.70639801025,254938.70639801025,254938.70639801025
268,2013-04-01,Togdheer,701133.7131724358,0.0,0.0,,0.0,701133.7131724358,0.0,0.0,,0.0,701133.7131724358,0.0,0.0,,0.0,0.0,0.0,0.0,701133.7131724358,701133.7131724358,701133.7131724358,701133.7131724358,701133.7131724358,701133.7131724358
269,2013-04-01,Woqooyi Galbeed,1168940.9235134125,51077.14453125,0.0,,0.0,1220018.0680446625,0.0,0.0,,0.0,1168940.9235134125,51077.14453125,0.0,,0.0,0.0,0.0,0.0,1220018.0680446625,1220018.0680446625,1220018.0680446625,1220018.0680446625,1220018.0680446625,1220018.0680446625
270,2013-07-01,Awdal,515951.31997799873,0.0,0.0,,0.0,515951.31997799873,0.0,0.0,,0.0,515951.31997799873,0.0,0.0,,0.0,0.0,0.0,0.0,515951.31997799873,515951.31997799873,515951.31997799873,515951.31997799873,515951.31997799873,515951.31997799873
271,2013-07-01,Bakool,538776.4087905884,0.0,0.0,,0.0,538776.4087905884,0.0,0.0,,0.0,538776.4087905884,0.0,0.0,,0.0,0.0,0.0,0.0,538776.4087905884,538776.4087905884,538776.4087905884,538776.4087905884,538776.4087905884,538776.4087905884
