ADMIN0,ADMIN1,ADMIN2,date,CS_2,CS_3,CS_4,CS_99,ML1_1,ML1_2,ML1_3,ML1_4,ML1_99,ML2_1,ML2_2,ML2_3,ML2_4,ML2_99,CS_1,CS_5,ML1_5,ML2_5,pop_CS,pop_total_CS,pop_ML1,pop_total_ML1,pop_ML2,pop_total_ML2,perc_CS_1,perc_CS_2,perc_CS_3,perc_CS_4,perc_CS_5,CS_3p,perc_CS_3p,CS_4p,perc_CS_4p,CS_2m,perc_CS_2m,perc_ML1_1,perc_ML1_2,perc_ML1_3,perc_ML1_4,perc_ML1_5,ML1_3p,perc_ML1_3p,ML1_4p,perc_ML1_4p,ML1_2m,perc_ML1_2m,perc_ML2_1,perc_ML2_2,perc_ML2_3,perc_ML2_4,perc_ML2_5,ML2_3p,perc_ML2_3p,ML2_4p,perc_ML2_4p,ML2_2m,perc_ML2_2m,perc_inc_ML2_3p,perc_inc_ML1_3p,period_ML1,period_ML2
Somalia,Bari,Bossaso,2010-04-01,255225.5,0.0,0.0,,0.0,255225.5,0.0,0.0,,0.0,255225.5,0.0,0.0,,0.0,0.0,0.0,0.0,255225.5,255225.5,255225.5,255225.5,255225.5,255225.5,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,255225.5,100.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,255225.5,100.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,255225.5,100.0,0.0,0.0,Apr - Jun 2010,Jul - Sep 2010
Somalia,Bari,Bandarbeyla,2010-04-01,23398.49609375,0.0,0.0,,0.0,23398.49609375,0.0,0.0,,0.0,23398.49609375,0.0,0.0,,0.0,0.0,0.0,0.0,23398.49609375,23398.49609375,23398.49609375,23398.49609375,23398.49609375,23398.49609375,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23398.49609375,100.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23398.49609375,100.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23398.49609375,100.0,0.0,0.0,Apr - Jun 2010,Jul - Sep 2010
Somalia,Banadir,Banadir,2010-04-01,1098.5062255859377,45684.94921875,1378022.5,,0.0,1098.5062255859377,45684.94921875,1378022.5,,0.0,1098.5062255859377,51166.98828125,1372540.375,,0.0,0.0,0.0,0.0,1424805.955444336,1424805.955444336,1424805.955444336,1424805.955444336,1424805.869506836,1424805.869506836,0.0,0.07709865483004387,3.2063979690836444,96.71650337608631,0.0,1423707.44921875,99.92290134516995,1378022.5,96.71650337608631,1098.5062255859377,0.07709865483004387,0.0,0.07709865483004387,3.2063979690836444,96.71650337608631,0.0,1423707.44921875,99.92290134516995,1378022.5,96.71650337608631,1098.5062255859377,0.07709865483004387,0.0,0.07709865948026733,3.591155074267085,96.33174626625264,0.0,1423707.36328125,99.92290134051972,1372540.375,96.33174626625264,1098.5062255859377,0.07709865948026733,-4.650232199310267e-09,0.0,Apr - Jun 2010,Jul - Sep 2010
Somalia,Bakool,Xudur,2010-04-01,0.0,58836.7109375,91194.234375,,0.0,0.0,58836.7109375,91194.234375,,0.0,0.0,150030.9375,0.0,,0.0,0.0,0.0,0.0,150030.9453125,150030.9453125,150030.9453125,150030.9453125,150030.9375,150030.9375,0.0,0.0,39.21638353670891,60.78361646329109,0.0,150030.9453125,100.0,91194.234375,60.78361646329109,0.0,0.0,0.0,0.0,39.21638353670891,60.78361646329109,0.0,150030.9453125,100.0,91194.234375,60.78361646329109,0.0,0.0,0.0,0.0,100.0,0.0,0.0,150030.9375,100.0,0.0,0.0,0.0,0.0,0.0,0.0,Apr - Jun 2010,Jul - Sep 2010
Somalia,Bakool,Waajid,2010-04-01,0.0,115.77189636230469,112986.8515625,,0.0,0.0,115.77189636230469,112986.8515625,,0.0,0.0,113102.625,0.0,,0.0,0.0,0.0,0.0,113102.6234588623,113102.6234588623,113102.6234588623,113102.6234588623,113102.625,113102.625,0.0,0.0,0.1023600450827856,99.8976399549172,0.0,113102.6234588623,100.0,112986.8515625,99.8976399549172,0.0,0.0,0.0,0.0,0.1023600450827856,99.8976399549172,0.0,113102.6234588623,100.0,112986.8515625,99.8976399549172,0.0,0.0,0.0,0.0,100.0,0.0,0.0,113102.625,100.0,0.0,0.0,0.0,0.0,0.0,0.0,Apr - Jun 2010,Jul - Sep 2010
Somalia,Bakool,Tayeeglow,2010-04-01,0.0,0.0,128261.25,,0.0,0.0,0.0,128261.25,,0.0,0.0,128075.4140625,185.83773803710938,,0.0,0.0,0.0,0.0,128261.25,128261.25,128261.25,128261.25,128261.25180053712,128261.25180053712,0.0,0.0,0.0,100.0,0.0,128261.25,100.0,128261.25,100.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,128261.25,100.0,128261.25,100.0,0.0,0.0,0.0,0.0,99.85510999196694,0.14489000803306612,0.0,128261.25180053712,100.0,185.83773803710938,0.14489000803306612,0.0,0.0,0.0,0.0,Apr - Jun 2010,Jul - Sep 2010
Somalia,Bakool,Rab Dhuure,2010-04-01,0.0,42683.18359375,16973.423828125,,0.0,0.0,42683.18359375,16973.423828125,,0.0,0.0,59656.609375,0.0,,0.0,0.0,0.0,0.0,59656.607421875,59656.607421875,59656.607421875,59656.607421875,59656.609375,59656.609375,0.0,0.0,71.54812423694554,28.451875763054446,0.0,59656.607421875,100.0,16973.423828125,28.451875763054446,0.0,0.0,0.0,0.0,71.54812423694554,28.451875763054446,0.0,59656.607421875,100.0,16973.423828125,28.451875763054446,0.0,0.0,0.0,0.0,100.0,0.0,0.0,59656.609375,100.0,0.0,0.0,0.0,0.0,0.0,0.0,Apr - Jun 2010,Jul - Sep 2010
Somalia,Bakool,Ceel Barde,2010-04-01,0.0,0.0,45907.26171875,,0.0,0.0,0.0,45907.26171875,,0.0,0.0,45843.1015625,64.16261291503906,,0.0,0.0,0.0,0.0,45907.26171875,45907.26171875,45907.26171875,45907.26171875,45907.26417541504,45907.26417541504,0.0,0.0,0.0,100.0,0.0,45907.26171875,100.0,45907.26171875,100.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,45907.26171875,100.0,45907.26171875,100.0,0.0,0.0,0.0,0.0,99.86023429174548,0.13976570825451282,0.0,45907.26417541504,100.0,64.16261291503906,0.13976570825451282,0.0,0.0,0.0,0.0,Apr - Jun 2010,Jul - Sep 2010
Somalia,Awdal,Zeylac,2010-04-01,0.0,43620.93359375,0.0,,0.0,0.0,43620.93359375,0.0,,0.0,0.0,43620.93359375,0.0,,0.0,0.0,0.0,0.0,43620.93359375,43620.93359375,43620.93359375,43620.93359375,43620.93359375,43620.93359375,0.0,0.0,100.0,0.0,0.0,43620.93359375,100.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,43620.93359375,100.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,43620.93359375,100.0,0.0,0.0,0.0,0.0,0.0,0.0,Apr - Jun 2010,Jul - Sep 2010
Somalia,Awdal,Lughaye,2010-04-01,0.0,55545.91796875,0.0,,0.0,0.0,55545.91796875,0.0,,0.0,0.0,55545.91796875,0.0,,0.0,0.0,0.0,0.0,55545.91796875,55545.91796875,55545.91796875,55545.91796875,55545.91796875,55545.91796875,0.0,0.0,100.0,0.0,0.0,55545.91796875,100.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,55545.91796875,100.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,55545.91796875,100.0,0.0,0.0,0.0,0.0,0.0,0.0,Apr - Jun 2010,Jul - Sep 2010
Somalia,Awdal,Borama,2010-04-01,0.0,337356.4375,0.0,,0.0,0.0,337356.4375,0.0,,0.0,0.0,337356.4375,0.0,,0.0,0.0,0.0,0.0,337356.4375,337356.4375,337356.4375,337356.4375,337356.4375,337356.4375,0.0,0.0,100.0,0.0,0.0,337356.4375,100.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,337356.4375,100.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,337356.4375,100.0,0.0,0.0,0.0,0.0,0.0,0.0,Apr - Jun 2010,Jul - Sep 2010
Somalia,Awdal,Baki,2010-04-01,0.0,39661.09375,0.0,,0.0,0.0,39661.09375,0.0,,0.0,0.0,39661.09375,0.0,,0.0,0.0,0.0,0.0,39661.09375,39661.09375,39661.09375,39661.09375,39661.09375,39661.09375,0.0,0.0,100.0,0.0,0.0,39661.09375,100.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,39661.09375,100.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,39661.09375,100.0,0.0,0.0,0.0,0.0,0.0,0.0,Apr - Jun 2010,Jul - Sep 2010
Somalia,Bari,Qardho,2010-04-01,133284.875,0.0,0.0,,0.0,133284.875,0.0,0.0,,0.0,133284.875,0.0,0.0,,0.0,0.0,0.0,0.0,133284.875,133284.875,133284.875,133284.875,133284.875,133284.875,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,133284.875,100.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,133284.875,100.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,133284.875,100.0,0.0,0.0,Apr - Jun 2010,Jul - Sep 2010
Somalia,Bay,Baydhaba,2010-04-01,501873.21875,0.0,1086.0010986328123,,0.0,501873.21875,0.0,1086.0010986328123,,0.0,501873.21875,1086.0010986328123,0.0,,0.0,0.0,0.0,0.0,502959.2198486328,502959.2198486328,502959.2198486328,502959.2198486328,502959.2198486328,502959.2198486328,0.0,99.78407770336537,0.0,0.2159222966346353,0.0,1086.0010986328123,0.2159222966346353,1086.0010986328123,0.2159222966346353,501873.21875,99.78407770336537,0.0,99.78407770336537,0.0,0.2159222966346353,0.0,1086.0010986328123,0.2159222966346353,1086.0010986328123,0.2159222966346353,501873.21875,99.78407770336537,0.0,99.78407770336537,0.2159222966346353,0.0,0.0,1086.0010986328123,0.2159222966346353,0.0,0.0,501873.21875,99.78407770336537,0.0,0.0,Apr - Jun 2010,Jul - Sep 2010
Somalia,Lower Juba,Jamaame,2010-04-01,206450.25,0.0,0.0,,0.0,206450.25,0.0,0.0,,0.0,206450.25,0.0,0.0,,0.0,0.0,0.0,0.0,206450.25,206450.25,206450.25,206450.25,206450.25,206450.25,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,206450.25,100.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,206450.25,100.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,206450.25,100.0,0.0,0.0,Apr - Jun 2010,Jul - Sep 2010
Somalia,Bay,Diinsoor,2010-04-01,127234.6875,0.0,0.0,,0.0,127234.6875,0.0,0.0,,0.0,127234.6875,0.0,0.0,,0.0,0.0,0.0,0.0,127234.6875,127234.6875,127234.6875,127234.6875,127234.6875,127234.6875,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,127234.6875,100.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,127234.6875,100.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,127234.6875,100.0,0.0,0.0,Apr - Jun 2010,Jul - Sep 2010
Somalia,Bay,Buur Hakaba,2010-04-01,215867.546875,208.1206970214844,183.1914978027344,,0.0,215867.546875,208.1206970214844,183.1914978027344,,0.0,215867.546875,391.3121948242188,0.0,,0.0,0.0,0.0,0.0,216258.85906982425,216258.85906982425,216258.85906982425,216258.85906982425,216258.85906982425,216258.85906982425,0.0,99.81905379668268,0.09623684223465163,0.08470936108267672,0.0,391.3121948242188,0.1809462033173284,183.1914978027344,0.08470936108267672,215867.546875,99.81905379668268,0.0,99.81905379668268,0.09623684223465163,0.08470936108267672,0.0,391.3121948242188,0.1809462033173284,183.1914978027344,0.08470936108267672,215867.546875,99.81905379668268,0.0,99.81905379668268,0.1809462033173284,0.0,0.0,391.3121948242188,0.1809462033173284,0.0,0.0,215867.546875,99.81905379668268,0.0,0.0,Apr - Jun 2010,Jul - Sep 2010
Somalia,Lower Juba,Afmadow,2010-04-01,81385.0625,0.0,0.0,,0.0,81385.0625,0.0,0.0,,0.0,81385.0625,0.0,0.0,,0.0,0.0,0.0,0.0,81385.0625,81385.0625,81385.0625,81385.0625,81385.0625,81385.0625,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81385.0625,100.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81385.0625,100.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81385.0625,100.0,0.0,0.0,Apr - Jun 2010,Jul - Sep 2010
Somalia,Hiraan,Jalalaqsi,2010-04-01,0.0,0.0,72438.3515625,,0.0,0.0,0.0,72438.3515625,,0.0,0.0,229.8375396728516,72208.515625,,0.0,0.0,0.0,0.0,72438.3515625,72438.3515625,72438.3515625,72438.3515625,72438.35316467285,72438.35316467285,0.0,0.0,0.0,100.0,0.0,72438.3515625,100.0,72438.3515625,100.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,72438.3515625,100.0,72438.3515625,100.0,0.0,0.0,0.0,0.0,0.3172870856828645,99.68271291431715,0.0,72438.35316467285,100.0,72208.515625,99.68271291431715,0.0,0.0,0.0,0.0,Apr - Jun 2010,Jul - Sep 2010
Somalia,Hiraan,Bulo Burto,2010-04-01,0.0,0.0,179482.9375,,0.0,0.0,0.0,179482.9375,,0.0,0.0,44.31293869018555,179438.625,,0.0,0.0,0.0,0.0,179482.9375,179482.9375,179482.9375,179482.9375,179482.9379386902,179482.9379386902,0.0,0.0,0.0,100.0,0.0,179482.9375,100.0,179482.9375,100.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,179482.9375,100.0,179482.9375,100.0,0.0,0.0,0.0,0.0,0.02468922071318136,99.9753107792868,0.0,179482.9379386902,100.0,179438.625,99.9753107792868,0.0,0.0,0.0,0.0,Apr - Jun 2010,Jul - Sep 2010
Somalia,Hiraan,Belet Weyne,2010-04-01,0.0,0.0,274847.34375,,0.0,0.0,0.0,274847.34375,,0.0,0.0,0.0,274847.34375,,0.0,0.0,0.0,0.0,274847.34375,274847.34375,274847.34375,274847.34375,274847.34375,274847.34375,0.0,0.0,0.0,100.0,0.0,274847.34375,100.0,274847.34375,100.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,274847.34375,100.0,274847.34375,100.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,274847.34375,100.0,274847.34375,100.0,0.0,0.0,0.0,0.0,Apr - Jun 2010,Jul - Sep 2010
Somalia,Gedo,Garbahaarey,2010-04-01,93.61331939697266,0.0,96777.5546875,,0.0,93.61331939697266,0.0,96777.5546875,,0.0,93.61331939697266,96777.5546875,0.0,,0.0,0.0,0.0,0.0,96871.16800689696,96871.16800689696,96871.16800689696,96871.16800689696,96871.16800689696,96871.16800689696,0.0,0.09663692646950188,0.0,99.9033630735305,0.0,96777.5546875,99.9033630735305,96777.5546875,99.9033630735305,93.61331939697266,0.09663692646950188,0.0,0.09663692646950188,0.0,99.9033630735305,0.0,96777.5546875,99.9033630735305,96777.5546875,99.9033630735305,93.61331939697266,0.09663692646950188,0.0,0.09663692646950188,99.9033630735305,0.0,0.0,96777.5546875,99.9033630735305,0.0,0.0,93.61331939697266,0.09663692646950188,0.0,0.0,Apr - Jun 2010,Jul - Sep 2010
Somalia,Gedo,Doolow,2010-04-01,0.0,0.0,41822.859375,,0.0,0.0,0.0,41822.859375,,0.0,0.0,41822.859375,0.0,,0.0,0.0,0.0,0.0,41822.859375,41822.859375,41822.859375,41822.859375,41822.859375,41822.859375,0.0,0.0,0.0,100.0,0.0,41822.859375,100.0,41822.859375,100.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,41822.859375,100.0,41822.859375,100.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,41822.859375,100.0,0.0,0.0,0.0,0.0,0.0,0.0,Apr - Jun 2010,Jul - Sep 2010
Somalia,Gedo,Ceel Waaq,2010-04-01,30612.767578125,0.0,226.24752807617188,,0.0,30612.767578125,0.0,226.24752807617188,,0.0,30612.767578125,226.24752807617188,0.0,,0.0,0.0,0.0,0.0,30839.01510620117,30839.01510620117,30839.01510620117,30839.01510620117,30839.01510620117,30839.01510620117,0.0,99.2663594239406,0.0,0.7336405760593747,0.0,226.24752807617188,0.7336405760593747,226.24752807617188,0.7336405760593747,30612.767578125,99.2663594239406,0.0,99.2663594239406,0.0,0.7336405760593747,0.0,226.24752807617188,0.7336405760593747,226.24752807617188,0.7336405760593747,30612.767578125,99.2663594239406,0.0,99.2663594239406,0.7336405760593747,0.0,0.0,226.24752807617188,0.7336405760593747,0.0,0.0,30612.767578125,99.2663594239406,0.0,0.0,Apr - Jun 2010,Jul - Sep 2010
Somalia,Gedo,Luuq,2010-04-01,88.10169982910156,77.36895751953125,101400.953125,,0.0,88.10169982910156,77.36895751953125,101400.953125,,0.0,88.10169982910156,101478.328125,0.0,,0.0,0.0,0.0,0.0,101566.42378234863,101566.42378234863,101566.42378234863,101566.42378234863,101566.4298248291,101566.4298248291,0.0,0.08674293782155681,0.0761757228799635,99.83708133929848,0.0,101478.32208251953,99.91325706217845,101400.953125,99.83708133929848,88.10169982910156,0.08674293782155681,0.0,0.08674293782155681,0.0761757228799635,99.83708133929848,0.0,101478.32208251953,99.91325706217845,101400.953125,99.83708133929848,88.10169982910156,0.08674293782155681,0.0,0.08674293266096872,99.91325706733903,0.0,0.0,101478.328125,99.91325706733903,0.0,0.0,88.10169982910156,0.08674293266096872,5.160586624697317e-09,0.0,Apr - Jun 2010,Jul - Sep 2010
Somalia,Gedo,Baardheere,2010-04-01,68040.5625,104594.859375,0.0,,0.0,68040.5625,104594.859375,0.0,,0.0,172635.421875,0.0,0.0,,0.0,0.0,0.0,0.0,172635.421875,172635.421875,172635.421875,172635.421875,172635.421875,172635.421875,0.0,39.41286310828265,60.58713689171735,0.0,0.0,104594.859375,60.58713689171735,0.0,0.0,68040.5625,39.41286310828265,0.0,39.41286310828265,60.58713689171735,0.0,0.0,104594.859375,60.58713689171735,0.0,0.0,68040.5625,39.41286310828265,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,172635.421875,100.0,-60.58713689171735,0.0,Apr - Jun 2010,Jul - Sep 2010
Somalia,Galgaduud,Dhuusamarreeb,2010-04-01,0.0,0.0,146168.890625,,0.0,0.0,0.0,146168.890625,,0.0,0.0,0.0,146168.890625,,0.0,0.0,0.0,0.0,146168.890625,146168.890625,146168.890625,146168.890625,146168.890625,146168.890625,0.0,0.0,0.0,100.0,0.0,146168.890625,100.0,146168.890625,100.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,146168.890625,100.0,146168.890625,100.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,146168.890625,100.0,146168.890625,100.0,0.0,0.0,0.0,0.0,Apr - Jun 2010,Jul - Sep 2010
Somalia,Galgaduud,Ceel Dheer,2010-04-01,0.0,0.0,116439.03125,,0.0,0.0,0.0,116439.03125,,0.0,0.0,116439.03125,0.0,,0.0,0.0,0.0,0.0,116439.03125,116439.03125,116439.03125,116439.03125,116439.03125,116439.03125,0.0,0.0,0.0,100.0,0.0,116439.03125,100.0,116439.03125,100.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,116439.03125,100.0,116439.03125,100.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,116439.03125,100.0,0.0,0.0,0.0,0.0,0.0,0.0,Apr - Jun 2010,Jul - Sep 2010
Somalia,Galgaduud,Ceel Buur,2010-04-01,0.0,0.0,127668.96875,,0.0,0.0,0.0,127668.96875,,0.0,0.0,18077.8984375,109591.078125,,0.0,0.0,0.0,0.0,127668.96875,127668.96875,127668.96875,127668.96875,127668.9765625,127668.9765625,0.0,0.0,0.0,100.0,0.0,127668.96875,100.0,127668.96875,100.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,127668.96875,100.0,127668.96875,100.0,0.0,0.0,0.0,0.0,14.159977564048235,85.84002243595177,0.0,127668.9765625,100.0,109591.078125,85.84002243595177,0.0,0.0,0.0,0.0,Apr - Jun 2010,Jul - Sep 2010
Somalia,Galgaduud,Cadaado,2010-04-01,0.0,0.0,68433.3515625,,0.0,0.0,0.0,68433.3515625,,0.0,0.0,0.0,68433.3515625,,0.0,0.0,0.0,0.0,68433.3515625,68433.3515625,68433.3515625,68433.3515625,68433.3515625,68433.3515625,0.0,0.0,0.0,100.0,0.0,68433.3515625,100.0,68433.3515625,100.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,68433.3515625,100.0,68433.3515625,100.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,68433.3515625,100.0,68433.3515625,100.0,0.0,0.0,0.0,0.0,Apr - Jun 2010,Jul - Sep 2010
Somalia,Galgaduud,Cabudwaaq,2010-04-01,0.0,0.0,69951.96875,,0.0,0.0,0.0,69951.96875,,0.0,0.0,0.0,69951.96875,,0.0,0.0,0.0,0.0,69951.96875,69951.96875,69951.96875,69951.96875,69951.96875,69951.96875,0.0,0.0,0.0,100.0,0.0,69951.96875,100.0,69951.96875,100.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,69951.96875,100.0,69951.96875,100.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,69951.96875,100.0,69951.96875,100.0,0.0,0.0,0.0,0.0,Apr - Jun 2010,Jul - Sep 2010
Somalia,Bay,Qansax Dheere,2010-04-01,148932.96875,0.0,214.38162231445312,,0.0,148932.96875,0.0,214.38162231445312,,0.0,148932.96875,214.38162231445312,0.0,,0.0,0.0,0.0,0.0,149147.35037231445,149147.35037231445,149147.35037231445,149147.35037231445,149147.35037231445,149147.35037231445,0.0,99.85626186333229,0.0,0.14373813666772844,0.0,214.38162231445312,0.14373813666772844,214.38162231445312,0.14373813666772844,148932.96875,99.85626186333229,0.0,99.85626186333229,0.0,0.14373813666772844,0.0,214.38162231445312,0.14373813666772844,214.38162231445312,0.14373813666772844,148932.96875,99.85626186333229,0.0,99.85626186333229,0.14373813666772844,0.0,0.0,214.38162231445312,0.14373813666772844,0.0,0.0,148932.96875,99.85626186333229,0.0,0.0,Apr - Jun 2010,Jul - Sep 2010
Somalia,Gedo,Belet Xaawo,2010-04-01,0.0,0.0,83164.421875,,0.0,0.0,0.0,83164.421875,,0.0,0.0,83164.421875,0.0,,0.0,0.0,0.0,0.0,83164.421875,83164.421875,83164.421875,83164.421875,83164.421875,83164.421875,0.0,0.0,0.0,100.0,0.0,83164.421875,100.0,83164.421875,100.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,83164.421875,100.0,83164.421875,100.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,83164.421875,100.0,0.0,0.0,0.0,0.0,0.0,0.0,Apr - Jun 2010,Jul - Sep 2010
Somalia,Middle Juba,Saakow,2010-07-01,103147.109375,0.0,0.0,,0.0,103147.109375,0.0,0.0,,0.0,103147.109375,0.0,0.0,,0.0,0.0,0.0,0.0,103147.109375,103147.109375,103147.109375,103147.109375,103147.109375,103147.109375,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,103147.109375,100.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,103147.109375,100.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,103147.109375,100.0,0.0,0.0,Jul - Sep 2010,Oct - Dec 2010
Somalia,Mudug,Gaalkacyo,2010-07-01,0.0,135716.46875,83035.15625,,0.0,0.0,135716.46875,83035.15625,,0.0,0.0,0.0,218751.625,,0.0,0.0,0.0,0.0,218751.625,218751.625,218751.625,218751.625,218751.625,218751.625,0.0,0.0,62.04135340708897,37.95864659291102,0.0,218751.625,100.0,83035.15625,37.95864659291102,0.0,0.0,0.0,0.0,62.04135340708897,37.95864659291102,0.0,218751.625,100.0,83035.15625,37.95864659291102,0.0,0.0,0.0,0.0,0.0,100.0,0.0,218751.625,100.0,218751.625,100.0,0.0,0.0,0.0,0.0,Jul - Sep 2010,Oct - Dec 2010
Somalia,Middle Shabelle,Jowhar,2010-07-01,0.0,411177.875,0.0,,0.0,0.0,411177.875,0.0,,0.0,0.0,411177.875,0.0,,0.0,0.0,0.0,0.0,411177.875,411177.875,411177.875,411177.875,411177.875,411177.875,0.0,0.0,100.0,0.0,0.0,411177.875,100.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,411177.875,100.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,411177.875,100.0,0.0,0.0,0.0,0.0,0.0,0.0,Jul - Sep 2010,Oct - Dec 2010
Somalia,Middle Shabelle,Cadale,2010-07-01,0.0,78563.734375,0.0,,0.0,0.0,78563.734375,0.0,,0.0,0.0,78563.734375,0.0,,0.0,0.0,0.0,0.0,78563.734375,78563.734375,78563.734375,78563.734375,78563.734375,78563.734375,0.0,0.0,100.0,0.0,0.0,78563.734375,100.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,78563.734375,100.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,78563.734375,100.0,0.0,0.0,0.0,0.0,0.0,0.0,Jul - Sep 2010,Oct - Dec 2010
Somalia,Middle Shabelle,Balcad,2010-07-01,0.0,241214.78125,0.0,,0.0,0.0,241214.78125,0.0,,0.0,0.0,241214.78125,0.0,,0.0,0.0,0.0,0.0,241214.78125,241214.78125,241214.78125,241214.78125,241214.78125,241214.78125,0.0,0.0,100.0,0.0,0.0,241214.78125,100.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,241214.78125,100.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,241214.78125,100.0,0.0,0.0,0.0,0.0,0.0,0.0,Jul - Sep 2010,Oct - Dec 2010
Somalia,Middle Shabelle,Adan Yabaal,2010-07-01,0.0,96687.03125,0.0,,0.0,0.0,96687.03125,0.0,,0.0,0.0,96687.03125,0.0,,0.0,0.0,0.0,0.0,96687.03125,96687.03125,96687.03125,96687.03125,96687.03125,96687.03125,0.0,0.0,100.0,0.0,0.0,96687.03125,100.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,96687.03125,100.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,96687.03125,100.0,0.0,0.0,0.0,0.0,0.0,0.0,Jul - Sep 2010,Oct - Dec 2010
Somalia,Middle Juba,Jilib,2010-07-01,183804.0,0.0,0.0,,0.0,183804.0,0.0,0.0,,0.0,183804.0,0.0,0.0,,0.0,0.0,0.0,0.0,183804.0,183804.0,183804.0,183804.0,183804.0,183804.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,183804.0,100.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,183804.0,100.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,183804.0,100.0,0.0,0.0,Jul - Sep 2010,Oct - Dec 2010
