ADMIN0,ADMIN1,ADMIN2,date,CS_1,CS_2,CS_3,CS_4,CS_99,ML1_1,ML1_2,ML1_3,ML1_4,ML1_99,ML2_1,ML2_2,ML2_3,ML2_4,ML2_99,CS_5,ML1_5,ML2_5,pop_CS,pop_total_CS,pop_ML1,pop_total_ML1,pop_ML2,pop_total_ML2,perc_CS_1,perc_CS_2,perc_CS_3,perc_CS_4,perc_CS_5,CS_3p,perc_CS_3p,CS_4p,perc_CS_4p,CS_2m,perc_CS_2m,perc_ML1_1,perc_ML1_2,perc_ML1_3,perc_ML1_4,perc_ML1_5,ML1_3p,perc_ML1_3p,ML1_4p,perc_ML1_4p,ML1_2m,perc_ML1_2m,perc_ML2_1,perc_ML2_2,perc_ML2_3,perc_ML2_4,perc_ML2_5,ML2_3p,perc_ML2_3p,ML2_4p,perc_ML2_4p,ML2_2m,perc_ML2_2m,perc_inc_ML2_3p,perc_inc_ML1_3p,period_ML1,period_ML2
Ethiopia,SNNP,Gamo,2009-07-01,0.0,798.982421875,1299985.625,0.0,0.0,0.0,357.33233642578125,1300427.25,0.0,0.0,0.0,1297687.125,3097.41015625,0.0,0.0,0,0.0,0.0,1300784.607421875,1300784.607421875,1300784.5823364258,1300784.5823364258,1300784.53515625,1300784.53515625,0.0,0.06142311473523389,99.93857688526477,0.0,0.0,1299985.625,99.93857688526477,0.0,0.0,798.982421875,0.06142311473523389,0.0,0.02747052365764921,99.97252947634236,0.0,0.0,1300427.25,99.97252947634236,0.0,0.0,357.33233642578125,0.02747052365764921,0.0,99.76188138215542,0.2381186178445717,0.0,0.0,3097.41015625,0.2381186178445717,0.0,0.0,1297687.125,99.76188138215542,-99.7004582674202,0.0339525910775933,Jul - Sep 2009,Oct - Dec 2009
Ethiopia,SNNP,Derashe,2009-07-01,0.0,0.0,90975.0625,0.0,0.0,0.0,0.0,90975.0625,0.0,0.0,0.0,4628.76953125,86346.2890625,0.0,0.0,0,0.0,0.0,90975.0625,90975.0625,90975.0625,90975.0625,90975.05859375,90975.05859375,0.0,0.0,100.0,0.0,0.0,90975.0625,100.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,90975.0625,100.0,0.0,0.0,0.0,0.0,0.0,5.087954438061772,94.91204556193823,0.0,0.0,86346.2890625,94.91204556193823,0.0,0.0,4628.76953125,5.087954438061772,-5.087954438061772,0.0,Jul - Sep 2009,Oct - Dec 2009
Ethiopia,SNNP,Dawuro,2009-07-01,669.2921752929688,569229.0625,4291.0712890625,0.0,0.0,669.2921752929688,569229.0625,4291.0712890625,0.0,0.0,669.2921752929688,573520.125,0.0,0.0,0.0,0,0.0,0.0,574189.4259643555,574189.4259643555,574189.4259643555,574189.4259643555,574189.417175293,574189.417175293,0.1165629572799756,99.13611027301235,0.7473267697076821,0.0,0.0,4291.0712890625,0.7473267697076821,0.0,0.0,569898.354675293,99.25267323029232,0.1165629572799756,99.13611027301235,0.7473267697076821,0.0,0.0,4291.0712890625,0.7473267697076821,0.0,0.0,569898.354675293,99.25267323029232,0.11656295906419364,99.8834370409358,0.0,0.0,0.0,0.0,0.0,0.0,0.0,574189.417175293,100.0,-0.7473267697076821,0.0,Jul - Sep 2009,Oct - Dec 2009
Ethiopia,SNNP,Burji,2009-07-01,0.0,0.0,67460.84375,0.0,0.0,0.0,0.0,67460.84375,0.0,0.0,0.0,348.64215087890625,67112.203125,0.0,0.0,0,0.0,0.0,67460.84375,67460.84375,67460.84375,67460.84375,67460.84527587889,67460.84527587889,0.0,0.0,100.0,0.0,0.0,67460.84375,100.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,67460.84375,100.0,0.0,0.0,0.0,0.0,0.0,0.5168066742317645,99.48319332576824,0.0,0.0,67112.203125,99.48319332576824,0.0,0.0,348.64215087890625,0.5168066742317645,-0.5168066742317592,0.0,Jul - Sep 2009,Oct - Dec 2009
Ethiopia,SNNP,Bench Sheko,2009-07-01,532068.125,297.8021545410156,0.0,0.0,0.0,532068.125,12.858358383178713,284.9437561035156,0.0,0.0,532068.125,297.8021545410156,0.0,0.0,0.0,0,0.0,0.0,532365.927154541,532365.927154541,532365.9271144867,532365.9271144867,532365.927154541,532365.927154541,99.94406062834773,0.05593937165226698,0.0,0.0,0.0,0.0,0.0,0.0,0.0,532365.927154541,100.0,99.94406063586737,0.002415323319595825,0.05352404081304732,0.0,0.0,284.9437561035156,0.05352404081304732,0.0,0.0,532080.9833583832,99.94647595918696,99.94406062834773,0.05593937165226698,0.0,0.0,0.0,0.0,0.0,0.0,0.0,532365.927154541,100.0,0.0,0.05352404081304732,Jul - Sep 2009,Oct - Dec 2009
Ethiopia,SNNP,Basketo,2009-07-01,58086.99609375,148.1565704345703,0.0,0.0,0.0,58086.99609375,128.3641357421875,19.792430877685547,0.0,0.0,58086.99609375,128.3641357421875,19.792430877685547,0.0,0.0,0,0.0,0.0,58235.15266418457,58235.15266418457,58235.15266036987,58235.15266036987,58235.15266036987,58235.15266036987,99.74558910957285,0.254410890427164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58235.15266418457,100.0,99.74558911610669,0.2204237988192684,0.03398708507405472,0.0,0.0,19.792430877685547,0.03398708507405472,0.0,0.0,58215.36022949219,99.96601291492595,99.74558911610669,0.2204237988192684,0.03398708507405472,0.0,0.0,19.792430877685547,0.03398708507405472,0.0,0.0,58215.36022949219,99.96601291492595,0.03398708507405472,0.03398708507405472,Jul - Sep 2009,Oct - Dec 2009
Ethiopia,SNNP,Amaro,2009-07-01,0.0,0.0,175575.65625,0.0,0.0,0.0,0.0,175575.65625,0.0,0.0,0.0,609.8848876953125,174965.78125,0.0,0.0,0,0.0,0.0,175575.65625,175575.65625,175575.65625,175575.65625,175575.66613769528,175575.66613769528,0.0,0.0,100.0,0.0,0.0,175575.65625,100.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,175575.65625,100.0,0.0,0.0,0.0,0.0,0.0,0.3473629923277693,99.65263700767224,0.0,0.0,174965.78125,99.65263700767224,0.0,0.0,609.8848876953125,0.3473629923277693,-0.3473629923277741,0.0,Jul - Sep 2009,Oct - Dec 2009
Ethiopia,SNNP,Alle,2009-07-01,0.0,172.10516357421875,41782.484375,0.0,0.0,0.0,0.0,41954.58984375,0.0,0.0,0.0,1572.324951171875,40382.265625,0.0,0.0,0,0.0,0.0,41954.58953857422,41954.58953857422,41954.58984375,41954.58984375,41954.59057617188,41954.59057617188,0.0,0.4102177269926106,99.58978227300743,0.0,0.0,41782.484375,99.58978227300743,0.0,0.0,172.10516357421875,0.4102177269926106,0.0,0.0,100.0,0.0,0.0,41954.58984375,100.0,0.0,0.0,0.0,0.0,0.0,3.7476827436015485,96.25231725639846,0.0,0.0,40382.265625,96.25231725639846,0.0,0.0,1572.324951171875,3.7476827436015485,-3.3374650166089315,0.41021772699261305,Jul - Sep 2009,Oct - Dec 2009
Ethiopia,Oromia,West Wellega,2009-07-01,1530316.5,44.913795471191406,116.95497131347656,0.0,0.0,1530316.5,44.913795471191406,116.95497131347656,0.0,0.0,1530316.5,161.8687744140625,0.0,0.0,0.0,0,0.0,0.0,1530478.3687667847,1530478.3687667847,1530478.3687667847,1530478.3687667847,1530478.368774414,1530478.368774414,99.98942364883504,0.002934624649898296,0.007641726515070938,0.0,0.0,116.95497131347656,0.007641726515070938,0.0,0.0,1530361.4137954712,99.99235827348491,99.98942364883504,0.002934624649898296,0.007641726515070938,0.0,0.0,116.95497131347656,0.007641726515070938,0.0,0.0,1530361.4137954712,99.99235827348491,99.98942364833658,0.010576351663413893,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1530478.368774414,100.0,-0.007641726515070938,0.0,Jul - Sep 2009,Oct - Dec 2009
Ethiopia,Oromia,West Shewa,2009-07-01,617015.75,1602605.75,0.0,0.0,0.0,617015.75,1602605.75,0.0,0.0,0.0,617015.75,1602605.75,0.0,0.0,0.0,0,0.0,0.0,2219621.5,2219621.5,2219621.5,2219621.5,2219621.5,2219621.5,27.79824172724945,72.20175827275055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2219621.5,100.0,27.79824172724945,72.20175827275055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2219621.5,100.0,27.79824172724945,72.20175827275055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2219621.5,100.0,0.0,0.0,Jul - Sep 2009,Oct - Dec 2009
Ethiopia,SNNP,Mirab Omo,2009-07-01,156065.234375,75261.59375,1.4665757417678833,0.0,0.0,156065.234375,74578.21875,684.8385620117188,0.0,0.0,156065.234375,48303.47265625,26958.1171875,0.0,0.0,0,0.0,0.0,231328.29470074177,231328.29470074177,231328.29168701172,231328.29168701172,231326.82421875,231326.82421875,67.464827239095,32.5345387806374,0.000633980267595506,0.0,0.0,1.4665757417678833,0.000633980267595506,0.0,0.0,231326.828125,99.99936601973239,67.46482811802242,32.239125705776054,0.29604617620152945,0.0,0.0,684.8385620117188,0.29604617620152945,0.0,0.0,230643.453125,99.70395382379849,67.46525609473622,20.881051222392045,11.653692682871721,0.0,0.0,26958.1171875,11.653692682871721,0.0,0.0,204368.70703125,88.34630731712828,11.653058702604124,0.295412195933934,Jul - Sep 2009,Oct - Dec 2009
Ethiopia,SNNP,Siltie,2009-07-01,0.0,306.4693298339844,888576.6875,0.0,0.0,0.0,306.4693298339844,888576.6875,0.0,0.0,0.0,888883.125,0.0,0.0,0.0,0,0.0,0.0,888883.1568298341,888883.1568298341,888883.1568298341,888883.1568298341,888883.125,888883.125,0.0,0.03447802194013833,99.96552197805984,0.0,0.0,888576.6875,99.96552197805984,0.0,0.0,306.4693298339844,0.03447802194013833,0.0,0.03447802194013833,99.96552197805984,0.0,0.0,888576.6875,99.96552197805984,0.0,0.0,306.4693298339844,0.03447802194013833,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,888883.125,100.0,-99.96552197805984,0.0,Jul - Sep 2009,Oct - Dec 2009
Ethiopia,SNNP,South Omo,2009-07-01,10917.9189453125,462000.59375,208257.515625,0.0,0.0,10917.9189453125,4822.2607421875,665435.875,0.0,0.0,10917.9189453125,8128.9345703125,662023.25,0.0,0.0,0,0.0,0.0,681176.0283203125,681176.0283203125,681176.0546875,681176.0546875,681070.103515625,681070.103515625,1.6028043400521017,67.8239653983759,30.573230261571993,0.0,0.0,208257.515625,30.573230261571993,0.0,0.0,472918.5126953125,69.426769738428,1.602804278010222,0.7079316292760447,97.68926409271371,0.0,0.0,665435.875,97.68926409271371,0.0,0.0,15740.1796875,2.3107359072862668,1.6030536194372864,1.193553281571404,97.20339309899131,0.0,0.0,662023.25,97.20339309899131,0.0,0.0,19046.853515625,2.7966069010086905,66.63016283741932,67.11603383114173,Jul - Sep 2009,Oct - Dec 2009
Ethiopia,SNNP,Wolayita,2009-07-01,0.0,540.70458984375,1762078.375,0.0,0.0,0.0,540.70458984375,1762078.375,0.0,0.0,0.0,1762619.125,0.0,0.0,0.0,0,0.0,0.0,1762619.0795898438,1762619.0795898438,1762619.0795898438,1762619.0795898438,1762619.125,1762619.125,0.0,0.030676202028266382,99.96932379797173,0.0,0.0,1762078.375,99.96932379797173,0.0,0.0,540.70458984375,0.030676202028266382,0.0,0.030676202028266382,99.96932379797173,0.0,0.0,1762078.375,99.96932379797173,0.0,0.0,540.70458984375,0.030676202028266382,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1762619.125,100.0,-99.96932379797173,0.0,Jul - Sep 2009,Oct - Dec 2009
Ethiopia,Tigray,Western,2009-07-01,402991.4375,105.00436401367188,315.86468505859375,0.0,0.0,402991.4375,105.00436401367188,315.86468505859375,0.0,0.0,402991.4375,420.8690490722656,0.0,0.0,0.0,0,0.0,0.0,403412.30654907227,403412.30654907227,403412.30654907227,403412.30654907227,403412.30654907227,403412.30654907227,99.89567272930454,0.026029043315984917,0.07829822737947907,0.0,0.0,315.86468505859375,0.07829822737947907,0.0,0.0,403096.4418640137,99.92170177262051,99.89567272930454,0.026029043315984917,0.07829822737947907,0.0,0.0,315.86468505859375,0.07829822737947907,0.0,0.0,403096.4418640137,99.92170177262051,99.89567272930454,0.10432727069546398,0.0,0.0,0.0,0.0,0.0,0.0,0.0,403412.30654907227,100.0,-0.07829822737947907,0.0,Jul - Sep 2009,Oct - Dec 2009
Ethiopia,Tigray,Southern,2009-07-01,0.0,0.0,708289.375,0.0,0.0,0.0,0.0,708289.375,0.0,0.0,0.0,697343.625,10945.8037109375,0.0,0.0,0,0.0,0.0,708289.375,708289.375,708289.375,708289.375,708289.4287109375,708289.4287109375,0.0,0.0,100.0,0.0,0.0,708289.375,100.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,708289.375,100.0,0.0,0.0,0.0,0.0,0.0,98.45461427670062,1.5453857232993704,0.0,0.0,10945.8037109375,1.5453857232993704,0.0,0.0,697343.625,98.45461427670062,-98.45461427670062,0.0,Jul - Sep 2009,Oct - Dec 2009
Ethiopia,Tigray,South Eastern,2009-07-01,0.0,0.0,473905.0625,0.0,0.0,0.0,0.0,473905.0625,0.0,0.0,0.0,465014.5,8890.603515625,0.0,0.0,0,0.0,0.0,473905.0625,473905.0625,473905.0625,473905.0625,473905.103515625,473905.103515625,0.0,0.0,100.0,0.0,0.0,473905.0625,100.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,473905.0625,100.0,0.0,0.0,0.0,0.0,0.0,98.12396966192793,1.8760303380720755,0.0,0.0,8890.603515625,1.8760303380720755,0.0,0.0,465014.5,98.12396966192793,-98.12396966192793,0.0,Jul - Sep 2009,Oct - Dec 2009
Ethiopia,Tigray,North Western,2009-07-01,303.16656494140625,675528.0,162118.625,0.0,0.0,303.16656494140625,675528.0,162118.625,0.0,0.0,303.16656494140625,837646.6875,0.0,0.0,0.0,0,0.0,0.0,837949.7915649414,837949.7915649414,837949.7915649414,837949.7915649414,837949.8540649414,837949.8540649414,0.03617956206841669,80.61676329537535,19.347057142556228,0.0,0.0,162118.625,19.347057142556228,0.0,0.0,675831.1665649414,80.65294285744378,0.03617956206841669,80.61676329537535,19.347057142556228,0.0,0.0,162118.625,19.347057142556228,0.0,0.0,675831.1665649414,80.65294285744378,0.03617955936989885,99.96382044063007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,837949.8540649414,100.0,-19.347057142556228,0.0,Jul - Sep 2009,Oct - Dec 2009
Ethiopia,Tigray,Mekelle,2009-07-01,0.0,0.0,266977.21875,0.0,59494.07421875,0.0,0.0,266977.21875,0.0,59494.07421875,0.0,266977.21875,0.0,0.0,59494.07421875,0,0.0,0.0,266977.21875,326471.29296875,266977.21875,326471.29296875,266977.21875,326471.29296875,0.0,0.0,100.0,0.0,0.0,266977.21875,100.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,266977.21875,100.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,266977.21875,100.0,-100.0,0.0,Jul - Sep 2009,Oct - Dec 2009
Ethiopia,Tigray,Eastern,2009-07-01,0.0,2291.241943359375,877638.0,0.0,0.0,0.0,2291.241943359375,877638.0,0.0,0.0,0.0,860522.25,19407.015625,0.0,0.0,0,0.0,0.0,879929.2419433594,879929.2419433594,879929.2419433594,879929.2419433594,879929.265625,879929.265625,0.0,0.26038933974953193,99.73961066025043,0.0,0.0,877638.0,99.73961066025043,0.0,0.0,2291.241943359375,0.26038933974953193,0.0,0.26038933974953193,99.73961066025043,0.0,0.0,877638.0,99.73961066025043,0.0,0.0,2291.241943359375,0.26038933974953193,0.0,97.79448003570884,2.205519964291164,0.0,0.0,19407.015625,2.205519964291164,0.0,0.0,860522.25,97.79448003570884,-97.53409069595928,0.0,Jul - Sep 2009,Oct - Dec 2009
Ethiopia,Tigray,Central,2009-07-01,0.0,863179.125,459236.5625,0.0,0.0,0.0,863179.125,459236.5625,0.0,0.0,0.0,1322415.625,0.0,0.0,0.0,0,0.0,0.0,1322415.6875,1322415.6875,1322415.6875,1322415.6875,1322415.625,1322415.625,0.0,65.27290421303324,34.727095786966764,0.0,0.0,459236.5625,34.727095786966764,0.0,0.0,863179.125,65.27290421303324,0.0,65.27290421303324,34.727095786966764,0.0,0.0,459236.5625,34.727095786966764,0.0,0.0,863179.125,65.27290421303324,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1322415.625,100.0,-34.727095786966764,0.0,Jul - Sep 2009,Oct - Dec 2009
Ethiopia,Somali,Siti,2009-07-01,0.0,3716.0400390625,644527.625,0.0,36.870521545410156,0.0,3716.0400390625,644527.625,0.0,36.870521545410156,0.0,648243.6875,0.0,0.0,36.870521545410156,0,0.0,0.0,648243.6650390625,648280.5355606079,648243.6650390625,648280.5355606079,648243.6875,648280.5580215454,0.0,0.5732474128904254,99.42675258710959,0.0,0.0,644527.625,99.42675258710959,0.0,0.0,3716.0400390625,0.5732474128904254,0.0,0.5732474128904254,99.42675258710959,0.0,0.0,644527.625,99.42675258710959,0.0,0.0,3716.0400390625,0.5732474128904254,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,648243.6875,100.0,-99.42675258710959,0.0,Jul - Sep 2009,Oct - Dec 2009
Ethiopia,Somali,Shabelle,2009-07-01,0.0,0.0,81646.375,479412.6875,0.0,0.0,0.0,37.71281433105469,561021.375,0.0,0.0,0.0,81646.375,479412.6875,0.0,0,0.0,0.0,561059.0625,561059.0625,561059.087814331,561059.087814331,561059.0625,561059.0625,0.0,0.0,14.5521889685188,85.4478110314812,0.0,561059.0625,100.0,479412.6875,85.4478110314812,0.0,0.0,0.0,0.0,0.006721718826081084,99.99327828117391,0.0,561059.087814331,100.0,561021.375,99.99327828117391,0.0,0.0,0.0,0.0,14.5521889685188,85.4478110314812,0.0,561059.0625,100.0,479412.6875,85.4478110314812,0.0,0.0,0.0,0.0,Jul - Sep 2009,Oct - Dec 2009
Ethiopia,Oromia,West Hararge,2009-07-01,0.0,579.29541015625,2160943.75,0.0,0.0,0.0,579.29541015625,2160943.75,0.0,0.0,0.0,2160799.25,723.6130981445312,0.0,0.0,0,0.0,0.0,2161523.045410156,2161523.045410156,2161523.045410156,2161523.045410156,2161522.8630981445,2161522.8630981445,0.0,0.02680033467079352,99.9731996653292,0.0,0.0,2160943.75,99.9731996653292,0.0,0.0,579.29541015625,0.02680033467079352,0.0,0.02680033467079352,99.9731996653292,0.0,0.0,2160943.75,99.9731996653292,0.0,0.0,579.29541015625,0.02680033467079352,0.0,99.96652299587026,0.033477004129734964,0.0,0.0,723.6130981445312,0.033477004129734964,0.0,0.0,2160799.25,99.96652299587026,-99.9397226611995,0.0,Jul - Sep 2009,Oct - Dec 2009
