ADMIN0,ADMIN1,date,CS_1,CS_2,CS_3,CS_4,CS_99,ML1_1,ML1_2,ML1_3,ML1_4,ML1_99,ML2_1,ML2_2,ML2_3,ML2_4,ML2_99,CS_5,ML1_5,ML2_5,pop_CS,pop_total_CS,pop_ML1,pop_total_ML1,pop_ML2,pop_total_ML2,perc_CS_1,perc_CS_2,perc_CS_3,perc_CS_4,perc_CS_5,CS_3p,perc_CS_3p,CS_4p,perc_CS_4p,CS_2m,perc_CS_2m,perc_ML1_1,perc_ML1_2,perc_ML1_3,perc_ML1_4,perc_ML1_5,ML1_3p,perc_ML1_3p,ML1_4p,perc_ML1_4p,ML1_2m,perc_ML1_2m,perc_ML2_1,perc_ML2_2,perc_ML2_3,perc_ML2_4,perc_ML2_5,ML2_3p,perc_ML2_3p,ML2_4p,perc_ML2_4p,ML2_2m,perc_ML2_2m,perc_inc_ML2_3p,perc_inc_ML1_3p
Ethiopia,Addis Ababa,2009-07-01,51459.3125,0.0,0.0,0.0,3070314.5,51459.3125,0.0,0.0,0.0,3070314.5,51459.3125,0.0,0.0,0.0,3070314.5,0,0.0,0.0,51459.3125,3121773.8125,51459.3125,3121773.8125,51459.3125,3121773.8125,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51459.3125,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51459.3125,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51459.3125,100.0,0.0,0.0
Ethiopia,Tigray,2009-07-01,403294.625,1541103.375,2948481.0,0.0,59494.07421875,403294.625,1541103.375,2948481.0,0.0,59494.07421875,403294.625,4450340.5,39243.421875,0.0,59494.07421875,0,0.0,0.0,4892879.0,4952373.07421875,4892879.0,4952373.07421875,4892878.546875,4952372.62109375,8.242481062785325,31.496862583358386,60.26065635385629,0.0,0.0,2948481.0,60.26065635385629,0.0,0.0,1944398.0,39.73934364614371,8.242481062785325,31.496862583358386,60.26065635385629,0.0,0.0,2948481.0,60.26065635385629,0.0,0.0,1944398.0,39.73934364614371,8.242481826113945,90.95546634490567,0.8020518289803886,0.0,0.0,39243.421875,0.8020518289803886,0.0,0.0,4853635.125,99.19794817101962,-59.4586045248759,0.0
Ethiopia,Somali,2009-07-01,59.554264068603516,3716.0400390625,2878091.5,2241199.25,6276.70751953125,59.554264068603516,3716.0400390625,2104956.25,3014334.0,6276.70751953125,0.0,1649009.125,1232857.5,2241199.25,6276.70751953125,0,0.0,0.0,5123066.344303131,5129343.051822662,5123065.844303131,5129342.551822662,5123065.875,5129342.582519531,0.0011624730203782755,0.07253546585815251,56.17907921884417,43.7472228422773,0.0,5119290.75,99.92630206112148,2241199.25,43.7472228422773,3775.5943031311035,0.0736979388785308,0.001162473133833095,0.07253547293745503,41.08782346298983,58.838478590938884,0.0,5119290.25,99.92630205392872,3014334.0,58.838478590938884,3775.5943031311035,0.07369794607128813,0.0,32.18793521760053,24.064837932617838,43.747226849781626,0.0,3474056.75,67.81206478239946,2241199.25,43.747226849781626,1649009.125,32.18793521760053,-32.114237278722015,-7.192753059825918e-09
Ethiopia,Sidama,2009-07-01,263774.65625,685210.75,2747800.25,0.0,0.0,263774.65625,685210.75,2747800.25,0.0,0.0,263774.65625,3188273.5,244737.296875,0.0,0.0,0,0.0,0.0,3696785.65625,3696785.65625,3696785.65625,3696785.65625,3696785.453125,3696785.453125,7.13524344599334,18.535311855085325,74.32944469892134,0.0,0.0,2747800.25,74.32944469892134,0.0,0.0,948985.40625,25.67055530107866,7.13524344599334,18.535311855085325,74.32944469892134,0.0,0.0,2747800.25,74.32944469892134,0.0,0.0,948985.40625,25.67055530107866,7.135243838049179,86.24448295491047,6.620273207040361,0.0,0.0,244737.296875,6.620273207040361,0.0,0.0,3452048.15625,93.37972679295964,-67.70917149188098,0.0
Ethiopia,Oromia,2009-07-01,16060425.0,5107673.0,10223545.0,502.15338134765625,19535.07421875,16059383.0,5108707.5,10222994.0,1066.2098388671875,19535.07421875,15879345.0,14307938.0,1204365.5,502.15338134765625,19535.07421875,0,0.0,0.0,31392145.153381348,31411680.227600098,31392150.709838867,31411685.784057617,31392150.653381348,31411685.727600098,51.16064837725841,16.27054466983387,32.56720733816685,0.0015996147408663716,0.0,10224047.153381348,32.56880695290772,502.15338134765625,0.0015996147408663716,21168098.0,67.43119304709228,51.15732002065949,16.273837199688387,32.56544635788821,0.0033964217639061538,0.0,10224060.209838867,32.568842779652115,1066.2098388671875,0.0033964217639061538,21168090.5,67.43115722034788,50.58380731964787,45.57807509903386,3.836517966857661,0.0015996144606090178,0.0,1204867.6533813477,3.83811758131827,502.15338134765625,0.0015996144606090178,30187283.0,96.16188241868173,-28.730689371589452,3.5826744394285015e-05
Ethiopia,Harari,2009-07-01,0.0,211302.359375,2863.7548828125,0.0,0.0,0.0,211302.359375,2863.7548828125,0.0,0.0,0.0,214166.125,0.0,0.0,0.0,0,0.0,0.0,214166.1142578125,214166.1142578125,214166.1142578125,214166.1142578125,214166.125,214166.125,0.0,98.6628347380085,1.3371652619915029,0.0,0.0,2863.7548828125,1.3371652619915029,0.0,0.0,211302.359375,98.6628347380085,0.0,98.6628347380085,1.3371652619915029,0.0,0.0,2863.7548828125,1.3371652619915029,0.0,0.0,211302.359375,98.6628347380085,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,214166.125,100.0,-1.3371652619915029,0.0
Ethiopia,SNNP,2009-07-01,2602701.0,1373349.75,9621593.0,0.0,0.0,2602701.0,912041.9375,10082901.0,0.0,0.0,2602701.0,8783901.0,2210934.0,0.0,0.0,0,0.0,0.0,13597643.75,13597643.75,13597643.9375,13597643.9375,13597536.0,13597536.0,19.140823570995526,10.099909772970776,70.75926665603369,0.0,0.0,9621593.0,70.75926665603369,0.0,0.0,3976050.75,29.2407333439663,19.14082330705977,6.707352697953377,74.15182399498686,0.0,0.0,10082901.0,74.15182399498686,0.0,0.0,3514742.9375,25.848176005013144,19.140975247280096,64.59921121003099,16.25981354268891,0.0,0.0,2210934.0,16.25981354268891,0.0,0.0,11386602.0,83.7401864573111,-54.49945311334478,3.392557338953168
Ethiopia,Dire Dawa,2009-07-01,0.0,391240.875,2049.182373046875,0.0,0.0,0.0,391240.875,2049.182373046875,0.0,0.0,0.0,393290.0625,0.0,0.0,0.0,0,0.0,0.0,393290.0573730469,393290.0573730469,393290.0573730469,393290.0573730469,393290.0625,393290.0625,0.0,99.47896410432182,0.5210358956781781,0.0,0.0,2049.182373046875,0.5210358956781781,0.0,0.0,391240.875,99.47896410432182,0.0,99.47896410432182,0.5210358956781781,0.0,0.0,2049.182373046875,0.5210358956781781,0.0,0.0,391240.875,99.47896410432182,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,393290.0625,100.0,-0.5210358956781781,0.0
Ethiopia,Benishangul Gumz,2009-07-01,764995.625,129710.921875,17273.541015625,0.0,0.0,764995.625,129710.921875,17273.541015625,0.0,0.0,764995.625,146984.453125,0.0,0.0,0.0,0,0.0,0.0,911980.087890625,911980.087890625,911980.087890625,911980.087890625,911980.078125,911980.078125,83.88293068650276,14.222999339274653,1.8940699742225775,0.0,0.0,17273.541015625,1.8940699742225775,0.0,0.0,894706.546875,98.10593002577743,83.88293068650276,14.222999339274653,1.8940699742225775,0.0,0.0,17273.541015625,1.8940699742225775,0.0,0.0,894706.546875,98.10593002577743,83.88293158473428,16.117068415265717,0.0,0.0,0.0,0.0,0.0,0.0,0.0,911980.078125,100.0,-1.8940699742225775,0.0
Ethiopia,Amhara,2009-07-01,8943956.0,3459625.25,6611268.0,0.0,601346.125,8943956.0,3459625.25,6611268.0,0.0,601346.125,8943956.0,8313128.5,1757765.0,0.0,601346.125,0,0.0,0.0,19014849.25,19616195.375,19014849.25,19616195.375,19014849.5,19616195.625,47.03669160038174,18.194334356871117,34.76897404274714,0.0,0.0,6611268.0,34.76897404274714,0.0,0.0,12403581.25,65.23102595725285,47.03669160038174,18.194334356871117,34.76897404274714,0.0,0.0,6611268.0,34.76897404274714,0.0,0.0,12403581.25,65.23102595725285,47.03669098196123,43.719139086533396,9.244169931505375,0.0,0.0,1757765.0,9.244169931505375,0.0,0.0,17257084.5,90.75583006849463,-25.524804111241764,0.0
Ethiopia,Afar,2009-07-01,3802.80322265625,494803.40625,1070000.75,0.0,0.0,3802.80322265625,494803.40625,1070000.75,0.0,0.0,3802.80322265625,718567.4375,846236.5625,0.0,0.0,0,0.0,0.0,1568606.9594726562,1568606.9594726562,1568606.9594726562,1568606.9594726562,1568606.8032226562,1568606.8032226562,0.24243187241338643,31.54412922000206,68.21343890758456,0.0,0.0,1070000.75,68.21343890758456,0.0,0.0,498606.20947265625,31.786561092415443,0.24243187241338643,31.54412922000206,68.21343890758456,0.0,0.0,1070000.75,68.21343890758456,0.0,0.0,498606.20947265625,31.786561092415443,0.24243189656219158,45.80927712564579,53.94829097779201,0.0,0.0,846236.5625,53.94829097779201,0.0,0.0,722370.2407226562,46.05170902220799,-14.265147929792548,0.0
Ethiopia,Gambela,2009-07-01,142945.28125,224950.546875,1252.6055908203125,75.40729522705078,0.0,83497.9609375,61004.40234375,224646.09375,75.40729522705078,0.0,142945.28125,145548.53125,2274.69091796875,75.40729522705078,78379.9375,0,0.0,0.0,369223.84101104736,369223.84101104736,369223.86432647705,369223.86432647705,290843.9107131958,369223.8482131958,38.7150734520751,60.92524964233535,0.33925371324622394,0.020423192343312024,0.0,1328.0128860473633,0.359676905589536,75.40729522705078,0.020423192343312024,367895.828125,99.64032309441046,22.614453995224153,16.522334615350964,60.84278819837123,0.02042319105364591,0.0,224721.50104522705,60.863211389424876,75.40729522705078,0.02042319105364591,144502.36328125,39.13678861057512,49.148452480739685,50.0435202143623,0.7821002380248718,0.02592706687313481,0.0,2350.098213195801,0.8080273048980066,75.40729522705078,0.02592706687313481,288493.8125,99.191972695102,0.44835039930847054,60.50353448383534
Ethiopia,Oromia,2009-10-01,16059383.0,5108707.5,10222994.0,1066.2098388671875,19535.07421875,16214437.0,14266960.0,910753.625,0.0,19535.07421875,16214435.0,14167460.0,1010255.3125,0.0,19535.07421875,0,0.0,0.0,31392150.709838867,31411685.784057617,31392150.625,31411685.69921875,31392150.3125,31411685.38671875,51.15732002065949,16.273837199688387,32.56544635788821,0.0033964217639061538,0.0,10224060.209838867,32.568842779652115,1066.2098388671875,0.0033964217639061538,21168090.5,67.43115722034788,51.65124617835895,45.44753932417142,2.90121449746962,0.0,0.0,910753.625,2.90121449746962,0.0,0.0,30481397.0,97.09878550253038,51.6512403215131,45.13058155929725,3.2181781191896492,0.0,0.0,1010255.3125,3.2181781191896492,0.0,0.0,30381895.0,96.78182188081036,-29.350664660462467,-29.667628282182495
Ethiopia,Tigray,2009-10-01,403294.625,1541103.375,2948481.0,0.0,59494.07421875,403294.625,4489584.0,0.0,0.0,59494.07421875,639606.5,4214127.0,39145.0390625,0.0,59494.07421875,0,0.0,0.0,4892879.0,4952373.07421875,4892878.625,4952372.69921875,4892878.5390625,4952372.61328125,8.242481062785325,31.496862583358386,60.26065635385629,0.0,0.0,2948481.0,60.26065635385629,0.0,0.0,1944398.0,39.73934364614371,8.242481694505553,91.75751830549444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4892878.625,100.0,13.072192471030597,86.12776643352868,0.8000410954407298,0.0,0.0,39145.0390625,0.8000410954407298,0.0,0.0,4853733.5,99.19995890455927,-59.46061525841556,-60.26065635385629
Ethiopia,Somali,2009-10-01,59.554264068603516,3716.0400390625,2113179.75,3012387.25,0.0,59.554264068603516,1727504.5,3401769.5,9.826386451721191,0.0,59.554264068603516,14844.0810546875,5114430.0,9.826386451721191,0.0,0,0.0,0.0,5129342.594303131,5129342.594303131,5129343.38065052,5129343.38065052,5129343.461705208,5129343.461705208,0.0011610506214723706,0.07244671165442709,41.197867195437254,58.72852504228684,0.0,5125567.0,99.9263922377241,3012387.25,58.72852504228684,3775.5943031311035,0.07360776227589948,0.0011610504434789984,33.678862415736965,66.31978496180491,0.00019157201463230908,0.0,3401779.3263864517,66.31997653381956,9.826386451721191,0.00019157201463230908,1727564.0542640686,33.68002346618045,0.0011610504251318978,0.2893953420259502,99.7092520355373,0.00019157201160505813,0.0,5114439.826386452,99.70944360754892,9.826386451721191,0.00019157201160505813,14903.635318756104,0.2905563924510821,-0.21694863017518173,-33.606415703904545
Ethiopia,Sidama,2009-10-01,263774.65625,685210.75,2747800.25,0.0,0.0,263774.65625,3433011.25,0.0,0.0,0.0,263774.65625,3433011.25,0.0,0.0,0.0,0,0.0,0.0,3696785.65625,3696785.65625,3696785.90625,3696785.90625,3696785.90625,3696785.90625,7.13524344599334,18.535311855085325,74.32944469892134,0.0,0.0,2747800.25,74.32944469892134,0.0,0.0,948985.40625,25.67055530107866,7.135242963463134,92.86475703653686,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3696785.90625,100.0,7.135242963463134,92.86475703653686,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3696785.90625,100.0,-74.32944469892134,-74.32944469892134
Ethiopia,SNNP,2009-10-01,2602701.0,912041.9375,10082901.0,0.0,0.0,2602701.0,10319873.0,675069.625,0.0,0.0,2602701.0,10319873.0,675069.625,0.0,0.0,0,0.0,0.0,13597643.9375,13597643.9375,13597643.625,13597643.625,13597643.625,13597643.625,19.14082330705977,6.707352697953377,74.15182399498686,0.0,0.0,10082901.0,74.15182399498686,0.0,0.0,3514742.9375,25.848176005013144,19.1408237469527,75.89456882828108,4.964607424766216,0.0,0.0,675069.625,4.964607424766216,0.0,0.0,12922574.0,95.03539257523379,19.1408237469527,75.89456882828108,4.964607424766216,0.0,0.0,675069.625,4.964607424766216,0.0,0.0,12922574.0,95.03539257523379,-69.18721657022064,-69.18721657022064
Ethiopia,Harari,2009-10-01,0.0,211302.359375,2863.7548828125,0.0,0.0,0.0,214166.125,0.0,0.0,0.0,0.0,214166.125,0.0,0.0,0.0,0,0.0,0.0,214166.1142578125,214166.1142578125,214166.125,214166.125,214166.125,214166.125,0.0,98.6628347380085,1.3371652619915029,0.0,0.0,2863.7548828125,1.3371652619915029,0.0,0.0,211302.359375,98.6628347380085,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,214166.125,100.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,214166.125,100.0,-1.3371652619915029,-1.3371652619915029
Ethiopia,Amhara,2009-10-01,8943956.0,3459625.25,6611268.0,0.0,601346.125,8943956.0,10070894.0,0.0,0.0,601346.125,8943956.0,10055210.0,15683.6328125,0.0,601346.125,0,0.0,0.0,19014849.25,19616195.375,19014850.0,19616196.125,19014849.6328125,19616195.7578125,47.03669160038174,18.194334356871117,34.76897404274714,0.0,0.0,6611268.0,34.76897404274714,0.0,0.0,12403581.25,65.23102595725285,47.03668974512026,52.96331025487974,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19014850.0,100.0,47.03669065342534,52.88082837451672,0.08248097205794323,0.0,0.0,15683.6328125,0.08248097205794323,0.0,0.0,18999166.0,99.91751902794206,-34.686493070689195,-34.76897404274714
Ethiopia,Dire Dawa,2009-10-01,0.0,391240.875,2049.182373046875,0.0,0.0,0.0,393290.0625,0.0,0.0,0.0,0.0,392939.0625,351.0048522949219,0.0,0.0,0,0.0,0.0,393290.0573730469,393290.0573730469,393290.0625,393290.0625,393290.0673522949,393290.0673522949,0.0,99.47896410432182,0.5210358956781781,0.0,0.0,2049.182373046875,0.5210358956781781,0.0,0.0,391240.875,99.47896410432182,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,393290.0625,100.0,0.0,99.9107516610684,0.08924833893160707,0.0,0.0,351.0048522949219,0.08924833893160707,0.0,0.0,392939.0625,99.9107516610684,-0.43178755674657104,-0.5210358956781781
Ethiopia,Benishangul Gumz,2009-10-01,764995.625,129710.921875,17273.541015625,0.0,0.0,911980.125,0.0,0.0,0.0,0.0,911980.125,0.0,0.0,0.0,0.0,0,0.0,0.0,911980.087890625,911980.087890625,911980.125,911980.125,911980.125,911980.125,83.88293068650276,14.222999339274653,1.8940699742225775,0.0,0.0,17273.541015625,1.8940699742225775,0.0,0.0,894706.546875,98.10593002577743,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,911980.125,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,911980.125,100.0,-1.8940699742225775,-1.8940699742225775
Ethiopia,Afar,2009-10-01,3802.80322265625,494803.40625,1070000.75,0.0,0.0,3802.80322265625,1564795.375,8.737299919128418,0.0,0.0,3825.736328125,34312.61328125,1530468.375,0.0,0.0,0,0.0,0.0,1568606.9594726562,1568606.9594726562,1568606.9155225754,1568606.9155225754,1568606.724609375,1568606.724609375,0.24243187241338643,31.54412922000206,68.21343890758456,0.0,0.0,1070000.75,68.21343890758456,0.0,0.0,498606.20947265625,31.786561092415443,0.24243187920597434,99.75701111063216,0.0005570101618618467,0.0,0.0,8.737299919128418,0.0005570101618618467,0.0,0.0,1568598.1782226562,99.99944298983814,0.24389391350325304,2.187457999696817,97.56864808679993,0.0,0.0,1530468.375,97.56864808679993,0.0,0.0,38138.349609375,2.4313519132000705,29.355209179215365,-68.2128818974227
Ethiopia,Addis Ababa,2009-10-01,51459.3125,0.0,0.0,0.0,3070314.5,51459.3125,0.0,0.0,0.0,3070314.5,51459.3125,0.0,0.0,0.0,3070314.5,0,0.0,0.0,51459.3125,3121773.8125,51459.3125,3121773.8125,51459.3125,3121773.8125,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51459.3125,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51459.3125,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51459.3125,100.0,0.0,0.0
Ethiopia,Gambela,2009-10-01,83497.953125,61004.40234375,224646.09375,75.40729522705078,0.0,144563.921875,1191.05859375,223468.875,0.0,0.0,142945.28125,2809.67578125,223468.875,0.0,0.0,0,0.0,0.0,369223.85651397705,369223.85651397705,369223.85546875,369223.85546875,369223.83203125,369223.83203125,22.614452357804016,16.52233496495118,60.84278948575902,0.020423191485785325,0.0,224721.50104522705,60.8632126772448,75.40729522705078,0.020423191485785325,144502.35546875,39.1367873227552,39.15346198079973,0.32258440946018657,60.523953609740076,0.0,0.0,223468.875,60.523953609740076,0.0,0.0,145754.98046875,39.476046390259924,38.7150743936544,0.7609681546808164,60.52395745166479,0.0,0.0,223468.875,60.52395745166479,0.0,0.0,145754.95703125,39.476042548335215,-0.3392552255800112,-0.33925906750472734
Ethiopia,Oromia,2010-01-01,16731168.0,14718191.0,940871.75,0.0,19987.46484375,16571704.0,6801242.0,9017272.0,6.021514415740967,19987.46484375,16280666.0,6317668.5,6415949.0,3375940.25,19987.46484375,0,0.0,0.0,32390230.75,32410218.21484375,32390224.021514416,32410211.486358166,32390223.75,32410211.21484375,51.654982420895536,45.4402165690036,2.904801010100862,0.0,0.0,940871.75,2.904801010100862,0.0,0.0,31449359.0,97.09519898989913,51.162671764766586,20.997823279895936,27.839486364807165,1.8590530314768193e-05,0.0,9017278.021514416,27.83950495533748,6.021514415740967,1.8590530314768193e-05,23372946.0,72.16049504466253,50.26413564061903,19.504862173111725,19.808288604366307,10.422713581902935,0.0,9791889.25,30.231002186269247,3375940.25,10.422713581902935,22598334.5,69.76899781373076,27.326201176168386,24.934703945236617
