,ADMIN1,ADMIN2,date,CS_1,CS_2,CS_3,CS_4,CS_99,ML1_1,ML1_2,ML1_3,ML1_4,ML1_99,ML2_1,ML2_2,ML2_3,ML2_4,ML2_99,CS_5,ML1_5,ML2_5,pop_CS,pop_Total_CS,pop_ML1,pop_Total_ML1,pop_ML2,pop_Total_ML2
11,Amhara,North Wello,2009-07-01,0.0,142.78846740722656,1530826.25,0.0,32190.98046875,0.0,142.78846740722656,1530826.25,0.0,32190.98046875,0.0,855364.25,675604.75,0.0,32190.98046875,0,0.0,0.0,1530969.0384674072,1563160.0189361572,1530969.0384674072,1563160.0189361572,1530969.0,1563159.98046875
12,Amhara,Oromia,2009-07-01,0.0,78.92658996582031,527007.75,0.0,0.0,0.0,78.92658996582031,527007.75,0.0,0.0,0.0,526190.6875,895.9808349609375,0.0,0.0,0,0.0,0.0,527086.6765899658,527086.6765899658,527086.6765899658,527086.6765899658,527086.6683349609,527086.6683349609
13,Amhara,South Gondar,2009-07-01,1265735.375,463578.59375,575011.3125,0.0,0.0,1265735.375,463578.59375,575011.3125,0.0,0.0,1265735.375,1037634.625,955.2354736328125,0.0,0.0,0,0.0,0.0,2304325.28125,2304325.28125,2304325.28125,2304325.28125,2304325.235473633,2304325.235473633
14,Amhara,South Wello,2009-07-01,844.1527709960938,1086043.375,1739277.125,0.0,230106.421875,844.1527709960938,1086043.375,1739277.125,0.0,230106.421875,844.1527709960938,1745057.25,1080263.5,0.0,230106.421875,0,0.0,0.0,2826164.652770996,3056271.074645996,2826164.652770996,3056271.074645996,2826164.902770996,3056271.324645996
15,Amhara,Wag Hamra,2009-07-01,0.0,372.40032958984375,484163.375,0.0,0.0,0.0,372.40032958984375,484163.375,0.0,0.0,0.0,484490.03125,45.72354507446289,0.0,0.0,0,0.0,0.0,484535.77532958984,484535.77532958984,484535.77532958984,484535.77532958984,484535.75479507446,484535.75479507446
16,Amhara,West Gojam,2009-07-01,2436560.0,0.0,0.0,0.0,195801.34375,2436560.0,0.0,0.0,0.0,195801.34375,2436560.0,0.0,0.0,0.0,195801.34375,0,0.0,0.0,2436560.0,2632361.34375,2436560.0,2632361.34375,2436560.0,2632361.34375
17,Amhara,West Gondar,2009-07-01,268798.96875,0.0,0.0,0.0,0.0,268798.96875,0.0,0.0,0.0,0.0,268798.96875,0.0,0.0,0.0,0.0,0,0.0,0.0,268798.96875,268798.96875,268798.96875,268798.96875,268798.96875,268798.96875
18,Benishangul Gumz,Asosa,2009-07-01,268698.5625,92442.6953125,0.0,0.0,0.0,268698.5625,92442.6953125,0.0,0.0,0.0,268698.5625,92442.6953125,0.0,0.0,0.0,0,0.0,0.0,361141.2578125,361141.2578125,361141.2578125,361141.2578125,361141.2578125,361141.2578125
19,Benishangul Gumz,Kemashi,2009-07-01,65436.08984375,37248.83203125,17273.541015625,0.0,0.0,65436.08984375,37248.83203125,17273.541015625,0.0,0.0,65436.08984375,54522.375,0.0,0.0,0.0,0,0.0,0.0,119958.462890625,119958.462890625,119958.462890625,119958.462890625,119958.46484375,119958.46484375
20,Benishangul Gumz,Mao Komo Special,2009-07-01,58402.1953125,0.0,0.0,0.0,0.0,58402.1953125,0.0,0.0,0.0,0.0,58402.1953125,0.0,0.0,0.0,0.0,0,0.0,0.0,58402.1953125,58402.1953125,58402.1953125,58402.1953125,58402.1953125,58402.1953125
21,Benishangul Gumz,Metekel,2009-07-01,372458.8125,19.397977828979492,0.0,0.0,0.0,372458.8125,19.397977828979492,0.0,0.0,0.0,372458.8125,19.397977828979492,0.0,0.0,0.0,0,0.0,0.0,372478.210477829,372478.210477829,372478.210477829,372478.210477829,372478.210477829,372478.210477829
22,Dire Dawa,Dire Dawa rural,2009-07-01,0.0,167319.109375,2049.182373046875,0.0,0.0,0.0,167319.109375,2049.182373046875,0.0,0.0,0.0,169368.296875,0.0,0.0,0.0,0,0.0,0.0,169368.29174804688,169368.29174804688,169368.29174804688,169368.29174804688,169368.296875,169368.296875
23,Dire Dawa,Dire Dawa urban,2009-07-01,0.0,223921.78125,0.0,0.0,0.0,0.0,223921.78125,0.0,0.0,0.0,0.0,223921.78125,0.0,0.0,0.0,0,0.0,0.0,223921.78125,223921.78125,223921.78125,223921.78125,223921.78125,223921.78125
24,Gambela,Agnewak,2009-07-01,67545.0234375,60166.48828125,0.0,5.037140369415283,0.0,10894.5224609375,57744.1796875,59072.8203125,5.037140369415283,0.0,67545.0234375,53184.96875,1022.0853881835938,5.037140369415283,5959.4365234375,0,0.0,0.0,127716.54885911942,127716.54885911942,127716.55960130692,127716.55960130692,121757.11471605301,127716.55123949051
25,Gambela,Itang Special woreda,2009-07-01,4031.33056640625,38234.98828125,0.0,0.0,0.0,1234.4990234375,2864.04248046875,38167.77734375,0.0,0.0,4031.33056640625,30922.46875,0.0,0.0,7312.5205078125,0,0.0,0.0,42266.31884765625,42266.31884765625,42266.31884765625,42266.31884765625,34953.79931640625,42266.31982421875
26,Gambela,Majang,2009-07-01,71368.9375,575.7250366210938,0.0,0.0,0.0,71368.9375,0.0,575.7250366210938,0.0,0.0,71368.9375,575.7250366210938,0.0,0.0,0.0,0,0.0,0.0,71944.6625366211,71944.6625366211,71944.6625366211,71944.6625366211,71944.6625366211,71944.6625366211
27,Gambela,Nuwer,2009-07-01,0.0,125973.3515625,1252.6055908203125,70.37015533447266,0.0,0.0,396.18377685546875,126829.7734375,70.37015533447266,0.0,0.0,60865.36328125,1252.6055908203125,70.37015533447266,65107.984375,0,0.0,0.0,127296.32730865479,127296.32730865479,127296.32736968994,127296.32736968994,62188.339027404785,127296.32340240479
28,Harari,Harari,2009-07-01,0.0,211302.359375,2863.7548828125,0.0,0.0,0.0,211302.359375,2863.7548828125,0.0,0.0,0.0,214166.125,0.0,0.0,0.0,0,0.0,0.0,214166.1142578125,214166.1142578125,214166.1142578125,214166.1142578125,214166.125,214166.125
29,Oromia,Arsi,2009-07-01,758030.8125,1211180.875,1048070.1875,0.0,0.0,758030.8125,1211180.875,1048070.1875,0.0,0.0,758030.8125,2259122.75,128.2752227783203,0.0,0.0,0,0.0,0.0,3017281.875,3017281.875,3017281.875,3017281.875,3017281.8377227783,3017281.8377227783
30,Oromia,Bale,2009-07-01,425303.40625,202623.46875,465956.65625,0.0,0.0,425303.40625,202623.46875,465956.65625,0.0,0.0,323097.375,315440.03125,455346.15625,0.0,0.0,0,0.0,0.0,1093883.53125,1093883.53125,1093883.53125,1093883.53125,1093883.5625,1093883.5625
31,Oromia,Borena,2009-07-01,35.07582473754883,0.0,434985.0625,0.0,0.0,35.07582473754883,0.0,434985.0625,0.0,0.0,35.07582473754883,432028.78125,2956.249755859375,0.0,0.0,0,0.0,0.0,435020.13832473755,435020.13832473755,435020.13832473755,435020.13832473755,435020.1068305969,435020.1068305969
32,Oromia,Buno Bedele,2009-07-01,620374.375,0.0,57564.72265625,0.0,0.0,620374.375,0.0,57564.72265625,0.0,0.0,620374.375,57564.72265625,0.0,0.0,0.0,0,0.0,0.0,677939.09765625,677939.09765625,677939.09765625,677939.09765625,677939.09765625,677939.09765625
33,Oromia,East Bale,2009-07-01,78912.2734375,5933.56005859375,459869.75,0.0,0.0,78912.2734375,5933.56005859375,459305.6875,564.0563354492188,0.0,36.063079833984375,350746.21875,193933.25,0.0,0.0,0,0.0,0.0,544715.5834960938,544715.5834960938,544715.577331543,544715.577331543,544715.531829834,544715.531829834
34,Oromia,East Hararge,2009-07-01,0.0,609840.5625,2586274.5,502.15338134765625,0.0,0.0,609840.5625,2586274.5,502.15338134765625,0.0,0.0,3196102.5,12.132678031921387,502.15338134765625,0.0,0,0.0,0.0,3196617.2158813477,3196617.2158813477,3196617.2158813477,3196617.2158813477,3196616.7860593796,3196616.7860593796
35,Oromia,East Shewa,2009-07-01,1041984.6875,487736.0625,256893.796875,0.0,0.0,1041984.6875,487736.0625,256893.796875,0.0,0.0,1041984.6875,744629.875,0.0,0.0,0.0,0,0.0,0.0,1786614.546875,1786614.546875,1786614.546875,1786614.546875,1786614.5625,1786614.5625
36,Oromia,East Wellega,2009-07-01,1296280.5,104168.765625,4586.1748046875,0.0,0.0,1296280.5,104168.765625,4586.1748046875,0.0,0.0,1296280.5,108754.9296875,0.0,0.0,0.0,0,0.0,0.0,1405035.4404296875,1405035.4404296875,1405035.4404296875,1405035.4404296875,1405035.4296875,1405035.4296875
37,Oromia,Finfine Special,2009-07-01,756372.25,14427.58984375,0.0,0.0,19535.07421875,756372.25,14427.58984375,0.0,0.0,19535.07421875,756372.25,14427.58984375,0.0,0.0,19535.07421875,0,0.0,0.0,770799.83984375,790334.9140625,770799.83984375,790334.9140625,770799.83984375,790334.9140625
38,Oromia,Guji,2009-07-01,505930.03125,0.0,701757.25,0.0,0.0,505930.03125,0.0,701757.25,0.0,0.0,505930.03125,242454.296875,459302.90625,0.0,0.0,0,0.0,0.0,1207687.28125,1207687.28125,1207687.28125,1207687.28125,1207687.234375,1207687.234375
39,Oromia,Horo Gudru Wellega,2009-07-01,658905.0,5377.89208984375,0.0,0.0,0.0,658905.0,5377.89208984375,0.0,0.0,0.0,658905.0,5377.89208984375,0.0,0.0,0.0,0,0.0,0.0,664282.8920898438,664282.8920898438,664282.8920898438,664282.8920898438,664282.8920898438,664282.8920898438
40,Oromia,Ilu Aba Bora,2009-07-01,841048.25,6.7180585861206055,0.0,0.0,0.0,841048.25,0.0,6.7180585861206055,0.0,0.0,841048.25,6.7180585861206055,0.0,0.0,0.0,0,0.0,0.0,841054.9680585861,841054.9680585861,841054.9680585861,841054.9680585861,841054.9680585861,841054.9680585861
41,Oromia,Jimma,2009-07-01,3027111.75,2284.83349609375,55.534263610839844,0.0,0.0,3027111.75,2284.83349609375,55.534263610839844,0.0,0.0,3027111.75,2340.36767578125,0.0,0.0,0.0,0,0.0,0.0,3029452.1177597046,3029452.1177597046,3029452.1177597046,3029452.1177597046,3029452.1176757812,3029452.1176757812
42,Oromia,Kelem Wellega,2009-07-01,952271.125,0.0,0.0,0.0,0.0,951229.625,1041.41845703125,0.0,0.0,0.0,952271.125,0.0,0.0,0.0,0.0,0,0.0,0.0,952271.125,952271.125,952271.0434570312,952271.0434570312,952271.125,952271.125
43,Oromia,North Shewa (OR),2009-07-01,555123.875,830150.125,0.0,0.0,0.0,555123.875,830150.125,0.0,0.0,0.0,555123.875,830150.125,0.0,0.0,0.0,0,0.0,0.0,1385274.0,1385274.0,1385274.0,1385274.0,1385274.0,1385274.0
44,Oromia,South West Shewa,2009-07-01,1076372.625,3883.4677734375,2261.615478515625,0.0,0.0,1076372.625,3883.4677734375,2261.615478515625,0.0,0.0,1076372.625,6145.0830078125,0.0,0.0,0.0,0,0.0,0.0,1082517.7082519531,1082517.7082519531,1082517.7082519531,1082517.7082519531,1082517.7080078125,1082517.7080078125
45,Oromia,West Arsi,2009-07-01,1243228.375,26829.90625,1027143.8125,0.0,0.0,1243228.375,26829.90625,1027143.8125,0.0,0.0,1243228.375,1048043.1875,5930.5185546875,0.0,0.0,0,0.0,0.0,2297202.09375,2297202.09375,2297202.09375,2297202.09375,2297202.0810546875,2297202.0810546875
46,Oromia,West Guji,2009-07-01,75809.015625,0.0,1017066.9375,0.0,0.0,75809.015625,0.0,1017066.9375,0.0,0.0,75809.015625,931034.75,86032.1875,0.0,0.0,0,0.0,0.0,1092875.953125,1092875.953125,1092875.953125,1092875.953125,1092875.953125,1092875.953125
47,Oromia,West Hararge,2009-07-01,0.0,579.29541015625,2160943.75,0.0,0.0,0.0,579.29541015625,2160943.75,0.0,0.0,0.0,2160799.25,723.6130981445312,0.0,0.0,0,0.0,0.0,2161523.0454101562,2161523.0454101562,2161523.0454101562,2161523.0454101562,2161522.8630981445,2161522.8630981445
48,Oromia,West Shewa,2009-07-01,617015.75,1602605.75,0.0,0.0,0.0,617015.75,1602605.75,0.0,0.0,0.0,617015.75,1602605.75,0.0,0.0,0.0,0,0.0,0.0,2219621.5,2219621.5,2219621.5,2219621.5,2219621.5,2219621.5
49,Oromia,West Wellega,2009-07-01,1530316.5,44.913795471191406,116.95497131347656,0.0,0.0,1530316.5,44.913795471191406,116.95497131347656,0.0,0.0,1530316.5,161.8687744140625,0.0,0.0,0.0,0,0.0,0.0,1530478.3687667847,1530478.3687667847,1530478.3687667847,1530478.3687667847,1530478.368774414,1530478.368774414
50,SNNP,Alle,2009-07-01,0.0,172.10516357421875,41782.484375,0.0,0.0,0.0,0.0,41954.58984375,0.0,0.0,0.0,1572.324951171875,40382.265625,0.0,0.0,0,0.0,0.0,41954.58953857422,41954.58953857422,41954.58984375,41954.58984375,41954.590576171875,41954.590576171875
51,SNNP,Amaro,2009-07-01,0.0,0.0,175575.65625,0.0,0.0,0.0,0.0,175575.65625,0.0,0.0,0.0,609.8848876953125,174965.78125,0.0,0.0,0,0.0,0.0,175575.65625,175575.65625,175575.65625,175575.65625,175575.6661376953,175575.6661376953
52,SNNP,Basketo,2009-07-01,58086.99609375,148.1565704345703,0.0,0.0,0.0,58086.99609375,128.3641357421875,19.792430877685547,0.0,0.0,58086.99609375,128.3641357421875,19.792430877685547,0.0,0.0,0,0.0,0.0,58235.15266418457,58235.15266418457,58235.15266036987,58235.15266036987,58235.15266036987,58235.15266036987
53,SNNP,Bench Sheko,2009-07-01,532068.125,297.8021545410156,0.0,0.0,0.0,532068.125,12.858358383178711,284.9437561035156,0.0,0.0,532068.125,297.8021545410156,0.0,0.0,0.0,0,0.0,0.0,532365.927154541,532365.927154541,532365.9271144867,532365.9271144867,532365.927154541,532365.927154541
54,SNNP,Burji,2009-07-01,0.0,0.0,67460.84375,0.0,0.0,0.0,0.0,67460.84375,0.0,0.0,0.0,348.64215087890625,67112.203125,0.0,0.0,0,0.0,0.0,67460.84375,67460.84375,67460.84375,67460.84375,67460.8452758789,67460.8452758789
55,SNNP,Dawuro,2009-07-01,669.2921752929688,569229.0625,4291.0712890625,0.0,0.0,669.2921752929688,569229.0625,4291.0712890625,0.0,0.0,669.2921752929688,573520.125,0.0,0.0,0.0,0,0.0,0.0,574189.4259643555,574189.4259643555,574189.4259643555,574189.4259643555,574189.417175293,574189.417175293
56,SNNP,Derashe,2009-07-01,0.0,0.0,90975.0625,0.0,0.0,0.0,0.0,90975.0625,0.0,0.0,0.0,4628.76953125,86346.2890625,0.0,0.0,0,0.0,0.0,90975.0625,90975.0625,90975.0625,90975.0625,90975.05859375,90975.05859375
57,SNNP,Gamo,2009-07-01,0.0,798.982421875,1299985.625,0.0,0.0,0.0,357.33233642578125,1300427.25,0.0,0.0,0.0,1297687.125,3097.41015625,0.0,0.0,0,0.0,0.0,1300784.607421875,1300784.607421875,1300784.5823364258,1300784.5823364258,1300784.53515625,1300784.53515625
58,SNNP,Gedeo,2009-07-01,264.334228515625,0.0,989696.875,0.0,0.0,264.334228515625,0.0,989696.875,0.0,0.0,264.334228515625,143080.890625,846616.0,0.0,0.0,0,0.0,0.0,989961.2092285156,989961.2092285156,989961.2092285156,989961.2092285156,989961.2248535156,989961.2248535156
59,SNNP,Gofa,2009-07-01,135475.6875,260776.828125,139210.03125,0.0,0.0,135475.6875,259152.859375,140833.96875,0.0,0.0,135475.6875,398362.90625,1623.951416015625,0.0,0.0,0,0.0,0.0,535462.546875,535462.546875,535462.515625,535462.515625,535462.5451660156,535462.5451660156
60,SNNP,Guraghe,2009-07-01,264084.15625,1778.69189453125,1147191.625,0.0,0.0,264084.15625,1778.69189453125,1147191.625,0.0,0.0,264084.15625,1148970.25,0.0,0.0,0.0,0,0.0,0.0,1413054.4731445312,1413054.4731445312,1413054.4731445312,1413054.4731445312,1413054.40625,1413054.40625
61,SNNP,Hadiya,2009-07-01,1519.89404296875,0.0,1410048.375,0.0,0.0,1519.89404296875,0.0,1410048.375,0.0,0.0,1519.89404296875,1410048.375,0.0,0.0,0.0,0,0.0,0.0,1411568.2690429688,1411568.2690429688,1411568.2690429688,1411568.2690429688,1411568.2690429688,1411568.2690429688
62,SNNP,Halaba,2009-07-01,0.0,0.0,299183.21875,0.0,0.0,0.0,0.0,299183.21875,0.0,0.0,0.0,299183.21875,0.0,0.0,0.0,0,0.0,0.0,299183.21875,299183.21875,299183.21875,299183.21875,299183.21875,299183.21875
63,SNNP,Kefa,2009-07-01,1003962.0,445.59722900390625,0.0,0.0,0.0,1003962.0,0.0,445.59722900390625,0.0,0.0,1003962.0,0.0,445.59722900390625,0.0,0.0,0,0.0,0.0,1004407.5972290039,1004407.5972290039,1004407.5972290039,1004407.5972290039,1004407.5972290039,1004407.5972290039
64,SNNP,Kembata Tibaro,2009-07-01,0.0,128.81118774414062,793245.0625,0.0,0.0,0.0,128.81118774414062,793245.0625,0.0,0.0,0.0,793373.875,0.0,0.0,0.0,0,0.0,0.0,793373.8736877441,793373.8736877441,793373.8736877441,793373.8736877441,793373.875,793373.875
65,SNNP,Konso,2009-07-01,0.0,403.3524169921875,302242.59375,0.0,0.0,0.0,0.0,302645.96875,0.0,0.0,0.0,1356.9930419921875,301288.96875,0.0,0.0,0,0.0,0.0,302645.9461669922,302645.9461669922,302645.96875,302645.96875,302645.9617919922,302645.9617919922
66,SNNP,Konta Special,2009-07-01,107960.0625,1060.865234375,0.0,0.0,0.0,107960.0625,1006.1981201171875,54.667015075683594,0.0,0.0,107960.0625,1006.1981201171875,54.667015075683594,0.0,0.0,0,0.0,0.0,109020.927734375,109020.927734375,109020.92763519287,109020.92763519287,109020.92763519287,109020.92763519287
67,SNNP,Mirab Omo,2009-07-01,156065.234375,75261.59375,1.4665757417678833,0.0,0.0,156065.234375,74578.21875,684.8385620117188,0.0,0.0,156065.234375,48303.47265625,26958.1171875,0.0,0.0,0,0.0,0.0,231328.29470074177,231328.29470074177,231328.29168701172,231328.29168701172,231326.82421875,231326.82421875
68,SNNP,Sheka,2009-07-01,234397.734375,0.0,0.0,0.0,0.0,234397.734375,0.0,0.0,0.0,0.0,234397.734375,0.0,0.0,0.0,0.0,0,0.0,0.0,234397.734375,234397.734375,234397.734375,234397.734375,234397.734375,234397.734375
69,SNNP,Siltie,2009-07-01,0.0,306.4693298339844,888576.6875,0.0,0.0,0.0,306.4693298339844,888576.6875,0.0,0.0,0.0,888883.125,0.0,0.0,0.0,0,0.0,0.0,888883.156829834,888883.156829834,888883.156829834,888883.156829834,888883.125,888883.125
70,SNNP,South Omo,2009-07-01,10917.9189453125,462000.59375,208257.515625,0.0,0.0,10917.9189453125,4822.2607421875,665435.875,0.0,0.0,10917.9189453125,8128.9345703125,662023.25,0.0,0.0,0,0.0,0.0,681176.0283203125,681176.0283203125,681176.0546875,681176.0546875,681070.103515625,681070.103515625
71,SNNP,Wolayita,2009-07-01,0.0,540.70458984375,1762078.375,0.0,0.0,0.0,540.70458984375,1762078.375,0.0,0.0,0.0,1762619.125,0.0,0.0,0.0,0,0.0,0.0,1762619.0795898438,1762619.0795898438,1762619.0795898438,1762619.0795898438,1762619.125,1762619.125
72,SNNP,Yem Special,2009-07-01,97229.640625,0.0,1790.27294921875,0.0,0.0,97229.640625,0.0,1790.27294921875,0.0,0.0,97229.640625,1790.27294921875,0.0,0.0,0.0,0,0.0,0.0,99019.91357421875,99019.91357421875,99019.91357421875,99019.91357421875,99019.91357421875,99019.91357421875
73,Sidama,Sidama,2009-07-01,263774.65625,685210.75,2747800.25,0.0,0.0,263774.65625,685210.75,2747800.25,0.0,0.0,263774.65625,3188273.5,244737.296875,0.0,0.0,0,0.0,0.0,3696785.65625,3696785.65625,3696785.65625,3696785.65625,3696785.453125,3696785.453125
74,Somali,Afder,2009-07-01,0.0,0.0,495428.25,4689.7958984375,0.0,0.0,0.0,306.75018310546875,499811.3125,0.0,0.0,0.0,495428.25,4689.7958984375,0.0,0,0.0,0.0,500118.0458984375,500118.0458984375,500118.06268310547,500118.06268310547,500118.0458984375,500118.0458984375
75,Somali,Daawa,2009-07-01,0.0,0.0,258901.453125,0.0,0.0,0.0,0.0,256495.9375,2405.50537109375,0.0,0.0,243.48123168945312,258657.96875,0.0,0.0,0,0.0,0.0,258901.453125,258901.453125,258901.44287109375,258901.44287109375,258901.44998168945,258901.44998168945
76,Somali,Doolo,2009-07-01,0.0,0.0,0.0,305838.53125,722.2758178710938,0.0,0.0,0.0,305838.53125,722.2758178710938,0.0,0.0,0.0,305838.53125,722.2758178710938,0,0.0,0.0,305838.53125,306560.8070678711,305838.53125,306560.8070678711,305838.53125,306560.8070678711
77,Somali,Erer,2009-07-01,0.0,0.0,1553.8677978515625,290628.0625,0.0,0.0,0.0,1553.8677978515625,290628.0625,0.0,0.0,654.267333984375,899.6004638671875,290628.0625,0.0,0,0.0,0.0,292181.93029785156,292181.93029785156,292181.93029785156,292181.93029785156,292181.93029785156,292181.93029785156
78,Somali,Fafan,2009-07-01,0.0,0.0,997557.0625,153302.015625,2588.645263671875,0.0,0.0,997557.0625,153302.015625,2588.645263671875,0.0,997557.0625,0.0,153302.015625,2588.645263671875,0,0.0,0.0,1150859.078125,1153447.7233886719,1150859.078125,1153447.7233886719,1150859.078125,1153447.7233886719
79,Somali,Jarar,2009-07-01,0.0,0.0,2235.86572265625,509483.53125,2928.916259765625,0.0,0.0,2235.86572265625,509483.53125,2928.916259765625,0.0,2235.86572265625,0.0,509483.53125,2928.916259765625,0,0.0,0.0,511719.39697265625,514648.3132324219,511719.39697265625,514648.3132324219,511719.39697265625,514648.3132324219
80,Somali,Korahe,2009-07-01,0.0,0.0,0.0,341732.46875,0.0,0.0,0.0,0.0,341732.46875,0.0,0.0,0.0,0.0,341732.46875,0.0,0,0.0,0.0,341732.46875,341732.46875,341732.46875,341732.46875,341732.46875,341732.46875
81,Somali,Liban,2009-07-01,59.554264068603516,0.0,396220.875,0.0,0.0,59.554264068603516,0.0,202221.140625,193999.71875,0.0,0.0,74.98482513427734,396205.4375,0.0,0.0,0,0.0,0.0,396280.4292640686,396280.4292640686,396280.4136390686,396280.4136390686,396280.4223251343,396280.4223251343
82,Somali,Nogob,2009-07-01,0.0,0.0,20.07143783569336,156111.90625,0.0,0.0,0.0,20.07143783569336,156111.90625,0.0,0.0,0.0,20.07143783569336,156111.90625,0.0,0,0.0,0.0,156131.9776878357,156131.9776878357,156131.9776878357,156131.9776878357,156131.9776878357,156131.9776878357
83,Somali,Shabelle,2009-07-01,0.0,0.0,81646.375,479412.6875,0.0,0.0,0.0,37.71281433105469,561021.375,0.0,0.0,0.0,81646.375,479412.6875,0.0,0,0.0,0.0,561059.0625,561059.0625,561059.087814331,561059.087814331,561059.0625,561059.0625
84,Somali,Siti,2009-07-01,0.0,3716.0400390625,644527.625,0.0,36.870521545410156,0.0,3716.0400390625,644527.625,0.0,36.870521545410156,0.0,648243.6875,0.0,0.0,36.870521545410156,0,0.0,0.0,648243.6650390625,648280.5355606079,648243.6650390625,648280.5355606079,648243.6875,648280.5580215454
85,Tigray,Central,2009-07-01,0.0,863179.125,459236.5625,0.0,0.0,0.0,863179.125,459236.5625,0.0,0.0,0.0,1322415.625,0.0,0.0,0.0,0,0.0,0.0,1322415.6875,1322415.6875,1322415.6875,1322415.6875,1322415.625,1322415.625
86,Tigray,Eastern,2009-07-01,0.0,2291.241943359375,877638.0,0.0,0.0,0.0,2291.241943359375,877638.0,0.0,0.0,0.0,860522.25,19407.015625,0.0,0.0,0,0.0,0.0,879929.2419433594,879929.2419433594,879929.2419433594,879929.2419433594,879929.265625,879929.265625
87,Tigray,Mekelle,2009-07-01,0.0,0.0,266977.21875,0.0,59494.07421875,0.0,0.0,266977.21875,0.0,59494.07421875,0.0,266977.21875,0.0,0.0,59494.07421875,0,0.0,0.0,266977.21875,326471.29296875,266977.21875,326471.29296875,266977.21875,326471.29296875
88,Tigray,North Western,2009-07-01,303.16656494140625,675528.0,162118.625,0.0,0.0,303.16656494140625,675528.0,162118.625,0.0,0.0,303.16656494140625,837646.6875,0.0,0.0,0.0,0,0.0,0.0,837949.7915649414,837949.7915649414,837949.7915649414,837949.7915649414,837949.8540649414,837949.8540649414
89,Tigray,South Eastern,2009-07-01,0.0,0.0,473905.0625,0.0,0.0,0.0,0.0,473905.0625,0.0,0.0,0.0,465014.5,8890.603515625,0.0,0.0,0,0.0,0.0,473905.0625,473905.0625,473905.0625,473905.0625,473905.103515625,473905.103515625
