,date,CS,admin0Name,admin1Name,admin2Name,ML1,ML2,admin1Name_fr,admin2Name_fr,Total,adjusted_population,CS_1,CS_2,CS_3,CS_4,CS_5,pop_CS,ML1_1,ML1_2,ML1_3,ML1_4,ML1_5,pop_ML1,ML2_1,ML2_2,ML2_3,ML2_4,ML2_5,pop_ML2
65,2009-07-01,1.0,Tchad,Lac,Mamdi,2.0,1.0,Lac,Mamdi,165615.0,117133,117133.0,0.0,0.0,0.0,0.0,117133.0,0.0,117133.0,0.0,0.0,0.0,117133.0,117133.0,0.0,0.0,0.0,0.0,117133.0
66,2009-07-01,3.0,Tchad,Lac,Wayi,3.0,2.0,Lac,Wayi,310506.0,219610,0.0,0.0,219610.0,0.0,0.0,219610.0,0.0,0.0,219610.0,0.0,0.0,219610.0,0.0,219610.0,0.0,0.0,0.0,219610.0
67,2009-07-01,1.0,Tchad,Mayo-Kebbi Ouest,Mayo-Binder,2.0,1.0,Mayo-Kebbi Ouest,Mayo-Binder,82224.0,58154,58154.0,0.0,0.0,0.0,0.0,58154.0,0.0,58154.0,0.0,0.0,0.0,58154.0,58154.0,0.0,0.0,0.0,0.0,58154.0
68,2009-07-01,3.0,Tchad,Barh-El-Gazel,Barh-El-Gazel Sud,3.0,2.0,Barh-El-Gazel,Barh-El-Gazel Sud,205394.0,145268,0.0,0.0,145268.0,0.0,0.0,145268.0,0.0,0.0,145268.0,0.0,0.0,145268.0,0.0,145268.0,0.0,0.0,0.0,145268.0
69,2009-07-01,3.0,Tchad,Barh-El-Gazel,Barh-El-Gazel Ouest,3.0,2.0,Barh-El-Gazel,Barh-El-Gazel Ouest,89626.0,63389,0.0,0.0,63389.0,0.0,0.0,63389.0,0.0,0.0,63389.0,0.0,0.0,63389.0,0.0,63389.0,0.0,0.0,0.0,63389.0
70,2009-10-01,3.0,Tchad,Batha,Batha Ouest,2.0,2.0,Batha,Batha Ouest,279223.0,197484,0.0,0.0,197484.0,0.0,0.0,197484.0,0.0,197484.0,0.0,0.0,0.0,197484.0,0.0,197484.0,0.0,0.0,0.0,197484.0
71,2009-10-01,2.0,Tchad,Batha,Batha Est,2.0,2.0,Batha,Batha Est,254693.0,180135,0.0,180135.0,0.0,0.0,0.0,180135.0,0.0,180135.0,0.0,0.0,0.0,180135.0,0.0,180135.0,0.0,0.0,0.0,180135.0
72,2009-10-01,3.0,Tchad,Batha,Fitri,2.0,2.0,Batha,Fitri,155919.0,110276,0.0,0.0,110276.0,0.0,0.0,110276.0,0.0,110276.0,0.0,0.0,0.0,110276.0,0.0,110276.0,0.0,0.0,0.0,110276.0
73,2009-10-01,2.0,Tchad,Borkou,Borkou,2.0,2.0,Borkou,Borkou,100894.0,71358,0.0,71358.0,0.0,0.0,0.0,71358.0,0.0,71358.0,0.0,0.0,0.0,71358.0,0.0,71358.0,0.0,0.0,0.0,71358.0
74,2009-10-01,2.0,Tchad,Chari-Baguirmi,Baguirmi,1.0,2.0,Chari-Baguirmi,Baguirmi,306406.0,216710,0.0,216710.0,0.0,0.0,0.0,216710.0,216710.0,0.0,0.0,0.0,0.0,216710.0,0.0,216710.0,0.0,0.0,0.0,216710.0
75,2009-10-01,2.0,Tchad,Chari-Baguirmi,Chari,2.0,2.0,Chari-Baguirmi,Chari,267224.0,188998,0.0,188998.0,0.0,0.0,0.0,188998.0,0.0,188998.0,0.0,0.0,0.0,188998.0,0.0,188998.0,0.0,0.0,0.0,188998.0
76,2009-10-01,2.0,Tchad,Chari-Baguirmi,Loug-Chari,1.0,2.0,Chari-Baguirmi,Loug-Chari,271458.0,191992,0.0,191992.0,0.0,0.0,0.0,191992.0,191992.0,0.0,0.0,0.0,0.0,191992.0,0.0,191992.0,0.0,0.0,0.0,191992.0
77,2009-10-01,2.0,Tchad,Guéra,Guéra,1.0,1.0,Guéra,Guéra,203666.0,144045,0.0,144045.0,0.0,0.0,0.0,144045.0,144045.0,0.0,0.0,0.0,0.0,144045.0,144045.0,0.0,0.0,0.0,0.0,144045.0
78,2009-10-01,2.0,Tchad,Guéra,Abtouyour,1.0,1.0,Guéra,Abtouyour,197745.0,139858,0.0,139858.0,0.0,0.0,0.0,139858.0,139858.0,0.0,0.0,0.0,0.0,139858.0,139858.0,0.0,0.0,0.0,0.0,139858.0
