ADMIN0,ADMIN1,date,CS_1,CS_2,CS_3,ML1_2,ML1_3,ML2_1,ML2_2,ML2_3,CS_4,CS_5,ML1_1,ML1_4,ML1_5,ML2_4,ML2_5,pop_CS,pop_total_CS,pop_ML1,pop_total_ML1,pop_ML2,pop_total_ML2,perc_CS_1,perc_CS_2,perc_CS_3,perc_CS_4,perc_CS_5,CS_3p,perc_CS_3p,CS_4p,perc_CS_4p,CS_2m,perc_CS_2m,perc_ML1_1,perc_ML1_2,perc_ML1_3,perc_ML1_4,perc_ML1_5,ML1_3p,perc_ML1_3p,ML1_4p,perc_ML1_4p,ML1_2m,perc_ML1_2m,perc_ML2_1,perc_ML2_2,perc_ML2_3,perc_ML2_4,perc_ML2_5,ML2_3p,perc_ML2_3p,ML2_4p,perc_ML2_4p,ML2_2m,perc_ML2_2m,perc_inc_ML2_3p,perc_inc_ML1_3p,CS_99,ML1_99,ML2_99,period_ML1,period_ML2
Tchad,Kanem,2009-07-01,3177.87548828125,11.471519470214844,346098.4375,3189.34716796875,346098.4375,3177.87548828125,346109.90625,0.0,0.0,0,0.0,0.0,0,0.0,0,349287.78450775146,349287.78450775146,349287.78466796875,349287.78466796875,349287.78173828125,349287.78173828125,0.9098158106959866,0.0032842601370619267,99.08689992916695,0.0,0.0,346098.4375,99.08689992916695,0.0,0.0,3189.347007751465,0.9131000708330487,0.0,0.9131001162839198,99.08689988371609,0.0,0.0,346098.4375,99.08689988371609,0.0,0.0,3189.34716796875,0.9131001162839198,0.9098158179098312,99.09018418209017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,349287.78173828125,100.0,-99.08689992916695,-4.545086085272487e-08,,,,Jul - Sep 2009,Oct - Dec 2009
Tchad,Lac,2009-07-01,148807.15625,0.0,246234.890625,148807.171875,246234.890625,148807.15625,246234.890625,0.0,0.0,0,0.0,0.0,0,0.0,0,395042.046875,395042.046875,395042.0625,395042.0625,395042.046875,395042.046875,37.66868803641194,0.0,62.33131196358806,0.0,0.0,246234.890625,62.33131196358806,0.0,0.0,148807.15625,37.66868803641194,0.0,37.668690501786756,62.33130949821324,0.0,0.0,246234.890625,62.33130949821324,0.0,0.0,148807.171875,37.668690501786756,37.66868803641194,62.33131196358806,0.0,0.0,0.0,0.0,0.0,0.0,0.0,395042.046875,100.0,-62.33131196358806,-2.4653748198488756e-06,,,,Jul - Sep 2009,Oct - Dec 2009
Tchad,Guéra,2009-07-01,109211.5703125,456373.1875,28.334882736206055,565584.8125,28.334882736206055,29.77239227294922,565583.3125,0.0,0.0,0,0.0,0.0,0,0.0,0,565613.0926952362,565613.0926952362,565613.1473827362,565613.1473827362,565613.084892273,565613.084892273,19.308529403392967,80.68646100911656,0.005009587490485031,0.0,0.0,28.334882736206055,0.005009587490485031,0.0,0.0,565584.7578125,99.99499041250951,0.0,99.99499041299387,0.0050095870061224995,0.0,0.0,28.334882736206055,0.0050095870061224995,0.0,0.0,565584.8125,99.99499041299387,0.005263738245839855,99.99473626175416,0.0,0.0,0.0,0.0,0.0,0.0,0.0,565613.084892273,100.0,-0.005009587490485031,-4.843625318537437e-10,,,,Jul - Sep 2009,Oct - Dec 2009
Tchad,Mayo-Kebbi Est,2009-10-01,0.0,807582.25,0.0,568678.5625,0.0,238892.859375,568689.375,0.0,0.0,0,238903.625,0.0,0,0.0,0,807582.25,807582.25,807582.1875,807582.1875,807582.234375,807582.234375,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,807582.25,100.0,29.58257731507977,70.41742268492023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,807582.1875,100.0,29.581242529422745,70.41875747057725,0.0,0.0,0.0,0.0,0.0,0.0,0.0,807582.234375,100.0,0.0,0.0,,,,Oct - Dec 2009,Jan - Mar 2010
Tchad,Wadi Fira,2009-10-01,0.0,30505.123046875,500813.125,501180.0625,0.0,4.449443340301514,531313.8125,0.0,0.0,0,30138.1484375,0.0,0,0.0,0,531318.248046875,531318.248046875,531318.2109375,531318.2109375,531318.2619433403,531318.2619433403,0.0,5.741403228481571,94.25859677151843,0.0,0.0,500813.125,94.25859677151843,0.0,0.0,30505.123046875,5.741403228481571,5.6723349241731915,94.3276650758268,0.0,0.0,0.0,0.0,0.0,0.0,0.0,531318.2109375,100.0,0.0008374346712697787,99.99916256532873,0.0,0.0,0.0,0.0,0.0,0.0,0.0,531318.2619433403,100.0,-94.25859677151843,-94.25859677151843,,,,Oct - Dec 2009,Jan - Mar 2010
Tchad,Tibesti,2009-10-01,0.0,26714.81640625,0.0,26714.81640625,0.0,0.0,26714.81640625,0.0,0.0,0,0.0,0.0,0,0.0,0,26714.81640625,26714.81640625,26714.81640625,26714.81640625,26714.81640625,26714.81640625,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26714.81640625,100.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26714.81640625,100.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26714.81640625,100.0,0.0,0.0,,,,Oct - Dec 2009,Jan - Mar 2010
Tchad,Tandjilé,2009-10-01,0.0,686839.0,0.0,0.0,0.0,417527.5625,269311.4375,0.0,0.0,0,686839.0,0.0,0,0.0,0,686839.0,686839.0,686839.0,686839.0,686839.0,686839.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,686839.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,686839.0,100.0,60.78972837884861,39.210271621151385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,686839.0,100.0,0.0,0.0,,,,Oct - Dec 2009,Jan - Mar 2010
Tchad,Sila,2009-10-01,0.0,405819.0,0.0,319569.03125,0.0,333.287841796875,405485.78125,0.0,0.0,0,86249.9921875,0.0,0,0.0,0,405819.0,405819.0,405819.0234375,405819.0234375,405819.0690917969,405819.0690917969,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,405819.0,100.0,21.253314213049286,78.7466857869507,0.0,0.0,0.0,0.0,0.0,0.0,0.0,405819.0234375,100.0,0.08212720080965068,99.91787279919035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,405819.0690917969,100.0,0.0,0.0,,,,Oct - Dec 2009,Jan - Mar 2010
Tchad,Salamat,2009-10-01,0.0,317208.125,0.0,3.785372018814087,0.0,317127.375,80.82839965820312,0.0,0.0,0,317204.40625,0.0,0,0.0,0,317208.125,317208.125,317208.1916220188,317208.1916220188,317208.2033996582,317208.2033996582,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,317208.125,100.0,99.99880666006781,0.0011933399321933929,0.0,0.0,0.0,0.0,0.0,0.0,0.0,317208.1916220188,100.0,99.97451881799022,0.025481182009774662,0.0,0.0,0.0,0.0,0.0,0.0,0.0,317208.2033996582,100.0,0.0,0.0,,,,Oct - Dec 2009,Jan - Mar 2010
Tchad,Ouaddaï,2009-10-01,0.0,754818.625,0.0,293236.3125,0.0,348928.71875,405889.9375,0.0,0.0,0,461582.34375,0.0,0,0.0,0,754818.625,754818.625,754818.65625,754818.65625,754818.65625,754818.65625,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,754818.625,100.0,61.151422255933404,38.848577744066596,0.0,0.0,0.0,0.0,0.0,0.0,0.0,754818.65625,100.0,46.22682757783254,53.77317242216746,0.0,0.0,0.0,0.0,0.0,0.0,0.0,754818.65625,100.0,0.0,0.0,,,,Oct - Dec 2009,Jan - Mar 2010
Tchad,N'Djamena,2009-10-01,0.0,966989.5,0.0,966989.5,0.0,0.0,966989.5,0.0,0.0,0,0.0,0.0,0,0.0,0,966989.5,966989.5,966989.5,966989.5,966989.5,966989.5,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,966989.5,100.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,966989.5,100.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,966989.5,100.0,0.0,0.0,,,,Oct - Dec 2009,Jan - Mar 2010
Tchad,Moyen-Chari,2009-10-01,0.0,608744.6875,0.0,0.0,0.0,47.361358642578125,608697.3125,0.0,0.0,0,608744.6875,0.0,0,0.0,0,608744.6875,608744.6875,608744.6875,608744.6875,608744.6738586426,608744.6738586426,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,608744.6875,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,608744.6875,100.0,0.007780168053441724,99.99221983194656,0.0,0.0,0.0,0.0,0.0,0.0,0.0,608744.6738586426,100.0,0.0,0.0,,,,Oct - Dec 2009,Jan - Mar 2010
Tchad,Mayo-Kebbi Ouest,2009-10-01,0.0,567324.1875,0.0,0.0,0.0,567324.1875,0.0,0.0,0.0,0,567324.1875,0.0,0,0.0,0,567324.1875,567324.1875,567324.1875,567324.1875,567324.1875,567324.1875,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,567324.1875,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,567324.1875,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,567324.1875,100.0,0.0,0.0,,,,Oct - Dec 2009,Jan - Mar 2010
Tchad,Mandoul,2009-10-01,0.0,654585.0625,0.0,0.0,0.0,654354.3125,230.794921875,0.0,0.0,0,654585.0625,0.0,0,0.0,0,654585.0625,654585.0625,654585.0625,654585.0625,654585.107421875,654585.107421875,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,654585.0625,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,654585.0625,100.0,99.96474180068287,0.035258199317121715,0.0,0.0,0.0,0.0,0.0,0.0,0.0,654585.107421875,100.0,0.0,0.0,,,,Oct - Dec 2009,Jan - Mar 2010
Tchad,Ennedi Ouest,2009-10-01,0.0,49279.875,1819.4881591796875,51099.36328125,0.0,0.0,51099.36328125,0.0,0.0,0,0.0,0.0,0,0.0,0,51099.36315917969,51099.36315917969,51099.36328125,51099.36328125,51099.36328125,51099.36328125,0.0,96.4393134342755,3.5606865657245037,0.0,0.0,1819.4881591796875,3.5606865657245037,0.0,0.0,49279.875,96.4393134342755,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51099.36328125,100.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51099.36328125,100.0,-3.5606865657245037,-3.5606865657245037,,,,Oct - Dec 2009,Jan - Mar 2010
Tchad,Logone Occidental,2009-10-01,463.6824951171875,676462.5625,0.0,0.0,0.0,280478.625,396447.625,0.0,0.0,0,676926.25,0.0,0,0.0,0,676926.2449951172,676926.2449951172,676926.25,676926.25,676926.25,676926.25,0.06849822983603364,99.93150177016396,0.0,0.0,0.0,0.0,0.0,0.0,0.0,676926.2449951172,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,676926.25,100.0,41.4341481069762,58.565851893023805,0.0,0.0,0.0,0.0,0.0,0.0,0.0,676926.25,100.0,0.0,0.0,,,,Oct - Dec 2009,Jan - Mar 2010
Tchad,Logone Oriental,2009-10-01,180779.546875,715992.25,0.0,0.0,0.0,562110.5,334661.4375,0.0,0.0,0,896771.875,0.0,0,0.0,0,896771.796875,896771.796875,896771.875,896771.875,896771.9375,896771.9375,20.158924210704036,79.84107578929597,0.0,0.0,0.0,0.0,0.0,0.0,0.0,896771.796875,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,896771.875,100.0,62.6815443809536,37.3184556190464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,896771.9375,100.0,0.0,0.0,,,,Oct - Dec 2009,Jan - Mar 2010
Tchad,Batha,2009-10-01,0.0,190018.796875,321749.625,511508.9375,0.0,259.5257873535156,511508.9375,0.0,0.0,0,259.5257873535156,0.0,0,0.0,0,511768.421875,511768.421875,511768.4632873535,511768.4632873535,511768.4632873535,511768.4632873535,0.0,37.12984012941156,62.87015987058844,0.0,0.0,321749.625,62.87015987058844,0.0,0.0,190018.796875,37.12984012941156,0.05071156313275876,99.94928843686725,0.0,0.0,0.0,0.0,0.0,0.0,0.0,511768.4632873535,100.0,0.05071156313275876,99.94928843686725,0.0,0.0,0.0,0.0,0.0,0.0,0.0,511768.4632873535,100.0,-62.87015987058844,-62.87015987058844,,,,Oct - Dec 2009,Jan - Mar 2010
Tchad,Borkou,2009-10-01,0.0,97861.828125,137.46954345703125,97999.296875,0.0,0.0,97999.296875,0.0,0.0,0,0.0,0.0,0,0.0,0,97999.29766845703,97999.29766845703,97999.296875,97999.296875,97999.296875,97999.296875,0.0,99.85972395034696,0.14027604965303592,0.0,0.0,137.46954345703125,0.14027604965303592,0.0,0.0,97861.828125,99.85972395034696,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97999.296875,100.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97999.296875,100.0,-0.14027604965303592,-0.14027604965303592,,,,Oct - Dec 2009,Jan - Mar 2010
Tchad,Chari-Baguirmi,2009-10-01,0.0,605448.875,0.0,182777.078125,0.0,0.0,605448.875,0.0,0.0,0,422671.8125,0.0,0,0.0,0,605448.875,605448.875,605448.890625,605448.890625,605448.875,605448.875,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,605448.875,100.0,69.81131174650915,30.18868825349084,0.0,0.0,0.0,0.0,0.0,0.0,0.0,605448.890625,100.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,605448.875,100.0,0.0,0.0,,,,Oct - Dec 2009,Jan - Mar 2010
