,ADMIN1,ADMIN2,date,CS_1,CS_2,CS_3,ML1_2,ML1_3,ML2_1,ML2_2,ML2_3,CS_4,CS_5,ML1_1,ML1_4,ML1_5,ML2_4,ML2_5,pop_CS,pop_Total_CS,pop_ML1,pop_Total_ML1,pop_ML2,pop_Total_ML2,ML1_99,CS_99,ML2_99
641,Ennedi Est,Am-Djarass,2011-10-01,96656.3056640625,0.0,0.0,0.0,0.0,96656.3056640625,0.0,0.0,0.0,0,96656.3056640625,0.0,0,0.0,0,96656.3056640625,96656.3056640625,96656.3056640625,96656.3056640625,96656.3056640625,96656.3056640625,0.0,,
642,Ennedi Est,Wadi Hawar,2011-10-01,51069.24154663086,0.0,0.0,0.0,0.0,51069.24154663086,0.0,0.0,0.0,0,50771.0390625,0.0,0,0.0,0,51069.24154663086,51069.24154663086,50771.0390625,51069.24154663086,51069.24154663086,51069.24154663086,298.2024841308594,,
643,Ennedi Ouest,Fada,2011-10-01,32221.59912109375,0.0,0.0,0.0,0.0,32221.59912109375,0.0,0.0,0.0,0,32221.59912109375,0.0,0,0.0,0,32221.59912109375,32221.59912109375,32221.59912109375,32221.59912109375,32221.59912109375,32221.59912109375,0.0,,
644,Ennedi Ouest,Mourtcha,2011-10-01,27681.482676029205,0.0,0.0,0.0,0.0,27675.733769893646,5.748906135559082,0.0,0.0,0,27673.64143562317,0.0,0,0.0,0,27681.482676029205,27681.482676029205,27673.64143562317,27681.482676029205,27681.482676029205,27681.482676029205,7.841240406036377,,
645,Guéra,Abtouyour,2011-10-01,187474.94915390015,0.0,0.0,0.0,0.0,187474.94915390015,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,187474.94915390015,187474.94915390015,0.0,187474.94915390015,187474.94915390015,187474.94915390015,187474.94915390015,,
646,Guéra,Barh-Signaka,2011-10-01,116485.29465579987,0.0,0.0,0.0,0.0,116485.29465579987,0.0,0.0,0.0,0,81875.97824954987,0.0,0,0.0,0,116485.29465579987,116485.29465579987,81875.97824954987,116485.29465579987,116485.29465579987,116485.29465579987,34609.31640625,,
647,Guéra,Guéra,2011-10-01,192997.84375,0.0,0.0,0.0,0.0,192997.84375,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,192997.84375,192997.84375,0.0,192997.84375,192997.84375,192997.84375,192997.84375,,
648,Guéra,Mangalmé,2011-10-01,106465.1328125,0.0,0.0,0.0,0.0,106465.1328125,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,106465.1328125,106465.1328125,0.0,106465.1328125,106465.1328125,106465.1328125,106465.1328125,,
649,Hadjer-Lamis,Dababa,2011-10-01,253665.69358825684,0.0,0.0,0.0,0.0,253665.69358825684,0.0,0.0,0.0,0,253588.57904052734,0.0,0,0.0,0,253665.69358825684,253665.69358825684,253588.57904052734,253665.69358825684,253665.69358825684,253665.69358825684,77.11454772949219,,
650,Hadjer-Lamis,Dagana,2011-10-01,130820.4375,0.0,0.0,0.0,0.0,130820.4375,0.0,0.0,0.0,0,130820.4375,0.0,0,0.0,0,130820.4375,130820.4375,130820.4375,130820.4375,130820.4375,130820.4375,0.0,,
651,Hadjer-Lamis,Haraze-Al-Biar,2011-10-01,159702.8207206726,0.0,0.0,0.0,0.0,159702.8207206726,0.0,0.0,0.0,0,159702.8207206726,0.0,0,0.0,0,159702.8207206726,159702.8207206726,159702.8207206726,159702.8207206726,159702.8207206726,159702.8207206726,0.0,,
652,Kanem,Kanem,2011-10-01,173179.64764499664,0.0,0.0,0.0,0.0,1832.4723834991455,171347.1752614975,0.0,0.0,0,0.0,0.0,0,0.0,0,173179.64764499664,173179.64764499664,0.0,173179.64764499664,173179.64764499664,173179.64764499664,173179.64764499664,,
653,Kanem,Nord Kanem,2011-10-01,104512.23124790192,0.0,0.0,0.0,0.0,104502.64937973022,9.581868171691895,0.0,0.0,0,12234.041957855225,0.0,0,0.0,0,104512.23124790192,104512.23124790192,12234.041957855225,104512.23124790192,104512.23124790192,104512.23124790192,92278.18929004669,,
654,Kanem,Wadi Bissam,2011-10-01,103578.30271148682,0.0,0.0,0.0,0.0,99559.31931304932,4018.9833984375,0.0,0.0,0,122.3564224243164,0.0,0,0.0,0,103578.30271148682,103578.30271148682,122.3564224243164,103578.30271148682,103578.30271148682,103578.30271148682,103455.9462890625,,
655,Lac,Fouli,2011-10-01,76757.99975585938,0.0,0.0,0.0,0.0,76757.99975585938,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,76757.99975585938,76757.99975585938,0.0,76757.99975585938,76757.99975585938,76757.99975585938,76757.99975585938,,
656,Lac,Kaya,2011-10-01,57067.90173339844,0.0,0.0,0.0,0.0,56272.021484375,795.8802490234375,0.0,0.0,0,0.0,0.0,0,0.0,0,57067.90173339844,57067.90173339844,0.0,57067.90173339844,57067.90173339844,57067.90173339844,57067.90173339844,,
657,Lac,Mamdi,2011-10-01,37745.349609375,0.0,0.0,0.0,0.0,37745.349609375,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,37745.349609375,37745.349609375,0.0,37745.349609375,37745.349609375,37745.349609375,37745.349609375,,
658,Lac,Wayi,2011-10-01,240293.9496459961,0.0,0.0,0.0,0.0,237638.38372802734,2655.56591796875,0.0,0.0,0,57431.609375,0.0,0,0.0,0,240293.9496459961,240293.9496459961,57431.609375,240293.9496459961,240293.9496459961,240293.9496459961,182862.3402709961,,
659,Logone Occidental,Dodjé,2011-10-01,152702.9379043579,0.0,0.0,0.0,0.0,152702.9379043579,0.0,0.0,0.0,0,152702.9379043579,0.0,0,0.0,0,152702.9379043579,152702.9379043579,152702.9379043579,152702.9379043579,152702.9379043579,152702.9379043579,0.0,,
660,Logone Occidental,Guéni,2011-10-01,85811.13731384277,0.0,0.0,0.0,0.0,85811.13731384277,0.0,0.0,0.0,0,85811.13731384277,0.0,0,0.0,0,85811.13731384277,85811.13731384277,85811.13731384277,85811.13731384277,85811.13731384277,85811.13731384277,0.0,,
661,Logone Occidental,Lac Wey,2011-10-01,294544.46939086914,0.0,0.0,0.0,0.0,294544.46939086914,0.0,0.0,0.0,0,294544.46939086914,0.0,0,0.0,0,294544.46939086914,294544.46939086914,294544.46939086914,294544.46939086914,294544.46939086914,294544.46939086914,0.0,,
662,Logone Occidental,Ngourkosso,2011-10-01,174442.81298828125,0.0,0.0,0.0,0.0,174442.81298828125,0.0,0.0,0.0,0,174442.81298828125,0.0,0,0.0,0,174442.81298828125,174442.81298828125,174442.81298828125,174442.81298828125,174442.81298828125,174442.81298828125,0.0,,
663,Logone Oriental,Kouh Est,2011-10-01,105759.27563476562,0.0,0.0,0.0,0.0,105759.27563476562,0.0,0.0,0.0,0,105759.27563476562,0.0,0,0.0,0,105759.27563476562,105759.27563476562,105759.27563476562,105759.27563476562,105759.27563476562,105759.27563476562,0.0,,
664,Logone Oriental,Kouh Ouest,2011-10-01,68111.38970947266,0.0,0.0,0.0,0.0,68111.38970947266,0.0,0.0,0.0,0,68111.38970947266,0.0,0,0.0,0,68111.38970947266,68111.38970947266,68111.38970947266,68111.38970947266,68111.38970947266,68111.38970947266,0.0,,
665,Logone Oriental,La Nya,2011-10-01,178112.8212337494,0.0,0.0,0.0,0.0,178112.8212337494,0.0,0.0,0.0,0,178112.8212337494,0.0,0,0.0,0,178112.8212337494,178112.8212337494,178112.8212337494,178112.8212337494,178112.8212337494,178112.8212337494,0.0,,
666,Logone Oriental,La Nya Pendé,2011-10-01,119257.782705307,0.0,0.0,0.0,0.0,119257.782705307,0.0,0.0,0.0,0,119257.782705307,0.0,0,0.0,0,119257.782705307,119257.782705307,119257.782705307,119257.782705307,119257.782705307,119257.782705307,0.0,,
667,Logone Oriental,La Pendé,2011-10-01,182797.80506706238,0.0,0.0,0.0,0.0,182797.80506706238,0.0,0.0,0.0,0,182797.80506706238,0.0,0,0.0,0,182797.80506706238,182797.80506706238,182797.80506706238,182797.80506706238,182797.80506706238,182797.80506706238,0.0,,
668,Logone Oriental,Monts de Lam,2011-10-01,298833.33794784546,0.0,0.0,0.0,0.0,298833.33794784546,0.0,0.0,0.0,0,298833.33794784546,0.0,0,0.0,0,298833.33794784546,298833.33794784546,298833.33794784546,298833.33794784546,298833.33794784546,298833.33794784546,0.0,,
669,Mandoul,Barh-Sara,2011-10-01,240318.92109680176,0.0,0.0,0.0,0.0,240318.92109680176,0.0,0.0,0.0,0,240318.92109680176,0.0,0,0.0,0,240318.92109680176,240318.92109680176,240318.92109680176,240318.92109680176,240318.92109680176,240318.92109680176,0.0,,
670,Mandoul,Mandoul Occidental,2011-10-01,168979.10916137695,0.0,0.0,0.0,0.0,168979.10916137695,0.0,0.0,0.0,0,168979.10916137695,0.0,0,0.0,0,168979.10916137695,168979.10916137695,168979.10916137695,168979.10916137695,168979.10916137695,168979.10916137695,0.0,,
671,Mandoul,Mandoul Oriental,2011-10-01,283348.7217102051,0.0,0.0,0.0,0.0,283348.7217102051,0.0,0.0,0.0,0,283348.7217102051,0.0,0,0.0,0,283348.7217102051,283348.7217102051,283348.7217102051,283348.7217102051,283348.7217102051,283348.7217102051,0.0,,
672,Mayo-Kebbi Est,Kabbia,2011-10-01,252346.65057373047,0.0,0.0,0.0,0.0,252346.65057373047,0.0,0.0,0.0,0,252346.65057373047,0.0,0,0.0,0,252346.65057373047,252346.65057373047,252346.65057373047,252346.65057373047,252346.65057373047,252346.65057373047,0.0,,
673,Mayo-Kebbi Est,Mayo-Boneye,2011-10-01,258144.88574695587,0.0,0.0,0.0,0.0,258144.88574695587,0.0,0.0,0.0,0,258144.88574695587,0.0,0,0.0,0,258144.88574695587,258144.88574695587,258144.88574695587,258144.88574695587,258144.88574695587,258144.88574695587,0.0,,
674,Mayo-Kebbi Est,Mayo-Lemié,2011-10-01,90250.27049255371,0.0,0.0,0.0,0.0,90250.27049255371,0.0,0.0,0.0,0,90250.27049255371,0.0,0,0.0,0,90250.27049255371,90250.27049255371,90250.27049255371,90250.27049255371,90250.27049255371,90250.27049255371,0.0,,
675,Mayo-Kebbi Est,Mont Illi,2011-10-01,252133.20317840576,0.0,0.0,0.0,0.0,252133.20317840576,0.0,0.0,0.0,0,252133.20317840576,0.0,0,0.0,0,252133.20317840576,252133.20317840576,252133.20317840576,252133.20317840576,252133.20317840576,252133.20317840576,0.0,,
676,Mayo-Kebbi Ouest,Lac Léré,2011-10-01,185372.63125610352,0.0,0.0,0.0,0.0,185372.63125610352,0.0,0.0,0.0,0,185372.63125610352,0.0,0,0.0,0,185372.63125610352,185372.63125610352,185372.63125610352,185372.63125610352,185372.63125610352,185372.63125610352,0.0,,
677,Mayo-Kebbi Ouest,Mayo-Binder,2011-10-01,67781.0625,0.0,0.0,0.0,0.0,67781.0625,0.0,0.0,0.0,0,67781.0625,0.0,0,0.0,0,67781.0625,67781.0625,67781.0625,67781.0625,67781.0625,67781.0625,0.0,,
678,Mayo-Kebbi Ouest,Mayo-Dallah,2011-10-01,349976.5030517578,0.0,0.0,0.0,0.0,349976.5030517578,0.0,0.0,0.0,0,349976.5030517578,0.0,0,0.0,0,349976.5030517578,349976.5030517578,349976.5030517578,349976.5030517578,349976.5030517578,349976.5030517578,0.0,,
679,Moyen-Chari,Bahr-Köh,2011-10-01,331383.60763549805,0.0,0.0,0.0,0.0,331383.60763549805,0.0,0.0,0.0,0,331383.60763549805,0.0,0,0.0,0,331383.60763549805,331383.60763549805,331383.60763549805,331383.60763549805,331383.60763549805,331383.60763549805,0.0,,
680,Moyen-Chari,Grande Sido,2011-10-01,117575.15344238281,0.0,0.0,0.0,0.0,117575.15344238281,0.0,0.0,0.0,0,117575.15344238281,0.0,0,0.0,0,117575.15344238281,117575.15344238281,117575.15344238281,117575.15344238281,117575.15344238281,117575.15344238281,0.0,,
681,Moyen-Chari,Lac Iro,2011-10-01,192983.55361127853,0.0,0.0,0.0,0.0,192983.55361127853,0.0,0.0,0.0,0,192983.55361127853,0.0,0,0.0,0,192983.55361127853,192983.55361127853,192983.55361127853,192983.55361127853,192983.55361127853,192983.55361127853,0.0,,
682,N'Djamena,N'Djaména,2011-10-01,1032375.2858886719,0.0,0.0,0.0,0.0,1032375.2858886719,0.0,0.0,0.0,0,1032375.2858886719,0.0,0,0.0,0,1032375.2858886719,1032375.2858886719,1032375.2858886719,1032375.2858886719,1032375.2858886719,1032375.2858886719,0.0,,
683,Ouaddaï,Abdi,2011-10-01,121610.17503547668,0.0,0.0,0.0,0.0,121111.421875,498.75316047668457,0.0,0.0,0,0.0,0.0,0,0.0,0,121610.17503547668,121610.17503547668,0.0,121610.17503547668,121610.17503547668,121610.17503547668,121610.17503547668,,
684,Ouaddaï,Assoungha,2011-10-01,318315.92950439453,0.0,0.0,0.0,0.0,32.550567626953125,318283.3789367676,0.0,0.0,0,0.0,0.0,0,0.0,0,318315.92950439453,318315.92950439453,0.0,318315.92950439453,318315.92950439453,318315.92950439453,318315.92950439453,,
685,Ouaddaï,Ouara,2011-10-01,380297.47563934326,0.0,0.0,0.0,0.0,26650.96184539795,353646.5137939453,0.0,0.0,0,0.0,0.0,0,0.0,0,380297.47563934326,380297.47563934326,0.0,380297.47563934326,380297.47563934326,380297.47563934326,380297.47563934326,,
686,Salamat,Aboudéia,2011-10-01,72021.86329269409,0.0,0.0,0.0,0.0,72021.86329269409,0.0,0.0,0.0,0,72021.86329269409,0.0,0,0.0,0,72021.86329269409,72021.86329269409,72021.86329269409,72021.86329269409,72021.86329269409,72021.86329269409,0.0,,
687,Salamat,Bahr-Azoum,2011-10-01,202409.94522094727,0.0,0.0,0.0,0.0,202409.94522094727,0.0,0.0,0.0,0,202409.94522094727,0.0,0,0.0,0,202409.94522094727,202409.94522094727,202409.94522094727,202409.94522094727,202409.94522094727,202409.94522094727,0.0,,
688,Salamat,Haraze-Mangueigne,2011-10-01,61089.362877845764,0.0,0.0,0.0,0.0,61089.362877845764,0.0,0.0,0.0,0,61089.362877845764,0.0,0,0.0,0,61089.362877845764,61089.362877845764,61089.362877845764,61089.362877845764,61089.362877845764,61089.362877845764,0.0,,
689,Sila,Djourf Al Ahmar,2011-10-01,93731.781873703,0.0,0.0,0.0,0.0,93705.84727478027,25.934598922729492,0.0,0.0,0,27631.52313232422,0.0,0,0.0,0,93731.781873703,93731.781873703,27631.52313232422,93731.781873703,93731.781873703,93731.781873703,66100.25874137878,,
690,Sila,Kimiti,2011-10-01,346983.0128583908,0.0,0.0,0.0,0.0,346983.0128583908,0.0,0.0,0.0,0,276602.5284833908,0.0,0,0.0,0,346983.0128583908,346983.0128583908,276602.5284833908,346983.0128583908,346983.0128583908,346983.0128583908,70380.484375,,
691,Tandjilé,Tandjile Ouest,2011-10-01,300502.5400543213,0.0,0.0,0.0,0.0,300502.5400543213,0.0,0.0,0.0,0,300502.5400543213,0.0,0,0.0,0,300502.5400543213,300502.5400543213,300502.5400543213,300502.5400543213,300502.5400543213,300502.5400543213,0.0,,
692,Tandjilé,Tandjilé Centre,2011-10-01,134886.18991851807,0.0,0.0,0.0,0.0,134886.18991851807,0.0,0.0,0.0,0,134886.18991851807,0.0,0,0.0,0,134886.18991851807,134886.18991851807,134886.18991851807,134886.18991851807,134886.18991851807,134886.18991851807,0.0,,
693,Tandjilé,Tandjilé Est,2011-10-01,281214.59631347656,0.0,0.0,0.0,0.0,281214.59631347656,0.0,0.0,0.0,0,281214.59631347656,0.0,0,0.0,0,281214.59631347656,281214.59631347656,281214.59631347656,281214.59631347656,281214.59631347656,281214.59631347656,0.0,,
694,Tibesti,Tibesti Est,2011-10-01,16579.080086410046,0.0,0.0,0.0,0.0,16579.080086410046,0.0,0.0,0.0,0,16579.080086410046,0.0,0,0.0,0,16579.080086410046,16579.080086410046,16579.080086410046,16579.080086410046,16579.080086410046,16579.080086410046,0.0,,
695,Tibesti,Tibesti Ouest,2011-10-01,14928.873397827148,0.0,0.0,0.0,0.0,14928.873397827148,0.0,0.0,0.0,0,14928.873397827148,0.0,0,0.0,0,14928.873397827148,14928.873397827148,14928.873397827148,14928.873397827148,14928.873397827148,14928.873397827148,0.0,,
696,Wadi Fira,Biltine,2011-10-01,199902.19541549683,0.0,0.0,0.0,0.0,13205.64610671997,186696.54930877686,0.0,0.0,0,9999.007217407227,0.0,0,0.0,0,199902.19541549683,199902.19541549683,9999.007217407227,199902.19541549683,199902.19541549683,199902.19541549683,189903.1881980896,,
697,Wadi Fira,Dar-Tama,2011-10-01,211120.71793365479,0.0,0.0,0.0,0.0,36596.499183654785,174524.21875,0.0,0.0,0,0.0,0.0,0,0.0,0,211120.71793365479,211120.71793365479,0.0,211120.71793365479,211120.71793365479,211120.71793365479,211120.71793365479,,
698,Wadi Fira,Kobé,2011-10-01,130261.23686218262,0.0,0.0,0.0,0.0,130261.23686218262,0.0,0.0,0.0,0,84.21342468261719,0.0,0,0.0,0,130261.23686218262,130261.23686218262,84.21342468261719,130261.23686218262,130261.23686218262,130261.23686218262,130177.0234375,,
699,Wadi Fira,Mégri,2011-10-01,58061.87321662903,0.0,0.0,0.0,0.0,58038.69443321228,23.178783416748047,0.0,0.0,0,4.756933212280273,0.0,0,0.0,0,58061.87321662903,58061.87321662903,4.756933212280273,58061.87321662903,58061.87321662903,58061.87321662903,58057.11628341675,,
700,Barh-El-Gazel,Barh-El-Gazel Nord,2012-01-01,18677.957838833332,0.0,0.0,55552.319553375244,0.0,18677.957838833332,0.0,0.0,0.0,0,18677.957838833332,0.0,0,0.0,0,18677.957838833332,74230.27739220858,74230.27739220858,74230.27739220858,18677.957838833332,74230.27739220858,,55552.319553375244,55552.319553375244
701,Barh-El-Gazel,Barh-El-Gazel Ouest,2012-01-01,40.73449516296387,0.0,0.0,116388.791015625,0.0,40.73449516296387,0.0,0.0,0.0,0,40.73449516296387,0.0,0,0.0,0,40.73449516296387,116429.52551078796,116429.52551078796,116429.52551078796,40.73449516296387,116429.52551078796,,116388.791015625,116388.791015625
702,Barh-El-Gazel,Barh-El-Gazel Sud,2012-01-01,0.0,0.0,0.0,119091.72619056702,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,119091.72619056702,119091.72619056702,119091.72619056702,0.0,119091.72619056702,,119091.72619056702,119091.72619056702
703,Batha,Batha Est,2012-01-01,2883.644935131073,0.0,0.0,41468.560998916626,167611.44612121582,2883.644935131073,0.0,0.0,0.0,0,2883.644935131073,0.0,0,0.0,0,2883.644935131073,211963.65205526352,211963.65205526352,211963.65205526352,2883.644935131073,211963.65205526352,,209080.00712013245,209080.00712013245
704,Batha,Batha Ouest,2012-01-01,26255.003509521484,0.0,0.0,83684.75421142578,113265.15827178955,26255.003509521484,0.0,0.0,0.0,0,26255.003509521484,0.0,0,0.0,0,26255.003509521484,223204.91599273682,223204.91599273682,223204.91599273682,26255.003509521484,223204.91599273682,,196949.91248321533,196949.91248321533
705,Batha,Fitri,2012-01-01,0.0,0.0,0.0,125229.2836303711,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,125229.2836303711,125229.2836303711,125229.2836303711,0.0,125229.2836303711,,125229.2836303711,125229.2836303711
706,Borkou,Borkou,2012-01-01,91570.31475067139,0.0,0.0,0.0,0.0,91570.31475067139,0.0,0.0,0.0,0,91570.31475067139,0.0,0,0.0,0,91570.31475067139,91570.31475067139,91570.31475067139,91570.31475067139,91570.31475067139,91570.31475067139,,0.0,0.0
707,Borkou,Borkou Yala,2012-01-01,33932.9541015625,0.0,0.0,0.0,0.0,33932.9541015625,0.0,0.0,0.0,0,33932.9541015625,0.0,0,0.0,0,33932.9541015625,33932.9541015625,33932.9541015625,33932.9541015625,33932.9541015625,33932.9541015625,,0.0,0.0
708,Chari-Baguirmi,Baguirmi,2012-01-01,238113.94952583313,0.0,0.0,0.0,0.0,238113.94952583313,0.0,0.0,0.0,0,238113.94952583313,0.0,0,0.0,0,238113.94952583313,238113.94952583313,238113.94952583313,238113.94952583313,238113.94952583313,238113.94952583313,,0.0,0.0
709,Chari-Baguirmi,Chari,2012-01-01,203460.89576530457,0.0,0.0,0.0,0.0,203460.89576530457,0.0,0.0,0.0,0,203460.89576530457,0.0,0,0.0,0,203460.89576530457,203460.89576530457,203460.89576530457,203460.89576530457,203460.89576530457,203460.89576530457,,0.0,0.0
710,Chari-Baguirmi,Loug-Chari,2012-01-01,223113.49955749512,0.0,0.0,0.0,0.0,223113.49955749512,0.0,0.0,0.0,0,223113.49955749512,0.0,0,0.0,0,223113.49955749512,223113.49955749512,223113.49955749512,223113.49955749512,223113.49955749512,223113.49955749512,,0.0,0.0
711,Ennedi Est,Am-Djarass,2012-01-01,107422.99609375,0.0,0.0,0.0,0.0,107422.99609375,0.0,0.0,0.0,0,107422.99609375,0.0,0,0.0,0,107422.99609375,107422.99609375,107422.99609375,107422.99609375,107422.99609375,107422.99609375,,0.0,0.0
712,Ennedi Est,Wadi Hawar,2012-01-01,52912.52734375,0.0,0.0,271.1079406738281,0.0,52912.52734375,0.0,0.0,0.0,0,52912.52734375,0.0,0,0.0,0,52912.52734375,53183.63528442383,53183.63528442383,53183.63528442383,52912.52734375,53183.63528442383,,271.1079406738281,271.1079406738281
713,Ennedi Ouest,Fada,2012-01-01,34628.42529296875,0.0,0.0,0.0,0.0,34628.42529296875,0.0,0.0,0.0,0,34628.42529296875,0.0,0,0.0,0,34628.42529296875,34628.42529296875,34628.42529296875,34628.42529296875,34628.42529296875,34628.42529296875,,0.0,0.0
714,Ennedi Ouest,Mourtcha,2012-01-01,30139.55982208252,0.0,0.0,7.397127866744995,0.0,30139.55982208252,0.0,0.0,0.0,0,30139.55982208252,0.0,0,0.0,0,30139.55982208252,30146.956949949265,30146.956949949265,30146.956949949265,30139.55982208252,30146.956949949265,,7.397127866744995,7.397127866744995
715,Guéra,Abtouyour,2012-01-01,0.0,0.0,0.0,193625.7349872589,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,193625.7349872589,193625.7349872589,193625.7349872589,0.0,193625.7349872589,,193625.7349872589,193625.7349872589
716,Guéra,Barh-Signaka,2012-01-01,83662.9732837677,0.0,0.0,36669.38671875,0.0,83662.9732837677,0.0,0.0,0.0,0,83662.9732837677,0.0,0,0.0,0,83662.9732837677,120332.3600025177,120332.3600025177,120332.3600025177,83662.9732837677,120332.3600025177,,36669.38671875,36669.38671875
717,Guéra,Guéra,2012-01-01,0.0,0.0,0.0,199338.609375,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,199338.609375,199338.609375,199338.609375,0.0,199338.609375,,199338.609375,199338.609375
718,Guéra,Mangalmé,2012-01-01,0.0,0.0,0.0,0.0,109932.9296875,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,109932.9296875,109932.9296875,109932.9296875,0.0,109932.9296875,,109932.9296875,109932.9296875
719,Hadjer-Lamis,Dababa,2012-01-01,260285.5223388672,0.0,0.0,73.57206726074219,0.0,260285.5223388672,0.0,0.0,0.0,0,260285.5223388672,0.0,0,0.0,0,260285.5223388672,260359.09440612793,260359.09440612793,260359.09440612793,260285.5223388672,260359.09440612793,,73.57206726074219,73.57206726074219
720,Hadjer-Lamis,Dagana,2012-01-01,135379.953125,0.0,0.0,0.0,0.0,135379.953125,0.0,0.0,0.0,0,135379.953125,0.0,0,0.0,0,135379.953125,135379.953125,135379.953125,135379.953125,135379.953125,135379.953125,,0.0,0.0
721,Hadjer-Lamis,Haraze-Al-Biar,2012-01-01,163790.75118255615,0.0,0.0,0.0,0.0,163790.75118255615,0.0,0.0,0.0,0,163790.75118255615,0.0,0,0.0,0,163790.75118255615,163790.75118255615,163790.75118255615,163790.75118255615,163790.75118255615,163790.75118255615,,0.0,0.0
722,Kanem,Kanem,2012-01-01,0.0,0.0,0.0,178915.10073757172,0.0,0.0,0.0,0.0,0.0,0,1837.926025390625,0.0,0,0.0,0,0.0,180753.02676296234,180753.02676296234,180753.02676296234,0.0,180753.02676296234,,180753.02676296234,180753.02676296234
723,Kanem,Nord Kanem,2012-01-01,12756.658603668213,0.0,0.0,94990.18343353271,0.0,12756.658603668213,0.0,0.0,0.0,0,14053.256504058838,0.0,0,0.0,0,12756.658603668213,109043.43993759155,109043.43993759155,109043.43993759155,12756.658603668213,109043.43993759155,,96286.78133392334,96286.78133392334
724,Kanem,Wadi Bissam,2012-01-01,128.43157958984375,0.0,0.0,99756.5546875,0.0,128.43157958984375,0.0,0.0,0.0,0,8735.897399902344,0.0,0,0.0,0,128.43157958984375,108492.45208740234,108492.45208740234,108492.45208740234,128.43157958984375,108492.45208740234,,108364.0205078125,108364.0205078125
725,Lac,Fouli,2012-01-01,0.0,0.0,0.0,1231.6502685546875,0.0,0.0,0.0,0.0,0.0,0,71879.4375,0.0,0,0.0,0,0.0,73111.08776855469,73111.08776855469,73111.08776855469,0.0,73111.08776855469,,73111.08776855469,73111.08776855469
726,Lac,Kaya,2012-01-01,0.0,0.0,0.0,815.01416015625,0.0,0.0,0.0,0.0,0.0,0,54791.82568359375,0.0,0,0.0,0,0.0,55606.83984375,55606.83984375,55606.83984375,0.0,55606.83984375,,55606.83984375,55606.83984375
727,Lac,Mamdi,2012-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,42632.44921875,0.0,0,0.0,0,0.0,42632.44921875,42632.44921875,42632.44921875,0.0,42632.44921875,,42632.44921875,42632.44921875
728,Lac,Wayi,2012-01-01,57741.34375,0.0,0.0,9280.82568359375,0.0,57741.34375,0.0,0.0,0.0,0,233913.80834960938,0.0,0,0.0,0,57741.34375,243194.63403320312,243194.63403320312,243194.63403320312,57741.34375,243194.63403320312,,185453.29028320312,185453.29028320312
729,Logone Occidental,Dodjé,2012-01-01,155625.5729675293,0.0,0.0,120053.08276367188,0.0,35572.49020385742,120053.08276367188,0.0,0.0,0,35572.49020385742,0.0,0,0.0,0,155625.5729675293,155625.5729675293,155625.5729675293,155625.5729675293,155625.5729675293,155625.5729675293,,0.0,0.0
730,Logone Occidental,Guéni,2012-01-01,88335.58529663086,0.0,0.0,132.99053955078125,0.0,88202.59475708008,132.99053955078125,0.0,0.0,0,88202.59475708008,0.0,0,0.0,0,88335.58529663086,88335.58529663086,88335.58529663086,88335.58529663086,88335.58529663086,88335.58529663086,,0.0,0.0
731,Logone Occidental,Lac Wey,2012-01-01,295645.07453918457,0.0,0.0,86.19453430175781,0.0,295558.8800048828,86.19453430175781,0.0,0.0,0,295558.8800048828,0.0,0,0.0,0,295645.07453918457,295645.07453918457,295645.07453918457,295645.07453918457,295645.07453918457,295645.07453918457,,0.0,0.0
732,Logone Occidental,Ngourkosso,2012-01-01,176956.75567626953,0.0,0.0,0.0,0.0,176956.75567626953,0.0,0.0,0.0,0,176956.75567626953,0.0,0,0.0,0,176956.75567626953,176956.75567626953,176956.75567626953,176956.75567626953,176956.75567626953,176956.75567626953,,0.0,0.0
733,Logone Oriental,Kouh Est,2012-01-01,109642.42637634277,0.0,0.0,106010.57690429688,0.0,3631.8494720458984,106010.57690429688,0.0,0.0,0,3631.8494720458984,0.0,0,0.0,0,109642.42637634277,109642.42637634277,109642.42637634277,109642.42637634277,109642.42637634277,109642.42637634277,,0.0,0.0
734,Logone Oriental,Kouh Ouest,2012-01-01,69842.9592590332,0.0,0.0,13670.670196533203,0.0,56172.2890625,13670.670196533203,0.0,0.0,0,56172.2890625,0.0,0,0.0,0,69842.9592590332,69842.9592590332,69842.9592590332,69842.9592590332,69842.9592590332,69842.9592590332,,0.0,0.0
735,Logone Oriental,La Nya,2012-01-01,185224.2262802124,0.0,0.0,163388.02613067627,0.0,21836.200149536133,163388.02613067627,0.0,0.0,0,21836.200149536133,0.0,0,0.0,0,185224.2262802124,185224.2262802124,185224.2262802124,185224.2262802124,185224.2262802124,185224.2262802124,,0.0,0.0
