,date,admin1Name,Total,adjusted_population,CS_1,CS_2,CS_3,CS_4,CS_5,ML1_1,ML1_2,ML1_3,ML1_4,ML1_5,ML2_1,ML2_2,ML2_3,ML2_4,ML2_5,pop_CS,pop_ML1,pop_ML2
106,2010-10-01,Togdheer,721363,704763,0.0,704763.0,0.0,0.0,0.0,0.0,74157.0,630606.0,0.0,0.0,0.0,74157.0,630606.0,0.0,0.0,704763.0,704763.0,704763.0
107,2010-10-01,Woqooyi Galbeed,1242003,1213425,0.0,1213425.0,0.0,0.0,0.0,0.0,1213425.0,0.0,0.0,0.0,0.0,1213425.0,0.0,0.0,0.0,1213425.0,1213425.0,1213425.0
108,2011-01-01,Awdal,673264,675926,0.0,675926.0,0.0,0.0,0.0,0.0,675926.0,0.0,0.0,0.0,0.0,675926.0,0.0,0.0,0.0,675926.0,675926.0,675926.0
109,2011-01-01,Bakool,367227,368676,0.0,0.0,235348.0,133328.0,0.0,0.0,0.0,235348.0,133328.0,0.0,0.0,0.0,235348.0,133328.0,0.0,368676.0,368676.0,368676.0
110,2011-01-01,Banadir,1650228,1656757,0.0,0.0,0.0,1656757.0,0.0,0.0,0.0,0.0,1656757.0,0.0,0.0,0.0,0.0,1656757.0,0.0,1656757.0,1656757.0,1656757.0
111,2011-01-01,Bari,730147,733033,0.0,160114.0,572919.0,0.0,0.0,0.0,0.0,733033.0,0.0,0.0,0.0,101468.0,631565.0,0.0,0.0,733033.0,733033.0,733033.0
112,2011-01-01,Bay,792182,795314,0.0,795314.0,0.0,0.0,0.0,0.0,795314.0,0.0,0.0,0.0,0.0,795314.0,0.0,0.0,0.0,795314.0,795314.0,795314.0
113,2011-01-01,Galgaduud,569434,571684,0.0,0.0,0.0,571684.0,0.0,0.0,0.0,0.0,571684.0,0.0,0.0,0.0,571684.0,0.0,0.0,571684.0,571684.0,571684.0
114,2011-01-01,Gedo,508403,510411,0.0,238368.0,83444.0,188599.0,0.0,0.0,238368.0,83444.0,188599.0,0.0,0.0,238368.0,83444.0,188599.0,0.0,510411.0,510411.0,510411.0
115,2011-01-01,Hiraan,520686,522745,0.0,0.0,0.0,522745.0,0.0,0.0,0.0,0.0,522745.0,0.0,0.0,0.0,0.0,522745.0,0.0,522745.0,522745.0,522745.0
116,2011-01-01,Lower Juba,489307,491241,0.0,491241.0,0.0,0.0,0.0,0.0,336543.0,154698.0,0.0,0.0,0.0,392943.0,98298.0,0.0,0.0,491241.0,491241.0,491241.0
117,2011-01-01,Lower Shabelle,1202219,1206972,0.0,1206972.0,0.0,0.0,0.0,0.0,1206972.0,0.0,0.0,0.0,0.0,1206972.0,0.0,0.0,0.0,1206972.0,1206972.0,1206972.0
118,2011-01-01,Middle Juba,362921,364356,0.0,364356.0,0.0,0.0,0.0,0.0,364356.0,0.0,0.0,0.0,0.0,364356.0,0.0,0.0,0.0,364356.0,364356.0,364356.0
119,2011-01-01,Middle Shabelle,516035,518074,0.0,0.0,392905.0,125169.0,0.0,0.0,0.0,392905.0,125169.0,0.0,0.0,0.0,392905.0,125169.0,0.0,518074.0,518074.0,518074.0
120,2011-01-01,Mudug,717862,720698,0.0,0.0,0.0,720698.0,0.0,0.0,0.0,470642.0,250056.0,0.0,0.0,0.0,605021.0,115677.0,0.0,720698.0,720698.0,720698.0
121,2011-01-01,Nugaal,392697,394250,0.0,247678.0,0.0,146572.0,0.0,0.0,0.0,312898.0,81352.0,0.0,0.0,329030.0,65220.0,0.0,0.0,394250.0,394250.0,394250.0
122,2011-01-01,Sanaag,544123,546275,0.0,306475.0,239800.0,0.0,0.0,0.0,0.0,546275.0,0.0,0.0,0.0,306475.0,239800.0,0.0,0.0,546275.0,546275.0,546275.0
123,2011-01-01,Sool,327427,328719,0.0,328719.0,0.0,0.0,0.0,0.0,0.0,328719.0,0.0,0.0,0.0,328719.0,0.0,0.0,0.0,328719.0,328719.0,328719.0
124,2011-01-01,Togdheer,721363,724216,0.0,724216.0,0.0,0.0,0.0,0.0,76204.0,648012.0,0.0,0.0,0.0,724216.0,0.0,0.0,0.0,724216.0,724216.0,724216.0
125,2011-01-01,Woqooyi Galbeed,1242003,1246916,0.0,1246916.0,0.0,0.0,0.0,0.0,1246916.0,0.0,0.0,0.0,0.0,1246916.0,0.0,0.0,0.0,1246916.0,1246916.0,1246916.0
126,2011-04-01,Awdal,673264,675926,0.0,675926.0,0.0,0.0,0.0,0.0,675926.0,0.0,0.0,0.0,0.0,675926.0,0.0,0.0,0.0,675926.0,675926.0,675926.0
127,2011-04-01,Bakool,367227,368676,0.0,0.0,235348.0,133328.0,0.0,0.0,0.0,235348.0,133328.0,0.0,0.0,0.0,235348.0,133328.0,0.0,368676.0,368676.0,368676.0
128,2011-04-01,Banadir,1650228,1656757,0.0,0.0,0.0,1656757.0,0.0,0.0,0.0,0.0,1656757.0,0.0,0.0,0.0,0.0,1656757.0,0.0,1656757.0,1656757.0,1656757.0
129,2011-04-01,Bari,730147,733033,0.0,160114.0,572919.0,0.0,0.0,0.0,0.0,733033.0,0.0,0.0,0.0,0.0,733033.0,0.0,0.0,733033.0,733033.0,733033.0
130,2011-04-01,Bay,792182,795314,0.0,795314.0,0.0,0.0,0.0,0.0,0.0,795314.0,0.0,0.0,0.0,0.0,795314.0,0.0,0.0,795314.0,795314.0,795314.0
131,2011-04-01,Galgaduud,569434,571684,0.0,0.0,0.0,571684.0,0.0,0.0,0.0,377440.0,194244.0,0.0,0.0,0.0,377440.0,194244.0,0.0,571684.0,571684.0,571684.0
132,2011-04-01,Gedo,508403,510411,0.0,238368.0,83444.0,188599.0,0.0,0.0,0.0,399068.0,111343.0,0.0,0.0,0.0,399068.0,111343.0,0.0,510411.0,510411.0,510411.0
133,2011-04-01,Hiraan,520686,522745,0.0,0.0,0.0,522745.0,0.0,0.0,0.0,0.0,522745.0,0.0,0.0,0.0,0.0,522745.0,0.0,522745.0,522745.0,522745.0
134,2011-04-01,Lower Juba,489307,491241,0.0,491241.0,0.0,0.0,0.0,0.0,0.0,491241.0,0.0,0.0,0.0,0.0,163376.0,327865.0,0.0,491241.0,491241.0,491241.0
