ADMIN0,date,CS_1,CS_2,CS_99,ML1_1,ML1_2,ML1_99,ML2_1,ML2_2,ML2_3,ML2_99,CS_3,CS_4,CS_5,ML1_3,ML1_4,ML1_5,ML2_4,ML2_5,pop_CS,pop_total_CS,pop_ML1,pop_total_ML1,pop_ML2,pop_total_ML2,perc_CS_1,perc_CS_2,perc_CS_3,perc_CS_4,perc_CS_5,CS_3p,perc_CS_3p,CS_4p,perc_CS_4p,CS_2m,perc_CS_2m,perc_ML1_1,perc_ML1_2,perc_ML1_3,perc_ML1_4,perc_ML1_5,ML1_3p,perc_ML1_3p,ML1_4p,perc_ML1_4p,ML1_2m,perc_ML1_2m,perc_ML2_1,perc_ML2_2,perc_ML2_3,perc_ML2_4,perc_ML2_5,ML2_3p,perc_ML2_3p,ML2_4p,perc_ML2_4p,ML2_2m,perc_ML2_2m,perc_inc_ML2_3p,perc_inc_ML1_3p,CS_88,ML1_88,ML2_88
Malawi,2012-01-01,11716622.301391602,3483164.1796875,4208.319610595703,12073083.305297852,3126703.17578125,4208.319610595703,15199786.481079102,0.0,0.0,4208.319610595703,0.0,0,0,0.0,0,0,0.0,0,15199786.481079102,15203994.800689697,15199786.481079102,15203994.800689697,15199786.481079102,15203994.800689697,77.0841242801444,22.915875719855602,0.0,0.0,0.0,0.0,0.0,0,0.0,15199786.481079102,100.0,79.4292954070545,20.570704592945514,0.0,0.0,0.0,0.0,0.0,0,0.0,15199786.481079102,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15199786.481079102,100.0,0.0,0.0,,,
Malawi,2012-04-01,14546894.973266602,652891.5078125,4208.319610595703,10453123.613891602,4746662.8671875,4208.319610595703,10155800.942016602,2577559.4453125,2466426.09375,4208.319610595703,0.0,0,0,0.0,0,0,0.0,0,15199786.481079102,15203994.800689697,15199786.481079102,15203994.800689697,15199786.481079102,15203994.800689697,95.70460079406229,4.2953992059377155,0.0,0.0,0.0,0.0,0.0,0,0.0,15199786.481079102,100.0,68.77151614533396,31.22848385466605,0.0,0.0,0.0,0.0,0.0,0,0.0,15199786.481079102,100.0,66.81541845774399,16.95786614187693,16.22671540037908,0.0,0.0,2466426.09375,16.22671540037908,0.0,0.0,12733360.387329102,83.77328459962092,16.22671540037908,0.0,,,
Malawi,2012-07-01,0.0,0.0,15203994.858886719,8261810.126220703,3430234.3203125,1174880.296875,8261810.126220703,4850991.63671875,916312.7990722656,1174880.296875,0.0,0,0,2337070.1154785156,0,0,0.0,0,0.0,15203994.858886719,14029114.562011719,15203994.858886719,14029114.562011719,15203994.858886719,,,,,,0.0,,0,,0.0,,58.89046019049682,24.450825496863132,16.65871431264005,0.0,0.0,2337070.1154785156,16.65871431264005,0,0.0,11692044.446533203,83.34128568735994,58.89046019049682,34.57803138805602,6.531508421447163,0.0,0.0,916312.7990722656,6.531508421447163,0.0,0.0,13112801.762939453,93.46849157855284,,,,,
Malawi,2012-10-01,7761422.805908203,4645409.76953125,1174880.296875,7761422.805908203,4645409.76953125,1174880.296875,7761422.805908203,962078.625,3683331.14453125,1174880.296875,1622281.9865722656,0,0,1622281.9865722656,0,0,1622281.9865722656,0,14029114.562011719,15203994.858886719,14029114.562011719,15203994.858886719,14029114.562011719,15203994.858886719,55.32368255744892,33.11263693084503,11.563680511706057,0.0,0.0,1622281.9865722656,11.563680511706057,0,0.0,12406832.575439453,88.43631948829395,55.32368255744892,33.11263693084503,11.563680511706057,0.0,0.0,1622281.9865722656,11.563680511706057,0,0.0,12406832.575439453,88.43631948829395,55.32368255744892,6.85772876646922,26.254908164375806,11.563680511706057,0.0,5305613.131103516,37.818588676081866,1622281.9865722656,11.563680511706057,8723501.430908203,62.181411323918134,26.25490816437581,0.0,,,
Malawi,2013-01-01,8042624.4453125,5888121.997558594,1220230.78125,8042624.4453125,5888121.997558594,1220230.78125,14402359.161621094,0.0,0.0,1220230.78125,471612.71875,0,0,471612.71875,0,0,0.0,0,14402359.161621094,15622589.942871094,14402359.161621094,15622589.942871094,14402359.161621094,15622589.942871094,55.84240994867151,40.88303819869356,3.274551852634929,0.0,0.0,471612.71875,3.274551852634929,0,0.0,13930746.442871094,96.72544814736507,55.84240994867151,40.88303819869356,3.274551852634929,0.0,0.0,471612.71875,3.274551852634929,0,0.0,13930746.442871094,96.72544814736507,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14402359.161621094,100.0,-3.274551852634929,0.0,,,
Malawi,2013-04-01,15520774.474121094,0.0,101815.46875,15520774.474121094,0.0,101815.46875,11456626.684082031,4064147.7900390625,0.0,101815.46875,0.0,0,0,0.0,0,0,0.0,0,15520774.474121094,15622589.942871094,15520774.474121094,15622589.942871094,15520774.474121094,15622589.942871094,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,15520774.474121094,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,15520774.474121094,100.0,73.8147874204634,26.185212579536604,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15520774.474121094,100.0,0.0,0.0,,,
Malawi,2013-07-01,10831172.508300781,4685289.7646484375,106127.669921875,9450174.781738281,6066287.4912109375,106127.669921875,6868906.1708984375,5802156.053222656,2845400.048828125,106127.669921875,0.0,0,0,0.0,0,0,0.0,0,15516462.272949219,15622589.942871094,15516462.272949219,15622589.942871094,15516462.272949219,15622589.942871094,69.80439431211981,30.195605687880185,0.0,0.0,0.0,0.0,0.0,0,0.0,15516462.272949219,100.0,60.9041843140581,39.0958156859419,0.0,0.0,0.0,0.0,0.0,0,0.0,15516462.272949219,100.0,44.26850689331043,37.393549838598865,18.337943268090704,0.0,0.0,2845400.048828125,18.337943268090704,0.0,0.0,12671062.224121094,81.66205673190929,18.337943268090704,0.0,,,
Malawi,2013-10-01,10096436.610351562,5424337.863769531,101815.46875,9409236.157226562,6111538.316894531,101815.46875,6750563.9150390625,4745617.023925781,4024593.53515625,101815.46875,0.0,0,0,0.0,0,0,0.0,0,15520774.474121094,15622589.942871094,15520774.474121094,15622589.942871094,15520774.474121094,15622589.942871094,65.05111344273496,34.94888655726505,0.0,0.0,0.0,0.0,0.0,0,0.0,15520774.474121094,100.0,60.623496417110246,39.376503582889754,0.0,0.0,0.0,0.0,0.0,0,0.0,15520774.474121094,100.0,43.4937311040423,30.575903488827123,25.930365407130584,0.0,0.0,4024593.53515625,25.930365407130584,0.0,0.0,11496180.938964844,74.06963459286942,25.930365407130584,0.0,,,
Malawi,2014-01-01,0.0,0.0,16046909.81665039,6149905.036865234,9262176.654785156,,16046909.81665039,0.0,0.0,,0.0,0,0,634828.125,0,0,0.0,0,0.0,16046909.81665039,16046909.81665039,16046909.81665039,16046909.81665039,16046909.81665039,,,,,,0.0,,0,,0.0,,38.32454414671196,57.71937875026041,3.9560771030276354,0.0,0.0,634828.125,3.9560771030276354,0,0.0,15412081.69165039,96.04392289697236,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16046909.81665039,100.0,,,,,
Malawi,2014-04-01,0.0,0.0,16046909.81665039,15839308.43383789,101399.640625,106201.7421875,15839308.43383789,101399.640625,0.0,106201.7421875,0.0,0,0,0.0,0,0,0.0,0,0.0,16046909.81665039,15940708.07446289,16046909.81665039,15940708.07446289,16046909.81665039,,,,,,0.0,,0,,0.0,,99.36389500296137,0.6361049970386373,0.0,0.0,0.0,0.0,0.0,0,0.0,15940708.07446289,100.0,99.36389500296137,0.6361049970386373,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15940708.07446289,100.0,,,,,
Malawi,2014-07-01,14642567.55883789,1298140.515625,106201.7421875,14642567.55883789,0.0,106201.7421875,14642567.55883789,0.0,1298140.515625,106201.7421875,0.0,0,0,1298140.515625,0,0,0.0,0,15940708.07446289,16046909.81665039,15940708.07446289,16046909.81665039,15940708.07446289,16046909.81665039,91.85644383197364,8.143556168026368,0.0,0.0,0.0,0.0,0.0,0,0.0,15940708.07446289,100.0,91.85644383197364,0.0,8.143556168026368,0.0,0.0,1298140.515625,8.143556168026368,0,0.0,14642567.55883789,91.85644383197364,91.85644383197364,0.0,8.143556168026368,0.0,0.0,1298140.515625,8.143556168026368,0.0,0.0,14642567.55883789,91.85644383197364,8.143556168026368,8.143556168026368,,,
Malawi,2014-10-01,14642567.55883789,101399.640625,106201.7421875,14642567.55883789,101399.640625,106201.7421875,15940708.07446289,0.0,0.0,106201.7421875,1196740.875,0,0,1196740.875,0,0,0.0,0,15940708.07446289,16046909.81665039,15940708.07446289,16046909.81665039,15940708.07446289,16046909.81665039,91.85644383197364,0.6361049970386373,7.50745117098773,0.0,0.0,1196740.875,7.50745117098773,0,0.0,14743967.19946289,92.49254882901226,91.85644383197364,0.6361049970386373,7.50745117098773,0.0,0.0,1196740.875,7.50745117098773,0,0.0,14743967.19946289,92.49254882901226,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15940708.07446289,100.0,-7.50745117098773,0.0,,,
Malawi,2015-01-01,12111362.967285156,3115683.96484375,107094.2109375,12111362.967285156,3115683.96484375,107094.2109375,12111362.967285156,3115683.96484375,1150652.0737304688,107094.2109375,1150652.0737304688,0,0,1150652.0737304688,0,0,0.0,0,16377699.005859375,16484793.216796875,16377699.005859375,16484793.216796875,16377699.005859375,16484793.216796875,73.95033308984448,19.023942030739885,7.025724879415632,0.0,0.0,1150652.0737304688,7.025724879415632,0,0.0,15227046.932128906,92.97427512058437,73.95033308984448,19.023942030739885,7.025724879415632,0.0,0.0,1150652.0737304688,7.025724879415632,0,0.0,15227046.932128906,92.97427512058437,73.95033308984448,19.023942030739885,7.025724879415632,0.0,0.0,1150652.0737304688,7.025724879415632,0.0,0.0,15227046.932128906,92.97427512058437,0.0,0.0,,,
Malawi,2015-04-01,12426739.822753906,3950959.1831054688,107094.2109375,12705215.994628906,3672483.0112304688,107094.2109375,12705215.994628906,3672483.0112304688,0.0,107094.2109375,0.0,0,0,0.0,0,0,0.0,0,16377699.005859375,16484793.216796875,16377699.005859375,16484793.216796875,16377699.005859375,16484793.216796875,75.8759812248842,24.124018775115797,0.0,0.0,0.0,0.0,0.0,0,0.0,16377699.005859375,100.0,77.57631881061813,22.42368118938186,0.0,0.0,0.0,0.0,0.0,0,0.0,16377699.005859375,100.0,77.57631881061813,22.42368118938186,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16377699.005859375,100.0,0.0,0.0,,,
Malawi,2015-07-01,11962531.705566406,4415167.300292969,107094.2109375,10993872.455566406,5383826.550292969,107094.2109375,3259773.3305664062,10120979.89453125,2996945.7807617188,107094.2109375,0.0,0,0,0.0,0,0,0.0,0,16377699.005859375,16484793.216796875,16377699.005859375,16484793.216796875,16377699.005859375,16484793.216796875,73.04158967194736,26.958410328052647,0.0,0.0,0.0,0.0,0.0,0,0.0,16377699.005859375,100.0,67.12708819250604,32.87291180749397,0.0,0.0,0.0,0.0,0.0,0,0.0,16377699.005859375,100.0,19.903732077382617,61.79732507545971,18.298942847157683,0.0,0.0,2996945.7807617188,18.298942847157683,0.0,0.0,13380753.225097656,81.70105715284231,18.298942847157683,0.0,,,
Malawi,2015-10-01,6502196.416503906,6985651.01953125,,3949311.5415039062,9538535.89453125,,2578151.3149414062,4980413.1015625,8926228.800292969,,2996945.7807617188,0,0,2996945.7807617188,0,0,0.0,0,16484793.216796875,16484793.216796875,16484793.216796875,16484793.216796875,16484793.216796875,16484793.216796875,39.44360314983274,42.376333919756725,18.180062930410536,0.0,0.0,2996945.7807617188,18.180062930410536,0,0.0,13487847.436035156,81.81993706958947,23.957301068719676,57.86263600086979,18.180062930410536,0.0,0.0,2996945.7807617188,18.180062930410536,0,0.0,13487847.436035156,81.81993706958947,15.639573278446992,30.212166061554235,54.14826065999877,0.0,0.0,8926228.800292969,54.14826065999877,0.0,0.0,7558564.416503906,45.851739340001224,35.96819772958823,0.0,,,
Malawi,2016-02-01,16677297.751220703,267329.375,,16677297.751220703,267329.375,,13148409.430175781,3796217.696044922,0.0,,0.0,0,0,0.0,0,0,0.0,0,16944627.126220703,16944627.126220703,16944627.126220703,16944627.126220703,16944627.126220703,16944627.126220703,98.42233545177088,1.5776645482291272,0.0,0.0,0.0,0.0,0.0,0,0.0,16944627.126220703,100.0,98.42233545177088,1.5776645482291272,0.0,0.0,0.0,0.0,0.0,0,0.0,16944627.126220703,100.0,77.59633382448102,22.403666175518982,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16944627.126220703,100.0,0.0,0.0,,,
Malawi,2016-06-01,12366266.049804688,1831274.9921875,1380335.9291992188,10383972.637695312,780779.890625,1380335.9291992188,2541231.8916015625,301069.5703125,12721989.735107422,1380335.9291992188,1366750.1550292969,0,0,4399538.668701172,0,0,0.0,0,15564291.197021484,16944627.126220703,15564291.197021484,16944627.126220703,15564291.197021484,16944627.126220703,79.45280574146031,11.765874648618425,8.781319609921265,0.0,0.0,1366750.1550292969,8.781319609921265,0,0.0,14197541.041992188,91.21868039007873,66.71664328461343,5.016482156119109,28.266874559267468,0.0,0.0,4399538.668701172,28.266874559267468,0,0.0,11164752.528320312,71.73312544073254,16.327321684188707,1.9343609452007378,81.73831737061056,0.0,0.0,12721989.735107422,81.73831737061056,0.0,0.0,2842301.4619140625,18.26168262938944,72.95699776068929,19.485554949346202,,,
Malawi,2016-10-01,2107269.8266601562,4624759.193359375,2638004.0234375,2107269.8266601562,401490.453125,2638004.0234375,2107269.8266601562,401490.453125,10119941.59375,2638004.0234375,7474455.369140625,0,0,11697724.109375,0,0,1577782.515625,0,14206484.389160156,16944627.162597656,14206484.389160156,16944627.162597656,14206484.389160156,16944627.162597656,14.83315483926514,32.553861086759525,52.61298407397533,0.0,0.0,7474455.369140625,52.61298407397533,0,0.0,6732029.020019531,47.38701592602467,14.83315483926514,2.8261070235740067,82.34073813716086,0.0,0.0,11697724.109375,82.34073813716086,0,0.0,2508760.2797851562,17.659261862839145,14.83315483926514,2.8261070235740067,71.2346652171858,11.106072919975057,0.0,11697724.109375,82.34073813716086,1577782.515625,11.106072919975057,2508760.2797851562,17.659261862839145,29.72775406318552,29.72775406318552,100138.75,100138.75,100138.75
Malawi,2017-02-01,2198498.2802734375,12418224.9296875,2745168.6110839844,2198498.2802734375,12418224.9296875,2745168.6110839844,13722226.858398438,894496.3515625,0.0,2745168.6110839844,0.0,0,0,0.0,0,0,0.0,0,14616723.209960938,17465640.594482422,14616723.209960938,17465640.594482422,14616723.209960938,17465640.594482422,15.040979080559005,84.959020919441,0.0,0.0,0.0,0.0,0.0,0,0.0,14616723.209960938,100.0,15.040979080559005,84.959020919441,0.0,0.0,0.0,0.0,0.0,0,0.0,14616723.209960938,100.0,93.88032229444612,6.119677705553888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14616723.209960938,100.0,0.0,0.0,103748.7734375,103748.7734375,103748.7734375
Malawi,2017-06-01,14261210.108398438,355513.1015625,2745168.6110839844,14261210.108398438,355513.1015625,2745168.6110839844,14261210.108398438,0.0,355513.1015625,2745168.6110839844,0.0,0,0,0.0,0,0,0.0,0,14616723.209960938,17465640.594482422,14616723.209960938,17465640.594482422,14616723.209960938,17465640.594482422,97.56776470036577,2.432235299634234,0.0,0.0,0.0,0.0,0.0,0,0.0,14616723.209960938,100.0,97.56776470036577,2.432235299634234,0.0,0.0,0.0,0.0,0.0,0,0.0,14616723.209960938,100.0,97.56776470036577,0.0,2.432235299634234,0.0,0.0,355513.1015625,2.432235299634234,0.0,0.0,14261210.108398438,97.56776470036577,2.432235299634234,0.0,103748.7734375,103748.7734375,103748.7734375
Malawi,2017-10-01,13814355.428710938,802367.78125,2745168.6110839844,13396790.823242188,1219932.38671875,2745168.6110839844,12432203.385742188,964587.4375,1219932.38671875,2745168.6110839844,0.0,0,0,0.0,0,0,0.0,0,14616723.209960938,17465640.594482422,14616723.209960938,17465640.594482422,14616723.209960938,17465640.594482422,94.51061794271915,5.489382057280841,0.0,0.0,0.0,0.0,0.0,0,0.0,14616723.209960938,100.0,91.6538586029501,8.346141397049895,0.0,0.0,0.0,0.0,0.0,0,0.0,14616723.209960938,100.0,85.05465422831531,6.599204374634785,8.346141397049895,0.0,0.0,1219932.38671875,8.346141397049895,0.0,0.0,13396790.823242188,91.6538586029501,8.346141397049895,0.0,103748.7734375,103748.7734375,103748.7734375
Malawi,2018-02-01,14900932.133789062,0.0,2858784.295654297,14900932.133789062,0.0,2858784.295654297,13205884.071289062,1695048.0625,0.0,2858784.295654297,0.0,0,0,0.0,0,0,0.0,0,14900932.133789062,17867162.10131836,14900932.133789062,17867162.10131836,14900932.133789062,17867162.10131836,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,14900932.133789062,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,14900932.133789062,100.0,88.62455014705863,11.375449852941362,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14900932.133789062,100.0,0.0,0.0,107445.671875,107445.671875,107445.671875
Malawi,2018-06-01,22513328.158203125,7288536.109375,5717568.591308594,21979527.658203125,7822336.609375,5717568.591308594,6688271.7041015625,5109500.75,3103159.6796875,2858784.295654297,0.0,0,0,0.0,0,0,0.0,0,29801864.267578125,35734324.20263672,29801864.267578125,35734324.20263672,14900932.133789062,17867162.10131836,75.54335512726865,24.456644872731346,0.0,0.0,0.0,0.0,0.0,0,0.0,29801864.267578125,100.0,73.75219033567295,26.24780966432705,0.0,0.0,0.0,0.0,0.0,0,0.0,29801864.267578125,100.0,44.88492158779361,34.289806195505015,20.825272216701368,0.0,0.0,3103159.6796875,20.825272216701368,0.0,0.0,11797772.454101562,79.17472778329862,20.825272216701368,0.0,214891.34375,214891.34375,107445.671875
Malawi,2018-10-01,0.0,0.0,17877890.0,3734928.5,7447017.0,2858784.25,0.0,0.0,0.0,17877890.0,0.0,0,0,3729714.0,0,0,0.0,0,0.0,17877890.0,14911659.5,17877889.421875,0.0,17877890.0,,,,,,0.0,,0,,0.0,,25.04703450343672,49.94090027337333,25.01206522318995,0.0,0.0,3729714.0,25.01206522318995,0,0.0,11181945.5,74.98793477681005,,,,,,0.0,,0.0,,0.0,,,,,107445.671875,
Malawi,2018-12-01,5690062.7470703125,4401381.9140625,2858784.295654297,1174677.4736328125,8916767.1875,2858784.295654297,10301783.567382812,4599148.56640625,0.0,2858784.295654297,4809487.47265625,0,0,4809487.47265625,0,0,0.0,0,14900932.133789062,17867162.10131836,14900932.133789062,17867162.10131836,14900932.133789062,17867162.10131836,38.185951697395076,29.537628079534784,32.27642022307014,0.0,0.0,4809487.47265625,32.27642022307014,0,0.0,10091444.661132812,67.72357977692985,7.883248263168293,59.84033151376157,32.27642022307014,0.0,0.0,4809487.47265625,32.27642022307014,0,0.0,10091444.661132812,67.72357977692985,69.1351619810595,30.86483801894051,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14900932.133789062,100.0,-32.27642022307014,0.0,107445.671875,107445.671875,107445.671875
Malawi,2019-02-01,10034786.414550781,5203922.1904296875,2983116.4587402344,10034786.414550781,5203922.1904296875,2983116.4587402344,15238708.604980469,0.0,0.0,2983116.4587402344,0.0,0,0,0.0,0,0,0.0,0,15238708.604980469,18333347.688720703,15238708.604980469,18333347.688720703,15238708.604980469,18333347.688720703,65.85063521242942,34.149364787570576,0.0,0.0,0.0,0.0,0.0,0,0.0,15238708.604980469,100.0,65.85063521242942,34.149364787570576,0.0,0.0,0.0,0.0,0.0,0,0.0,15238708.604980469,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15238708.604980469,100.0,0.0,0.0,111522.625,111522.625,111522.625
