,ADMIN1,ADMIN2,date,CS_1,CS_2,CS_99,ML1_1,ML1_2,ML1_99,ML2_1,ML2_2,ML2_3,ML2_99,CS_3,CS_4,CS_5,ML1_3,ML1_4,ML1_5,ML2_4,ML2_5,pop_CS,pop_Total_CS,pop_ML1,pop_Total_ML1,pop_ML2,pop_Total_ML2,CS_88,ML1_88,ML2_88
287,Southern,Zomba City,2011-07-01,88049.04833984375,0.0,,68827.09130859375,19221.95703125,0.0,88049.04833984375,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0,88049.04833984375,88049.04833984375,88049.04833984375,88049.04833984375,88049.04833984375,88049.04833984375,,,
288,Central,Dedza,2011-10-01,701180.2540159225,0.0,0.0,701180.2540159225,0.0,0.0,700912.8076047897,267.4464111328125,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0,701180.2540159225,701180.2540159225,701180.2540159225,701180.2540159225,701180.2540159225,701180.2540159225,,,
289,Central,Dowa,2011-10-01,649596.6316986084,0.0,0.0,649596.6316986084,0.0,0.0,649596.6316986084,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0,649596.6316986084,649596.6316986084,649596.6316986084,649596.6316986084,649596.6316986084,649596.6316986084,,,
290,Central,Kasungu,2011-10-01,712576.1111030579,0.0,0.0,712576.1111030579,0.0,0.0,712576.1111030579,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0,712576.1111030579,712576.1111030579,712576.1111030579,712576.1111030579,712576.1111030579,712576.1111030579,,,
291,Central,Lilongwe,2011-10-01,1438723.3871215656,0.0,0.0,1438723.3871215656,0.0,0.0,1438723.3871215656,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0,1438723.3871215656,1438723.3871215656,1438723.3871215656,1438723.3871215656,1438723.3871215656,1438723.3871215656,,,
292,Central,Lilongwe City,2011-10-01,816261.634765625,0.0,0.0,816261.634765625,0.0,0.0,816261.634765625,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0,816261.634765625,816261.634765625,816261.634765625,816261.634765625,816261.634765625,816261.634765625,,,
293,Central,Mchinji,2011-10-01,522850.9919948578,0.0,0.0,522850.9919948578,0.0,0.0,522850.9919948578,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0,522850.9919948578,522850.9919948578,522850.9919948578,522850.9919948578,522850.9919948578,522850.9919948578,,,
294,Central,Nkhotakota,2011-10-01,330544.75965309143,0.0,0.0,330544.75965309143,0.0,0.0,330544.75965309143,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0,330544.75965309143,330544.75965309143,330544.75965309143,330544.75965309143,330544.75965309143,330544.75965309143,,,
295,Central,Ntcheu,2011-10-01,524763.412689209,2176.1158447265625,0.0,524763.412689209,2176.1158447265625,0.0,324336.608001709,202602.92053222656,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0,526939.5285339355,526939.5285339355,526939.5285339355,526939.5285339355,526939.5285339355,526939.5285339355,,,
296,Central,Ntchisi,2011-10-01,256198.08559799194,0.0,0.0,256198.08559799194,0.0,0.0,256198.08559799194,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0,256198.08559799194,256198.08559799194,256198.08559799194,256198.08559799194,256198.08559799194,256198.08559799194,,,
297,Central,Salima,2011-10-01,382745.83600616455,0.0,0.0,382745.83600616455,0.0,0.0,382745.83600616455,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0,382745.83600616455,382745.83600616455,382745.83600616455,382745.83600616455,382745.83600616455,382745.83600616455,,,
298,Northern,Chitipa,2011-10-01,202871.81583868433,0.0,0.0,202871.81583868433,0.0,0.0,202871.81583868433,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0,202871.81583868433,202871.81583868433,202871.81583868433,202871.81583868433,202871.81583868433,202871.81583868433,,,
299,Northern,Karonga,2011-10-01,298862.5348865092,0.0,0.0,298862.5348865092,0.0,0.0,298862.5348865092,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0,298862.5348865092,298862.5348865092,298862.5348865092,298862.5348865092,298862.5348865092,298862.5348865092,,,
300,Northern,Likoma,2011-10-01,0.0,0.0,4102.489833831787,0.0,0.0,4102.489833831787,0.0,0.0,0.0,4102.489833831787,0.0,0,0,0.0,0,0,0.0,0,0.0,4102.489833831787,0.0,4102.489833831787,0.0,4102.489833831787,,,
301,Northern,Mzimba,2011-10-01,835481.6661086082,0.0,0.0,835481.6661086082,0.0,0.0,835481.6661086082,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0,835481.6661086082,835481.6661086082,835481.6661086082,835481.6661086082,835481.6661086082,835481.6661086082,,,
302,Northern,Mzuzu City,2011-10-01,152402.43359375,0.0,0.0,152402.43359375,0.0,0.0,152402.43359375,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0,152402.43359375,152402.43359375,152402.43359375,152402.43359375,152402.43359375,152402.43359375,,,
303,Northern,Nkhata Bay,2011-10-01,224852.978358984,0.0,0.0,224852.978358984,0.0,0.0,224852.978358984,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0,224852.978358984,224852.978358984,224852.978358984,224852.978358984,224852.978358984,224852.978358984,,,
304,Northern,Rumphi,2011-10-01,180314.43468493223,0.0,0.0,180314.43468493223,0.0,0.0,180314.43468493223,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0,180314.43468493223,180314.43468493223,180314.43468493223,180314.43468493223,180314.43468493223,180314.43468493223,,,
305,Southern,Balaka,2011-10-01,109089.12160491943,251693.130859375,0.0,108888.03816986084,251894.2142944336,0.0,108124.56063079834,252657.6918334961,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0,360782.25246429443,360782.25246429443,360782.25246429443,360782.25246429443,360782.25246429443,360782.25246429443,,,
306,Southern,Blantyre,2011-10-01,108623.39797973633,289163.1640625,0.0,108371.50549316406,289415.05654907227,0.0,108371.50549316406,289415.05654907227,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0,397786.5620422363,397786.5620422363,397786.5620422363,397786.5620422363,397786.5620422363,397786.5620422363,,,
307,Southern,Blantyre City,2011-10-01,4724.1436767578125,712741.1184082031,0.0,4724.1436767578125,712741.1184082031,0.0,4724.1436767578125,712741.1184082031,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0,717465.2620849609,717465.2620849609,717465.2620849609,717465.2620849609,717465.2620849609,717465.2620849609,,,
308,Southern,Chikwawa,2011-10-01,149005.0583343506,345554.14935302734,0.0,1413.476303100586,493145.73138427734,0.0,1413.476303100586,165074.73529052734,328070.99609375,0.0,0.0,0,0,0.0,0,0,0.0,0,494559.20768737793,494559.20768737793,494559.20768737793,494559.20768737793,494559.20768737793,494559.20768737793,,,
309,Southern,Chiradzulu,2011-10-01,208003.6328125,113152.51788330078,0.0,208003.6328125,113152.51788330078,0.0,208003.6328125,113152.51788330078,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0,321156.1506958008,321156.1506958008,321156.1506958008,321156.1506958008,321156.1506958008,321156.1506958008,,,
310,Southern,Machinga,2011-10-01,568330.6545410156,4346.4072265625,0.0,568330.6545410156,4346.4072265625,0.0,568330.6545410156,4346.4072265625,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0,572677.0617675781,572677.0617675781,572677.0617675781,572677.0617675781,572677.0617675781,572677.0617675781,,,
311,Southern,Mangochi,2011-10-01,853674.1615246385,966.662353515625,0.0,853674.1615246385,966.662353515625,0.0,853242.69628416,1398.1275939941406,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0,854640.8238781542,854640.8238781542,854640.8238781542,854640.8238781542,854640.8238781542,854640.8238781542,,,
312,Southern,Mulanje,2011-10-01,572700.6199951172,1419.357437133789,0.0,572700.6199951172,1419.357437133789,0.0,572700.6199951172,1419.357437133789,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0,574119.977432251,574119.977432251,574119.977432251,574119.977432251,574119.977432251,574119.977432251,,,
313,Southern,Mwanza,2011-10-01,201.21566772460938,105865.63598632812,0.0,0.0,106066.85165405273,0.0,0.0,106066.85165405273,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0,106066.85165405273,106066.85165405273,106066.85165405273,106066.85165405273,106066.85165405273,106066.85165405273,,,
314,Southern,Neno,2011-10-01,69871.52822875977,57422.13059133291,0.0,161.81729125976562,127131.84152883291,0.0,0.0,127293.65882009268,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0,127293.65882009268,127293.65882009268,127293.65882009268,127293.65882009268,127293.65882009268,127293.65882009268,,,
315,Southern,Nsanje,2011-10-01,1498.6914672851562,260024.8828125,0.0,536.5887451171875,260986.98553466797,0.0,536.5887451171875,260223.54278564453,763.4427490234375,0.0,0.0,0,0,0.0,0,0,0.0,0,261523.57427978516,261523.57427978516,261523.57427978516,261523.57427978516,261523.57427978516,261523.57427978516,,,
316,Southern,Phalombe,2011-10-01,176749.3067626953,177814.23303222656,0.0,176749.3067626953,177814.23303222656,0.0,176749.3067626953,177814.23303222656,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0,354563.5397949219,354563.5397949219,354563.5397949219,354563.5397949219,354563.5397949219,354563.5397949219,,,
317,Southern,Thyolo,2011-10-01,441795.25311279297,235863.63110351562,0.0,440450.3756713867,237208.50854492188,0.0,440450.3756713867,237208.50854492188,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0,677658.8842163086,677658.8842163086,677658.8842163086,677658.8842163086,677658.8842163086,677658.8842163086,,,
318,Southern,Zomba,2011-10-01,395546.76330566406,255810.60214996338,0.0,394729.77282714844,256627.592628479,0.0,394729.77282714844,256627.592628479,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0,651357.3654556274,651357.3654556274,651357.3654556274,651357.3654556274,651357.3654556274,651357.3654556274,,,
319,Southern,Zomba City,2011-10-01,68827.09130859375,19221.95703125,0.0,68827.09130859375,19221.95703125,0.0,68827.09130859375,19221.95703125,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0,88049.04833984375,88049.04833984375,88049.04833984375,88049.04833984375,88049.04833984375,88049.04833984375,,,
320,Central,Dedza,2012-01-01,719176.7555532455,0.0,0.0,718946.8132619858,229.94229125976562,0.0,719176.7555532455,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0,719176.7555532455,719176.7555532455,719176.7555532455,719176.7555532455,719176.7555532455,719176.7555532455,,,
321,Central,Dowa,2012-01-01,670488.5084228516,0.0,0.0,670488.5084228516,0.0,0.0,670488.5084228516,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0,670488.5084228516,670488.5084228516,670488.5084228516,670488.5084228516,670488.5084228516,670488.5084228516,,,
322,Central,Kasungu,2012-01-01,732572.5997200012,0.0,0.0,732572.5997200012,0.0,0.0,732572.5997200012,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0,732572.5997200012,732572.5997200012,732572.5997200012,732572.5997200012,732572.5997200012,732572.5997200012,,,
323,Central,Lilongwe,2012-01-01,1484132.2564806957,0.0,0.0,1484132.2564806957,0.0,0.0,1484132.2564806957,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0,1484132.2564806957,1484132.2564806957,1484132.2564806957,1484132.2564806957,1484132.2564806957,1484132.2564806957,,,
324,Central,Lilongwe City,2012-01-01,858863.2004394531,0.0,0.0,858863.2004394531,0.0,0.0,858863.2004394531,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0,858863.2004394531,858863.2004394531,858863.2004394531,858863.2004394531,858863.2004394531,858863.2004394531,,,
325,Central,Mchinji,2012-01-01,540804.3846645355,0.0,0.0,540804.3846645355,0.0,0.0,540804.3846645355,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0,540804.3846645355,540804.3846645355,540804.3846645355,540804.3846645355,540804.3846645355,540804.3846645355,,,
326,Central,Nkhotakota,2012-01-01,335398.89187431335,0.0,0.0,335398.89187431335,0.0,0.0,335398.89187431335,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0,335398.89187431335,335398.89187431335,335398.89187431335,335398.89187431335,335398.89187431335,335398.89187431335,,,
327,Central,Ntcheu,2012-01-01,538907.7702636719,2141.1287231445312,0.0,404366.8718261719,136682.02716064453,0.0,541048.8989868164,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0,541048.8989868164,541048.8989868164,541048.8989868164,541048.8989868164,541048.8989868164,541048.8989868164,,,
328,Central,Ntchisi,2012-01-01,263495.77573394775,0.0,0.0,263495.77573394775,0.0,0.0,263495.77573394775,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0,263495.77573394775,263495.77573394775,263495.77573394775,263495.77573394775,263495.77573394775,263495.77573394775,,,
329,Central,Salima,2012-01-01,394078.4709815979,0.0,0.0,394078.4709815979,0.0,0.0,394078.4709815979,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0,394078.4709815979,394078.4709815979,394078.4709815979,394078.4709815979,394078.4709815979,394078.4709815979,,,
330,Northern,Chitipa,2012-01-01,209736.85671832634,0.0,0.0,209736.85671832634,0.0,0.0,209736.85671832634,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0,209736.85671832634,209736.85671832634,209736.85671832634,209736.85671832634,209736.85671832634,209736.85671832634,,,
331,Northern,Karonga,2012-01-01,305694.5359765291,0.0,0.0,305694.5359765291,0.0,0.0,305694.5359765291,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0,305694.5359765291,305694.5359765291,305694.5359765291,305694.5359765291,305694.5359765291,305694.5359765291,,,
332,Northern,Likoma,2012-01-01,0.0,0.0,4208.319610595703,0.0,0.0,4208.319610595703,0.0,0.0,0.0,4208.319610595703,0.0,0,0,0.0,0,0,0.0,0,0.0,4208.319610595703,0.0,4208.319610595703,0.0,4208.319610595703,,,
333,Northern,Mzimba,2012-01-01,862625.3339362144,0.0,0.0,862625.3339362144,0.0,0.0,862625.3339362144,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0,862625.3339362144,862625.3339362144,862625.3339362144,862625.3339362144,862625.3339362144,862625.3339362144,,,
334,Northern,Mzuzu City,2012-01-01,158955.064453125,0.0,0.0,158955.064453125,0.0,0.0,158955.064453125,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0,158955.064453125,158955.064453125,158955.064453125,158955.064453125,158955.064453125,158955.064453125,,,
335,Northern,Nkhata Bay,2012-01-01,223480.49332642555,0.0,0.0,223480.49332642555,0.0,0.0,223480.49332642555,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0,223480.49332642555,223480.49332642555,223480.49332642555,223480.49332642555,223480.49332642555,223480.49332642555,,,
336,Northern,Rumphi,2012-01-01,184416.93764500692,0.0,0.0,184416.93764500692,0.0,0.0,184416.93764500692,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0,184416.93764500692,184416.93764500692,184416.93764500692,184416.93764500692,184416.93764500692,184416.93764500692,,,
337,Southern,Balaka,2012-01-01,2931.7121047973633,366210.5703125,0.0,1516.733253479004,367625.54916381836,0.0,369142.28241729736,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0,369142.28241729736,369142.28241729736,369142.28241729736,369142.28241729736,369142.28241729736,369142.28241729736,,,
338,Southern,Blantyre,2012-01-01,2795.251434326172,401636.42364501953,0.0,107216.88458251953,297214.7904968262,0.0,404431.6750793457,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0,404431.6750793457,404431.6750793457,404431.6750793457,404431.6750793457,404431.6750793457,404431.6750793457,,,
339,Southern,Blantyre City,2012-01-01,0.0,735634.2291259766,0.0,4881.0902099609375,730753.1389160156,0.0,735634.2291259766,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0,735634.2291259766,735634.2291259766,735634.2291259766,735634.2291259766,735634.2291259766,735634.2291259766,,,
340,Southern,Chikwawa,2012-01-01,1442.7403717041016,504220.7954711914,0.0,0.0,505663.5358428955,0.0,505663.5358428955,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0,505663.5358428955,505663.5358428955,505663.5358428955,505663.5358428955,505663.5358428955,505663.5358428955,,,
341,Southern,Chiradzulu,2012-01-01,8957.63818359375,318859.0749511719,0.0,317209.9104309082,10606.802703857422,0.0,327816.7131347656,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0,327816.7131347656,327816.7131347656,327816.7131347656,327816.7131347656,327816.7131347656,327816.7131347656,,,
342,Southern,Machinga,2012-01-01,584298.1862182617,5726.617919921875,0.0,583424.4458007812,6600.358337402344,0.0,590024.8041381836,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0,590024.8041381836,590024.8041381836,590024.8041381836,590024.8041381836,590024.8041381836,590024.8041381836,,,
343,Southern,Mangochi,2012-01-01,872949.809366785,2760.8858032226562,0.0,872949.809366785,2760.8858032226562,0.0,875710.6951700076,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0,875710.6951700076,875710.6951700076,875710.6951700076,875710.6951700076,875710.6951700076,875710.6951700076,,,
344,Southern,Mulanje,2012-01-01,584222.2761535645,1418.9519348144531,0.0,10137.908203125,575503.3198852539,0.0,585641.2280883789,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0,585641.2280883789,585641.2280883789,585641.2280883789,585641.2280883789,585641.2280883789,585641.2280883789,,,
345,Southern,Mwanza,2012-01-01,195.04664611816406,110058.78955078125,0.0,0.0,110253.83619689941,0.0,110253.83619689941,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0,110253.83619689941,110253.83619689941,110253.83619689941,110253.83619689941,110253.83619689941,110253.83619689941,,,
346,Southern,Neno,2012-01-01,72745.92764282227,59218.68782137334,0.0,0.0,131964.6154641956,0.0,131964.6154641956,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0,131964.6154641956,131964.6154641956,131964.6154641956,131964.6154641956,131964.6154641956,131964.6154641956,,,
347,Southern,Nsanje,2012-01-01,525.4765014648438,265620.35862731934,0.0,0.0,266145.8351287842,0.0,266145.8351287842,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0,266145.8351287842,266145.8351287842,266145.8351287842,266145.8351287842,266145.8351287842,266145.8351287842,,,
348,Southern,Phalombe,2012-01-01,180285.71838378906,182783.79748535156,0.0,4532.12158203125,358537.3942871094,0.0,363069.5158691406,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0,363069.5158691406,363069.5158691406,363069.5158691406,363069.5158691406,363069.5158691406,363069.5158691406,,,
349,Southern,Thyolo,2012-01-01,450812.9733276367,244348.03125,0.0,3042.24560546875,692118.758972168,0.0,695161.0045776367,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0,695161.0045776367,695161.0045776367,695161.0045776367,695161.0045776367,695161.0045776367,695161.0045776367,,,
350,Southern,Zomba,2012-01-01,401040.03479003906,262385.33332824707,0.0,137386.2403564453,526039.1277618408,0.0,663425.3681182861,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0,663425.3681182861,663425.3681182861,663425.3681182861,663425.3681182861,663425.3681182861,663425.3681182861,,,
351,Southern,Zomba City,2012-01-01,70591.66748046875,20140.427734375,0.0,62769.18896484375,27962.90625,0.0,90732.09521484375,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0,90732.09521484375,90732.09521484375,90732.09521484375,90732.09521484375,90732.09521484375,90732.09521484375,,,
352,Central,Dedza,2012-04-01,719176.7555532455,0.0,0.0,652372.9888916016,64605.487884521484,2198.281005859375,718946.8132619858,0.0,229.94229125976562,0.0,0.0,0,0,0.0,0,0,0.0,0,719176.7555532455,719176.7555532455,716978.476776123,719176.7577819824,719176.7555532455,719176.7555532455,,,
353,Central,Dowa,2012-04-01,670488.5084228516,0.0,0.0,670076.7102355957,411.80908203125,0.0,670488.5084228516,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0,670488.5084228516,670488.5084228516,670488.519317627,670488.519317627,670488.5084228516,670488.5084228516,,,
354,Central,Kasungu,2012-04-01,732572.5997200012,0.0,0.0,730690.9258728027,0.0,1881.6861572265625,732572.5997200012,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0,732572.5997200012,732572.5997200012,730690.9258728027,732572.6120300293,732572.5997200012,732572.5997200012,,,
355,Central,Lilongwe,2012-04-01,1484132.2564806957,0.0,0.0,1470297.792602539,0.01732969470322132,13834.505615234375,1484132.2564806957,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0,1484132.2564806957,1484132.2564806957,1470297.8099322338,1484132.3155474681,1484132.2564806957,1484132.2564806957,,,
356,Central,Lilongwe City,2012-04-01,858863.2004394531,0.0,0.0,288545.43359375,0.0,570317.75,858863.2004394531,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0,858863.2004394531,858863.2004394531,288545.43359375,858863.18359375,858863.2004394531,858863.2004394531,,,
357,Central,Mchinji,2012-04-01,540804.3846645355,0.0,0.0,540804.3456420898,0.0,0.0,540804.3846645355,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0,540804.3846645355,540804.3846645355,540804.3456420898,540804.3456420898,540804.3846645355,540804.3846645355,,,
358,Central,Nkhotakota,2012-04-01,335398.89187431335,0.0,0.0,326691.24795913696,231.25238037109375,8476.400390625,335398.89187431335,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0,335398.89187431335,335398.89187431335,326922.50033950806,335398.90073013306,335398.89187431335,335398.89187431335,,,
359,Central,Ntcheu,2012-04-01,541048.8989868164,0.0,0.0,2796.2205505371094,538252.6875,0.0,333340.6687011719,71026.203125,136682.02716064453,0.0,0.0,0,0,0.0,0,0,0.0,0,541048.8989868164,541048.8989868164,541048.9080505371,541048.9080505371,541048.8989868164,541048.8989868164,,,
360,Central,Ntchisi,2012-04-01,263495.77573394775,0.0,0.0,263185.8352661133,50.32945251464844,259.62908935546875,263495.77573394775,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0,263495.77573394775,263495.77573394775,263236.16471862793,263495.7938079834,263495.77573394775,263495.77573394775,,,
361,Central,Salima,2012-04-01,394078.4709815979,0.0,0.0,147072.79529190063,247005.6875,0.0,394078.4709815979,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0,394078.4709815979,394078.4709815979,394078.48279190063,394078.48279190063,394078.4709815979,394078.4709815979,,,
362,Northern,Chitipa,2012-04-01,209736.85671832634,0.0,0.0,209736.86062457634,0.0,0.0,209736.85671832634,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0,209736.85671832634,209736.85671832634,209736.86062457634,209736.86062457634,209736.85671832634,209736.85671832634,,,
363,Northern,Karonga,2012-04-01,305694.5359765291,0.0,0.0,305694.31759643555,0.0,0.22621166706085205,305694.5359765291,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0,305694.5359765291,305694.5359765291,305694.31759643555,305694.5438081026,305694.5359765291,305694.5359765291,,,
364,Northern,Likoma,2012-04-01,0.0,0.0,4208.319610595703,4208.31982421875,0.0,0.0,0.0,0.0,0.0,4208.319610595703,0.0,0,0,0.0,0,0,0.0,0,0.0,4208.319610595703,4208.31982421875,4208.31982421875,0.0,4208.319610595703,,,
365,Northern,Mzimba,2012-04-01,862625.3339362144,0.0,0.0,861020.6827468872,0.0,1604.6566162109375,862625.3339362144,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0,862625.3339362144,862625.3339362144,861020.6827468872,862625.3393630981,862625.3339362144,862625.3339362144,,,
366,Northern,Mzuzu City,2012-04-01,158955.064453125,0.0,0.0,158955.0703125,0.0,0.0,158955.064453125,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0,158955.064453125,158955.064453125,158955.0703125,158955.0703125,158955.064453125,158955.064453125,,,
367,Northern,Nkhata Bay,2012-04-01,223480.49332642555,0.0,0.0,223480.49717712402,0.0,0.0,223480.49332642555,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0,223480.49332642555,223480.49332642555,223480.49717712402,223480.49717712402,223480.49332642555,223480.49332642555,,,
368,Northern,Rumphi,2012-04-01,184416.93764500692,0.0,0.0,180239.51387791708,0.0,4177.42431640625,184416.93764500692,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0,184416.93764500692,184416.93764500692,180239.51387791708,184416.93819432333,184416.93764500692,184416.93764500692,,,
369,Southern,Balaka,2012-04-01,369142.28241729736,0.0,0.0,201486.73002624512,167655.54458618164,0.0,1516.733253479004,0.0,367625.54916381836,0.0,0.0,0,0,0.0,0,0,0.0,0,369142.28241729736,369142.28241729736,369142.27461242676,369142.27461242676,369142.28241729736,369142.28241729736,,,
370,Southern,Blantyre,2012-04-01,404431.6750793457,0.0,0.0,186187.4375,204060.0889892578,14184.162623882294,2184.5252075195312,206678.8125,195568.33737182617,0.0,0.0,0,0,0.0,0,0,0.0,0,404431.6750793457,404431.6750793457,390247.5264892578,404431.6891131401,404431.6750793457,404431.6750793457,,,
371,Southern,Blantyre City,2012-04-01,735634.2291259766,0.0,0.0,254560.875,705.6175537109375,480367.6875,705.6175537109375,730978.16015625,3950.451416015625,0.0,0.0,0,0,0.0,0,0,0.0,0,735634.2291259766,735634.2291259766,255266.49255371094,735634.1800537109,735634.2291259766,735634.2291259766,,,
372,Southern,Chikwawa,2012-04-01,505663.5358428955,0.0,0.0,407.7619934082031,460142.4985656738,43494.7734375,0.0,86926.5138092041,418737.0220336914,0.0,0.0,0,0,1618.486328125,0,0,0.0,0,505663.5358428955,505663.5358428955,462168.74688720703,505663.52032470703,505663.5358428955,505663.5358428955,,,
373,Southern,Chiradzulu,2012-04-01,327816.7131347656,0.0,0.0,0.0,259606.89065551758,331.2635803222656,202716.64453125,124457.83984375,642.228759765625,0.0,0.0,0,0,67878.54718017578,0,0,0.0,0,327816.7131347656,327816.7131347656,327485.43783569336,327816.7014160156,327816.7131347656,327816.7131347656,,,
374,Southern,Machinga,2012-04-01,590024.8041381836,0.0,0.0,0.0,266881.11865234375,4187.58154296875,583424.4458007812,0.0,6600.358337402344,0.0,0.0,0,0,318956.11541748047,0,0,0.0,0,590024.8041381836,590024.8041381836,585837.2340698242,590024.815612793,590024.8041381836,590024.8041381836,,,
375,Southern,Mangochi,2012-04-01,875710.6951700076,0.0,0.0,524066.5125160217,337517.99322509766,14126.1865234375,872506.3090310916,443.5003356933594,2760.8858032226562,0.0,0.0,0,0,0.0,0,0,0.0,0,875710.6951700076,875710.6951700076,861584.5057411194,875710.6922645569,875710.6951700076,875710.6951700076,,,
376,Southern,Mulanje,2012-04-01,581315.2192687988,4326.008819580078,0.0,0.0,576.9803466796875,556.780517578125,10137.908203125,571177.3110656738,4326.008819580078,0.0,0.0,0,0,584507.464263916,0,0,0.0,0,585641.2280883789,585641.2280883789,585084.4446105957,585641.2251281738,585641.2280883789,585641.2280883789,,,
377,Southern,Mwanza,2012-04-01,110253.83619689941,0.0,0.0,3412.99267578125,104852.40673828125,1988.4473876953125,0.0,0.0,110253.83619689941,0.0,0.0,0,0,0.0,0,0,0.0,0,110253.83619689941,110253.83619689941,108265.3994140625,110253.84680175781,110253.83619689941,110253.83619689941,,,
378,Southern,Neno,2012-04-01,131964.6154641956,0.0,0.0,53993.703125,77753.08596801758,217.8277587890625,0.0,0.0,131964.6154641956,0.0,0.0,0,0,0.0,0,0,0.0,0,131964.6154641956,131964.6154641956,131746.78909301758,131964.61685180664,131964.6154641956,131964.6154641956,,,
379,Southern,Nsanje,2012-04-01,203074.64372253418,63071.19140625,0.0,0.0,257243.08129882812,8144.6201171875,0.0,738.6685028076172,265407.16662597656,0.0,0.0,0,0,758.1141052246094,0,0,0.0,0,266145.8351287842,266145.8351287842,258001.19540405273,266145.81552124023,266145.8351287842,266145.8351287842,,,
