,date,ADMIN1,CS_1,CS_2,CS_99,ML1_1,ML1_2,ML1_99,ML2_1,ML2_2,ML2_3,ML2_99,CS_3,CS_4,CS_5,ML1_3,ML1_4,ML1_5,ML2_4,ML2_5,pop_CS,pop_Total_CS,pop_ML1,pop_Total_ML1,pop_ML2,pop_Total_ML2,CS_88,ML1_88,ML2_88
16,2010-10-01,Northern,1833865.125,0.0,3992.151123046875,1833865.125,0.0,3992.151123046875,1833865.125,0.0,0.0,3992.151123046875,0.0,0,0,0.0,0,0,0.0,0,1833865.125,1837857.2761230469,1833865.125,1837857.2761230469,1833865.125,1837857.2761230469,,,
17,2010-10-01,Southern,4853485.7169799805,1556046.163772583,0.0,2355056.1072998047,4054475.888671875,0.0,323627.0925292969,6085904.9375,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0,6409531.8807525635,6409531.8807525635,6409531.99597168,6409531.99597168,6409532.030029297,6409532.030029297,,,
18,2011-01-01,Central,6336906.899461158,710.3210296630859,0.0,12670882.209292188,4352.231689453125,12675234.440981641,6337617.220490821,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0,6337617.220490821,6337617.220490821,12675234.440981641,25350468.881963283,6337617.220490821,6337617.220490821,,,
19,2011-01-01,Northern,1894785.863471468,0.0,4102.489833831787,3559428.342932512,0.0,3805981.686278263,1894785.863471468,0.0,0.0,4102.489833831787,0.0,0,0,230143.3840104239,0,0,0.0,0,1894785.863471468,1898888.3533052998,3789571.726942936,7595553.413221199,1894785.863471468,1898888.3533052998,,,
20,2011-01-01,Southern,3936335.657356262,2623364.5632570237,0.0,6694601.350382671,6424799.090843901,13119400.441226572,6559700.220613286,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0,6559700.220613286,6559700.220613286,13119400.441226572,26238800.882453144,6559700.220613286,6559700.220613286,,,
21,2011-04-01,Central,6337617.220490821,0.0,0.0,6337617.220490821,0.0,0.0,6335197.246644385,2419.973846435547,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0,6337617.220490821,6337617.220490821,6337617.220490821,6337617.220490821,6337617.220490821,6337617.220490821,,,
22,2011-04-01,Northern,1664642.479461044,230143.3840104239,4102.489833831787,1894785.863471468,0.0,4102.489833831787,1664642.479461044,0.0,230143.3840104239,4102.489833831787,0.0,0,0,0.0,0,0,0.0,0,1894785.863471468,1898888.3533052998,1894785.863471468,1898888.3533052998,1894785.863471468,1898888.3533052998,,,
23,2011-04-01,Southern,6559700.220613286,0.0,0.0,6559700.220613286,0.0,0.0,17123.624183654785,5062094.599581584,1480481.9968480468,0.0,0.0,0,0,0.0,0,0,0.0,0,6559700.220613286,6559700.220613286,6559700.220613286,6559700.220613286,6559700.220613286,6559700.220613286,,,
24,2011-07-01,Central,6337617.220490821,0.0,,6335441.104646094,2176.1158447265625,0.0,6337617.220490821,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0,6337617.220490821,6337617.220490821,6337617.220490821,6337617.220490821,6337617.220490821,6337617.220490821,,,
25,2011-07-01,Northern,1898888.3533052998,0.0,,1894785.863471468,0.0,4102.489833831787,1894785.863471468,0.0,0.0,4102.489833831787,0.0,0,0,0.0,0,0,0.0,0,1898888.3533052998,1898888.3533052998,1894785.863471468,1898888.3533052998,1894785.863471468,1898888.3533052998,,,
26,2011-07-01,Southern,6559700.220613286,0.0,,3507561.185122356,2897309.14486593,0.0,6559700.220613286,0.0,0.0,0.0,0.0,0,0,154829.890625,0,0,0.0,0,6559700.220613286,6559700.220613286,6559700.220613286,6559700.220613286,6559700.220613286,6559700.220613286,,,
27,2011-10-01,Central,6335441.104646094,2176.1158447265625,0.0,6335441.104646094,2176.1158447265625,0.0,6134746.853547461,202870.36694335938,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0,6337617.220490821,6337617.220490821,6337617.220490821,6337617.220490821,6337617.220490821,6337617.220490821,,,
28,2011-10-01,Northern,1894785.863471468,0.0,4102.489833831787,1894785.863471468,0.0,4102.489833831787,1894785.863471468,0.0,0.0,4102.489833831787,0.0,0,0,0.0,0,0,0.0,0,1894785.863471468,1898888.3533052998,1894785.863471468,1898888.3533052998,1894785.863471468,1898888.3533052998,,,
29,2011-10-01,Southern,3728640.640322551,2831059.580290735,0.0,3507561.185122356,3052139.03549093,0.0,3506204.425051555,2724661.3567189574,328834.43884277344,0.0,0.0,0,0,0.0,0,0,0.0,0,6559700.220613286,6559700.220613286,6559700.220613286,6559700.220613286,6559700.220613286,6559700.220613286,,,
30,2012-01-01,Central,6537918.614134314,2141.1287231445312,0.0,6403147.773405554,136911.9694519043,0.0,6540059.742857458,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0,6540059.742857458,6540059.742857458,6540059.742857458,6540059.742857458,6540059.742857458,6540059.742857458,,,
31,2012-01-01,Northern,1944909.2220556275,0.0,4208.319610595703,1944909.2220556275,0.0,4208.319610595703,1944909.2220556275,0.0,0.0,4208.319610595703,0.0,0,0,0.0,0,0,0.0,0,1944909.2220556275,1949117.5416662232,1944909.2220556275,1949117.5416662232,1944909.2220556275,1949117.5416662232,,,
32,2012-01-01,Southern,3233794.4586053714,3481022.974961266,0.0,2105066.578356348,4609750.855210289,0.0,6714817.433566637,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0,6714817.433566637,6714817.433566637,6714817.433566637,6714817.433566637,6714817.433566637,6714817.433566637,,,
33,2012-04-01,Central,6540059.742857458,0.0,0.0,5092534.295906067,850557.2711291332,596968.2522583008,6332121.570280554,71026.203125,136911.9694519043,0.0,0.0,0,0,0.0,0,0,0.0,0,6540059.742857458,6540059.742857458,5943091.5670352,6540059.819293501,6540059.742857458,6540059.742857458,,,
34,2012-04-01,Northern,1944909.2220556275,0.0,4208.319610595703,1943335.262159659,0.0,5782.307144284248,1944909.2220556275,0.0,0.0,4208.319610595703,0.0,0,0,0.0,0,0,0.0,0,1944909.2220556275,1949117.5416662232,1943335.262159659,1949117.5693039433,1944909.2220556275,1949117.5416662232,,,
35,2012-04-01,Southern,6061925.940372057,652891.4931945801,0.0,1225940.508441925,2579677.0881500244,572129.6937823296,1878770.1231561527,2506533.236328125,2329514.0740823597,0.0,0.0,0,0,2337070.0266723633,0,0,0.0,0,6714817.433566637,6714817.433566637,6142687.623264313,6714817.317046642,6714817.433566637,6714817.433566637,,,
36,2012-10-01,Central,5092534.295906067,850557.2711291332,596968.2522583008,5092534.295906067,850557.2711291332,596968.2522583008,5092534.295906067,0.0,850557.2711291332,596968.2522583008,0.0,0,0,0.0,0,0,0.0,0,5943091.5670352,6540059.819293501,5943091.5670352,6540059.819293501,5943091.5670352,6540059.819293501,,,
37,2012-10-01,Northern,1943335.262159659,0.0,5782.307144284248,1943335.262159659,0.0,5782.307144284248,1943335.262159659,0.0,0.0,5782.307144284248,0.0,0,0,0.0,0,0,0.0,0,1943335.262159659,1949117.5693039433,1943335.262159659,1949117.5693039433,1943335.262159659,1949117.5693039433,,,
38,2012-10-01,Southern,725553.2425422668,3794852.478164673,572129.6937823296,782959.9383430481,4898092.361801147,572129.6937823296,725553.2425422668,962078.6331787109,2832773.844985962,572129.6937823296,1622281.902557373,0,0,461635.3231201172,0,0,1622281.902557373,0,6142687.623264313,6714817.317046642,6142687.623264313,6714817.317046642,6142687.623264313,6714817.317046642,,,
39,2013-01-01,Central,5242283.2841415405,873986.6923290379,629289.7822875977,6728918.247954953,0.0,16641.510803222656,6116269.976470578,0.0,0.0,629289.7822875977,0.0,0,0,0.0,0,0,0.0,0,6116269.976470578,6745559.758758176,6728918.247954953,6745559.758758176,6116269.976470578,6745559.758758176,,,
40,2013-01-01,Northern,2000188.0638087383,0.0,5894.576550990343,2000188.0638087383,0.0,5894.576550990343,2000188.0638087383,0.0,0.0,5894.576550990343,0.0,0,0,0.0,0,0,0.0,0,2000188.0638087383,2006082.6403597286,2000188.0638087383,2006082.6403597286,2000188.0638087383,2006082.6403597286,,,
41,2013-01-01,Southern,800152.957660675,5014135.247695923,585046.4432854652,6791667.993625641,0.0,79279.38218927383,6285900.932529449,0.0,0.0,585046.4432854652,471612.72717285156,0,0,0.0,0,0,0.0,0,6285900.932529449,6870947.375814915,6791667.993625641,6870947.375814915,6285900.932529449,6870947.375814915,,,
42,2013-04-01,Central,6728918.247954953,0.0,16641.510803222656,4629539.1952056885,2099379.052749265,16641.510803222656,4042824.028564453,2686094.2193905003,0.0,16641.510803222656,0.0,0,0,0.0,0,0,0.0,0,6728918.247954953,6745559.758758176,6728918.247954953,6745559.758758176,6728918.247954953,6745559.758758176,,,
43,2013-04-01,Northern,2000188.0638087383,0.0,5894.576550990343,569723.6890258715,1426152.1736109918,10206.777722865343,888057.0149500957,1112131.0488586426,0.0,5894.576550990343,0.0,0,0,0.0,0,0,0.0,0,2000188.0638087383,2006082.6403597286,1995875.8626368633,2006082.6403597286,2000188.0638087383,2006082.6403597286,,,
44,2013-04-01,Southern,6791667.993625641,0.0,79279.38218927383,4250911.737670898,2540756.2559547424,79279.38218927383,6525745.487747192,265922.5058784485,0.0,79279.38218927383,0.0,0,0,0.0,0,0,0.0,0,6791667.993625641,6870947.375814915,6791667.993625641,6870947.375814915,6791667.993625641,6870947.375814915,,,
45,2013-07-01,Central,4629786.12487793,2099132.123077024,16641.510803222656,5121582.13658905,1607336.1113659032,16641.510803222656,4302149.196640015,1153681.1076507568,1273087.943664182,16641.510803222656,0.0,0,0,0.0,0,0,0.0,0,6728918.247954953,6745559.758758176,6728918.247954953,6745559.758758176,6728918.247954953,6745559.758758176,,,
46,2013-07-01,Northern,883744.8137782207,1112131.0488586426,10206.777722865343,1336673.2672748491,663514.7965338891,5894.576550990343,220134.86328124255,663609.9504969781,1112131.0488586426,10206.777722865343,0.0,0,0,0.0,0,0,0.0,0,1995875.8626368633,2006082.6403597286,2000188.0638087383,2006082.6403597286,1995875.8626368633,2006082.6403597286,,,
47,2013-07-01,Southern,5317641.389587402,1474026.6040382385,79279.38218927383,2950980.6470336914,3840687.3465919495,79279.38218927383,2346622.063873291,3984864.937122345,460180.9926300049,79279.38218927383,0.0,0,0,0.0,0,0,0.0,0,6791667.993625641,6870947.375814915,6791667.993625641,6870947.375814915,6791667.993625641,6870947.375814915,,,
48,2013-10-01,Central,5121582.13658905,1607336.1113659032,16641.510803222656,3336033.919319153,2789902.9798122533,,4302149.196640015,1184070.8052062988,1242698.24610864,16641.510803222656,0.0,0,0,619622.85962677,0,0,0.0,0,6728918.247954953,6745559.758758176,6745559.758758176,6745559.758758176,6728918.247954953,6745559.758758176,,,
49,2013-10-01,Northern,1552260.9959376445,447927.06787109375,5894.576550990343,674353.8047865322,1331728.8355731964,,224447.06445311755,565176.5544074243,1210564.4449481964,5894.576550990343,0.0,0,0,0.0,0,0,0.0,0,2000188.0638087383,2006082.6403597286,2006082.6403597286,2006082.6403597286,2000188.0638087383,2006082.6403597286,,,
50,2013-10-01,Southern,3422593.374206543,3369074.619419098,79279.38218927383,1957027.409441471,4913919.966373444,,2223967.6124572754,2996369.5926704407,1571330.7884979248,79279.38218927383,0.0,0,0,0.0,0,0,0.0,0,6791667.993625641,6870947.375814915,6870947.375814915,6870947.375814915,6791667.993625641,6870947.375814915,,,
51,2014-01-01,Central,0.0,0.0,6960031.988954714,6942576.156435182,0.0,17455.83251953125,6960031.988954714,0.0,0.0,,0.0,0,0,0.0,0,0,0.0,0,0.0,6960031.988954714,6942576.156435182,6960031.988954714,6960031.988954714,6960031.988954714,,,
52,2014-01-01,Northern,0.0,0.0,2062946.159253391,1955469.3864967548,101399.64274215698,6077.13001447916,2062946.159253391,0.0,0.0,,0.0,0,0,0.0,0,0,0.0,0,0.0,2062946.159253391,2056869.0292389118,2062946.159253391,2062946.159253391,2062946.159253391,,,
53,2014-01-01,Southern,0.0,0.0,7023931.546208382,6941262.777675629,0.0,82668.76853275299,7023931.546208382,0.0,0.0,,0.0,0,0,0.0,0,0,0.0,0,0.0,7023931.546208382,6941262.777675629,7023931.546208382,7023931.546208382,7023931.546208382,,,
54,2014-04-01,Central,0.0,0.0,6960031.988954714,6942576.156435182,0.0,17455.83251953125,6942576.156435182,0.0,0.0,17455.83251953125,0.0,0,0,0.0,0,0,0.0,0,0.0,6960031.988954714,6942576.156435182,6960031.988954714,6942576.156435182,6960031.988954714,,,
55,2014-04-01,Northern,0.0,0.0,2062946.159253391,1955469.3864967548,0.0,6077.13001447916,1955469.3864967548,101399.64274215698,0.0,6077.13001447916,0.0,0,0,101399.64274215698,0,0,0.0,0,0.0,2062946.159253391,2056869.0292389118,2062946.159253391,2056869.0292389118,2062946.159253391,,,
56,2014-04-01,Southern,0.0,0.0,7023931.546208382,5744521.897823334,0.0,82668.76853275299,6941262.777675629,0.0,0.0,82668.76853275299,0.0,0,0,1196740.879852295,0,0,0.0,0,0.0,7023931.546208382,6941262.777675629,7023931.546208382,6941262.777675629,7023931.546208382,,,
57,2014-07-01,Central,6942576.156435182,0.0,17455.83251953125,6942576.156435182,0.0,17455.83251953125,6942576.156435182,0.0,0.0,17455.83251953125,0.0,0,0,0.0,0,0,0.0,0,6942576.156435182,6960031.988954714,6942576.156435182,6960031.988954714,6942576.156435182,6960031.988954714,,,
58,2014-07-01,Northern,1955469.3864967548,101399.64274215698,6077.13001447916,1955469.3864967548,101399.64274215698,6077.13001447916,1955469.3864967548,0.0,101399.64274215698,6077.13001447916,0.0,0,0,0.0,0,0,0.0,0,2056869.0292389118,2062946.159253391,2056869.0292389118,2062946.159253391,2056869.0292389118,2062946.159253391,,,
59,2014-07-01,Southern,5744521.897823334,1196740.879852295,82668.76853275299,5744521.897823334,0.0,82668.76853275299,5744521.897823334,0.0,1196740.879852295,82668.76853275299,0.0,0,0,1196740.879852295,0,0,0.0,0,6941262.777675629,7023931.546208382,6941262.777675629,7023931.546208382,6941262.777675629,7023931.546208382,,,
60,2014-10-01,Central,6942576.156435182,0.0,17455.83251953125,6456646.417930603,485929.7385045793,17455.83251953125,6942576.156435182,0.0,0.0,17455.83251953125,0.0,0,0,0.0,0,0,0.0,0,6942576.156435182,6960031.988954714,6942576.156435182,6960031.988954714,6942576.156435182,6960031.988954714,,,
61,2014-10-01,Northern,1955469.3864967548,101399.64274215698,6077.13001447916,2056869.0292389118,0.0,6077.13001447916,2056869.0292389118,0.0,0.0,6077.13001447916,0.0,0,0,0.0,0,0,0.0,0,2056869.0292389118,2062946.159253391,2056869.0292389118,2062946.159253391,2056869.0292389118,2062946.159253391,,,
62,2014-10-01,Southern,5744521.897823334,0.0,82668.76853275299,3251832.3545188904,2563576.4318237305,82668.76853275299,6941262.777675629,0.0,0.0,82668.76853275299,1196740.879852295,0,0,1125853.9913330078,0,0,0.0,0,6941262.777675629,7023931.546208382,6941262.777675629,7023931.546208382,6941262.777675629,7023931.546208382,,,
63,2015-01-01,Central,6665943.834869385,498887.02161531616,17206.490356445312,6665943.834869385,498887.02161531616,17206.490356445312,6665943.834869385,498887.02161531616,0.0,17206.490356445312,0.0,0,0,0.0,0,0,0.0,0,7164830.856484701,7182037.346841146,7164830.856484701,7182037.346841146,7164830.856484701,7182037.346841146,,,
64,2015-01-01,Northern,2117952.3127081087,0.0,6343.140130907297,2117952.3127081087,0.0,6343.140130907297,2117952.3127081087,0.0,0.0,6343.140130907297,0.0,0,0,0.0,0,0,0.0,0,2117952.3127081087,2124295.452839016,2117952.3127081087,2124295.452839016,2117952.3127081087,2124295.452839016,,,
65,2015-01-01,Southern,3327466.940612793,2616796.909561157,83544.59306907654,3921319.9583129883,3173595.9652252197,83544.59306907654,3327466.940612793,2616796.909561157,1150652.0733642578,83544.59306907654,1150652.0733642578,0,0,0.0,0,0,0.0,0,7094915.923538208,7178460.516607285,7094915.923538208,7178460.516607285,7094915.923538208,7178460.516607285,,,
66,2015-04-01,Central,6665943.834869385,498887.02161531616,17206.490356445312,6924938.521550466,239892.33493423462,17206.490356445312,6665943.834869385,498887.02161531616,0.0,17206.490356445312,0.0,0,0,0.0,0,0,0.0,0,7164830.856484701,7182037.346841146,7164830.856484701,7182037.346841146,7164830.856484701,7182037.346841146,,,
67,2015-04-01,Northern,2117952.3127081087,0.0,6343.140130907297,1045741.7846471954,1072210.528060913,6343.140130907297,2117952.3127081087,0.0,0.0,6343.140130907297,0.0,0,0,0.0,0,0,0.0,0,2117952.3127081087,2124295.452839016,2117952.3127081087,2124295.452839016,2117952.3127081087,2124295.452839016,,,
68,2015-04-01,Southern,3642843.783432007,3452072.140106201,83544.59306907654,3023192.169616699,4071723.753921509,83544.59306907654,3921319.9583129883,3173595.9652252197,0.0,83544.59306907654,0.0,0,0,0.0,0,0,0.0,0,7094915.923538208,7178460.516607285,7094915.923538208,7178460.516607285,7094915.923538208,7178460.516607285,,,
69,2015-07-01,Central,6924993.139870931,239837.71661376953,17206.490356445312,1995891.4898643494,5140442.348920156,,1329281.5717315674,5789845.776696493,45703.508056640625,17206.490356445312,0.0,0,0,45703.508056640625,0,0,0.0,0,7164830.856484701,7182037.346841146,7182037.346841146,7182037.346841146,7164830.856484701,7182037.346841146,,,
70,2015-07-01,Northern,2014346.4643804717,103605.84832763672,6343.140130907297,835825.5820580709,1288469.8707809448,,829482.4419271636,1288469.8707809448,0.0,6343.140130907297,0.0,0,0,0.0,0,0,0.0,0,2117952.3127081087,2124295.452839016,2124295.452839016,2124295.452839016,2117952.3127081087,2124295.452839016,,,
71,2015-07-01,Southern,3023192.169616699,4071723.753921509,83544.59306907654,1117594.6349086761,3109623.6066589355,,1101009.4483947754,3042664.2001037598,2951242.275039673,83544.59306907654,0.0,0,0,2951242.275039673,0,0,0.0,0,7094915.923538208,7178460.516607285,7178460.516607285,7178460.516607285,7094915.923538208,7178460.516607285,,,
72,2015-10-01,Central,4545598.872402191,2590734.9663823145,,1997365.2918548584,5140442.4912109375,,1085849.5081176758,2854029.1533470154,3242158.685376455,,45703.508056640625,0,0,45703.508056640625,0,0,0.0,0,7182037.346841146,7182037.346841146,7183511.2911224365,7183511.2911224365,7182037.346841146,7182037.346841146,,,
73,2015-10-01,Northern,835825.5820580709,1288469.8707809448,,837251.8013000488,1288469.7720718384,,835825.5820580709,0.0,1288469.8707809448,,0.0,0,0,0.0,0,0,0.0,0,2124295.452839016,2124295.452839016,2125721.573371887,2125721.573371887,2124295.452839016,2124295.452839016,,,
74,2015-10-01,Southern,1120772.0126552582,3106446.2289123535,,1127321.5621948242,3109623.5473632812,,656476.3285427094,2126384.0282287598,4395600.159835815,,2951242.275039673,0,0,2951242.3275146484,0,0,0.0,0,7178460.516607285,7178460.516607285,7188187.437072754,7188187.437072754,7178460.516607285,7178460.516607285,,,
75,2016-02-01,Central,7146710.963233974,267329.39012145996,,7146710.963233974,267329.39012145996,,6070228.192504909,1343812.160850525,0.0,,0.0,0,0,0.0,0,0,0.0,0,7414040.353355434,7414040.353355434,7414040.353355434,7414040.353355434,7414040.353355434,7414040.353355434,,,
76,2016-02-01,Northern,2191793.6403155336,0.0,,2191793.6403155336,0.0,,2191793.6403155336,0.0,0.0,,0.0,0,0,0.0,0,0,0.0,0,2191793.6403155336,2191793.6403155336,2191793.6403155336,2191793.6403155336,2191793.6403155336,2191793.6403155336,,,
77,2016-02-01,Southern,7338793.2585196495,0.0,,7338793.2585196495,0.0,,4886387.673192501,2452405.5853271484,0.0,,0.0,0,0,0.0,0,0,0.0,0,7338793.2585196495,7338793.2585196495,7338793.2585196495,7338793.2585196495,7338793.2585196495,7338793.2585196495,,,
78,2016-06-01,Central,6667748.687004115,0.0,743952.1829528809,5749734.589061737,282579.50269701704,743952.1829528809,664115.1176338196,1457.5189208984375,6004515.533847835,743952.1829528809,2339.4833984375,0,0,637774.0786437988,0,0,0.0,0,6670088.170402553,7414040.353355434,6670088.170402553,7414040.353355434,6670088.170402553,7414040.353355434,,,
79,2016-06-01,Northern,2180386.633982704,0.0,11407.006332829595,2180386.633982704,0.0,11407.006332829595,1877116.8337507702,299612.0463256836,3657.75390625,11407.006332829595,0.0,0,0,0.0,0,0,0.0,0,2180386.633982704,2191793.6403155336,2180386.633982704,2191793.6403155336,2180386.633982704,2191793.6403155336,,,
80,2016-06-01,Southern,3518131.046310425,1831274.9874267578,624976.5701651573,2453851.6147766113,498200.4334411621,624976.5701651573,0.0,0.0,6713816.688354492,624976.5701651573,1364410.6546173096,0,0,3761764.6401367188,0,0,0.0,0,6713816.688354492,7338793.2585196495,6713816.688354492,7338793.2585196495,6713816.688354492,7338793.2585196495,,,
81,2016-10-01,Central,337989.8664871454,1304553.2610302866,1239052.8671875,337989.8664871454,287546.8067932129,1239052.8671875,337989.8664871454,287546.8067932129,5522264.766218275,1239052.8671875,4505258.311981201,0,0,5522264.766218275,0,0,0.0,0,6147801.439498633,7414040.051620692,6147801.439498633,7414040.051620692,6147801.439498633,7414040.051620692,27185.74493455887,27185.74493455887,27185.74493455887
82,2016-10-01,Northern,1769279.8779873848,113943.625,277830.709564209,1769279.8779873848,113943.625,277830.709564209,1769279.8779873848,113943.625,0.0,277830.709564209,0.0,0,0,0.0,0,0,0.0,0,1883223.5029873848,2191793.6144070625,1883223.5029873848,2191793.6144070625,1883223.5029873848,2191793.6144070625,30739.40185546875,30739.40185546875,30739.40185546875
83,2016-10-01,Southern,0.0,3206262.379096508,1121120.3299560547,0.0,0.0,1121120.3299560547,0.0,0.0,4597676.664405823,1121120.3299560547,2969196.8542175293,0,0,6175459.233314037,0,0,1577782.5689082146,0,6175459.233314037,7338793.173013121,6175459.233314037,7338793.173013121,6175459.233314037,7338793.173013121,42213.60974302888,42213.60974302888,42213.60974302888
84,2017-02-01,Central,355845.5415478945,5971020.051878631,1308544.49609375,355845.5415478945,5971020.051878631,1308544.49609375,6326865.593426526,0.0,0.0,1308544.49609375,0.0,0,0,0.0,0,0,0.0,0,6326865.593426526,7662828.838073075,6326865.593426526,7662828.838073075,6326865.593426526,7662828.838073075,27418.748552799225,27418.748552799225,27418.748552799225
85,2017-02-01,Northern,1842652.778828621,117523.171875,288753.81579589844,1842652.778828621,117523.171875,288753.81579589844,1868047.3749055862,92128.57579803467,0.0,288753.81579589844,0.0,0,0,0.0,0,0,0.0,0,1960175.950703621,2280688.5560503006,1960175.950703621,2280688.5560503006,1960175.950703621,2280688.5560503006,31758.78955078125,31758.78955078125,31758.78955078125
