Unnamed: 0,date,ADM1_EN,Total,adjusted_population,CS_1,CS_2,CS_3,CS_4,CS_5,ML1_1,ML1_2,ML1_3,ML1_4,ML1_5,ML2_1,ML2_2,ML2_3,ML2_4,ML2_5,pop_CS,pop_ML1,pop_ML2,period_ML1,period_ML2
13,2009-10-01,Afar,2015347,1656048,0.0,821915.0,834133.0,0.0,0.0,0.0,1656048.0,0.0,0.0,0.0,0.0,0.0,1656048.0,0.0,0.0,1656048.0,1656048.0,1656048.0,Oct - Dec 2009,Jan - Mar 2010
14,2009-10-01,Amhara,22808290,18742015,10806944.0,1970051.0,5965020.0,0.0,0.0,8648882.0,10093133.0,0.0,0.0,0.0,8648882.0,10093133.0,0.0,0.0,0.0,18742015.0,18742015.0,18742015.0,Oct - Dec 2009,Jan - Mar 2010
15,2009-10-01,Benishangul Gumz,1204954,990132,990132.0,0.0,0.0,0.0,0.0,990132.0,0.0,0.0,0.0,0.0,990132.0,0.0,0.0,0.0,0.0,990132.0,990132.0,990132.0,Oct - Dec 2009,Jan - Mar 2010
16,2009-10-01,Dire Dawa,523623,430270,0.0,430270.0,0.0,0.0,0.0,0.0,430270.0,0.0,0.0,0.0,0.0,430270.0,0.0,0.0,0.0,430270.0,430270.0,430270.0,Oct - Dec 2009,Jan - Mar 2010
17,2009-10-01,Gambela,498214,409390,69925.0,0.0,339465.0,0.0,0.0,69925.0,0.0,339465.0,0.0,0.0,69925.0,0.0,339465.0,0.0,0.0,409390.0,409390.0,409390.0,Oct - Dec 2009,Jan - Mar 2010
18,2009-10-01,Harari,275491,226376,0.0,226376.0,0.0,0.0,0.0,0.0,226376.0,0.0,0.0,0.0,0.0,226376.0,0.0,0.0,0.0,226376.0,226376.0,226376.0,Oct - Dec 2009,Jan - Mar 2010
19,2009-10-01,Oromia,39382119,32361050,13288817.0,3757524.0,15314709.0,0.0,0.0,11326824.0,17693729.0,3340497.0,0.0,0.0,11326824.0,17693729.0,3340497.0,0.0,0.0,32361050.0,32361050.0,32361050.0,Oct - Dec 2009,Jan - Mar 2010
20,2009-10-01,SNNP,16721876,13740684,2013183.0,1312578.0,10414923.0,0.0,0.0,2013183.0,11070287.0,657214.0,0.0,0.0,2013183.0,11070287.0,657214.0,0.0,0.0,13740684.0,13740684.0,13740684.0,Oct - Dec 2009,Jan - Mar 2010
21,2009-10-01,Sidama,4432226,3642047,0.0,0.0,3642047.0,0.0,0.0,0.0,3642047.0,0.0,0.0,0.0,0.0,3642047.0,0.0,0.0,0.0,3642047.0,3642047.0,3642047.0,Oct - Dec 2009,Jan - Mar 2010
22,2009-10-01,Somali,6397806,5257198,0.0,0.0,1984567.0,3272631.0,0.0,0.0,1598877.0,3658321.0,0.0,0.0,0.0,0.0,5257198.0,0.0,0.0,5257198.0,5257198.0,5257198.0,Oct - Dec 2009,Jan - Mar 2010
23,2009-10-01,Tigray,5685598,4671965,384474.0,1975709.0,2311782.0,0.0,0.0,384474.0,4287491.0,0.0,0.0,0.0,384474.0,4287491.0,0.0,0.0,0.0,4671965.0,4671965.0,4671965.0,Oct - Dec 2009,Jan - Mar 2010
24,2010-01-01,Addis Ababa,3780729,3194397,3194397.0,0.0,0.0,0.0,0.0,3194397.0,0.0,0.0,0.0,0.0,3194397.0,0.0,0.0,0.0,0.0,3194397.0,3194397.0,3194397.0,Jan - Mar 2010,Apr - Jun 2010
25,2010-01-01,Afar,2015347,1702796,0.0,444418.0,1258378.0,0.0,0.0,0.0,0.0,1118676.0,584120.0,0.0,0.0,0.0,1441799.0,260997.0,0.0,1702796.0,1702796.0,1702796.0,Jan - Mar 2010,Apr - Jun 2010
26,2010-01-01,Amhara,22808290,19271079,8893029.0,9926969.0,451081.0,0.0,0.0,8893029.0,8395410.0,1531559.0,451081.0,0.0,8893029.0,2999602.0,5395808.0,1982640.0,0.0,19271079.0,19271079.0,19271079.0,Jan - Mar 2010,Apr - Jun 2010
27,2010-01-01,Benishangul Gumz,1204954,1018082,1018082.0,0.0,0.0,0.0,0.0,445079.0,573003.0,0.0,0.0,0.0,445079.0,573003.0,0.0,0.0,0.0,1018082.0,1018082.0,1018082.0,Jan - Mar 2010,Apr - Jun 2010
28,2010-01-01,Dire Dawa,523623,442416,0.0,442416.0,0.0,0.0,0.0,0.0,0.0,442416.0,0.0,0.0,0.0,0.0,442416.0,0.0,0.0,442416.0,442416.0,442416.0,Jan - Mar 2010,Apr - Jun 2010
29,2010-01-01,Gambela,498214,420947,71899.0,0.0,349048.0,0.0,0.0,71899.0,0.0,0.0,349048.0,0.0,71899.0,0.0,0.0,349048.0,0.0,420947.0,420947.0,420947.0,Jan - Mar 2010,Apr - Jun 2010
30,2010-01-01,Harari,275491,232766,0.0,232766.0,0.0,0.0,0.0,0.0,0.0,232766.0,0.0,0.0,0.0,0.0,232766.0,0.0,0.0,232766.0,232766.0,232766.0,Jan - Mar 2010,Apr - Jun 2010
31,2010-01-01,Oromia,39382119,33274563,11646566.0,18193202.0,3434795.0,0.0,0.0,14178498.0,7709937.0,11386128.0,0.0,0.0,16195876.0,5692559.0,5873182.0,5512946.0,0.0,33274563.0,33274563.0,33274563.0,Jan - Mar 2010,Apr - Jun 2010
32,2010-01-01,SNNP,16721876,14128565,2070011.0,10719061.0,1339493.0,0.0,0.0,2070011.0,10070158.0,1988396.0,0.0,0.0,2070011.0,5821153.0,5266198.0,971203.0,0.0,14128565.0,14128565.0,14128565.0,Jan - Mar 2010,Apr - Jun 2010
33,2010-01-01,Sidama,4432226,3744857,0.0,3744857.0,0.0,0.0,0.0,0.0,3744857.0,0.0,0.0,0.0,0.0,0.0,3744857.0,0.0,0.0,3744857.0,3744857.0,3744857.0,Jan - Mar 2010,Apr - Jun 2010
34,2010-01-01,Somali,6397806,5405603,0.0,1644011.0,3761592.0,0.0,0.0,0.0,0.0,4031705.0,1373898.0,0.0,0.0,0.0,4846723.0,558880.0,0.0,5405603.0,5405603.0,5405603.0,Jan - Mar 2010,Apr - Jun 2010
35,2010-01-01,Tigray,5685598,4803848,395327.0,3738388.0,670133.0,0.0,0.0,395327.0,2031481.0,1706907.0,670133.0,0.0,395327.0,780147.0,2136994.0,1491380.0,0.0,4803848.0,4803848.0,4803848.0,Jan - Mar 2010,Apr - Jun 2010
36,2010-04-01,Addis Ababa,3780729,3194397,3194397.0,0.0,0.0,0.0,0.0,3194397.0,0.0,0.0,0.0,0.0,3194397.0,0.0,0.0,0.0,0.0,3194397.0,3194397.0,3194397.0,Apr - Jun 2010,Jul - Sep 2010
37,2010-04-01,Afar,2015347,1702796,0.0,1028538.0,674258.0,0.0,0.0,0.0,1028538.0,674258.0,0.0,0.0,0.0,1028538.0,674258.0,0.0,0.0,1702796.0,1702796.0,1702796.0,Apr - Jun 2010,Jul - Sep 2010
38,2010-04-01,Amhara,22808290,19271079,11112011.0,3646614.0,4061373.0,451081.0,0.0,11112011.0,3646614.0,4061373.0,451081.0,0.0,8893029.0,2035710.0,7891259.0,451081.0,0.0,19271079.0,19271079.0,19271079.0,Apr - Jun 2010,Jul - Sep 2010
39,2010-04-01,Benishangul Gumz,1204954,1018082,585267.0,432815.0,0.0,0.0,0.0,585267.0,432815.0,0.0,0.0,0.0,585267.0,0.0,432815.0,0.0,0.0,1018082.0,1018082.0,1018082.0,Apr - Jun 2010,Jul - Sep 2010
40,2010-04-01,Dire Dawa,523623,442416,0.0,442416.0,0.0,0.0,0.0,0.0,442416.0,0.0,0.0,0.0,0.0,442416.0,0.0,0.0,0.0,442416.0,442416.0,442416.0,Apr - Jun 2010,Jul - Sep 2010
41,2010-04-01,Gambela,498214,420947,71899.0,0.0,349048.0,0.0,0.0,71899.0,0.0,349048.0,0.0,0.0,71899.0,349048.0,0.0,0.0,0.0,420947.0,420947.0,420947.0,Apr - Jun 2010,Jul - Sep 2010
42,2010-04-01,Harari,275491,232766,0.0,0.0,232766.0,0.0,0.0,0.0,0.0,232766.0,0.0,0.0,0.0,0.0,232766.0,0.0,0.0,232766.0,232766.0,232766.0,Apr - Jun 2010,Jul - Sep 2010
43,2010-04-01,Oromia,39382119,33274563,19746234.0,5998005.0,7530324.0,0.0,0.0,19746234.0,5998005.0,7530324.0,0.0,0.0,19746234.0,2134410.0,11393919.0,0.0,0.0,33274563.0,33274563.0,33274563.0,Apr - Jun 2010,Jul - Sep 2010
44,2010-04-01,SNNP,16721876,14128565,2070011.0,11087351.0,971203.0,0.0,0.0,2070011.0,11087351.0,971203.0,0.0,0.0,2070011.0,10745925.0,1312629.0,0.0,0.0,14128565.0,14128565.0,14128565.0,Apr - Jun 2010,Jul - Sep 2010
45,2010-04-01,Sidama,4432226,3744857,0.0,3744857.0,0.0,0.0,0.0,0.0,3744857.0,0.0,0.0,0.0,0.0,3744857.0,0.0,0.0,0.0,3744857.0,3744857.0,3744857.0,Apr - Jun 2010,Jul - Sep 2010
46,2010-04-01,Somali,6397806,5405603,0.0,3611228.0,1794375.0,0.0,0.0,0.0,3611228.0,1794375.0,0.0,0.0,0.0,3611228.0,1794375.0,0.0,0.0,5405603.0,5405603.0,5405603.0,Apr - Jun 2010,Jul - Sep 2010
47,2010-04-01,Tigray,5685598,4803848,395327.0,780147.0,3628374.0,0.0,0.0,395327.0,780147.0,3628374.0,0.0,0.0,395327.0,1450280.0,2958241.0,0.0,0.0,4803848.0,4803848.0,4803848.0,Apr - Jun 2010,Jul - Sep 2010
48,2010-07-01,Addis Ababa,3780729,3194397,0.0,0.0,3194397.0,0.0,0.0,0.0,0.0,3194397.0,0.0,0.0,0.0,3194397.0,0.0,0.0,0.0,3194397.0,3194397.0,3194397.0,Jul - Sep 2010,Oct - Dec 2010
49,2010-07-01,Afar,2015347,1702796,0.0,1028538.0,674258.0,0.0,0.0,0.0,1028538.0,674258.0,0.0,0.0,0.0,1702796.0,0.0,0.0,0.0,1702796.0,1702796.0,1702796.0,Jul - Sep 2010,Oct - Dec 2010
50,2010-07-01,Amhara,22808290,19271079,8893029.0,3370145.0,7007905.0,0.0,0.0,8893029.0,3370145.0,7007905.0,0.0,0.0,8893029.0,8846491.0,1531559.0,0.0,0.0,19271079.0,19271079.0,19271079.0,Jul - Sep 2010,Oct - Dec 2010
51,2010-07-01,Benishangul Gumz,1204954,1018082,648788.0,369294.0,0.0,0.0,0.0,648788.0,369294.0,0.0,0.0,0.0,648788.0,369294.0,0.0,0.0,0.0,1018082.0,1018082.0,1018082.0,Jul - Sep 2010,Oct - Dec 2010
52,2010-07-01,Dire Dawa,523623,442416,0.0,0.0,163587.0,0.0,0.0,0.0,0.0,163587.0,0.0,0.0,0.0,163587.0,0.0,0.0,0.0,163587.0,163587.0,163587.0,Jul - Sep 2010,Oct - Dec 2010
53,2010-07-01,Gambela,498214,420947,0.0,0.0,420947.0,0.0,0.0,0.0,0.0,420947.0,0.0,0.0,0.0,202703.0,218244.0,0.0,0.0,420947.0,420947.0,420947.0,Jul - Sep 2010,Oct - Dec 2010
54,2010-07-01,Harari,275491,232766,232766.0,0.0,0.0,0.0,0.0,232766.0,0.0,0.0,0.0,0.0,232766.0,0.0,0.0,0.0,0.0,232766.0,232766.0,232766.0,Jul - Sep 2010,Oct - Dec 2010
55,2010-07-01,Oromia,39382119,33274563,15478883.0,10265356.0,7530324.0,0.0,0.0,15478883.0,10265356.0,7530324.0,0.0,0.0,16147137.0,14993016.0,2134410.0,0.0,0.0,33274563.0,33274563.0,33274563.0,Jul - Sep 2010,Oct - Dec 2010
56,2010-07-01,SNNP,16721876,14128565,2298813.0,8555976.0,3273776.0,0.0,0.0,2298813.0,8555976.0,3273776.0,0.0,0.0,2298813.0,11829752.0,0.0,0.0,0.0,14128565.0,14128565.0,14128565.0,Jul - Sep 2010,Oct - Dec 2010
57,2010-07-01,Sidama,4432226,3744857,0.0,3744857.0,0.0,0.0,0.0,0.0,3744857.0,0.0,0.0,0.0,0.0,3744857.0,0.0,0.0,0.0,3744857.0,3744857.0,3744857.0,Jul - Sep 2010,Oct - Dec 2010
58,2010-07-01,Somali,6397806,5405603,0.0,5172321.0,233282.0,0.0,0.0,0.0,5172321.0,233282.0,0.0,0.0,0.0,1644011.0,3761592.0,0.0,0.0,5405603.0,5405603.0,5405603.0,Jul - Sep 2010,Oct - Dec 2010
59,2010-07-01,Tigray,5685598,4803848,395327.0,780147.0,3628374.0,0.0,0.0,395327.0,780147.0,3628374.0,0.0,0.0,395327.0,3738388.0,670133.0,0.0,0.0,4803848.0,4803848.0,4803848.0,Jul - Sep 2010,Oct - Dec 2010
60,2010-10-01,Addis Ababa,3780729,3194397,0.0,0.0,3194397.0,0.0,0.0,3194397.0,0.0,0.0,0.0,0.0,3194397.0,0.0,0.0,0.0,0.0,3194397.0,3194397.0,3194397.0,Oct - Dec 2010,Jan - Mar 2011
61,2010-10-01,Afar,2015347,1702796,0.0,1028538.0,674258.0,0.0,0.0,0.0,1702796.0,0.0,0.0,0.0,0.0,1268521.0,434275.0,0.0,0.0,1702796.0,1702796.0,1702796.0,Oct - Dec 2010,Jan - Mar 2011
62,2010-10-01,Amhara,22808290,19271079,8893029.0,3370145.0,7007905.0,0.0,0.0,8893029.0,8846491.0,1531559.0,0.0,0.0,8893029.0,8846491.0,1531559.0,0.0,0.0,19271079.0,19271079.0,19271079.0,Oct - Dec 2010,Jan - Mar 2011
63,2010-10-01,Benishangul Gumz,1204954,1018082,648788.0,369294.0,0.0,0.0,0.0,1018082.0,0.0,0.0,0.0,0.0,1018082.0,0.0,0.0,0.0,0.0,1018082.0,1018082.0,1018082.0,Oct - Dec 2010,Jan - Mar 2011
64,2010-10-01,Dire Dawa,523623,442416,0.0,0.0,163587.0,0.0,0.0,0.0,442416.0,0.0,0.0,0.0,0.0,442416.0,0.0,0.0,0.0,163587.0,442416.0,442416.0,Oct - Dec 2010,Jan - Mar 2011
65,2010-10-01,Gambela,498214,420947,0.0,0.0,420947.0,0.0,0.0,274602.0,146345.0,0.0,0.0,0.0,274602.0,0.0,146345.0,0.0,0.0,420947.0,420947.0,420947.0,Oct - Dec 2010,Jan - Mar 2011
66,2010-10-01,Harari,275491,232766,232766.0,0.0,0.0,0.0,0.0,0.0,232766.0,0.0,0.0,0.0,0.0,232766.0,0.0,0.0,0.0,232766.0,232766.0,232766.0,Oct - Dec 2010,Jan - Mar 2011
67,2010-10-01,Oromia,39382119,33274563,15478883.0,10265356.0,7530324.0,0.0,0.0,17378684.0,13650241.0,2245638.0,0.0,0.0,17378684.0,13650241.0,2245638.0,0.0,0.0,33274563.0,33274563.0,33274563.0,Oct - Dec 2010,Jan - Mar 2011
68,2010-10-01,SNNP,16721876,14128565,2298813.0,8555976.0,3273776.0,0.0,0.0,2233500.0,11895065.0,0.0,0.0,0.0,2233500.0,7777002.0,4118063.0,0.0,0.0,14128565.0,14128565.0,14128565.0,Oct - Dec 2010,Jan - Mar 2011
69,2010-10-01,Sidama,4432226,3744857,0.0,3744857.0,0.0,0.0,0.0,0.0,3744857.0,0.0,0.0,0.0,0.0,0.0,3744857.0,0.0,0.0,3744857.0,3744857.0,3744857.0,Oct - Dec 2010,Jan - Mar 2011
70,2010-10-01,Somali,6397806,5405603,0.0,5172321.0,233282.0,0.0,0.0,0.0,3604708.0,1800895.0,0.0,0.0,0.0,3604708.0,1800895.0,0.0,0.0,5405603.0,5405603.0,5405603.0,Oct - Dec 2010,Jan - Mar 2011
71,2010-10-01,Tigray,5685598,4803848,395327.0,780147.0,3628374.0,0.0,0.0,395327.0,4408521.0,0.0,0.0,0.0,395327.0,4408521.0,0.0,0.0,0.0,4803848.0,4803848.0,4803848.0,Oct - Dec 2010,Jan - Mar 2011
72,2011-01-01,Addis Ababa,3780729,3285518,3285518.0,0.0,0.0,0.0,0.0,3285518.0,0.0,0.0,0.0,0.0,3285518.0,0.0,0.0,0.0,0.0,3285518.0,3285518.0,3285518.0,Jan - Mar 2011,Apr - Jun 2011
73,2011-01-01,Afar,2015347,1751369,0.0,703924.0,1047445.0,0.0,0.0,0.0,703924.0,1047445.0,0.0,0.0,0.0,457096.0,1294273.0,0.0,0.0,1751369.0,1751369.0,1751369.0,Jan - Mar 2011,Apr - Jun 2011
74,2011-01-01,Amhara,22808290,19820794,9146707.0,10674087.0,0.0,0.0,0.0,9146707.0,10674087.0,0.0,0.0,0.0,9146707.0,10674087.0,0.0,0.0,0.0,19820794.0,19820794.0,19820794.0,Jan - Mar 2011,Apr - Jun 2011
75,2011-01-01,Benishangul Gumz,1204954,1047124,981791.0,65333.0,0.0,0.0,0.0,981791.0,65333.0,0.0,0.0,0.0,667295.0,379829.0,0.0,0.0,0.0,1047124.0,1047124.0,1047124.0,Jan - Mar 2011,Apr - Jun 2011
76,2011-01-01,Dire Dawa,523623,455036,0.0,455036.0,0.0,0.0,0.0,0.0,455036.0,0.0,0.0,0.0,0.0,455036.0,0.0,0.0,0.0,455036.0,455036.0,455036.0,Jan - Mar 2011,Apr - Jun 2011
77,2011-01-01,Gambela,498214,432954,0.0,282435.0,150519.0,0.0,0.0,0.0,282435.0,150519.0,0.0,0.0,0.0,282435.0,150519.0,0.0,0.0,432954.0,432954.0,432954.0,Jan - Mar 2011,Apr - Jun 2011
78,2011-01-01,Harari,275491,239406,0.0,239406.0,0.0,0.0,0.0,0.0,239406.0,0.0,0.0,0.0,0.0,239406.0,0.0,0.0,0.0,239406.0,239406.0,239406.0,Jan - Mar 2011,Apr - Jun 2011
79,2011-01-01,Oromia,39382119,34223733,14486732.0,10534023.0,9202978.0,0.0,0.0,14486732.0,10534023.0,9202978.0,0.0,0.0,14486732.0,10534023.0,9202978.0,0.0,0.0,34223733.0,34223733.0,34223733.0,Jan - Mar 2011,Apr - Jun 2011
80,2011-01-01,SNNP,16721876,14531590,2297213.0,11551718.0,682659.0,0.0,0.0,2297213.0,11551718.0,682659.0,0.0,0.0,2297213.0,10856675.0,1377702.0,0.0,0.0,14531590.0,14531590.0,14531590.0,Jan - Mar 2011,Apr - Jun 2011
81,2011-01-01,Sidama,4432226,3851681,0.0,3851681.0,0.0,0.0,0.0,0.0,3851681.0,0.0,0.0,0.0,0.0,3851681.0,0.0,0.0,0.0,3851681.0,3851681.0,3851681.0,Jan - Mar 2011,Apr - Jun 2011
82,2011-01-01,Somali,6397806,5559799,0.0,1690907.0,3868892.0,0.0,0.0,0.0,1690907.0,3868892.0,0.0,0.0,0.0,1116085.0,2017914.0,2425800.0,0.0,5559799.0,5559799.0,5559799.0,Jan - Mar 2011,Apr - Jun 2011
83,2011-01-01,Tigray,5685598,4940880,406604.0,4534276.0,0.0,0.0,0.0,406604.0,4534276.0,0.0,0.0,0.0,406604.0,4534276.0,0.0,0.0,0.0,4940880.0,4940880.0,4940880.0,Jan - Mar 2011,Apr - Jun 2011
84,2011-04-01,Addis Ababa,3780729,3285518,3285518.0,0.0,0.0,0.0,0.0,3285518.0,0.0,0.0,0.0,0.0,3285518.0,0.0,0.0,0.0,0.0,3285518.0,3285518.0,3285518.0,Apr - Jun 2011,Jul - Sep 2011
85,2011-04-01,Afar,2015347,1751369,0.0,0.0,1751369.0,0.0,0.0,0.0,0.0,1751369.0,0.0,0.0,0.0,0.0,1751369.0,0.0,0.0,1751369.0,1751369.0,1751369.0,Apr - Jun 2011,Jul - Sep 2011
86,2011-04-01,Amhara,22808290,19820794,9146707.0,10210139.0,463948.0,0.0,0.0,9146707.0,10210139.0,463948.0,0.0,0.0,9146707.0,10210139.0,463948.0,0.0,0.0,19820794.0,19820794.0,19820794.0,Apr - Jun 2011,Jul - Sep 2011
87,2011-04-01,Benishangul Gumz,1204954,1047124,601962.0,445162.0,0.0,0.0,0.0,601962.0,445162.0,0.0,0.0,0.0,601962.0,445162.0,0.0,0.0,0.0,1047124.0,1047124.0,1047124.0,Apr - Jun 2011,Jul - Sep 2011
88,2011-04-01,Dire Dawa,523623,455036,0.0,455036.0,0.0,0.0,0.0,0.0,455036.0,0.0,0.0,0.0,0.0,455036.0,0.0,0.0,0.0,455036.0,455036.0,455036.0,Apr - Jun 2011,Jul - Sep 2011
89,2011-04-01,Gambela,498214,432954,0.0,282435.0,150519.0,0.0,0.0,0.0,282435.0,150519.0,0.0,0.0,282435.0,0.0,150519.0,0.0,0.0,432954.0,432954.0,432954.0,Apr - Jun 2011,Jul - Sep 2011
90,2011-04-01,Harari,275491,239406,0.0,0.0,239406.0,0.0,0.0,0.0,0.0,239406.0,0.0,0.0,0.0,0.0,239406.0,0.0,0.0,239406.0,239406.0,239406.0,Apr - Jun 2011,Jul - Sep 2011
91,2011-04-01,Oromia,39382119,34223733,11978789.0,15351661.0,6893283.0,0.0,0.0,11978789.0,15351661.0,6893283.0,0.0,0.0,11978789.0,7146336.0,15098608.0,0.0,0.0,34223733.0,34223733.0,34223733.0,Apr - Jun 2011,Jul - Sep 2011
92,2011-04-01,SNNP,16721876,14531590,2366989.0,3485665.0,8678936.0,0.0,0.0,2366989.0,3485665.0,8678936.0,0.0,0.0,2366989.0,2598521.0,9566080.0,0.0,0.0,14531590.0,14531590.0,14531590.0,Apr - Jun 2011,Jul - Sep 2011
93,2011-04-01,Sidama,4432226,3851681,0.0,3851681.0,0.0,0.0,0.0,0.0,3851681.0,0.0,0.0,0.0,0.0,0.0,3851681.0,0.0,0.0,3851681.0,3851681.0,3851681.0,Apr - Jun 2011,Jul - Sep 2011
94,2011-04-01,Somali,6397806,5559799,0.0,0.0,3133999.0,2425800.0,0.0,0.0,0.0,3133999.0,2425800.0,0.0,0.0,0.0,3133999.0,2425800.0,0.0,5559799.0,5559799.0,5559799.0,Apr - Jun 2011,Jul - Sep 2011
95,2011-04-01,Tigray,5685598,4940880,406604.0,4534276.0,0.0,0.0,0.0,406604.0,4534276.0,0.0,0.0,0.0,406604.0,2934105.0,1600171.0,0.0,0.0,4940880.0,4940880.0,4940880.0,Apr - Jun 2011,Jul - Sep 2011
96,2011-07-01,Addis Ababa,3780729,3285518,3285518.0,0.0,0.0,0.0,0.0,3285518.0,0.0,0.0,0.0,0.0,3285518.0,0.0,0.0,0.0,0.0,3285518.0,3285518.0,3285518.0,Jul - Sep 2011,Oct - Dec 2011
97,2011-07-01,Afar,2015347,1751369,0.0,0.0,1751369.0,0.0,0.0,0.0,0.0,1751369.0,0.0,0.0,0.0,1751369.0,0.0,0.0,0.0,1751369.0,1751369.0,1751369.0,Jul - Sep 2011,Oct - Dec 2011
98,2011-07-01,Amhara,22808290,19820794,9146707.0,10210139.0,463948.0,0.0,0.0,9146707.0,10210139.0,463948.0,0.0,0.0,9146707.0,10674087.0,0.0,0.0,0.0,19820794.0,19820794.0,19820794.0,Jul - Sep 2011,Oct - Dec 2011
99,2011-07-01,Benishangul Gumz,1204954,1047124,601962.0,445162.0,0.0,0.0,0.0,601962.0,445162.0,0.0,0.0,0.0,601962.0,445162.0,0.0,0.0,0.0,1047124.0,1047124.0,1047124.0,Jul - Sep 2011,Oct - Dec 2011
100,2011-07-01,Dire Dawa,523623,455036,0.0,455036.0,0.0,0.0,0.0,0.0,455036.0,0.0,0.0,0.0,0.0,455036.0,0.0,0.0,0.0,455036.0,455036.0,455036.0,Jul - Sep 2011,Oct - Dec 2011
101,2011-07-01,Gambela,498214,432954,0.0,282435.0,150519.0,0.0,0.0,0.0,282435.0,150519.0,0.0,0.0,73950.0,208485.0,150519.0,0.0,0.0,432954.0,432954.0,432954.0,Jul - Sep 2011,Oct - Dec 2011
102,2011-07-01,Harari,275491,239406,0.0,0.0,239406.0,0.0,0.0,0.0,0.0,239406.0,0.0,0.0,0.0,239406.0,0.0,0.0,0.0,239406.0,239406.0,239406.0,Jul - Sep 2011,Oct - Dec 2011
103,2011-07-01,Oromia,39382119,34223733,11978789.0,6048729.0,14000920.0,2195295.0,0.0,11978789.0,6048729.0,14000920.0,2195295.0,0.0,11978789.0,19935038.0,2309906.0,0.0,0.0,34223733.0,34223733.0,34223733.0,Jul - Sep 2011,Oct - Dec 2011
