,date,ADMIN1,ADMIN2,CS_1,CS_2,CS_3,CS_4,CS_5,ML1_1,ML1_2,ML1_3,ML1_4,ML1_5,ML2_1,ML2_2,ML2_3,ML2_4,ML2_5,pop_CS,pop_ML1,pop_ML2,pop_ADMIN2
61,Oct 2020,Somali,Jarar,217498.0,190310.0,108749.0,27187.0,0.0,167414.0,195317.0,139512.0,55805.0,0.0,,,,,,543744.0,558048.0,558048.0,
62,Oct 2020,Somali,Korahe,234765.0,106711.0,64027.0,21342.0,0.0,131422.0,153326.0,109519.0,43807.0,0.0,,,,,,426845.0,438074.0,438074.0,
63,Oct 2020,Somali,Liban,90270.0,203107.0,112837.0,45135.0,0.0,92644.0,162127.0,138966.0,69483.0,0.0,,,,,,451348.0,463221.0,463221.0,
64,Oct 2020,Somali,Nogob,68239.0,87736.0,29245.0,9748.0,0.0,40019.0,80039.0,60029.0,20010.0,0.0,,,,,,194968.0,200097.0,200097.0,
65,Oct 2020,Somali,Shabelle,158326.0,263876.0,79163.0,26388.0,0.0,135409.0,189573.0,162491.0,54164.0,0.0,,,,,,527752.0,541636.0,541636.0,
66,Oct 2020,Somali,Siti,231288.0,231288.0,86733.0,28911.0,0.0,178029.0,267044.0,118686.0,29672.0,0.0,,,,,,578220.0,593431.0,593431.0,
68,Oct 2020,Tigray,"Central, cluster 1",262019.0,262019.0,58227.0,0.0,0.0,205352.0,293361.0,88008.0,0.0,0.0,88008.0,381369.0,117344.0,0.0,0.0,582265.0,586721.0,586721.0,
69,Oct 2020,Tigray,"Central, cluster 2",263725.0,184608.0,79118.0,0.0,0.0,265744.0,159446.0,79723.0,26574.0,0.0,186020.0,186020.0,106297.0,53149.0,0.0,527450.0,531487.0,531487.0,
70,Oct 2020,Tigray,"Eastern, cluster 1",234390.0,127849.0,42616.0,21308.0,0.0,150298.0,171770.0,64414.0,42942.0,0.0,107356.0,193241.0,85885.0,42942.0,0.0,426164.0,429424.0,429424.0,
71,Oct 2020,Tigray,"Eastern, cluster 2",137601.0,96320.0,27520.0,13760.0,0.0,97057.0,124788.0,41596.0,13865.0,0.0,55461.0,138653.0,55461.0,27731.0,0.0,275201.0,277306.0,277306.0,
72,Oct 2020,Tigray,"North western, cluster 1",380783.0,135994.0,27199.0,0.0,0.0,275167.0,220133.0,55033.0,0.0,0.0,192617.0,220133.0,110067.0,27517.0,0.0,543976.0,550333.0,550333.0,
73,Oct 2020,Tigray,"North western, cluster 2",68617.0,28590.0,17154.0,0.0,0.0,51462.0,40026.0,17154.0,5718.0,0.0,34308.0,40026.0,28590.0,11436.0,0.0,114361.0,114361.0,114361.0,
74,Oct 2020,Tigray,"South eastern, cluster 1",207902.0,113401.0,37800.0,18900.0,0.0,152359.0,133314.0,57135.0,38090.0,0.0,95224.0,133314.0,114269.0,38090.0,0.0,378004.0,380897.0,380897.0,
75,Oct 2020,Tigray,Southern,401184.0,85968.0,57312.0,28656.0,0.0,144377.0,202127.0,173252.0,57751.0,0.0,,,,,,573120.0,577506.0,,
79,Aug 2020,Afar,Zone 1 (awsi rasu),156639.0,117479.0,97899.0,19580.0,0.0,156639.0,137059.0,78319.0,19580.0,0.0,139276.0,139276.0,99483.0,19897.0,0.0,391597.0,391597.0,397931.0,
80,Aug 2020,Afar,Zone 2 (kilbet rasu),172506.0,129380.0,107817.0,21563.0,0.0,150943.0,172506.0,86253.0,21563.0,0.0,109561.0,175297.0,131473.0,21912.0,0.0,431266.0,431266.0,438242.0,
81,Aug 2020,Afar,Zone 3 (gabi rasu),64856.0,83387.0,27796.0,9265.0,0.0,74122.0,74122.0,27796.0,9265.0,0.0,65905.0,65905.0,47075.0,9415.0,0.0,185304.0,185304.0,188301.0,
82,Aug 2020,Afar,Zone 4 (fantana rasu),115852.0,90107.0,38617.0,12872.0,0.0,115852.0,90107.0,51490.0,0.0,0.0,78484.0,91565.0,78484.0,13081.0,0.0,257449.0,257449.0,261614.0,
83,Aug 2020,Afar,Zone 5 (hari rasu),137469.0,96228.0,41241.0,0.0,0.0,109975.0,109975.0,41241.0,13747.0,0.0,83815.0,111754.0,69846.0,13969.0,0.0,274937.0,274937.0,279384.0,
85,Aug 2020,Amhara,North shewa,1329353.0,379815.0,189908.0,0.0,0.0,1614215.0,189908.0,94954.0,0.0,0.0,1246372.0,479374.0,191750.0,0.0,0.0,1899076.0,1899076.0,1917496.0,
86,Aug 2020,Amhara,North wello,666495.0,518385.0,222165.0,74055.0,0.0,1258936.0,148110.0,74055.0,0.0,0.0,1046827.0,299093.0,149547.0,0.0,0.0,1481101.0,1481101.0,1495467.0,
87,Aug 2020,Amhara,South wello,1487302.0,811256.0,270419.0,135209.0,0.0,2298558.0,270419.0,135209.0,0.0,0.0,2047811.0,409562.0,273042.0,0.0,0.0,2704186.0,2704186.0,2730415.0,
89,Aug 2020,Oromia,Arsi,1562425.0,1093698.0,468728.0,0.0,0.0,1718668.0,1093698.0,312485.0,0.0,0.0,1436494.0,1117273.0,638442.0,0.0,0.0,3124850.0,3124850.0,3192209.0,
90,Aug 2020,Oromia,Bale,641808.0,481356.0,401130.0,80226.0,0.0,561582.0,561582.0,401130.0,80226.0,0.0,409777.0,491732.0,573688.0,163911.0,0.0,1604521.0,1604521.0,1639108.0,
91,Aug 2020,Oromia,Borena,193594.0,145196.0,120996.0,24199.0,0.0,193594.0,169395.0,96797.0,24199.0,0.0,98884.0,123605.0,197767.0,74163.0,0.0,483985.0,483985.0,494418.0,
92,Aug 2020,Oromia,East hararge,1511603.0,1007735.0,671823.0,167956.0,0.0,1847514.0,839779.0,671823.0,0.0,0.0,1372610.0,1029458.0,857881.0,171576.0,0.0,3359117.0,3359117.0,3431525.0,
93,Aug 2020,Oromia,East shewa,676312.0,473418.0,202893.0,0.0,0.0,743943.0,473418.0,135262.0,0.0,0.0,621801.0,483623.0,207267.0,69089.0,0.0,1352623.0,1352623.0,1381780.0,
94,Aug 2020,Oromia,Guji,575712.0,383808.0,255872.0,63968.0,0.0,703649.0,319840.0,255872.0,0.0,0.0,522775.0,326735.0,392081.0,65347.0,0.0,1279361.0,1279361.0,1306938.0,
95,Aug 2020,Oromia,West arsi,1048219.0,815281.0,465875.0,0.0,0.0,1164688.0,931750.0,232938.0,0.0,0.0,1070814.0,832855.0,475917.0,0.0,0.0,2329375.0,2329375.0,2379586.0,
96,Aug 2020,Oromia,West guji,502040.0,278911.0,223129.0,111565.0,0.0,502040.0,334694.0,223129.0,55782.0,0.0,227939.0,341908.0,398893.0,170954.0,0.0,1115645.0,1115645.0,1139694.0,
97,Aug 2020,Oromia,West hararge,800858.0,915266.0,457633.0,114408.0,0.0,800858.0,1029674.0,457633.0,0.0,0.0,701246.0,818121.0,584372.0,233749.0,0.0,2288165.0,2288165.0,2337488.0,
99,Aug 2020,SNNP,Dawuro,304151.0,126730.0,50692.0,25346.0,0.0,329497.0,101384.0,50692.0,25346.0,0.0,283817.0,129008.0,77405.0,25802.0,0.0,506918.0,506918.0,516030.0,
100,Aug 2020,SNNP,Gamo,575244.0,313770.0,104590.0,52295.0,0.0,627539.0,313770.0,104590.0,0.0,0.0,479115.0,372645.0,159705.0,53235.0,0.0,1045899.0,1045899.0,1064700.0,
101,Aug 2020,SNNP,Gedeo,356742.0,237828.0,158552.0,39638.0,0.0,317104.0,317104.0,118914.0,39638.0,0.0,322804.0,242103.0,161402.0,80701.0,0.0,792761.0,792761.0,807011.0,
102,Aug 2020,SNNP,Gofa,273461.0,136731.0,45577.0,0.0,0.0,296250.0,113942.0,45577.0,0.0,0.0,231981.0,162387.0,69594.0,0.0,0.0,455769.0,455769.0,463962.0,
103,Aug 2020,SNNP,Hadiya,647913.0,388748.0,194374.0,64791.0,0.0,647913.0,518330.0,129583.0,0.0,0.0,527648.0,461692.0,263824.0,65956.0,0.0,1295826.0,1295826.0,1319119.0,
104,Aug 2020,SNNP,Kembata Tembaro,251444.0,282874.0,94291.0,0.0,0.0,251444.0,251444.0,94291.0,31430.0,0.0,255963.0,223968.0,127982.0,31995.0,0.0,628609.0,628609.0,639908.0,
105,Aug 2020,SNNP,Segen,256750.0,224656.0,128375.0,32094.0,0.0,224656.0,256750.0,128375.0,32094.0,0.0,228694.0,228694.0,163353.0,32671.0,0.0,641874.0,641874.0,653412.0,
106,Aug 2020,SNNP,South omo,273724.0,182483.0,121655.0,30414.0,0.0,243310.0,212896.0,121655.0,30414.0,0.0,185762.0,247683.0,154802.0,30960.0,0.0,608275.0,608275.0,619208.0,
107,Aug 2020,SNNP,Wolayita,642781.0,499941.0,214260.0,71420.0,0.0,642781.0,357101.0,285681.0,142840.0,0.0,727040.0,363520.0,290816.0,72704.0,0.0,1428403.0,1428403.0,1454079.0,
109,Aug 2020,Sidama,Sidama,2065645.0,635583.0,476687.0,0.0,0.0,1906749.0,794479.0,476687.0,0.0,0.0,1617520.0,808760.0,647008.0,161752.0,0.0,3177915.0,3177915.0,3235039.0,
111,Aug 2020,Somali,Afder,147642.0,177170.0,236226.0,29528.0,0.0,177170.0,206698.0,177170.0,29528.0,0.0,121170.0,242340.0,212047.0,30292.0,0.0,590566.0,590566.0,605849.0,
112,Aug 2020,Somali,Daawa,144294.0,185521.0,61840.0,20613.0,0.0,164908.0,164908.0,61840.0,20613.0,0.0,126881.0,126881.0,105735.0,63441.0,0.0,412269.0,412269.0,422938.0,
113,Aug 2020,Somali,Doolo,192018.0,115211.0,57605.0,19202.0,0.0,211219.0,96009.0,57605.0,19202.0,0.0,157590.0,98494.0,98494.0,39397.0,0.0,384035.0,384035.0,393974.0,
114,Aug 2020,Somali,Erer,68046.0,108874.0,81655.0,13609.0,0.0,68046.0,136092.0,54437.0,13609.0,0.0,55846.0,97730.0,83768.0,41884.0,0.0,272184.0,272184.0,279228.0,
115,Aug 2020,Somali,Fafan,424342.0,377193.0,94298.0,47149.0,0.0,424342.0,377193.0,94298.0,47149.0,0.0,338585.0,338585.0,193477.0,96739.0,0.0,942983.0,942983.0,967385.0,
116,Aug 2020,Somali,Jarar,217538.0,190346.0,108769.0,27192.0,0.0,217538.0,190346.0,108769.0,27192.0,0.0,167376.0,195272.0,139480.0,55792.0,0.0,543845.0,543845.0,557919.0,
117,Aug 2020,Somali,Korahe,256941.0,85647.0,64235.0,21412.0,0.0,235529.0,107059.0,64235.0,21412.0,0.0,131795.0,153761.0,109829.0,43932.0,0.0,428235.0,428235.0,439317.0,
118,Aug 2020,Somali,Liban,91122.0,205025.0,113903.0,45561.0,0.0,91122.0,205025.0,113903.0,45561.0,0.0,93481.0,163591.0,140221.0,70110.0,0.0,455612.0,455612.0,467403.0,
119,Aug 2020,Somali,Nogob,58181.0,66492.0,33246.0,8312.0,0.0,58181.0,74804.0,24935.0,8312.0,0.0,42633.0,59687.0,51160.0,17053.0,0.0,166231.0,166231.0,170533.0,
120,Aug 2020,Somali,Shabelle,132527.0,212043.0,185537.0,0.0,0.0,159032.0,265054.0,79516.0,26505.0,0.0,135956.0,190339.0,163148.0,54383.0,0.0,530107.0,530107.0,543825.0,
121,Aug 2020,Somali,Siti,174298.0,232398.0,116199.0,58099.0,0.0,232398.0,261447.0,58099.0,29050.0,0.0,178809.0,268213.0,119206.0,29801.0,0.0,580994.0,580994.0,596029.0,
123,Aug 2020,Tigray,Southern,316993.0,201723.0,57635.0,0.0,0.0,374628.0,172905.0,28818.0,0.0,0.0,261136.0,261136.0,58030.0,0.0,0.0,576351.0,576351.0,580303.0,
127,Sep 2019,Afar,AAP - Assale Agropastoral Livelihood Zone,29674.0,33914.0,21196.0,0.0,0.0,29674.0,33914.0,21196.0,0.0,0.0,34429.0,34429.0,17214.0,0.0,0.0,84784.0,84784.0,86072.0,
128,Sep 2019,Afar,AGA - Awsa Gewane Agropastoral Livelihood Zone,43300.0,27555.0,7873.0,0.0,0.0,39364.0,27555.0,11809.0,0.0,0.0,43958.0,31970.0,3996.0,0.0,0.0,78728.0,78728.0,79924.0,
129,Sep 2019,Afar,ARP - Aramis-Adar Pastoral Livelihood Zone,239969.0,143981.0,71991.0,23997.0,0.0,167978.0,191975.0,71991.0,47994.0,0.0,194892.0,194892.0,73084.0,24361.0,0.0,479938.0,479938.0,487229.0,
130,Sep 2019,Afar,ASP - Asale Pastoral Livelihood Zone,78425.0,89629.0,44814.0,11204.0,0.0,67222.0,89629.0,56018.0,11204.0,0.0,90990.0,90990.0,45495.0,0.0,0.0,224072.0,224072.0,227476.0,
131,Sep 2019,Afar,CNO Cheno Livelihood Zone,11378.0,10114.0,3793.0,0.0,0.0,8849.0,10114.0,5057.0,1264.0,0.0,10267.0,11551.0,3850.0,0.0,0.0,25284.0,25284.0,25668.0,
132,Sep 2019,Afar,ELP - Eli-Daar Pastoral Livelihood Zone,59954.0,39970.0,33308.0,0.0,0.0,46631.0,39970.0,46631.0,0.0,0.0,47340.0,47340.0,40577.0,0.0,0.0,133232.0,133232.0,135256.0,
133,Sep 2019,Afar,NMP - Namalefane Baadu Pastoral Livelihood Zone,17562.0,35125.0,30734.0,4391.0,0.0,13172.0,30734.0,39515.0,4391.0,0.0,22287.0,35658.0,31201.0,0.0,0.0,87812.0,87812.0,89146.0,
134,Sep 2019,Afar,TER - Teru Pastoral Livelihood Zone,139894.0,139894.0,99924.0,19985.0,0.0,99924.0,139894.0,119909.0,39970.0,0.0,142019.0,162307.0,81154.0,20288.0,0.0,399696.0,399696.0,405768.0,
136,Sep 2019,Amhara,ABB - Abay-Beshilo Basin Livelihood Zone,477011.0,159004.0,119253.0,39751.0,0.0,556513.0,159004.0,79502.0,0.0,0.0,480450.0,160150.0,120113.0,40038.0,0.0,795018.0,795018.0,800750.0,
137,Sep 2019,Amhara,East belesa,39834.0,24897.0,24897.0,9959.0,0.0,49793.0,24897.0,19917.0,4979.0,0.0,45137.0,25076.0,25076.0,5015.0,0.0,99586.0,99586.0,100304.0,
138,Sep 2019,Amhara,Ebenat,85596.0,73368.0,61140.0,24456.0,0.0,134507.0,73368.0,24456.0,12228.0,0.0,98529.0,73897.0,49264.0,24632.0,0.0,244559.0,244559.0,246322.0,
139,Sep 2019,Amhara,Enarj enawga,90345.0,36138.0,45173.0,9035.0,0.0,99380.0,63242.0,18069.0,0.0,0.0,90997.0,63698.0,27299.0,0.0,0.0,180690.0,180690.0,181993.0,
140,Sep 2019,Amhara,Enebse sarmder,71440.0,28576.0,35720.0,7144.0,0.0,78584.0,50008.0,14288.0,0.0,0.0,71955.0,50369.0,21587.0,0.0,0.0,142880.0,142880.0,143910.0,
141,Sep 2019,Amhara,Janamora,47788.0,57346.0,57346.0,28673.0,0.0,95576.0,66903.0,19115.0,9558.0,0.0,57759.0,67386.0,48133.0,19253.0,0.0,191152.0,191152.0,192530.0,
142,Sep 2019,Amhara,NHB - North Wollo Highland Belg Livelihood Zone,38326.0,26828.0,7665.0,3833.0,0.0,38326.0,26828.0,7665.0,3833.0,0.0,23161.0,27021.0,19301.0,7720.0,0.0,76651.0,76651.0,77203.0,
143,Sep 2019,Amhara,"NSS - North Shewa Highland Sheep, Wheat and Barley LZ",190776.0,190776.0,71541.0,23847.0,0.0,190776.0,190776.0,71541.0,23847.0,0.0,144113.0,168132.0,120095.0,48038.0,0.0,476940.0,476940.0,480378.0,
144,Sep 2019,Amhara,NWE - North Wollo East Plain Livelihood Zone,327038.0,100627.0,50314.0,25157.0,0.0,327038.0,100627.0,50314.0,25157.0,0.0,253382.0,126691.0,101353.0,25338.0,0.0,503136.0,503136.0,506763.0,
145,Sep 2019,Amhara,SWB - South Wollo Belg Livelihood Zone,243103.0,101293.0,40517.0,20259.0,0.0,202586.0,141810.0,40517.0,20259.0,0.0,163237.0,142832.0,61214.0,40809.0,0.0,405171.0,405171.0,408092.0,
146,Sep 2019,Amhara,Sekota,52824.0,19809.0,39618.0,19809.0,0.0,66030.0,46221.0,19809.0,0.0,0.0,53205.0,46554.0,33253.0,0.0,0.0,132060.0,132060.0,133012.0,
147,Sep 2019,Amhara,Telemt,13451.0,16814.0,26902.0,10088.0,0.0,20176.0,26902.0,16814.0,3363.0,0.0,10161.0,20322.0,27096.0,10161.0,0.0,67254.0,67254.0,67739.0,
148,Sep 2019,Amhara,WMB - South Wollo Meher & Belg Livelihood Zone,85700.0,35709.0,14283.0,7142.0,0.0,85700.0,35709.0,14283.0,7142.0,0.0,86318.0,28773.0,21580.0,7193.0,0.0,142834.0,142834.0,143864.0,
150,Sep 2019,Oromia,"Afc-Agarfa, Gasera, Ginir & Gololcha Fruit, Coffee & Ch",26400.0,47520.0,21120.0,10560.0,0.0,26400.0,47520.0,21120.0,10560.0,0.0,26903.0,43044.0,21522.0,16142.0,0.0,105599.0,105599.0,107611.0,
