ADMIN0,date,CS_2,CS_3,CS_4,CS_99,ML1_1,ML1_2,ML1_3,ML1_4,ML1_99,ML2_1,ML2_2,ML2_3,ML2_4,ML2_99,CS_1,CS_5,ML1_5,ML2_5,pop_CS,pop_total_CS,pop_ML1,pop_total_ML1,pop_ML2,pop_total_ML2,perc_CS_1,perc_CS_2,perc_CS_3,perc_CS_4,perc_CS_5,CS_3p,perc_CS_3p,CS_4p,perc_CS_4p,CS_2m,perc_CS_2m,perc_ML1_1,perc_ML1_2,perc_ML1_3,perc_ML1_4,perc_ML1_5,ML1_3p,perc_ML1_3p,ML1_4p,perc_ML1_4p,ML1_2m,perc_ML1_2m,perc_ML2_1,perc_ML2_2,perc_ML2_3,perc_ML2_4,perc_ML2_5,ML2_3p,perc_ML2_3p,ML2_4p,perc_ML2_4p,ML2_2m,perc_ML2_2m,perc_inc_ML2_3p,perc_inc_ML1_3p,source,year,month,trigger_ML1_4_20,trigger_ML1_3_30,trigger_ML1_3_5i,threshold_reached_ML1,trigger_ML2_4_20,trigger_ML2_3_30,trigger_ML2_3_5i,threshold_reached_ML2,trigger_ML1_3_20,trigger_ML1_3_5in,trigger_ML1_4_2half,trigger_ML2_3_20,trigger_ML2_3_5in,trigger_ML2_4_2half,period_ML1,period_ML2
Somalia,6/1/17,7056243,5059768,2396460.25,,,7019159.5,2066430.625,5426882,,1181812.125,7076712.5,1232615.5,5021331.5,,,,,,14512471.25,14512471.25,14512472.13,14512472.13,14512471.63,14512471.63,,48.62192578,34.86496485,16.51310937,,7456228.25,51.37807422,2396460.25,16.51310937,7056243,48.62192578,,48.36639436,14.23899806,37.39460757,,7493312.625,51.63360564,5426882,37.39460757,7019159.5,48.36639436,8.143424191,48.76297217,8.493491197,34.60011244,,6253947,43.09360364,5021331.5,34.60011244,8258524.625,56.90639636,-8.284470583,0.255531415,FewsNet,2017,6,1,1,0,0,1,1,0,0,1,0,1,1,0,1,,
Somalia,10/1/17,5866814.33,7282741.386,1362914.919,,,6595697.611,3490954.964,4425818.061,,,5409689.099,6367229.129,2735552.406,,,,,,14512470.63,14512470.63,14512470.63,14512470.63,14512470.63,14512470.63,,40.42602033,50.18264339,9.391336272,,8645656.305,59.57397967,1362914.919,9.391336272,5866814.33,40.42602033,,45.44848204,24.05486324,30.49665472,,7916773.024,54.55151796,4425818.061,30.49665472,6595697.611,45.44848204,,37.27614157,43.8741913,18.84966713,,9102781.536,62.72385843,2735552.406,18.84966713,5409689.099,37.27614157,3.149878763,-5.022461709,FewsNet,2017,10,1,1,0,0,0,1,0,0,1,0,1,1,0,1,,
Somalia,2/1/18,5433418.493,4448669.362,,,3897394.121,3145957.155,6747752.734,1136211.653,,,4015765.831,4344681.685,6566868.147,,5045227.809,,,,14927315.66,14927315.66,14927315.66,14927315.66,14927315.66,14927315.66,33.79862745,36.39916657,29.80220598,,,4448669.362,29.80220598,,,10478646.3,70.19779402,26.10914252,21.07517001,45.20406004,7.611627428,,7883964.387,52.81568746,1136211.653,7.611627428,7043351.276,47.18431254,,26.90212977,29.10557922,43.99229102,,10911549.83,73.09787023,6566868.147,43.99229102,4015765.831,26.90212977,43.29566425,23.01348148,FewsNet,2018,2,0,1,1,1,1,1,1,1,1,1,1,1,1,1,,
Somalia,6/1/18,8383331.812,2278841.492,,,2358927.875,8522018.709,3832944.229,213424.8506,,3811057.903,4394428.041,6508404.869,213424.8506,,4265142.359,,,,14927315.66,14927315.66,14927315.66,14927315.66,14927315.66,14927315.66,28.57273508,56.16101382,15.2662511,,,2278841.492,15.2662511,,,12648474.17,84.7337489,15.80276004,57.09009511,25.67738444,1.429760416,,4046369.08,27.10714485,213424.8506,1.429760416,10880946.58,72.89285515,25.53076514,29.43883642,43.60063802,1.429760416,,6721829.72,45.03039844,213424.8506,1.429760416,8205485.944,54.96960156,29.76414734,11.84089375,FewsNet,2018,6,0,0,1,1,0,1,1,1,1,1,0,1,1,0,,
Somalia,10/1/18,10624007.19,1280307.844,,,2573174,11668488,472228.1875,213424.8438,,2573174,10537990,1602723.625,213424.8438,,3022998.25,,,,14927313.28,14927313.28,14927315.03,14927315.03,14927312.47,14927312.47,20.25145579,71.17159657,8.576947637,,,1280307.844,8.576947637,,,13647005.44,91.42305236,17.23802301,78.1686993,3.16351726,1.429760431,,685653.0313,4.593277691,213424.8438,1.429760431,14241662,95.40672231,17.23802597,70.59536016,10.73685319,1.429760677,,1816148.469,12.16661387,213424.8438,1.429760677,13111164,87.83338613,3.58966623,-3.983669946,FewsNet,2018,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Somalia,2/1/19,7957857.5,396462.6094,,,4694457,6163220.5,4500705.141,,,4086486.25,11050978,,220914.6406,,7004059.75,,,,15358379.86,15358379.86,15358382.64,15358382.64,15358378.89,15358378.89,45.60415756,51.81443338,2.581409061,,,396462.6094,2.581409061,,,14961917.25,97.41859094,30.56608961,40.12935896,29.30455144,,,4500705.141,29.30455144,,,10857677.5,70.69544856,26.60753638,71.95406546,,1.438398168,,220914.6406,1.438398168,220914.6406,1.438398168,15137464.25,98.56160183,-1.143010893,26.72314237,FewsNet,2019,2,0,0,1,1,0,0,0,0,1,1,0,0,0,0,,
Somalia,6/1/19,6559194.099,5607744.002,220914.6387,,514254.5313,6829591,5158107.5,2746674.5,109753.4141,1399696.375,7296554,6331462.5,220914.6406,109753.4141,2970527.856,,,,15358380.6,15358380.6,15248627.53,15358380.95,15248627.52,15358380.93,19.34141323,42.70758924,36.51259954,1.438397996,,5828658.641,37.95099753,220914.6387,1.438397996,9529721.955,62.04900247,3.372464376,44.78823413,33.82670007,18.01260143,,7904782,51.8393015,2746674.5,18.01260143,7343845.531,48.1606985,9.179163001,47.85056224,41.52152378,1.44875098,,6552377.141,42.97027476,220914.6406,1.44875098,8696250.375,57.02972524,5.019277229,13.88830397,FewsNet,2019,6,0,1,1,1,0,1,1,1,1,1,1,1,1,0,,
Somalia,10/1/19,8935879.781,4762241.341,630794.9976,,3700139.173,16249519.55,9915029.042,852073.4301,46075141.79,2429160.99,20824500.66,7242184.906,220914.6387,46075141.79,1029464.476,,,,15358380.6,15358380.6,30716761.19,76791902.98,30716761.19,76791902.98,6.702949376,58.18243483,31.00744451,4.107171284,,5393036.339,35.1146158,630794.9976,4.107171284,9965344.257,64.8853842,12.04599388,52.90114881,32.27888832,2.77396899,,10767102.47,35.05285731,852073.4301,2.77396899,19949658.72,64.94714269,7.908258866,67.79523572,23.57730641,0.719198998,,7463099.545,24.29650541,220914.6387,0.719198998,23253661.65,75.70349459,-10.81811038,-0.061758481,FewsNet,2019,10,0,1,0,0,0,0,0,0,1,0,1,1,0,0,,
Somalia,2/1/20,12328530.5,875047.0469,,,2788861,11362560.94,1655169.125,,,2788861.25,7062553.688,5955173.5,,,2603011.264,,,,15806588.82,15806588.82,15806591.06,15806591.06,15806588.44,15806588.44,16.46788751,77.99614862,5.535963876,,,875047.0469,5.535963876,,,14931541.77,94.46403612,17.64365883,71.88495541,10.47138576,,,1655169.125,10.47138576,,,14151421.94,89.52861424,17.64366334,44.68107533,37.67526132,,,5955173.5,37.67526132,,,9851414.938,62.32473868,32.13929745,4.935421879,FewsNet,2020,2,0,0,1,0,0,1,1,1,0,1,0,1,1,0,,
Somalia,6/1/20,12038022.42,2597769.627,,,1170796.77,10894160.88,3741631.168,,,1486923.074,5439604.482,8880061.259,,,1170796.77,,,,15806588.82,15806588.82,15806588.82,15806588.82,15806588.82,15806588.82,7.407017309,76.15825628,16.43472641,,,2597769.627,16.43472641,,,13208819.19,83.56527359,7.407017309,68.92164404,23.67133865,,,3741631.168,23.67133865,,,12064957.65,76.32866135,9.406982693,34.41352556,56.17949175,,,8880061.259,56.17949175,,,6926527.557,43.82050825,39.74476533,7.236612237,FewsNet,2020,6,0,0,1,1,0,1,1,1,1,1,0,1,1,0,,
Somalia,8/1/20,,,,,1170796.77,10894160.88,3741631.168,,,1486923.074,5439604.482,8880061.259,,,,,,,,,15806588.82,15806588.82,15806588.82,15806588.82,,,,,,,,,,,,7.407017309,68.92164404,23.67133865,,,3741631.168,23.67133865,,,12064957.65,76.32866135,9.406982693,34.41352556,56.17949175,,,8880061.259,56.17949175,,,6926527.557,43.82050825,,,FewsNet,2020,8,0,0,,0,0,1,,0,1,,0,1,,0,,
Somalia,10/1/20,10186666.21,3411649.542,,,2208273.065,10186666.21,3411649.542,,,929421.334,9226994.29,5650173.191,,,2208273.065,,,,15806588.82,15806588.82,15806588.82,15806588.82,15806588.82,15806588.82,13.97058588,64.4456962,21.58371791,,,3411649.542,21.58371791,,,12394939.27,78.41628209,13.97058588,64.4456962,21.58371791,,,3411649.542,21.58371791,,,12394939.27,78.41628209,5.879961482,58.37435514,35.74568338,,,5650173.191,35.74568338,,,10156415.62,64.25431662,14.16196547,,FewsNet,2020,10,0,0,0,0,0,1,1,1,1,0,0,1,1,0,Oct 2020 - Jan 2021,Feb 2021 - May 2021
somalia,1/1/17,2950989,1158034,44791,,7138570,2733120,2003740,384130,,,,,,,8131797,,,,12285611,,12259560,,,,66.1896018,24.01987984,9.425937383,0.364580972,,,9.790518355,,0.364580972,,90.20948164,58.22859874,22.29378542,16.34430599,3.133309841,,,19.47761584,,3.133309841,,80.52238416,,,,,,,,,,,,,9.687097481,GlobalIPC,2017,1,0,0,1,0,,,,0,0,1,1,,,,,
somalia,7/1/17,2434728,1966338,667991,,7693831,3081562,1342242,134987,,,,,,,7015439,,,,12084496,,12252622,,,,58.0532196,20.14753449,16.27157641,5.527669503,,,21.79924591,,5.527669503,,78.20075409,62.79334334,25.15022499,10.95473279,1.101698885,,,12.05643168,,1.101698885,,87.94356832,,,,,,,,,,,,,-9.742814233,GlobalIPC,2017,7,0,0,0,0,,,,0,0,0,0,,,,,
somalia,1/1/18,2153272,1184113,149238,,7683897,2220646,1771717,429658,,,,,,,8621010,,,,12107633,,12105918,,,,71.20309973,17.78441748,9.779888439,1.232594348,,,11.01248279,,1.232594348,,88.98751721,63.4722373,18.34347465,14.63513135,3.549156702,,,18.18428805,,3.549156702,,81.81571195,,,,,,,,,,,,,7.171805262,GlobalIPC,2018,1,0,0,1,0,,,,0,0,1,1,,,,,
somalia,7/1/18,3202056,1636263,115453,,7688856,3077398,1388050,156638,,,,,,,7356592,17131,11184,,12327495,,12322126,,,,59.67629271,25.97491218,13.27328058,0.936548747,0.138965783,,14.34879511,,1.075514531,,85.65120489,62.39877761,24.97457014,11.26469572,1.271192974,0.090763558,,12.62665225,,1.361956533,,87.37334775,,,,,,,,,,,,,-1.722142861,GlobalIPC,2018,7,0,0,0,0,,,,0,0,0,0,,,,,
somalia,1/1/19,3572217,1051396,95762,,7379763,3392096,1424349,138496,,,,,,,7619936,,,,12339311,,12334704,,,,61.75333453,28.94989031,8.520702655,0.776072505,,,9.29677516,,0.776072505,,90.70322484,59.82926708,27.50042482,11.54749234,1.122815756,,,12.6703081,,1.122815756,,87.3296919,,,,,,,,,,,,,3.37353294,GlobalIPC,2019,1,0,0,0,0,,,,0,0,0,0,,,,,
somalia,8/1/19,3621278,975727,224325,,6001699,4226264,1650652,434254,,,,,,,7514005,,,,12335335,,12312869,,,,60.91447861,29.35694896,7.910016226,1.818556205,,,9.72857243,,1.818556205,,90.27142757,48.74330264,34.32395813,13.40590889,3.526830343,,,16.93273923,,3.526830343,,83.06726077,,,,,,,,,,,,,7.204166804,GlobalIPC,2019,8,0,0,1,0,,,,0,0,1,1,,,,,
somalia,1/1/20,2855725,963657,194375,,8202959,2843405,1054488,226324,,,,,,,8308261,,,,12322018,,12327176,,,,67.42613913,23.17578987,7.820610228,1.57746077,,,9.398070998,,1.57746077,,90.601929,66.54369987,23.06615076,8.554173316,1.835976058,,,10.39014937,,1.835976058,,89.60985063,,,,,,,,,,,,,0.992078376,GlobalIPC,2020,1,0,0,0,0,,,,0,0,0,0,,,,,
somalia,9/1/20,2522812,982687,297840,,7212270,3011769,1703277,400221,,,,,,,8524196,,,,12327535,,12327537,,,,69.14761142,20.46485368,7.971480105,2.416054791,,,10.3875349,,2.416054791,,89.6124651,58.5053608,24.43123067,13.8168476,3.246560931,,,17.06340853,,3.246560931,,82.93659147,,,,,,,,,,,,,6.675873634,GlobalIPC,2020,9,0,0,1,0,,,,0,0,1,1,,,,,
