date,ADMIN1,Total,adjusted_population,CS_1,CS_2,CS_3,CS_4,CS_5,ML1_1,ML1_2,ML1_3,ML1_4,ML1_5,ML2_1,ML2_2,ML2_3,ML2_4,ML2_5,pop_CS,pop_ML1,pop_ML2,period_ML1,period_ML2,perc_CS_1,perc_CS_2,perc_CS_3,perc_CS_4,perc_CS_5,CS_3p,perc_CS_3p,CS_4p,perc_CS_4p,CS_2m,perc_CS_2m,perc_ML1_1,perc_ML1_2,perc_ML1_3,perc_ML1_4,perc_ML1_5,ML1_3p,perc_ML1_3p,ML1_4p,perc_ML1_4p,ML1_2m,perc_ML1_2m,perc_ML2_1,perc_ML2_2,perc_ML2_3,perc_ML2_4,perc_ML2_5,ML2_3p,perc_ML2_3p,ML2_4p,perc_ML2_4p,ML2_2m,perc_ML2_2m,perc_inc_ML2_3p,perc_inc_ML1_3p,source,ADMIN0,year,month,trigger_ML1_4_20,trigger_ML1_3_30,trigger_ML1_3_5i,threshold_reached_ML1,trigger_ML2_4_20,trigger_ML2_3_30,trigger_ML2_3_5i,threshold_reached_ML2
1/1/12,Amhara,22808290,20389654,11552460,6739474,2097720,0,0,11552460,6739474,2097720,0,0,11552460,6739474,2097720,0,0,20389654,20389654,20389654,Jan - Mar 2012,Apr - Jun 2012,56.6584406,33.05340051,10.28815889,0,0,2097720,10.28815889,0,0,18291934,89.71184111,56.6584406,33.05340051,10.28815889,0,0,2097720,10.28815889,0,0,18291934,89.71184111,56.6584406,33.05340051,10.28815889,0,0,2097720,10.28815889,0,0,18291934,89.71184111,0,0,FewsNet,,2012,1,0,0,0,FALSE,0,0,0,FALSE
1/1/12,Benishangul Gumz,1204954,1077177,1077177,0,0,0,0,1077177,0,0,0,0,1077177,0,0,0,0,1077177,1077177,1077177,Jan - Mar 2012,Apr - Jun 2012,100,0,0,0,0,0,0,0,0,1077177,100,100,0,0,0,0,0,0,0,0,1077177,100,100,0,0,0,0,0,0,0,0,1077177,100,0,0,FewsNet,,2012,1,0,0,0,FALSE,0,0,0,FALSE
1/1/12,Dire Dawa,523623,468096,0,173082,0,0,0,0,173082,0,0,0,0,173082,0,0,0,173082,173082,173082,Jan - Mar 2012,Apr - Jun 2012,0,100,0,0,0,0,0,0,0,173082,100,0,100,0,0,0,0,0,0,0,173082,100,0,100,0,0,0,0,0,0,0,173082,100,0,0,FewsNet,,2012,1,0,0,0,FALSE,0,0,0,FALSE
1/1/12,Gambela,498214,445380,290541,154839,0,0,0,290541,154839,0,0,0,290541,154839,0,0,0,445380,445380,445380,Jan - Mar 2012,Apr - Jun 2012,65.23440657,34.76559343,0,0,0,0,0,0,0,445380,100,65.23440657,34.76559343,0,0,0,0,0,0,0,445380,100,65.23440657,34.76559343,0,0,0,0,0,0,0,445380,100,0,0,FewsNet,,2012,1,0,0,0,FALSE,0,0,0,FALSE
1/1/12,Harari,275491,246277,0,246277,0,0,0,0,246277,0,0,0,0,0,246277,0,0,246277,246277,246277,Jan - Mar 2012,Apr - Jun 2012,0,100,0,0,0,0,0,0,0,246277,100,0,100,0,0,0,0,0,0,0,246277,100,0,0,100,0,0,246277,100,0,0,0,0,100,0,FewsNet,,2012,1,0,0,0,FALSE,0,1,1,TRUE
1/1/12,Oromia,39382119,35205963,24609748,5832941,3387409,1375865,0,24609748,5832941,3387409,1375865,0,24609748,5832941,2387073,2376201,0,35205963,35205963,35205963,Jan - Mar 2012,Apr - Jun 2012,69.90221514,16.56804843,9.621691075,3.90804535,0,4763274,13.52973643,1375865,3.90804535,30442689,86.47026357,69.90221514,16.56804843,9.621691075,3.90804535,0,4763274,13.52973643,1375865,3.90804535,30442689,86.47026357,69.90221514,16.56804843,6.780308779,6.749427647,0,4763274,13.52973643,2376201,6.749427647,30442689,86.47026357,0,0,FewsNet,,2012,1,0,0,0,FALSE,0,0,0,FALSE
1/1/12,SNNP,16721876,14948649,4631804,8899603,1417242,0,0,4631804,8899603,1417242,0,0,4560026,2539306,7849317,0,0,14948649,14948649,14948649,Jan - Mar 2012,Apr - Jun 2012,30.98476658,59.53449706,9.480736353,0,0,1417242,9.480736353,0,0,13531407,90.51926365,30.98476658,59.53449706,9.480736353,0,0,1417242,9.480736353,0,0,13531407,90.51926365,30.50460279,16.98685948,52.50853773,0,0,7849317,52.50853773,0,0,7099332,47.49146227,43.02780138,0,FewsNet,,2012,1,0,0,0,FALSE,0,1,1,TRUE
1/1/12,Sidama,4432226,3962225,0,3962225,0,0,0,0,3962225,0,0,0,0,3962225,0,0,0,3962225,3962225,3962225,Jan - Mar 2012,Apr - Jun 2012,0,100,0,0,0,0,0,0,0,3962225,100,0,100,0,0,0,0,0,0,0,3962225,100,0,100,0,0,0,0,0,0,0,3962225,100,0,0,FewsNet,,2012,1,0,0,0,FALSE,0,0,0,FALSE
1/1/12,Somali,6397806,5719366,0,0,5719366,0,0,0,0,5719366,0,0,0,0,5719366,0,0,5719366,5719366,5719366,Jan - Mar 2012,Apr - Jun 2012,0,0,100,0,0,5719366,100,0,0,0,0,0,0,100,0,0,5719366,100,0,0,0,0,0,0,100,0,0,5719366,100,0,0,0,0,0,0,FewsNet,,2012,1,0,1,0,FALSE,0,1,0,FALSE
1/1/12,Tigray,5685598,5082684,418274,4664410,0,0,0,418274,4664410,0,0,0,418274,3955380,709030,0,0,5082684,5082684,5082684,Jan - Mar 2012,Apr - Jun 2012,8.229392187,91.77060781,0,0,0,0,0,0,0,5082684,100,8.229392187,91.77060781,0,0,0,0,0,0,0,5082684,100,8.229392187,77.82069474,13.94991308,0,0,709030,13.94991308,0,0,4373654,86.05008692,13.94991308,0,FewsNet,,2012,1,0,0,0,FALSE,0,0,1,FALSE
4/1/12,Addis Ababa,3780729,3379814,3379814,0,0,0,0,3379814,0,0,0,0,3379814,0,0,0,0,3379814,3379814,3379814,Apr - Jun 2012,Jul - Sep 2012,100,0,0,0,0,0,0,0,0,3379814,100,100,0,0,0,0,0,0,0,0,3379814,100,100,0,0,0,0,0,0,0,0,3379814,100,0,0,FewsNet,,2012,4,0,0,0,FALSE,0,0,0,FALSE
4/1/12,Afar,2015347,1801633,0,1342151,459482,0,0,0,724126,1077507,0,0,0,1801633,0,0,0,1801633,1801633,1801633,Apr - Jun 2012,Jul - Sep 2012,0,74.49635969,25.50364031,0,0,459482,25.50364031,0,0,1342151,74.49635969,0,40.19275846,59.80724154,0,0,1077507,59.80724154,0,0,724126,40.19275846,0,100,0,0,0,0,0,0,0,1801633,100,-25.50364031,34.30360123,FewsNet,,2012,4,0,1,1,TRUE,0,0,0,FALSE
4/1/12,Amhara,22808290,20389654,9409219,8882715,2097720,0,0,9409219,8882715,2097720,0,0,9409219,8882715,2097720,0,0,20389654,20389654,20389654,Apr - Jun 2012,Jul - Sep 2012,46.14702633,43.56481478,10.28815889,0,0,2097720,10.28815889,0,0,18291934,89.71184111,46.14702633,43.56481478,10.28815889,0,0,2097720,10.28815889,0,0,18291934,89.71184111,46.14702633,43.56481478,10.28815889,0,0,2097720,10.28815889,0,0,18291934,89.71184111,0,0,FewsNet,,2012,4,0,0,0,FALSE,0,0,0,FALSE
4/1/12,Benishangul Gumz,1204954,1077177,1077177,0,0,0,0,1077177,0,0,0,0,1077177,0,0,0,0,1077177,1077177,1077177,Apr - Jun 2012,Jul - Sep 2012,100,0,0,0,0,0,0,0,0,1077177,100,100,0,0,0,0,0,0,0,0,1077177,100,100,0,0,0,0,0,0,0,0,1077177,100,0,0,FewsNet,,2012,4,0,0,0,FALSE,0,0,0,FALSE
4/1/12,Dire Dawa,523623,468096,0,173082,0,0,0,0,173082,0,0,0,0,173082,0,0,0,173082,173082,173082,Apr - Jun 2012,Jul - Sep 2012,0,100,0,0,0,0,0,0,0,173082,100,0,100,0,0,0,0,0,0,0,173082,100,0,100,0,0,0,0,0,0,0,173082,100,0,0,FewsNet,,2012,4,0,0,0,FALSE,0,0,0,FALSE
4/1/12,Gambela,498214,445380,290541,154839,0,0,0,290541,154839,0,0,0,290541,154839,0,0,0,445380,445380,445380,Apr - Jun 2012,Jul - Sep 2012,65.23440657,34.76559343,0,0,0,0,0,0,0,445380,100,65.23440657,34.76559343,0,0,0,0,0,0,0,445380,100,65.23440657,34.76559343,0,0,0,0,0,0,0,445380,100,0,0,FewsNet,,2012,4,0,0,0,FALSE,0,0,0,FALSE
4/1/12,Harari,275491,246277,0,246277,0,0,0,0,246277,0,0,0,0,0,246277,0,0,246277,246277,246277,Apr - Jun 2012,Jul - Sep 2012,0,100,0,0,0,0,0,0,0,246277,100,0,100,0,0,0,0,0,0,0,246277,100,0,0,100,0,0,246277,100,0,0,0,0,100,0,FewsNet,,2012,4,0,0,0,FALSE,0,1,1,TRUE
4/1/12,Oromia,39382119,35205963,19715876,10726813,4763274,0,0,19715876,10726813,4763274,0,0,19715876,8350829,7139258,0,0,35205963,35205963,35205963,Apr - Jun 2012,Jul - Sep 2012,56.00152451,30.46873906,13.52973643,0,0,4763274,13.52973643,0,0,30442689,86.47026357,56.00152451,30.46873906,13.52973643,0,0,4763274,13.52973643,0,0,30442689,86.47026357,56.00152451,23.71992779,20.2785477,0,0,7139258,20.2785477,0,0,28066705,79.7214523,6.748811274,0,FewsNet,,2012,4,0,0,0,FALSE,0,0,1,FALSE
4/1/12,SNNP,16721876,14948649,4631804,4026399,6290446,0,0,4631804,4026399,6290446,0,0,4560026,8658796,1729827,0,0,14948649,14948649,14948649,Apr - Jun 2012,Jul - Sep 2012,30.98476658,26.93486883,42.08036459,0,0,6290446,42.08036459,0,0,8658203,57.91963541,30.98476658,26.93486883,42.08036459,0,0,6290446,42.08036459,0,0,8658203,57.91963541,30.50460279,57.92360233,11.57179488,0,0,1729827,11.57179488,0,0,13218822,88.42820512,-30.5085697,0,FewsNet,,2012,4,0,1,0,FALSE,0,0,0,FALSE
4/1/12,Sidama,4432226,3962225,0,3962225,0,0,0,0,3962225,0,0,0,0,3962225,0,0,0,3962225,3962225,3962225,Apr - Jun 2012,Jul - Sep 2012,0,100,0,0,0,0,0,0,0,3962225,100,0,100,0,0,0,0,0,0,0,3962225,100,0,100,0,0,0,0,0,0,0,3962225,100,0,0,FewsNet,,2012,4,0,0,0,FALSE,0,0,0,FALSE
4/1/12,Somali,6397806,5719366,0,0,5719366,0,0,0,0,5719366,0,0,0,1739437,3979929,0,0,5719366,5719366,5719366,Apr - Jun 2012,Jul - Sep 2012,0,0,100,0,0,5719366,100,0,0,0,0,0,0,100,0,0,5719366,100,0,0,0,0,0,30.41310873,69.58689127,0,0,3979929,69.58689127,0,0,1739437,30.41310873,-30.41310873,0,FewsNet,,2012,4,0,1,0,FALSE,0,1,0,FALSE
4/1/12,Tigray,5685598,5082684,418274,4664410,0,0,0,418274,4664410,0,0,0,418274,4664410,0,0,0,5082684,5082684,5082684,Apr - Jun 2012,Jul - Sep 2012,8.229392187,91.77060781,0,0,0,0,0,0,0,5082684,100,8.229392187,91.77060781,0,0,0,0,0,0,0,5082684,100,8.229392187,91.77060781,0,0,0,0,0,0,0,5082684,100,0,0,FewsNet,,2012,4,0,0,0,FALSE,0,0,0,FALSE
7/1/12,Addis Ababa,3780729,3379814,3379814,0,0,0,0,3379814,0,0,0,0,3379814,0,0,0,0,3379814,3379814,3379814,Jul - Sep 2012,Oct - Dec 2012,100,0,0,0,0,0,0,0,0,3379814,100,100,0,0,0,0,0,0,0,0,3379814,100,100,0,0,0,0,0,0,0,0,3379814,100,0,0,FewsNet,,2012,7,0,0,0,FALSE,0,0,0,FALSE
7/1/12,Afar,2015347,1801633,0,1183608,618025,0,0,0,1183608,618025,0,0,0,1183608,618025,0,0,1801633,1801633,1801633,Jul - Sep 2012,Oct - Dec 2012,0,65.69639877,34.30360123,0,0,618025,34.30360123,0,0,1183608,65.69639877,0,65.69639877,34.30360123,0,0,618025,34.30360123,0,0,1183608,65.69639877,0,65.69639877,34.30360123,0,0,618025,34.30360123,0,0,1183608,65.69639877,0,0,FewsNet,,2012,7,0,1,0,FALSE,0,1,0,FALSE
7/1/12,Amhara,22808290,20389654,9409219,5850366,5130069,0,0,9409219,5850366,5130069,0,0,14433655,3858279,2097720,0,0,20389654,20389654,20389654,Jul - Sep 2012,Oct - Dec 2012,46.14702633,28.69281646,25.16015721,0,0,5130069,25.16015721,0,0,15259585,74.83984279,46.14702633,28.69281646,25.16015721,0,0,5130069,25.16015721,0,0,15259585,74.83984279,70.78911197,18.92272914,10.28815889,0,0,2097720,10.28815889,0,0,18291934,89.71184111,-14.87199832,0,FewsNet,,2012,7,0,0,0,FALSE,0,0,0,FALSE
7/1/12,Benishangul Gumz,1204954,1077177,1077177,0,0,0,0,1077177,0,0,0,0,1077177,0,0,0,0,1077177,1077177,1077177,Jul - Sep 2012,Oct - Dec 2012,100,0,0,0,0,0,0,0,0,1077177,100,100,0,0,0,0,0,0,0,0,1077177,100,100,0,0,0,0,0,0,0,0,1077177,100,0,0,FewsNet,,2012,7,0,0,0,FALSE,0,0,0,FALSE
7/1/12,Dire Dawa,523623,468096,0,0,173082,0,0,0,0,173082,0,0,0,173082,0,0,0,173082,173082,173082,Jul - Sep 2012,Oct - Dec 2012,0,0,100,0,0,173082,100,0,0,0,0,0,0,100,0,0,173082,100,0,0,0,0,0,100,0,0,0,0,0,0,0,173082,100,-100,0,FewsNet,,2012,7,0,1,0,FALSE,0,0,0,FALSE
7/1/12,Gambela,498214,445380,445380,0,0,0,0,445380,0,0,0,0,445380,0,0,0,0,445380,445380,445380,Jul - Sep 2012,Oct - Dec 2012,100,0,0,0,0,0,0,0,0,445380,100,100,0,0,0,0,0,0,0,0,445380,100,100,0,0,0,0,0,0,0,0,445380,100,0,0,FewsNet,,2012,7,0,0,0,FALSE,0,0,0,FALSE
7/1/12,Harari,275491,246277,0,0,246277,0,0,0,0,246277,0,0,0,246277,0,0,0,246277,246277,246277,Jul - Sep 2012,Oct - Dec 2012,0,0,100,0,0,246277,100,0,0,0,0,0,0,100,0,0,246277,100,0,0,0,0,0,100,0,0,0,0,0,0,0,246277,100,-100,0,FewsNet,,2012,7,0,1,0,FALSE,0,0,0,FALSE
7/1/12,Oromia,39382119,35205963,14457058,11654606,9094299,0,0,14457058,11654606,9094299,0,0,23101815,12104148,0,0,0,35205963,35205963,35205963,Jul - Sep 2012,Oct - Dec 2012,41.06423108,33.10406819,25.83170073,0,0,9094299,25.83170073,0,0,26111664,74.16829927,41.06423108,33.10406819,25.83170073,0,0,9094299,25.83170073,0,0,26111664,74.16829927,65.61904016,34.38095984,0,0,0,0,0,0,0,35205963,100,-25.83170073,0,FewsNet,,2012,7,0,0,0,FALSE,0,0,0,FALSE
7/1/12,SNNP,16721876,14948649,2963162,1668642,10316845,0,0,2963162,1668642,10316845,0,0,4631804,10316845,0,0,0,14948649,14948649,14948649,Jul - Sep 2012,Oct - Dec 2012,19.8222729,11.16249368,69.01523342,0,0,10316845,69.01523342,0,0,4631804,30.98476658,19.8222729,11.16249368,69.01523342,0,0,10316845,69.01523342,0,0,4631804,30.98476658,30.98476658,69.01523342,0,0,0,0,0,0,0,14948649,100,-69.01523342,0,FewsNet,,2012,7,0,1,0,FALSE,0,0,0,FALSE
7/1/12,Sidama,4432226,3962225,0,0,3962225,0,0,0,0,3962225,0,0,0,3962225,0,0,0,3962225,3962225,3962225,Jul - Sep 2012,Oct - Dec 2012,0,0,100,0,0,3962225,100,0,0,0,0,0,0,100,0,0,3962225,100,0,0,0,0,0,100,0,0,0,0,0,0,0,3962225,100,-100,0,FewsNet,,2012,7,0,1,0,FALSE,0,0,0,FALSE
7/1/12,Somali,6397806,5719366,0,0,5719366,0,0,0,0,5719366,0,0,0,5128046,591320,0,0,5719366,5719366,5719366,Jul - Sep 2012,Oct - Dec 2012,0,0,100,0,0,5719366,100,0,0,0,0,0,0,100,0,0,5719366,100,0,0,0,0,0,89.66109181,10.33890819,0,0,591320,10.33890819,0,0,5128046,89.66109181,-89.66109181,0,FewsNet,,2012,7,0,1,0,FALSE,0,0,0,FALSE
7/1/12,Tigray,5685598,5082684,418274,4664410,0,0,0,418274,4664410,0,0,0,1243704,2192883,1646097,0,0,5082684,5082684,5082684,Jul - Sep 2012,Oct - Dec 2012,8.229392187,91.77060781,0,0,0,0,0,0,0,5082684,100,8.229392187,91.77060781,0,0,0,0,0,0,0,5082684,100,24.46943387,43.14419311,32.38637303,0,0,1646097,32.38637303,0,0,3436587,67.61362697,32.38637303,0,FewsNet,,2012,7,0,0,0,FALSE,0,1,1,TRUE
10/1/12,Addis Ababa,3780729,3379814,3379814,0,0,0,0,3379814,0,0,0,0,3379814,0,0,0,0,3379814,3379814,3379814,Oct - Dec 2012,Jan - Mar 2013,100,0,0,0,0,0,0,0,0,3379814,100,100,0,0,0,0,0,0,0,0,3379814,100,100,0,0,0,0,0,0,0,0,3379814,100,0,0,FewsNet,,2012,10,0,0,0,FALSE,0,0,0,FALSE
10/1/12,Afar,2015347,1801633,0,1183608,618025,0,0,0,1183608,618025,0,0,0,447980,1353653,0,0,1801633,1801633,1801633,Oct - Dec 2012,Jan - Mar 2013,0,65.69639877,34.30360123,0,0,618025,34.30360123,0,0,1183608,65.69639877,0,65.69639877,34.30360123,0,0,618025,34.30360123,0,0,1183608,65.69639877,0,24.8652195,75.1347805,0,0,1353653,75.1347805,0,0,447980,24.8652195,40.83117927,0,FewsNet,,2012,10,0,1,0,FALSE,0,1,1,TRUE
10/1/12,Amhara,22808290,20389654,14433655,3858279,2097720,0,0,14433655,3858279,2097720,0,0,11552460,6739474,2097720,0,0,20389654,20389654,20389654,Oct - Dec 2012,Jan - Mar 2013,70.78911197,18.92272914,10.28815889,0,0,2097720,10.28815889,0,0,18291934,89.71184111,70.78911197,18.92272914,10.28815889,0,0,2097720,10.28815889,0,0,18291934,89.71184111,56.6584406,33.05340051,10.28815889,0,0,2097720,10.28815889,0,0,18291934,89.71184111,0,0,FewsNet,,2012,10,0,0,0,FALSE,0,0,0,FALSE
10/1/12,Benishangul Gumz,1204954,1077177,1077177,0,0,0,0,1077177,0,0,0,0,1077177,0,0,0,0,1077177,1077177,1077177,Oct - Dec 2012,Jan - Mar 2013,100,0,0,0,0,0,0,0,0,1077177,100,100,0,0,0,0,0,0,0,0,1077177,100,100,0,0,0,0,0,0,0,0,1077177,100,0,0,FewsNet,,2012,10,0,0,0,FALSE,0,0,0,FALSE
10/1/12,Dire Dawa,523623,468096,0,468096,0,0,0,0,468096,0,0,0,0,0,468096,0,0,468096,468096,468096,Oct - Dec 2012,Jan - Mar 2013,0,100,0,0,0,0,0,0,0,468096,100,0,100,0,0,0,0,0,0,0,468096,100,0,0,100,0,0,468096,100,0,0,0,0,100,0,FewsNet,,2012,10,0,0,0,FALSE,0,1,1,TRUE
10/1/12,Gambela,498214,445380,445380,0,0,0,0,445380,0,0,0,0,445380,0,0,0,0,445380,445380,445380,Oct - Dec 2012,Jan - Mar 2013,100,0,0,0,0,0,0,0,0,445380,100,100,0,0,0,0,0,0,0,0,445380,100,100,0,0,0,0,0,0,0,0,445380,100,0,0,FewsNet,,2012,10,0,0,0,FALSE,0,0,0,FALSE
10/1/12,Harari,275491,246277,0,246277,0,0,0,0,246277,0,0,0,0,0,246277,0,0,246277,246277,246277,Oct - Dec 2012,Jan - Mar 2013,0,100,0,0,0,0,0,0,0,246277,100,0,100,0,0,0,0,0,0,0,246277,100,0,0,100,0,0,246277,100,0,0,0,0,100,0,FewsNet,,2012,10,0,0,0,FALSE,0,1,1,TRUE
10/1/12,Oromia,39382119,35205963,23101815,12104148,0,0,0,23101815,12104148,0,0,0,20967340,8405682,5832941,0,0,35205963,35205963,35205963,Oct - Dec 2012,Jan - Mar 2013,65.61904016,34.38095984,0,0,0,0,0,0,0,35205963,100,65.61904016,34.38095984,0,0,0,0,0,0,0,35205963,100,59.55621779,23.87573378,16.56804843,0,0,5832941,16.56804843,0,0,29373022,83.43195157,16.56804843,0,FewsNet,,2012,10,0,0,0,FALSE,0,0,1,FALSE
10/1/12,SNNP,16721876,14948649,4631804,10316845,0,0,0,4631804,10316845,0,0,0,5214996,4416065,5317588,0,0,14948649,14948649,14948649,Oct - Dec 2012,Jan - Mar 2013,30.98476658,69.01523342,0,0,0,0,0,0,0,14948649,100,30.98476658,69.01523342,0,0,0,0,0,0,0,14948649,100,34.88606897,29.54156593,35.5723651,0,0,5317588,35.5723651,0,0,9631061,64.4276349,35.5723651,0,FewsNet,,2012,10,0,0,0,FALSE,0,1,1,TRUE
10/1/12,Sidama,4432226,3962225,0,3962225,0,0,0,0,3962225,0,0,0,0,0,3962225,0,0,3962225,3962225,3962225,Oct - Dec 2012,Jan - Mar 2013,0,100,0,0,0,0,0,0,0,3962225,100,0,100,0,0,0,0,0,0,0,3962225,100,0,0,100,0,0,3962225,100,0,0,0,0,100,0,FewsNet,,2012,10,0,0,0,FALSE,0,1,1,TRUE
10/1/12,Somali,6397806,5719366,0,5128046,591320,0,0,0,5128046,591320,0,0,0,3640092,2079274,0,0,5719366,5719366,5719366,Oct - Dec 2012,Jan - Mar 2013,0,89.66109181,10.33890819,0,0,591320,10.33890819,0,0,5128046,89.66109181,0,89.66109181,10.33890819,0,0,591320,10.33890819,0,0,5128046,89.66109181,0,63.64502639,36.35497361,0,0,2079274,36.35497361,0,0,3640092,63.64502639,26.01606542,0,FewsNet,,2012,10,0,0,0,FALSE,0,1,1,TRUE
10/1/12,Tigray,5685598,5082684,1243704,2192883,1646097,0,0,1243704,2192883,1646097,0,0,418274,2149397,2515013,0,0,5082684,5082684,5082684,Oct - Dec 2012,Jan - Mar 2013,24.46943387,43.14419311,32.38637303,0,0,1646097,32.38637303,0,0,3436587,67.61362697,24.46943387,43.14419311,32.38637303,0,0,1646097,32.38637303,0,0,3436587,67.61362697,8.229392187,42.28862152,49.48198629,0,0,2515013,49.48198629,0,0,2567671,50.51801371,17.09561326,0,FewsNet,,2012,10,0,1,0,FALSE,0,1,1,TRUE
1/1/13,Addis Ababa,3780729,3476725,3476725,0,0,0,0,3476725,0,0,0,0,3476725,0,0,0,0,3476725,3476725,3476725,Jan - Mar 2013,Apr - Jun 2013,100,0,0,0,0,0,0,0,0,3476725,100,100,0,0,0,0,0,0,0,0,3476725,100,100,0,0,0,0,0,0,0,0,3476725,100,0,0,FewsNet,,2013,1,0,0,0,FALSE,0,0,0,FALSE
1/1/13,Afar,2015347,1853294,0,1119443,733851,0,0,0,1119443,733851,0,0,0,1119443,733851,0,0,1853294,1853294,1853294,Jan - Mar 2013,Apr - Jun 2013,0,60.40288265,39.59711735,0,0,733851,39.59711735,0,0,1119443,60.40288265,0,60.40288265,39.59711735,0,0,733851,39.59711735,0,0,1119443,60.40288265,0,60.40288265,39.59711735,0,0,733851,39.59711735,0,0,1119443,60.40288265,0,0,FewsNet,,2013,1,0,1,0,FALSE,0,1,0,FALSE
1/1/13,Amhara,22808290,20974301,14298811,6184542,490948,0,0,14298811,1398322,5277168,0,0,15148424,0,5825877,0,0,20974301,20974301,20974301,Jan - Mar 2013,Apr - Jun 2013,68.17300372,29.48628419,2.340712093,0,0,490948,2.340712093,0,0,20483353,97.65928791,68.17300372,6.666834809,25.16016148,0,0,5277168,25.16016148,0,0,15697133,74.83983852,72.22373704,0,27.77626296,0,0,5825877,27.77626296,0,0,15148424,72.22373704,25.43555087,22.81944938,FewsNet,,2013,1,0,0,1,FALSE,0,0,1,FALSE
1/1/13,Benishangul Gumz,1204954,1108063,1108063,0,0,0,0,1108063,0,0,0,0,1108063,0,0,0,0,1108063,1108063,1108063,Jan - Mar 2013,Apr - Jun 2013,100,0,0,0,0,0,0,0,0,1108063,100,100,0,0,0,0,0,0,0,0,1108063,100,100,0,0,0,0,0,0,0,0,1108063,100,0,0,FewsNet,,2013,1,0,0,0,FALSE,0,0,0,FALSE
1/1/13,Dire Dawa,523623,481518,0,0,481518,0,0,0,0,481518,0,0,0,0,481518,0,0,481518,481518,481518,Jan - Mar 2013,Apr - Jun 2013,0,0,100,0,0,481518,100,0,0,0,0,0,0,100,0,0,481518,100,0,0,0,0,0,0,100,0,0,481518,100,0,0,0,0,0,0,FewsNet,,2013,1,0,1,0,FALSE,0,1,0,FALSE
1/1/13,Gambela,498214,458152,250075,208077,0,0,0,250075,208077,0,0,0,250075,208077,0,0,0,458152,458152,458152,Jan - Mar 2013,Apr - Jun 2013,54.58341336,45.41658664,0,0,0,0,0,0,0,458152,100,54.58341336,45.41658664,0,0,0,0,0,0,0,458152,100,54.58341336,45.41658664,0,0,0,0,0,0,0,458152,100,0,0,FewsNet,,2013,1,0,0,0,FALSE,0,0,0,FALSE
1/1/13,Harari,275491,253339,0,0,253339,0,0,0,0,253339,0,0,0,0,253339,0,0,253339,253339,253339,Jan - Mar 2013,Apr - Jun 2013,0,0,100,0,0,253339,100,0,0,0,0,0,0,100,0,0,253339,100,0,0,0,0,0,0,100,0,0,253339,100,0,0,0,0,0,0,FewsNet,,2013,1,0,1,0,FALSE,0,1,0,FALSE
1/1/13,Oromia,39382119,36215444,23003024,7212228,6000192,0,0,23003024,5796912,7415508,0,0,23003024,3993210,9219210,0,0,36215444,36215444,36215444,Jan - Mar 2013,Apr - Jun 2013,63.51716687,19.91478553,16.5680476,0,0,6000192,16.5680476,0,0,30215252,83.4319524,63.51716687,16.00674011,20.47609302,0,0,7415508,20.47609302,0,0,28799936,79.52390698,63.51716687,11.02626272,25.45657041,0,0,9219210,25.45657041,0,0,26996234,74.54342959,8.888522808,3.908045418,FewsNet,,2013,1,0,0,0,FALSE,0,0,1,FALSE
1/1/13,SNNP,16721876,15377280,4764616,10612664,0,0,0,4764616,4617898,5994766,0,0,4764616,4617898,5994766,0,0,15377280,15377280,15377280,Jan - Mar 2013,Apr - Jun 2013,30.98477754,69.01522246,0,0,0,0,0,0,0,15377280,100,30.98477754,30.03065562,38.98456684,0,0,5994766,38.98456684,0,0,9382514,61.01543316,30.98477754,30.03065562,38.98456684,0,0,5994766,38.98456684,0,0,9382514,61.01543316,38.98456684,38.98456684,FewsNet,,2013,1,0,1,1,TRUE,0,1,1,TRUE
1/1/13,Sidama,4432226,4075836,0,4075836,0,0,0,0,0,4075836,0,0,0,0,4075836,0,0,4075836,4075836,4075836,Jan - Mar 2013,Apr - Jun 2013,0,100,0,0,0,0,0,0,0,4075836,100,0,0,100,0,0,4075836,100,0,0,0,0,0,0,100,0,0,4075836,100,0,0,0,0,100,100,FewsNet,,2013,1,0,1,1,TRUE,0,1,1,TRUE
1/1/13,Somali,6397806,5883362,0,4229450,1653912,0,0,0,2395120,3488242,0,0,0,4843459,1039903,0,0,5883362,5883362,5883362,Jan - Mar 2013,Apr - Jun 2013,0,71.88831828,28.11168172,0,0,1653912,28.11168172,0,0,4229450,71.88831828,0,40.7100566,59.2899434,0,0,3488242,59.2899434,0,0,2395120,40.7100566,0,82.32468102,17.67531898,0,0,1039903,17.67531898,0,0,4843459,82.32468102,-10.43636275,31.17826168,FewsNet,,2013,1,0,1,1,TRUE,0,0,0,FALSE
1/1/13,Tigray,5685598,5228423,1279365,2255761,1693297,0,0,1279365,2255761,1693297,0,0,430267,849098,3949058,0,0,5228423,5228423,5228423,Jan - Mar 2013,Apr - Jun 2013,24.46942415,43.14419472,32.38638113,0,0,1693297,32.38638113,0,0,3535126,67.61361887,24.46942415,43.14419472,32.38638113,0,0,1693297,32.38638113,0,0,3535126,67.61361887,8.229383889,16.24004026,75.53057585,0,0,3949058,75.53057585,0,0,1279365,24.46942415,43.14419472,0,FewsNet,,2013,1,0,1,0,FALSE,0,1,1,TRUE
