,date,ADM1_EN,Total,adjusted_population,CS_1,CS_2,CS_3,CS_4,CS_5,ML1_1,ML1_2,ML1_3,ML1_4,ML1_5,ML2_1,ML2_2,ML2_3,ML2_4,ML2_5,pop_CS,pop_ML1,pop_ML2
0,2009-07-01,Addis Ababa,3780729,3106699,3106699.0,0.0,0.0,0.0,0.0,3106699.0,0.0,0.0,0.0,0.0,3106699.0,0.0,0.0,0.0,0.0,3106699.0,3106699.0,3106699.0
1,2009-07-01,Afar,2015347,1656048,0.0,821915.0,834133.0,0.0,0.0,0.0,821915.0,834133.0,0.0,0.0,0.0,1000301.0,655747.0,0.0,0.0,1656048.0,1656048.0,1656048.0
2,2009-07-01,Amhara,22808290,18742015,10806944.0,1970051.0,5965020.0,0.0,0.0,10806944.0,1970051.0,5965020.0,0.0,0.0,8648882.0,10093133.0,0.0,0.0,0.0,18742015.0,18742015.0,18742015.0
3,2009-07-01,Benishangul Gumz,1204954,990132,990132.0,0.0,0.0,0.0,0.0,990132.0,0.0,0.0,0.0,0.0,990132.0,0.0,0.0,0.0,0.0,990132.0,990132.0,990132.0
4,2009-07-01,Dire Dawa,523623,430270,0.0,430270.0,0.0,0.0,0.0,0.0,430270.0,0.0,0.0,0.0,0.0,430270.0,0.0,0.0,0.0,430270.0,430270.0,430270.0
5,2009-07-01,Gambela,498214,409390,69925.0,339465.0,0.0,0.0,0.0,69925.0,0.0,339465.0,0.0,0.0,69925.0,339465.0,0.0,0.0,0.0,409390.0,409390.0,409390.0
6,2009-07-01,Harari,275491,226376,0.0,226376.0,0.0,0.0,0.0,0.0,226376.0,0.0,0.0,0.0,0.0,226376.0,0.0,0.0,0.0,226376.0,226376.0,226376.0
7,2009-07-01,Oromia,39382119,32361050,13288817.0,3757524.0,15314709.0,0.0,0.0,13288817.0,3757524.0,15314709.0,0.0,0.0,11326824.0,18157807.0,2876419.0,0.0,0.0,32361050.0,32361050.0,32361050.0
8,2009-07-01,SNNP,16721876,13740684,2013183.0,1312578.0,10414923.0,0.0,0.0,2013183.0,1312578.0,10414923.0,0.0,0.0,2013183.0,9433243.0,2294258.0,0.0,0.0,13740684.0,13740684.0,13740684.0
9,2009-07-01,Sidama,4432226,3642047,0.0,0.0,3642047.0,0.0,0.0,0.0,0.0,3642047.0,0.0,0.0,0.0,3642047.0,0.0,0.0,0.0,3642047.0,3642047.0,3642047.0
10,2009-07-01,Somali,6397806,5257198,0.0,0.0,2963427.0,2293771.0,0.0,0.0,0.0,1984567.0,3272631.0,0.0,0.0,1598877.0,1364550.0,2293771.0,0.0,5257198.0,5257198.0,5257198.0
11,2009-07-01,Tigray,5685598,4671965,384474.0,1975709.0,2311782.0,0.0,0.0,384474.0,1975709.0,2311782.0,0.0,0.0,384474.0,4287491.0,0.0,0.0,0.0,4671965.0,4671965.0,4671965.0
12,2009-10-01,Addis Ababa,3780729,3106699,3106699.0,0.0,0.0,0.0,0.0,3106699.0,0.0,0.0,0.0,0.0,3106699.0,0.0,0.0,0.0,0.0,3106699.0,3106699.0,3106699.0
13,2009-10-01,Afar,2015347,1656048,0.0,821915.0,834133.0,0.0,0.0,0.0,1656048.0,0.0,0.0,0.0,0.0,0.0,1656048.0,0.0,0.0,1656048.0,1656048.0,1656048.0
14,2009-10-01,Amhara,22808290,18742015,10806944.0,1970051.0,5965020.0,0.0,0.0,8648882.0,10093133.0,0.0,0.0,0.0,8648882.0,10093133.0,0.0,0.0,0.0,18742015.0,18742015.0,18742015.0
15,2009-10-01,Benishangul Gumz,1204954,990132,990132.0,0.0,0.0,0.0,0.0,990132.0,0.0,0.0,0.0,0.0,990132.0,0.0,0.0,0.0,0.0,990132.0,990132.0,990132.0
16,2009-10-01,Dire Dawa,523623,430270,0.0,430270.0,0.0,0.0,0.0,0.0,430270.0,0.0,0.0,0.0,0.0,430270.0,0.0,0.0,0.0,430270.0,430270.0,430270.0
17,2009-10-01,Gambela,498214,409390,69925.0,0.0,339465.0,0.0,0.0,69925.0,0.0,339465.0,0.0,0.0,69925.0,0.0,339465.0,0.0,0.0,409390.0,409390.0,409390.0
18,2009-10-01,Harari,275491,226376,0.0,226376.0,0.0,0.0,0.0,0.0,226376.0,0.0,0.0,0.0,0.0,226376.0,0.0,0.0,0.0,226376.0,226376.0,226376.0
19,2009-10-01,Oromia,39382119,32361050,13288817.0,3757524.0,15314709.0,0.0,0.0,11326824.0,17693729.0,3340497.0,0.0,0.0,11326824.0,17693729.0,3340497.0,0.0,0.0,32361050.0,32361050.0,32361050.0
20,2009-10-01,SNNP,16721876,13740684,2013183.0,1312578.0,10414923.0,0.0,0.0,2013183.0,11070287.0,657214.0,0.0,0.0,2013183.0,11070287.0,657214.0,0.0,0.0,13740684.0,13740684.0,13740684.0
21,2009-10-01,Sidama,4432226,3642047,0.0,0.0,3642047.0,0.0,0.0,0.0,3642047.0,0.0,0.0,0.0,0.0,3642047.0,0.0,0.0,0.0,3642047.0,3642047.0,3642047.0
22,2009-10-01,Somali,6397806,5257198,0.0,0.0,1984567.0,3272631.0,0.0,0.0,1598877.0,3658321.0,0.0,0.0,0.0,0.0,5257198.0,0.0,0.0,5257198.0,5257198.0,5257198.0
23,2009-10-01,Tigray,5685598,4671965,384474.0,1975709.0,2311782.0,0.0,0.0,384474.0,4287491.0,0.0,0.0,0.0,384474.0,4287491.0,0.0,0.0,0.0,4671965.0,4671965.0,4671965.0
24,2010-01-01,Addis Ababa,3780729,3194397,3194397.0,0.0,0.0,0.0,0.0,3194397.0,0.0,0.0,0.0,0.0,3194397.0,0.0,0.0,0.0,0.0,3194397.0,3194397.0,3194397.0
25,2010-01-01,Afar,2015347,1702796,0.0,444418.0,1258378.0,0.0,0.0,0.0,0.0,1118676.0,584120.0,0.0,0.0,0.0,1441799.0,260997.0,0.0,1702796.0,1702796.0,1702796.0
26,2010-01-01,Amhara,22808290,19271079,8893029.0,9926969.0,451081.0,0.0,0.0,8893029.0,8395410.0,1531559.0,451081.0,0.0,8893029.0,2999602.0,5395808.0,1982640.0,0.0,19271079.0,19271079.0,19271079.0
27,2010-01-01,Benishangul Gumz,1204954,1018082,1018082.0,0.0,0.0,0.0,0.0,445079.0,573003.0,0.0,0.0,0.0,445079.0,573003.0,0.0,0.0,0.0,1018082.0,1018082.0,1018082.0
28,2010-01-01,Dire Dawa,523623,442416,0.0,442416.0,0.0,0.0,0.0,0.0,0.0,442416.0,0.0,0.0,0.0,0.0,442416.0,0.0,0.0,442416.0,442416.0,442416.0
29,2010-01-01,Gambela,498214,420947,71899.0,0.0,349048.0,0.0,0.0,71899.0,0.0,0.0,349048.0,0.0,71899.0,0.0,0.0,349048.0,0.0,420947.0,420947.0,420947.0
30,2010-01-01,Harari,275491,232766,0.0,232766.0,0.0,0.0,0.0,0.0,0.0,232766.0,0.0,0.0,0.0,0.0,232766.0,0.0,0.0,232766.0,232766.0,232766.0
31,2010-01-01,Oromia,39382119,33274563,11646566.0,18193202.0,3434795.0,0.0,0.0,14178498.0,7709937.0,11386128.0,0.0,0.0,16195876.0,5692559.0,5873182.0,5512946.0,0.0,33274563.0,33274563.0,33274563.0
32,2010-01-01,SNNP,16721876,14128565,2070011.0,10719061.0,1339493.0,0.0,0.0,2070011.0,10070158.0,1988396.0,0.0,0.0,2070011.0,5821153.0,5266198.0,971203.0,0.0,14128565.0,14128565.0,14128565.0
33,2010-01-01,Sidama,4432226,3744857,0.0,3744857.0,0.0,0.0,0.0,0.0,3744857.0,0.0,0.0,0.0,0.0,0.0,3744857.0,0.0,0.0,3744857.0,3744857.0,3744857.0
34,2010-01-01,Somali,6397806,5405603,0.0,1644011.0,3761592.0,0.0,0.0,0.0,0.0,4031705.0,1373898.0,0.0,0.0,0.0,4846723.0,558880.0,0.0,5405603.0,5405603.0,5405603.0
35,2010-01-01,Tigray,5685598,4803848,395327.0,3738388.0,670133.0,0.0,0.0,395327.0,2031481.0,1706907.0,670133.0,0.0,395327.0,780147.0,2136994.0,1491380.0,0.0,4803848.0,4803848.0,4803848.0
36,2010-04-01,Addis Ababa,3780729,3194397,3194397.0,0.0,0.0,0.0,0.0,3194397.0,0.0,0.0,0.0,0.0,3194397.0,0.0,0.0,0.0,0.0,3194397.0,3194397.0,3194397.0
37,2010-04-01,Afar,2015347,1702796,0.0,1028538.0,674258.0,0.0,0.0,0.0,1028538.0,674258.0,0.0,0.0,0.0,1028538.0,674258.0,0.0,0.0,1702796.0,1702796.0,1702796.0
38,2010-04-01,Amhara,22808290,19271079,11112011.0,3646614.0,4061373.0,451081.0,0.0,11112011.0,3646614.0,4061373.0,451081.0,0.0,8893029.0,2035710.0,7891259.0,451081.0,0.0,19271079.0,19271079.0,19271079.0
39,2010-04-01,Benishangul Gumz,1204954,1018082,585267.0,432815.0,0.0,0.0,0.0,585267.0,432815.0,0.0,0.0,0.0,585267.0,0.0,432815.0,0.0,0.0,1018082.0,1018082.0,1018082.0
40,2010-04-01,Dire Dawa,523623,442416,0.0,442416.0,0.0,0.0,0.0,0.0,442416.0,0.0,0.0,0.0,0.0,442416.0,0.0,0.0,0.0,442416.0,442416.0,442416.0
41,2010-04-01,Gambela,498214,420947,71899.0,0.0,349048.0,0.0,0.0,71899.0,0.0,349048.0,0.0,0.0,71899.0,349048.0,0.0,0.0,0.0,420947.0,420947.0,420947.0
42,2010-04-01,Harari,275491,232766,0.0,0.0,232766.0,0.0,0.0,0.0,0.0,232766.0,0.0,0.0,0.0,0.0,232766.0,0.0,0.0,232766.0,232766.0,232766.0
43,2010-04-01,Oromia,39382119,33274563,19746234.0,5998005.0,7530324.0,0.0,0.0,19746234.0,5998005.0,7530324.0,0.0,0.0,19746234.0,2134410.0,11393919.0,0.0,0.0,33274563.0,33274563.0,33274563.0
44,2010-04-01,SNNP,16721876,14128565,2070011.0,11087351.0,971203.0,0.0,0.0,2070011.0,11087351.0,971203.0,0.0,0.0,2070011.0,10745925.0,1312629.0,0.0,0.0,14128565.0,14128565.0,14128565.0
45,2010-04-01,Sidama,4432226,3744857,0.0,3744857.0,0.0,0.0,0.0,0.0,3744857.0,0.0,0.0,0.0,0.0,3744857.0,0.0,0.0,0.0,3744857.0,3744857.0,3744857.0
46,2010-04-01,Somali,6397806,5405603,0.0,3611228.0,1794375.0,0.0,0.0,0.0,3611228.0,1794375.0,0.0,0.0,0.0,3611228.0,1794375.0,0.0,0.0,5405603.0,5405603.0,5405603.0
