,date,ADMIN1,CS_1,CS_2,CS_3,CS_4,CS_99,ML1_1,ML1_2,ML1_3,ML1_4,ML1_99,ML2_1,ML2_2,ML2_3,ML2_4,ML2_99,CS_5,ML1_5,ML2_5,pop_CS,pop_Total_CS,pop_ML1,pop_Total_ML1,pop_ML2,pop_Total_ML2
0,2009-07-01,Addis Ababa,51459.3125,0.0,0.0,0.0,3070314.5,51459.3125,0.0,0.0,0.0,3070314.5,51459.3125,0.0,0.0,0.0,3070314.5,0,0.0,0.0,51459.3125,3121773.8125,51459.3125,3121773.8125,51459.3125,3121773.8125
1,2009-07-01,Afar,3802.80322265625,494803.4363479614,1070000.5656738281,0.0,0.0,3802.80322265625,494803.4363479614,1070000.5656738281,0.0,0.0,3802.80322265625,718567.3748168945,846236.609375,0.0,0.0,0,0.0,0.0,1568606.8052444458,1568606.8052444458,1568606.8052444458,1568606.8052444458,1568606.7874145508,1568606.7874145508
2,2009-07-01,Amhara,8939243.69720459,3459557.740386963,6610980.5,0.0,601346.16015625,8939243.69720459,3459557.740386963,6610980.5,0.0,601346.16015625,8939243.69720459,8312773.09375,1757765.1898536682,0.0,601346.16015625,0,0.0,0.0,19009781.937591553,19611128.097747803,19009781.937591553,19611128.097747803,19009781.980808258,19611128.140964508
3,2009-07-01,Benishangul Gumz,764995.66015625,129710.92532157898,17273.541015625,0.0,0.0,764995.66015625,129710.92532157898,17273.541015625,0.0,0.0,764995.66015625,146984.46829032898,0.0,0.0,0.0,0,0.0,0.0,911980.126493454,911980.126493454,911980.126493454,911980.126493454,911980.128446579,911980.128446579
4,2009-07-01,Dire Dawa,0.0,391240.890625,2049.182373046875,0.0,0.0,0.0,391240.890625,2049.182373046875,0.0,0.0,0.0,393290.078125,0.0,0.0,0.0,0,0.0,0.0,393290.0729980469,393290.0729980469,393290.0729980469,393290.0729980469,393290.078125,393290.078125
5,2009-07-01,Gambela,142945.29150390625,224950.5531616211,1252.6055908203125,75.40729570388794,0.0,83497.958984375,61004.40594482422,224646.0961303711,75.40729570388794,0.0,142945.29150390625,145548.5258178711,2274.6909790039062,75.40729570388794,78379.94140625,0,0.0,0.0,369223.85755205154,369223.85755205154,369223.8683552742,369223.8683552742,290843.91559648514,369223.85700273514
6,2009-07-01,Harari,0.0,211302.359375,2863.7548828125,0.0,0.0,0.0,211302.359375,2863.7548828125,0.0,0.0,0.0,214166.125,0.0,0.0,0.0,0,0.0,0.0,214166.1142578125,214166.1142578125,214166.1142578125,214166.1142578125,214166.125,214166.125
7,2009-07-01,Oromia,16060425.677387238,5107673.786150932,10223546.705299377,502.15338134765625,19535.07421875,16059384.177387238,5108708.486549377,10222989.360857964,1066.209716796875,19535.07421875,15879343.435779572,14307936.687418938,1204365.2893095016,502.15338134765625,19535.07421875,0,0.0,0.0,31392148.322218895,31411683.396437645,31392148.234511375,31411683.308730125,31392147.56588936,31411682.64010811
8,2009-07-01,SNNP,2602701.07611084,1373349.616317749,9621592.842064023,0.0,0.0,2602701.07611084,912041.831319809,10082900.616825104,0.0,0.0,2602701.07611084,8783900.67477417,2210934.293247223,0.0,0.0,0,0.0,0.0,13597643.534492612,13597643.534492612,13597643.524255753,13597643.524255753,13597536.044132233,13597536.044132233
9,2009-07-01,Sidama,263774.65625,685210.75,2747800.25,0.0,0.0,263774.65625,685210.75,2747800.25,0.0,0.0,263774.65625,3188273.5,244737.296875,0.0,0.0,0,0.0,0.0,3696785.65625,3696785.65625,3696785.65625,3696785.65625,3696785.453125,3696785.453125
