,date,CS,admin0Name,admin1Name,admin2Name,ML1,ML2,admin1Name_en,Admin2Name_en,Total,adjusted_population,CS_1,CS_2,CS_3,CS_4,CS_5,pop_CS,ML1_1,ML1_2,ML1_3,ML1_4,ML1_5,pop_ML1,ML2_1,ML2_2,ML2_3,ML2_4,ML2_5,pop_ML2
563,2011-04-01,2.0,Somalia,Lower Shabelle,Marka,3.0,3.0,Lower Shabelle,Marka,198301,199085,0.0,199085.0,0.0,0.0,0.0,199085.0,0.0,0.0,199085.0,0.0,0.0,199085.0,0.0,0.0,199085.0,0.0,0.0,199085.0
564,2011-04-01,2.0,Somalia,Lower Shabelle,Afgooye,3.0,3.0,Lower Shabelle,Afgooye,238655,239599,0.0,239599.0,0.0,0.0,0.0,239599.0,0.0,0.0,239599.0,0.0,0.0,239599.0,0.0,0.0,239599.0,0.0,0.0,239599.0
565,2011-04-01,2.0,Somalia,Lower Shabelle,Baraawe,3.0,3.0,Lower Shabelle,Baraawe,74072,74365,0.0,74365.0,0.0,0.0,0.0,74365.0,0.0,0.0,74365.0,0.0,0.0,74365.0,0.0,0.0,74365.0,0.0,0.0,74365.0
566,2011-04-01,2.0,Somalia,Lower Shabelle,Kurtunwaarey,3.0,3.0,Lower Shabelle,Kurtunwaarey,262317,263354,0.0,263354.0,0.0,0.0,0.0,263354.0,0.0,0.0,263354.0,0.0,0.0,263354.0,0.0,0.0,263354.0,0.0,0.0,263354.0
567,2011-04-01,2.0,Somalia,Lower Shabelle,Qoryooley,3.0,3.0,Lower Shabelle,Qoryooley,292392,293548,0.0,293548.0,0.0,0.0,0.0,293548.0,0.0,0.0,293548.0,0.0,0.0,293548.0,0.0,0.0,293548.0,0.0,0.0,293548.0
568,2011-04-01,2.0,Somalia,Lower Shabelle,Sablaale,3.0,3.0,Lower Shabelle,Sablaale,23447,23539,0.0,23539.0,0.0,0.0,0.0,23539.0,0.0,0.0,23539.0,0.0,0.0,23539.0,0.0,0.0,23539.0,0.0,0.0,23539.0
569,2011-04-01,2.0,Somalia,Lower Shabelle,Wanla Weyn,2.0,3.0,Lower Shabelle,Wanla Weyn,113035,113482,0.0,113482.0,0.0,0.0,0.0,113482.0,0.0,113482.0,0.0,0.0,0.0,113482.0,0.0,0.0,113482.0,0.0,0.0,113482.0
570,2011-04-01,2.0,Somalia,Bay,Baydhaba,3.0,3.0,Bay,Baydhaba,315679,316927,0.0,316927.0,0.0,0.0,0.0,316927.0,0.0,0.0,316927.0,0.0,0.0,316927.0,0.0,0.0,316927.0,0.0,0.0,316927.0
571,2011-04-01,2.0,Somalia,Bay,Buur Hakaba,3.0,3.0,Bay,Buur Hakaba,197198,197978,0.0,197978.0,0.0,0.0,0.0,197978.0,0.0,0.0,197978.0,0.0,0.0,197978.0,0.0,0.0,197978.0,0.0,0.0,197978.0
572,2011-04-01,2.0,Somalia,Bay,Diinsoor,3.0,3.0,Bay,Diinsoor,174932,175624,0.0,175624.0,0.0,0.0,0.0,175624.0,0.0,0.0,175624.0,0.0,0.0,175624.0,0.0,0.0,175624.0,0.0,0.0,175624.0
573,2011-04-01,2.0,Somalia,Bay,Qansax Dheere,3.0,3.0,Bay,Qansax Dheere,104373,104785,0.0,104785.0,0.0,0.0,0.0,104785.0,0.0,0.0,104785.0,0.0,0.0,104785.0,0.0,0.0,104785.0,0.0,0.0,104785.0
574,2011-04-01,3.0,Somalia,Bakool,Xudur,3.0,3.0,Bakool,Xudur,108902,109332,0.0,0.0,109332.0,0.0,0.0,109332.0,0.0,0.0,109332.0,0.0,0.0,109332.0,0.0,0.0,109332.0,0.0,0.0,109332.0
575,2011-04-01,4.0,Somalia,Bakool,Ceel Barde,4.0,4.0,Bakool,Ceel Barde,59129,59362,0.0,0.0,0.0,59362.0,0.0,59362.0,0.0,0.0,0.0,59362.0,0.0,59362.0,0.0,0.0,0.0,59362.0,0.0,59362.0
576,2011-04-01,4.0,Somalia,Bakool,Tayeeglow,4.0,4.0,Bakool,Tayeeglow,73675,73966,0.0,0.0,0.0,73966.0,0.0,73966.0,0.0,0.0,0.0,73966.0,0.0,73966.0,0.0,0.0,0.0,73966.0,0.0,73966.0
577,2011-04-01,3.0,Somalia,Bakool,Waajid,3.0,3.0,Bakool,Waajid,87869,88216,0.0,0.0,88216.0,0.0,0.0,88216.0,0.0,0.0,88216.0,0.0,0.0,88216.0,0.0,0.0,88216.0,0.0,0.0,88216.0
578,2011-04-01,3.0,Somalia,Bakool,Rab Dhuure,3.0,3.0,Bakool,Rab Dhuure,37652,37800,0.0,0.0,37800.0,0.0,0.0,37800.0,0.0,0.0,37800.0,0.0,0.0,37800.0,0.0,0.0,37800.0,0.0,0.0,37800.0
579,2011-04-01,4.0,Somalia,Gedo,Garbahaarey,3.0,3.0,Gedo,Garbahaarey,76952,77256,0.0,0.0,0.0,77256.0,0.0,77256.0,0.0,0.0,77256.0,0.0,0.0,77256.0,0.0,0.0,77256.0,0.0,0.0,77256.0
580,2011-04-01,2.0,Somalia,Gedo,Baardheere,3.0,3.0,Gedo,Baardheere,177384,178085,0.0,178085.0,0.0,0.0,0.0,178085.0,0.0,0.0,178085.0,0.0,0.0,178085.0,0.0,0.0,178085.0,0.0,0.0,178085.0
581,2011-04-01,3.0,Somalia,Gedo,Belet Xaawo,3.0,3.0,Gedo,Belet Xaawo,83116,83444,0.0,0.0,83444.0,0.0,0.0,83444.0,0.0,0.0,83444.0,0.0,0.0,83444.0,0.0,0.0,83444.0,0.0,0.0,83444.0
582,2011-04-01,2.0,Somalia,Gedo,Ceel Waaq,3.0,3.0,Gedo,Ceel Waaq,60046,60283,0.0,60283.0,0.0,0.0,0.0,60283.0,0.0,0.0,60283.0,0.0,0.0,60283.0,0.0,0.0,60283.0,0.0,0.0,60283.0
583,2011-04-01,4.0,Somalia,Gedo,Doolow,4.0,4.0,Gedo,Doolow,41245,41408,0.0,0.0,0.0,41408.0,0.0,41408.0,0.0,0.0,0.0,41408.0,0.0,41408.0,0.0,0.0,0.0,41408.0,0.0,41408.0
584,2011-04-01,4.0,Somalia,Gedo,Luuq,4.0,4.0,Gedo,Luuq,69660,69935,0.0,0.0,0.0,69935.0,0.0,69935.0,0.0,0.0,0.0,69935.0,0.0,69935.0,0.0,0.0,0.0,69935.0,0.0,69935.0
585,2011-04-01,2.0,Somalia,Middle Juba,Bu'aale,3.0,4.0,Middle Juba,Bu'aale,108986,109417,0.0,109417.0,0.0,0.0,0.0,109417.0,0.0,0.0,109417.0,0.0,0.0,109417.0,0.0,0.0,0.0,109417.0,0.0,109417.0
586,2011-04-01,2.0,Somalia,Middle Juba,Jilib,3.0,4.0,Middle Juba,Jilib,174819,175510,0.0,175510.0,0.0,0.0,0.0,175510.0,0.0,0.0,175510.0,0.0,0.0,175510.0,0.0,0.0,0.0,175510.0,0.0,175510.0
587,2011-04-01,2.0,Somalia,Middle Juba,Saakow,3.0,3.0,Middle Juba,Saakow,79116,79429,0.0,79429.0,0.0,0.0,0.0,79429.0,0.0,0.0,79429.0,0.0,0.0,79429.0,0.0,0.0,79429.0,0.0,0.0,79429.0
588,2011-04-01,2.0,Somalia,Lower Juba,Kismaayo,3.0,3.0,Lower Juba,Kismaayo,162733,163376,0.0,163376.0,0.0,0.0,0.0,163376.0,0.0,0.0,163376.0,0.0,0.0,163376.0,0.0,0.0,163376.0,0.0,0.0,163376.0
589,2011-04-01,2.0,Somalia,Lower Juba,Afmadow,3.0,4.0,Lower Juba,Afmadow,172485,173167,0.0,173167.0,0.0,0.0,0.0,173167.0,0.0,0.0,173167.0,0.0,0.0,173167.0,0.0,0.0,0.0,173167.0,0.0,173167.0
590,2011-04-01,2.0,Somalia,Lower Juba,Badhaadhe,3.0,4.0,Lower Juba,Badhaadhe,56178,56400,0.0,56400.0,0.0,0.0,0.0,56400.0,0.0,0.0,56400.0,0.0,0.0,56400.0,0.0,0.0,0.0,56400.0,0.0,56400.0
591,2011-04-01,2.0,Somalia,Lower Juba,Jamaame,3.0,4.0,Lower Juba,Jamaame,97911,98298,0.0,98298.0,0.0,0.0,0.0,98298.0,0.0,0.0,98298.0,0.0,0.0,98298.0,0.0,0.0,0.0,98298.0,0.0,98298.0
592,2011-07-01,4.0,Somalia,Banadir,Banadir,,,Banadir,Banadir,1650228,1656757,0.0,0.0,0.0,1656757.0,0.0,1656757.0,,,,,,,,,,,,
593,2011-07-01,2.0,Somalia,Awdal,Borama,2.0,2.0,Awdal,Borama,398609,400186,0.0,400186.0,0.0,0.0,0.0,400186.0,0.0,400186.0,0.0,0.0,0.0,400186.0,0.0,400186.0,0.0,0.0,0.0,400186.0
594,2011-07-01,2.0,Somalia,Awdal,Baki,2.0,2.0,Awdal,Baki,96885,97268,0.0,97268.0,0.0,0.0,0.0,97268.0,0.0,97268.0,0.0,0.0,0.0,97268.0,0.0,97268.0,0.0,0.0,0.0,97268.0
595,2011-07-01,2.0,Somalia,Awdal,Lughaye,2.0,2.0,Awdal,Lughaye,100819,101217,0.0,101217.0,0.0,0.0,0.0,101217.0,0.0,101217.0,0.0,0.0,0.0,101217.0,0.0,101217.0,0.0,0.0,0.0,101217.0
596,2011-07-01,2.0,Somalia,Awdal,Zeylac,2.0,2.0,Awdal,Zeylac,76951,77255,0.0,77255.0,0.0,0.0,0.0,77255.0,0.0,77255.0,0.0,0.0,0.0,77255.0,0.0,77255.0,0.0,0.0,0.0,77255.0
597,2011-07-01,2.0,Somalia,Woqooyi Galbeed,Hargeysa,2.0,2.0,Woqooyi Galbeed,Hargeysa,959081,962875,0.0,962875.0,0.0,0.0,0.0,962875.0,0.0,962875.0,0.0,0.0,0.0,962875.0,0.0,962875.0,0.0,0.0,0.0,962875.0
598,2011-07-01,2.0,Somalia,Woqooyi Galbeed,Berbera,2.0,2.0,Woqooyi Galbeed,Berbera,176008,176704,0.0,176704.0,0.0,0.0,0.0,176704.0,0.0,176704.0,0.0,0.0,0.0,176704.0,0.0,176704.0,0.0,0.0,0.0,176704.0
599,2011-07-01,2.0,Somalia,Woqooyi Galbeed,Gebiley,2.0,2.0,Woqooyi Galbeed,Gebiley,106914,107337,0.0,107337.0,0.0,0.0,0.0,107337.0,0.0,107337.0,0.0,0.0,0.0,107337.0,0.0,107337.0,0.0,0.0,0.0,107337.0
600,2011-07-01,3.0,Somalia,Togdheer,Burco,3.0,3.0,Togdheer,Burco,460354,462175,0.0,0.0,462175.0,0.0,0.0,462175.0,0.0,0.0,462175.0,0.0,0.0,462175.0,0.0,0.0,462175.0,0.0,0.0,462175.0
601,2011-07-01,3.0,Somalia,Togdheer,Buuhoodle,3.0,3.0,Togdheer,Buuhoodle,83747,84078,0.0,0.0,84078.0,0.0,0.0,84078.0,0.0,0.0,84078.0,0.0,0.0,84078.0,0.0,0.0,84078.0,0.0,0.0,84078.0
602,2011-07-01,3.0,Somalia,Togdheer,Owdweyne,3.0,3.0,Togdheer,Owdweyne,101358,101759,0.0,0.0,101759.0,0.0,0.0,101759.0,0.0,0.0,101759.0,0.0,0.0,101759.0,0.0,0.0,101759.0,0.0,0.0,101759.0
603,2011-07-01,2.0,Somalia,Togdheer,Sheikh,2.0,2.0,Togdheer,Sheikh,75904,76204,0.0,76204.0,0.0,0.0,0.0,76204.0,0.0,76204.0,0.0,0.0,0.0,76204.0,0.0,76204.0,0.0,0.0,0.0,76204.0
604,2011-07-01,3.0,Somalia,Sool,Laas Caanood,3.0,3.0,Sool,Laas Caanood,156438,157056,0.0,0.0,157056.0,0.0,0.0,157056.0,0.0,0.0,157056.0,0.0,0.0,157056.0,0.0,0.0,157056.0,0.0,0.0,157056.0
605,2011-07-01,3.0,Somalia,Sool,Caynabo,3.0,3.0,Sool,Caynabo,59080,59313,0.0,0.0,59313.0,0.0,0.0,59313.0,0.0,0.0,59313.0,0.0,0.0,59313.0,0.0,0.0,59313.0,0.0,0.0,59313.0
606,2011-07-01,3.0,Somalia,Sool,Taleex,3.0,3.0,Sool,Taleex,73529,73819,0.0,0.0,73819.0,0.0,0.0,73819.0,0.0,0.0,73819.0,0.0,0.0,73819.0,0.0,0.0,73819.0,0.0,0.0,73819.0
607,2011-07-01,3.0,Somalia,Sool,Xudun,3.0,3.0,Sool,Xudun,38380,38531,0.0,0.0,38531.0,0.0,0.0,38531.0,0.0,0.0,38531.0,0.0,0.0,38531.0,0.0,0.0,38531.0,0.0,0.0,38531.0
608,2011-07-01,3.0,Somalia,Sanaag,Ceerigaabo,3.0,3.0,Sanaag,Ceerigaabo,205318,206130,0.0,0.0,206130.0,0.0,0.0,206130.0,0.0,0.0,206130.0,0.0,0.0,206130.0,0.0,0.0,206130.0,0.0,0.0,206130.0
609,2011-07-01,3.0,Somalia,Sanaag,Ceel Afweyn,3.0,3.0,Sanaag,Ceel Afweyn,99950,100345,0.0,0.0,100345.0,0.0,0.0,100345.0,0.0,0.0,100345.0,0.0,0.0,100345.0,0.0,0.0,100345.0,0.0,0.0,100345.0
610,2011-07-01,3.0,Somalia,Sanaag,Laasqoray,3.0,3.0,Sanaag,Laasqoray,238855,239800,0.0,0.0,239800.0,0.0,0.0,239800.0,0.0,0.0,239800.0,0.0,0.0,239800.0,0.0,0.0,239800.0,0.0,0.0,239800.0
611,2011-07-01,3.0,Somalia,Bari,Bossaso,3.0,3.0,Bari,Bossaso,469566,471423,0.0,0.0,471423.0,0.0,0.0,471423.0,0.0,0.0,471423.0,0.0,0.0,471423.0,0.0,0.0,471423.0,0.0,0.0,471423.0
612,2011-07-01,3.0,Somalia,Bari,Bandarbeyla,3.0,3.0,Bari,Bandarbeyla,15481,15542,0.0,0.0,15542.0,0.0,0.0,15542.0,0.0,0.0,15542.0,0.0,0.0,15542.0,0.0,0.0,15542.0,0.0,0.0,15542.0
613,2011-07-01,3.0,Somalia,Bari,Caluula,3.0,3.0,Bari,Caluula,48986,49179,0.0,0.0,49179.0,0.0,0.0,49179.0,0.0,0.0,49179.0,0.0,0.0,49179.0,0.0,0.0,49179.0,0.0,0.0,49179.0
614,2011-07-01,3.0,Somalia,Bari,Iskushuban,3.0,3.0,Bari,Iskushuban,58415,58646,0.0,0.0,58646.0,0.0,0.0,58646.0,0.0,0.0,58646.0,0.0,0.0,58646.0,0.0,0.0,58646.0,0.0,0.0,58646.0
615,2011-07-01,3.0,Somalia,Bari,Qandala,3.0,3.0,Bari,Qandala,52111,52317,0.0,0.0,52317.0,0.0,0.0,52317.0,0.0,0.0,52317.0,0.0,0.0,52317.0,0.0,0.0,52317.0,0.0,0.0,52317.0
616,2011-07-01,3.0,Somalia,Bari,Qardho,3.0,3.0,Bari,Qardho,85588,85926,0.0,0.0,85926.0,0.0,0.0,85926.0,0.0,0.0,85926.0,0.0,0.0,85926.0,0.0,0.0,85926.0,0.0,0.0,85926.0
617,2011-07-01,3.0,Somalia,Nugaal,Garoowe,3.0,3.0,Nugaal,Garoowe,246702,247678,0.0,0.0,247678.0,0.0,0.0,247678.0,0.0,0.0,247678.0,0.0,0.0,247678.0,0.0,0.0,247678.0,0.0,0.0,247678.0
618,2011-07-01,4.0,Somalia,Nugaal,Burtinle,4.0,4.0,Nugaal,Burtinle,64963,65220,0.0,0.0,0.0,65220.0,0.0,65220.0,0.0,0.0,0.0,65220.0,0.0,65220.0,0.0,0.0,0.0,65220.0,0.0,65220.0
619,2011-07-01,4.0,Somalia,Nugaal,Eyl,4.0,4.0,Nugaal,Eyl,81032,81352,0.0,0.0,0.0,81352.0,0.0,81352.0,0.0,0.0,0.0,81352.0,0.0,81352.0,0.0,0.0,0.0,81352.0,0.0,81352.0
620,2011-07-01,4.0,Somalia,Mudug,Gaalkacyo,4.0,4.0,Mudug,Gaalkacyo,389194,390733,0.0,0.0,0.0,390733.0,0.0,390733.0,0.0,0.0,0.0,390733.0,0.0,390733.0,0.0,0.0,0.0,390733.0,0.0,390733.0
621,2011-07-01,4.0,Somalia,Mudug,Galdogob,4.0,4.0,Mudug,Galdogob,79595,79909,0.0,0.0,0.0,79909.0,0.0,79909.0,0.0,0.0,0.0,79909.0,0.0,79909.0,0.0,0.0,0.0,79909.0,0.0,79909.0
622,2011-07-01,4.0,Somalia,Mudug,Hobyo,4.0,4.0,Mudug,Hobyo,115222,115677,0.0,0.0,0.0,115677.0,0.0,115677.0,0.0,0.0,0.0,115677.0,0.0,115677.0,0.0,0.0,0.0,115677.0,0.0,115677.0
623,2011-07-01,4.0,Somalia,Mudug,Jariiban,4.0,4.0,Mudug,Jariiban,81890,82213,0.0,0.0,0.0,82213.0,0.0,82213.0,0.0,0.0,0.0,82213.0,0.0,82213.0,0.0,0.0,0.0,82213.0,0.0,82213.0
624,2011-07-01,4.0,Somalia,Mudug,Xarardheere,4.0,4.0,Mudug,Xarardheere,51961,52166,0.0,0.0,0.0,52166.0,0.0,52166.0,0.0,0.0,0.0,52166.0,0.0,52166.0,0.0,0.0,0.0,52166.0,0.0,52166.0
625,2011-07-01,4.0,Somalia,Galgaduud,Dhuusamarreeb,4.0,4.0,Galgaduud,Dhuusamarreeb,144407,144978,0.0,0.0,0.0,144978.0,0.0,144978.0,0.0,0.0,0.0,144978.0,0.0,144978.0,0.0,0.0,0.0,144978.0,0.0,144978.0
626,2011-07-01,4.0,Somalia,Galgaduud,Cabudwaaq,4.0,4.0,Galgaduud,Cabudwaaq,101959,102362,0.0,0.0,0.0,102362.0,0.0,102362.0,0.0,0.0,0.0,102362.0,0.0,102362.0,0.0,0.0,0.0,102362.0,0.0,102362.0
627,2011-07-01,4.0,Somalia,Galgaduud,Cadaado,4.0,4.0,Galgaduud,Cadaado,129588,130100,0.0,0.0,0.0,130100.0,0.0,130100.0,0.0,0.0,0.0,130100.0,0.0,130100.0,0.0,0.0,0.0,130100.0,0.0,130100.0
628,2011-07-01,4.0,Somalia,Galgaduud,Ceel Buur,4.0,4.0,Galgaduud,Ceel Buur,83610,83940,0.0,0.0,0.0,83940.0,0.0,83940.0,0.0,0.0,0.0,83940.0,0.0,83940.0,0.0,0.0,0.0,83940.0,0.0,83940.0
629,2011-07-01,4.0,Somalia,Galgaduud,Ceel Dheer,4.0,4.0,Galgaduud,Ceel Dheer,109870,110304,0.0,0.0,0.0,110304.0,0.0,110304.0,0.0,0.0,0.0,110304.0,0.0,110304.0,0.0,0.0,0.0,110304.0,0.0,110304.0
630,2011-07-01,4.0,Somalia,Hiraan,Belet Weyne,4.0,4.0,Hiraan,Belet Weyne,235214,236144,0.0,0.0,0.0,236144.0,0.0,236144.0,0.0,0.0,0.0,236144.0,0.0,236144.0,0.0,0.0,0.0,236144.0,0.0,236144.0
631,2011-07-01,4.0,Somalia,Hiraan,Bulo Burto,4.0,4.0,Hiraan,Bulo Burto,138283,138830,0.0,0.0,0.0,138830.0,0.0,138830.0,0.0,0.0,0.0,138830.0,0.0,138830.0,0.0,0.0,0.0,138830.0,0.0,138830.0
632,2011-07-01,4.0,Somalia,Hiraan,Jalalaqsi,,,Hiraan,Jalalaqsi,147189,147771,0.0,0.0,0.0,147771.0,0.0,147771.0,,,,,,,,,,,,
633,2011-07-01,4.0,Somalia,Middle Shabelle,Jowhar,,,Middle Shabelle,Jowhar,179097,179805,0.0,0.0,0.0,179805.0,0.0,179805.0,,,,,,,,,,,,
634,2011-07-01,4.0,Somalia,Middle Shabelle,Adan Yabaal,4.0,4.0,Middle Shabelle,Adan Yabaal,37781,37930,0.0,0.0,0.0,37930.0,0.0,37930.0,0.0,0.0,0.0,37930.0,0.0,37930.0,0.0,0.0,0.0,37930.0,0.0,37930.0
635,2011-07-01,4.0,Somalia,Middle Shabelle,Balcad,,,Middle Shabelle,Balcad,212261,213100,0.0,0.0,0.0,213100.0,0.0,213100.0,,,,,,,,,,,,
636,2011-07-01,4.0,Somalia,Middle Shabelle,Cadale,,,Middle Shabelle,Cadale,86896,87239,0.0,0.0,0.0,87239.0,0.0,87239.0,,,,,,,,,,,,
637,2011-07-01,,Somalia,Lower Shabelle,Marka,,,Lower Shabelle,Marka,198301,199085,,,,,,,,,,,,,,,,,,
638,2011-07-01,4.0,Somalia,Lower Shabelle,Afgooye,,,Lower Shabelle,Afgooye,238655,239599,0.0,0.0,0.0,239599.0,0.0,239599.0,,,,,,,,,,,,
639,2011-07-01,,Somalia,Lower Shabelle,Baraawe,,,Lower Shabelle,Baraawe,74072,74365,,,,,,,,,,,,,,,,,,
640,2011-07-01,4.0,Somalia,Lower Shabelle,Kurtunwaarey,,,Lower Shabelle,Kurtunwaarey,262317,263354,0.0,0.0,0.0,263354.0,0.0,263354.0,,,,,,,,,,,,
641,2011-07-01,4.0,Somalia,Lower Shabelle,Qoryooley,,,Lower Shabelle,Qoryooley,292392,293548,0.0,0.0,0.0,293548.0,0.0,293548.0,,,,,,,,,,,,
642,2011-07-01,4.0,Somalia,Lower Shabelle,Sablaale,,,Lower Shabelle,Sablaale,23447,23539,0.0,0.0,0.0,23539.0,0.0,23539.0,,,,,,,,,,,,
643,2011-07-01,4.0,Somalia,Lower Shabelle,Wanla Weyn,,,Lower Shabelle,Wanla Weyn,113035,113482,0.0,0.0,0.0,113482.0,0.0,113482.0,,,,,,,,,,,,
644,2011-07-01,4.0,Somalia,Bay,Baydhaba,,,Bay,Baydhaba,315679,316927,0.0,0.0,0.0,316927.0,0.0,316927.0,,,,,,,,,,,,
645,2011-07-01,4.0,Somalia,Bay,Buur Hakaba,,,Bay,Buur Hakaba,197198,197978,0.0,0.0,0.0,197978.0,0.0,197978.0,,,,,,,,,,,,
646,2011-07-01,4.0,Somalia,Bay,Diinsoor,,,Bay,Diinsoor,174932,175624,0.0,0.0,0.0,175624.0,0.0,175624.0,,,,,,,,,,,,
647,2011-07-01,4.0,Somalia,Bay,Qansax Dheere,,,Bay,Qansax Dheere,104373,104785,0.0,0.0,0.0,104785.0,0.0,104785.0,,,,,,,,,,,,
648,2011-07-01,4.0,Somalia,Bakool,Xudur,,,Bakool,Xudur,108902,109332,0.0,0.0,0.0,109332.0,0.0,109332.0,,,,,,,,,,,,
649,2011-07-01,4.0,Somalia,Bakool,Ceel Barde,4.0,3.0,Bakool,Ceel Barde,59129,59362,0.0,0.0,0.0,59362.0,0.0,59362.0,0.0,0.0,0.0,59362.0,0.0,59362.0,0.0,0.0,59362.0,0.0,0.0,59362.0
650,2011-07-01,4.0,Somalia,Bakool,Tayeeglow,,,Bakool,Tayeeglow,73675,73966,0.0,0.0,0.0,73966.0,0.0,73966.0,,,,,,,,,,,,
651,2011-07-01,4.0,Somalia,Bakool,Waajid,,,Bakool,Waajid,87869,88216,0.0,0.0,0.0,88216.0,0.0,88216.0,,,,,,,,,,,,
652,2011-07-01,4.0,Somalia,Bakool,Rab Dhuure,4.0,3.0,Bakool,Rab Dhuure,37652,37800,0.0,0.0,0.0,37800.0,0.0,37800.0,0.0,0.0,0.0,37800.0,0.0,37800.0,0.0,0.0,37800.0,0.0,0.0,37800.0
653,2011-07-01,4.0,Somalia,Gedo,Garbahaarey,,,Gedo,Garbahaarey,76952,77256,0.0,0.0,0.0,77256.0,0.0,77256.0,,,,,,,,,,,,
654,2011-07-01,4.0,Somalia,Gedo,Baardheere,,,Gedo,Baardheere,177384,178085,0.0,0.0,0.0,178085.0,0.0,178085.0,,,,,,,,,,,,
655,2011-07-01,4.0,Somalia,Gedo,Belet Xaawo,,,Gedo,Belet Xaawo,83116,83444,0.0,0.0,0.0,83444.0,0.0,83444.0,,,,,,,,,,,,
656,2011-07-01,4.0,Somalia,Gedo,Ceel Waaq,,,Gedo,Ceel Waaq,60046,60283,0.0,0.0,0.0,60283.0,0.0,60283.0,,,,,,,,,,,,
657,2011-07-01,4.0,Somalia,Gedo,Doolow,4.0,3.0,Gedo,Doolow,41245,41408,0.0,0.0,0.0,41408.0,0.0,41408.0,0.0,0.0,0.0,41408.0,0.0,41408.0,0.0,0.0,41408.0,0.0,0.0,41408.0
658,2011-07-01,4.0,Somalia,Gedo,Luuq,4.0,3.0,Gedo,Luuq,69660,69935,0.0,0.0,0.0,69935.0,0.0,69935.0,0.0,0.0,0.0,69935.0,0.0,69935.0,0.0,0.0,69935.0,0.0,0.0,69935.0
659,2011-07-01,4.0,Somalia,Middle Juba,Bu'aale,,,Middle Juba,Bu'aale,108986,109417,0.0,0.0,0.0,109417.0,0.0,109417.0,,,,,,,,,,,,
660,2011-07-01,4.0,Somalia,Middle Juba,Jilib,,,Middle Juba,Jilib,174819,175510,0.0,0.0,0.0,175510.0,0.0,175510.0,,,,,,,,,,,,
661,2011-07-01,4.0,Somalia,Middle Juba,Saakow,,,Middle Juba,Saakow,79116,79429,0.0,0.0,0.0,79429.0,0.0,79429.0,,,,,,,,,,,,
662,2011-07-01,4.0,Somalia,Lower Juba,Kismaayo,,,Lower Juba,Kismaayo,162733,163376,0.0,0.0,0.0,163376.0,0.0,163376.0,,,,,,,,,,,,
663,2011-07-01,4.0,Somalia,Lower Juba,Afmadow,4.0,3.0,Lower Juba,Afmadow,172485,173167,0.0,0.0,0.0,173167.0,0.0,173167.0,0.0,0.0,0.0,173167.0,0.0,173167.0,0.0,0.0,173167.0,0.0,0.0,173167.0
664,2011-07-01,4.0,Somalia,Lower Juba,Badhaadhe,3.0,2.0,Lower Juba,Badhaadhe,56178,56400,0.0,0.0,0.0,56400.0,0.0,56400.0,0.0,0.0,56400.0,0.0,0.0,56400.0,0.0,56400.0,0.0,0.0,0.0,56400.0
665,2011-07-01,4.0,Somalia,Lower Juba,Jamaame,,,Lower Juba,Jamaame,97911,98298,0.0,0.0,0.0,98298.0,0.0,98298.0,,,,,,,,,,,,
666,2011-10-01,4.0,Somalia,Banadir,Banadir,4.0,4.0,Banadir,Banadir,1650228,1656757,0.0,0.0,0.0,1656757.0,0.0,1656757.0,0.0,0.0,0.0,1656757.0,0.0,1656757.0,0.0,0.0,0.0,1656757.0,0.0,1656757.0
667,2011-10-01,2.0,Somalia,Awdal,Borama,2.0,2.0,Awdal,Borama,398609,400186,0.0,400186.0,0.0,0.0,0.0,400186.0,0.0,400186.0,0.0,0.0,0.0,400186.0,0.0,400186.0,0.0,0.0,0.0,400186.0
668,2011-10-01,2.0,Somalia,Awdal,Baki,2.0,2.0,Awdal,Baki,96885,97268,0.0,97268.0,0.0,0.0,0.0,97268.0,0.0,97268.0,0.0,0.0,0.0,97268.0,0.0,97268.0,0.0,0.0,0.0,97268.0
669,2011-10-01,2.0,Somalia,Awdal,Lughaye,2.0,2.0,Awdal,Lughaye,100819,101217,0.0,101217.0,0.0,0.0,0.0,101217.0,0.0,101217.0,0.0,0.0,0.0,101217.0,0.0,101217.0,0.0,0.0,0.0,101217.0
670,2011-10-01,2.0,Somalia,Awdal,Zeylac,2.0,2.0,Awdal,Zeylac,76951,77255,0.0,77255.0,0.0,0.0,0.0,77255.0,0.0,77255.0,0.0,0.0,0.0,77255.0,0.0,77255.0,0.0,0.0,0.0,77255.0
671,2011-10-01,2.0,Somalia,Woqooyi Galbeed,Hargeysa,2.0,2.0,Woqooyi Galbeed,Hargeysa,959081,962875,0.0,962875.0,0.0,0.0,0.0,962875.0,0.0,962875.0,0.0,0.0,0.0,962875.0,0.0,962875.0,0.0,0.0,0.0,962875.0
672,2011-10-01,2.0,Somalia,Woqooyi Galbeed,Berbera,2.0,2.0,Woqooyi Galbeed,Berbera,176008,176704,0.0,176704.0,0.0,0.0,0.0,176704.0,0.0,176704.0,0.0,0.0,0.0,176704.0,0.0,176704.0,0.0,0.0,0.0,176704.0
673,2011-10-01,2.0,Somalia,Woqooyi Galbeed,Gebiley,2.0,2.0,Woqooyi Galbeed,Gebiley,106914,107337,0.0,107337.0,0.0,0.0,0.0,107337.0,0.0,107337.0,0.0,0.0,0.0,107337.0,0.0,107337.0,0.0,0.0,0.0,107337.0
